,how,much,of,normal,is,the,oxygen,breathed,in,space,suits,?
's,-0.026164190843701363,0.06731651723384857,-0.03817026689648628,-0.017858536913990974,0.02396530658006668,-0.01540423184633255,-0.011648092418909073,0.021810730919241905,-0.037580832839012146,-0.1200559139251709,0.0837826058268547,-0.023395681753754616
arterial,0.2175886034965515,0.27776771783828735,0.2786371111869812,0.34890443086624146,0.25684458017349243,0.2743576467037201,0.44780585169792175,0.3934606909751892,0.16351619362831116,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.22885353863239288,0.2646805942058563,0.2294820100069046,0.2189585417509079,0.18016870319843292,0.2815113961696625,0.5080283284187317,0.4287530481815338,0.12106697261333466,0.1910402774810791,0.21517808735370636,0.156274676322937
is,0.22544461488723755,0.3156087100505829,0.4854315221309662,0.2731911838054657,1.0,0.5823672413825989,0.21825239062309265,0.2097751796245575,0.5394441485404968,0.18578536808490753,0.19759035110473633,0.22961433231830597
only,0.36590442061424255,0.411008358001709,0.49632513523101807,0.3842824101448059,0.44708555936813354,0.5497692227363586,0.30512404441833496,0.3070789873600006,0.42992329597473145,0.2498323619365692,0.2282230705022812,0.2767370045185089
marginally,0.23593582212924957,0.3598063886165619,0.20551608502864838,0.21914952993392944,0.2630020081996918,0.3104642629623413,0.15997667610645294,0.1900610476732254,0.2530246376991272,0.16839797794818878,0.21226437389850616,0.13889814913272858
more,0.4319567084312439,0.5936280488967896,0.30478984117507935,0.3732619881629944,0.2946030795574188,0.39758381247520447,0.265546053647995,0.23797279596328735,0.32563260197639465,0.21460022032260895,0.2661907970905304,0.27894994616508484
than,0.29763275384902954,0.632695198059082,0.33036211133003235,0.4186875522136688,0.2839990258216858,0.3227543234825134,0.25305241346359253,0.23299945890903473,0.3270052373409271,0.20923641324043274,0.3003460764884949,0.24917294085025787
normal,0.33218955993652344,0.42239636182785034,0.2300747036933899,0.9999999403953552,0.2731911838054657,0.25256022810935974,0.28902506828308105,0.2613430619239807,0.25896620750427246,0.242890864610672,0.2981773316860199,0.19617988169193268
sea-level,0.22670137882232666,0.1896434724330902,0.22190970182418823,0.31387269496917725,0.26011231541633606,0.30006691813468933,0.27106642723083496,0.17531372606754303,0.27578437328338623,0.2530885636806488,0.20431464910507202,0.2430570423603058
o,0.1453389823436737,0.11613502353429794,0.16054381430149078,0.0685778260231018,0.18684464693069458,0.19071193039417267,0.2476140707731247,0.17857621610164642,0.17052006721496582,0.09991100430488586,0.15780816972255707,0.23868927359580994
2,-0.02554285153746605,-0.1400752067565918,-0.013777675107121468,-0.015597207471728325,-0.07940074801445007,-0.019434669986367226,0.04063820466399193,0.09872572869062424,0.01447046548128128,-0.05579118803143501,-0.11329872906208038,0.001977203879505396
partial,0.19622710347175598,0.20781725645065308,0.2845287024974823,0.2696976661682129,0.23120467364788055,0.2313118278980255,0.15541093051433563,0.16133426129817963,0.23465001583099365,0.16210150718688965,0.22832413017749786,0.16151700913906097
pressure,0.2370646893978119,0.3138648271560669,0.22627468407154083,0.2938547432422638,0.19239991903305054,0.28285476565361023,0.35798126459121704,0.35282623767852783,0.16116683185100555,0.21622900664806366,0.2517367899417877,0.142023503780365
(,0.1676948219537735,0.21788647770881653,0.35032153129577637,0.20925313234329224,0.35393038392066956,0.33289089798927307,0.189798504114151,0.1557234674692154,0.3087427020072937,0.23673366010189056,0.09558625519275665,0.40561532974243164
for,0.3308170735836029,0.2994346022605896,0.4185989499092102,0.2764380872249603,0.43268078565597534,0.4739971458911896,0.22718772292137146,0.21055452525615692,0.4322226941585541,0.24232043325901031,0.2588709890842438,0.264628142118454
more,0.4319567084312439,0.5936280488967896,0.30478984117507935,0.3732619881629944,0.2946030795574188,0.39758381247520447,0.265546053647995,0.23797279596328735,0.32563260197639465,0.21460022032260895,0.2661907970905304,0.27894994616508484
information,0.3293761610984802,0.29213234782218933,0.2860049605369568,0.25554516911506653,0.2520555853843689,0.3143121302127838,0.22826901078224182,0.1075383871793747,0.20385970175266266,0.2466929703950882,0.17062702775001526,0.24875912070274353
on,0.32655060291290283,0.2834896147251129,0.3966929316520691,0.2309863418340683,0.3635730445384979,0.5107308030128479,0.2008662223815918,0.13648584485054016,0.46853652596473694,0.15890881419181824,0.17134246230125427,0.2714994251728058
this,0.45272302627563477,0.5015546083450317,0.45148900151252747,0.38958871364593506,0.480927973985672,0.6274310946464539,0.31131085753440857,0.2567313611507416,0.45205554366111755,0.2652304768562317,0.2476406693458557,0.3155723512172699
",",0.22659391164779663,0.36182254552841187,0.4946078956127167,0.25911128520965576,0.4691906273365021,0.4933079481124878,0.21812842786312103,0.2596597969532013,0.5201468467712402,0.2285580337047577,0.21471096575260162,0.31091248989105225
see,0.404163658618927,0.3581235706806183,0.33962661027908325,0.28469979763031006,0.30759111046791077,0.3770301640033722,0.20267128944396973,0.2234090268611908,0.2973747253417969,0.26061758399009705,0.22428730130195618,0.42005208134651184
space,0.1899009644985199,0.22150516510009766,0.21300287544727325,0.242890864610672,0.18578536808490753,0.24495907127857208,0.25929561257362366,0.1674734354019165,0.17648501694202423,1.0000001192092896,0.16642162203788757,0.1885536164045334
suit,0.14619968831539154,0.2322351336479187,0.15855711698532104,0.24516360461711884,0.15922023355960846,0.21465148031711578,0.20925526320934296,0.21615201234817505,0.14579036831855774,0.2503943145275116,0.7464051842689514,0.1362915337085724
and,0.33647966384887695,0.38395699858665466,0.5116966962814331,0.3120298683643341,0.3859752118587494,0.5171257257461548,0.22261030972003937,0.2273568958044052,0.4954058527946472,0.22901733219623566,0.2751924991607666,0.20544172823429108
arterial,0.2175886034965515,0.27776771783828735,0.2786371111869812,0.34890443086624146,0.25684458017349243,0.2743576467037201,0.44780585169792175,0.3934606909751892,0.16351619362831116,0.17779214680194855,0.22527772188186646,0.18074695765972137
blood,0.22885353863239288,0.2646805942058563,0.2294820100069046,0.2189585417509079,0.18016870319843292,0.2815113961696625,0.5080283284187317,0.4287530481815338,0.12106697261333466,0.1910402774810791,0.21517808735370636,0.156274676322937
gas,0.2305871844291687,0.23716126382350922,0.21246914565563202,0.2008333057165146,0.1897863894701004,0.2339978665113449,0.45564013719558716,0.363220751285553,0.20770272612571716,0.2566068172454834,0.2209891378879547,0.1582372784614563
),0.17939934134483337,0.22256317734718323,0.3680361211299896,0.2275071144104004,0.37732169032096863,0.3456730246543884,0.19541971385478973,0.14620621502399445,0.3326910734176636,0.24192531406879425,0.10823241621255875,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.2961207330226898,0.4569662809371948,0.5934505462646484,0.2554275095462799,0.27270016074180603,0.5591574311256409,0.2385488897562027,0.26995816826820374,0.4130953550338745
