,when,did,abc,and,disney,'s,television,relationship,lapse,?
a,0.44397395849227905,0.2552328109741211,0.21331243216991425,0.3739250600337982,0.21907898783683777,0.04866964742541313,0.22552843391895294,0.25691166520118713,0.21735791862010956,0.23916715383529663
three-season,0.31348276138305664,0.251303106546402,0.35931408405303955,0.35437068343162537,0.26132574677467346,0.058641016483306885,0.3521232604980469,0.20934545993804932,0.18469391763210297,0.27103254199028015
run,0.2548166811466217,0.2303875833749771,0.1768566370010376,0.2711782455444336,0.16880342364311218,0.017889494076371193,0.18875949084758759,0.08554811775684357,0.10343161225318909,0.17904110252857208
as,0.4437963366508484,0.3596470057964325,0.2286096066236496,0.49487000703811646,0.2626339793205261,-0.05775856226682663,0.25070273876190186,0.2814804017543793,0.1336786448955536,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
sunday,0.19998310506343842,0.15207065641880035,0.29011502861976624,0.17908036708831787,0.1837657392024994,-0.01155957393348217,0.23802079260349274,0.11647645384073257,0.17439867556095123,0.23753786087036133
movie,0.21972014009952545,0.2057092785835266,0.24821209907531738,0.27676329016685486,0.4810844361782074,0.0758422240614891,0.5471143126487732,0.22945992648601532,0.2020910531282425,0.18408656120300293
until,0.494509756565094,0.33905428647994995,0.175827294588089,0.3372601866722107,0.17199453711509705,0.02445155940949917,0.23805125057697296,0.2212238907814026,0.20379739999771118,0.20304496586322784
it,0.4775012135505676,0.2993364930152893,0.17324577271938324,0.40957894921302795,0.24349725246429443,0.06608816236257553,0.17099279165267944,0.23314040899276733,0.33055397868156433,0.25732165575027466
lost,0.2786714434623718,0.30779293179512024,0.09725617617368698,0.25558507442474365,0.0836109146475792,-0.04458974674344063,0.18349704146385193,0.1657189279794693,0.10189511626958847,0.15261413156986237
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
rights,0.18668439984321594,0.2525300085544586,0.16774038970470428,0.26346641778945923,0.22048398852348328,-0.06798747181892395,0.18617643415927887,0.17307744920253754,0.10969000309705734,0.21814769506454468
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.48971283435821533,0.23984374105930328,0.03782717138528824,0.1933557242155075,0.25194117426872253,0.1994418501853943,0.29463258385658264
nbc,0.17437143623828888,0.1728760302066803,0.63486248254776,0.1969573199748993,0.4057736098766327,0.07915050536394119,0.5602048635482788,0.22843194007873535,0.041308384388685226,0.1680917739868164
again,0.5500401854515076,0.35250324010849,0.19005951285362244,0.34503087401390076,0.21636822819709778,-0.038958314806222916,0.1818799376487732,0.19844824075698853,0.25287413597106934,0.2679590880870819
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1988,-0.1402929574251175,-0.03694842383265495,0.22792929410934448,0.01284318882972002,0.09234438091516495,0.0668080747127533,0.09654484689235687,0.024284603074193,-0.07943103462457657,0.08449683338403702
;,0.022927695885300636,0.10727239400148392,-0.0012340332614257932,0.08403264731168747,0.08175265789031982,0.006909397430717945,-0.018809376284480095,0.08337178826332092,-0.06652435660362244,0.10349778085947037
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
anthology,0.13486887514591217,0.16813743114471436,0.2907084822654724,0.2063034623861313,0.29018303751945496,0.035935431718826294,0.2877735197544098,0.1127556562423706,0.12237457185983658,0.18870647251605988
series,0.2194245308637619,0.15581852197647095,0.38518208265304565,0.26972857117652893,0.3113691210746765,0.0006390819908119738,0.6111506819725037,0.19746741652488708,0.11591930687427521,0.1709602326154709
would,0.4219970703125,0.6268245577812195,0.13780725002288818,0.34921059012413025,0.20283743739128113,0.036968596279621124,0.17012080550193787,0.23424163460731506,0.24511903524398804,0.37178951501846313
return,0.24235358834266663,0.21141748130321503,0.19856001436710358,0.20753136277198792,0.1472778171300888,0.03277071565389633,0.13214941322803497,0.19546978175640106,0.10376930236816406,0.14655634760856628
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.48971283435821533,0.23984374105930328,0.03782717138528824,0.1933557242155075,0.25194117426872253,0.1994418501853943,0.29463258385658264
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.16453155875205994,0.37895750999450684,0.06670809537172318,0.46871840953826904,0.2317969650030136,0.0552155002951622,0.19065172970294952
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1996,0.0930543765425682,0.24150575697422028,-0.04806329682469368,0.062450964003801346,-0.07817627489566803,-0.015418678522109985,0.010741958394646645,0.09413548558950424,0.0733838677406311,0.18022380769252777
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
following,0.3263498842716217,0.28040066361427307,0.1467348337173462,0.2696467339992523,0.2012777179479599,-0.005975736305117607,0.15606312453746796,0.16035810112953186,0.1947469711303711,0.1555173695087433
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
company,0.2219121903181076,0.16800642013549805,0.16210390627384186,0.23788511753082275,0.29213109612464905,0.003266559913754463,0.25623777508735657,0.0858396515250206,0.1576058268547058,0.12195809185504913
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,0.06895173341035843,0.0786653682589531,0.9999999403953552,0.11021530628204346,-0.04484357684850693,0.09069104492664337,-0.023395681753754616
purchase,0.23947790265083313,0.22546830773353577,0.2114780843257904,0.1929796040058136,0.21842390298843384,0.08398998528718948,0.1497635841369629,0.1947050243616104,0.15683439373970032,0.07106894254684448
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.5116966962814331,0.19926400482654572,-0.03817026689648628,0.21995750069618225,0.22000651061534882,0.23868954181671143,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
future,0.23691968619823456,0.23607341945171356,0.1452704519033432,0.28619977831840515,0.2205570638179779,-0.04464564472436905,0.13658083975315094,0.25326603651046753,0.18601496517658234,0.3367180824279785
capital,0.20230671763420105,0.08427972346544266,0.2084534764289856,0.218168243765831,0.17269915342330933,0.01144334115087986,0.17207099497318268,0.05396728590130806,0.13210469484329224,0.0907452180981636
cities/abc,0.1116829365491867,0.11703836172819138,0.37177377939224243,0.27125242352485657,0.18020334839820862,0.03457126021385193,0.325548380613327,0.07917598634958267,0.05302249267697334,0.2519042491912842
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.2286096066236496,0.49487000703811646,0.2626339793205261,-0.05775856226682663,0.25070273876190186,0.2814804017543793,0.1336786448955536,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
wonderful,0.19733382761478424,0.24350856244564056,0.1969894915819168,0.2450018674135208,0.37920525670051575,0.06647507101297379,0.22282832860946655,0.1891993284225464,0.18769417703151703,0.2753289043903351
world,0.23794586956501007,0.1944720596075058,0.16711202263832092,0.3246132433414459,0.2243882566690445,0.11877062171697617,0.19271276891231537,0.13432036340236664,0.15239539742469788,0.17579582333564758
of,0.3757161796092987,0.2513895630836487,0.14607268571853638,0.5116966962814331,0.19926400482654572,-0.03817026689648628,0.21995750069618225,0.22000651061534882,0.23868954181671143,0.1826142966747284
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
),0.2538422644138336,0.18584993481636047,0.18381085991859436,0.4961937665939331,0.14130505919456482,0.021107977256178856,0.27724143862724304,0.16473416984081268,0.14709307253360748,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.588965117931366,0.23698924481868744,-0.003708066651597619,0.2806251645088196,0.22535671293735504,0.16757351160049438,0.4130953550338745
,when,did,abc,and,disney,'s,television,relationship,lapse,?
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1959,0.11907853186130524,0.014086701907217503,-0.034490931779146194,0.025146465748548508,-0.01829627715051174,0.023679634556174278,-0.09304040670394897,0.07464533299207687,0.016111407428979874,0.07245876640081406
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
walt,0.1786840409040451,0.1685073971748352,0.36108773946762085,0.23346897959709167,0.8116229772567749,0.09715674072504044,0.3781507611274719,0.13466523587703705,0.15154603123664856,0.18540392816066742
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
productions,0.15511907637119293,0.19139394164085388,0.34230175614356995,0.2767941951751709,0.4040467441082001,0.04581885412335396,0.4012118875980377,0.1972762644290924,0.14520123600959778,0.22681239247322083
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
having,0.4296937882900238,0.3157401978969574,0.13503289222717285,0.36825746297836304,0.16720950603485107,-0.0629785805940628,0.19984836876392365,0.2909320890903473,0.2529730200767517,0.22418256103992462
improved,0.22863540053367615,0.27103501558303833,0.07181845605373383,0.2351309210062027,0.08530470728874207,0.043154362589120865,0.19787348806858063,0.12245230376720428,0.17764832079410553,0.22755856812000275
its,0.34032323956489563,0.19922670722007751,0.19045390188694,0.3841775357723236,0.19488584995269775,0.03202139586210251,0.1756780445575714,0.19956518709659576,0.23949192464351654,0.15103481709957123
financial,0.23070667684078217,0.2442471981048584,0.1747773438692093,0.26681631803512573,0.25414636731147766,0.06992136687040329,0.19310301542282104,0.306174099445343,0.246584951877594,0.06444920599460602
situation,0.35674718022346497,0.2690824270248413,0.1935058832168579,0.25539255142211914,0.1548002064228058,0.02444574236869812,0.20331136882305145,0.33370208740234375,0.36842429637908936,0.2714049518108368
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
had,0.37526828050613403,0.540525496006012,0.18355661630630493,0.3872550129890442,0.14818458259105682,-0.004401352722197771,0.203231081366539,0.26103153824806213,0.19274106621742249,0.20728366076946259
purchased,0.17914487421512604,0.19566655158996582,0.22144027054309845,0.18522495031356812,0.2442995309829712,0.09375522285699844,0.19105423986911774,0.1551545411348343,0.1011405810713768,0.04121813923120499
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.16453155875205994,0.37895750999450684,0.06670809537172318,0.46871840953826904,0.2317969650030136,0.0552155002951622,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,0.06895173341035843,0.0786653682589531,0.9999999403953552,0.11021530628204346,-0.04484357684850693,0.09069104492664337,-0.023395681753754616
shares,0.16701866686344147,0.14416900277137756,0.1739792674779892,0.26216331124305725,0.242331400513649,0.08795369416475296,0.12886138260364532,0.30308306217193604,0.09315125644207001,0.10316289961338043
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2068762183189392,0.5171257257461548,0.24980762600898743,-0.01540423184633255,0.24569597840309143,0.21018025279045105,0.2755337059497833,0.22068053483963013
disneyland,0.23185518383979797,0.17775611579418182,0.23635563254356384,0.2735011577606201,0.7213653922080994,0.047162871807813644,0.2682136595249176,0.20313474535942078,0.17924858629703522,0.18708528578281403
theme,0.1518925577402115,0.12344229966402054,0.23545488715171814,0.2354547381401062,0.45182034373283386,0.010491529479622841,0.324927419424057,0.23242036998271942,0.18791766464710236,0.21507632732391357
park,0.14917762577533722,0.12431816756725311,0.16592466831207275,0.21340665221214294,0.2684294283390045,-0.027052083984017372,0.22554484009742737,0.11935974657535553,0.12753072381019592,0.13508929312229156
for,0.43402108550071716,0.318512886762619,0.22510288655757904,0.5064792633056641,0.16913838684558868,-0.07241261005401611,0.27045196294784546,0.1835637241601944,0.14163964986801147,0.264628142118454
$,0.17828483879566193,0.23203131556510925,0.2139672338962555,0.20277954638004303,0.20913034677505493,0.03734852001070976,0.17058062553405762,0.15126211941242218,0.11013810336589813,0.2786129117012024
7.5,0.2384650558233261,0.25321656465530396,0.08787725865840912,0.25671565532684326,0.08683151751756668,-0.06191668659448624,0.009873311035335064,0.19752845168113708,0.292096883058548,0.3666565418243408
million,0.17012886703014374,0.1815238744020462,0.19051116704940796,0.22906863689422607,0.11548277735710144,0.05079329386353493,0.18836712837219238,0.20411671698093414,0.2254665344953537,0.23092924058437347
and,0.4716290831565857,0.34479495882987976,0.16453155875205994,1.0,0.23352548480033875,0.06895173341035843,0.29514092206954956,0.3086830675601959,0.11164186894893646,0.20544172823429108
initiated,0.2526434063911438,0.24612952768802643,0.1347886025905609,0.22654639184474945,0.06671345233917236,-0.07162638008594513,0.09226268529891968,0.20205704867839813,0.12143578380346298,0.16644564270973206
discussions,0.2668939530849457,0.2724016308784485,0.17452506721019745,0.26560720801353455,0.16709983348846436,0.018270356580615044,0.20235469937324524,0.22506611049175262,0.24164429306983948,0.42490139603614807
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.48971283435821533,0.23984374105930328,0.03782717138528824,0.1933557242155075,0.25194117426872253,0.1994418501853943,0.29463258385658264
renew,0.31113359332084656,0.24493521451950073,0.24688228964805603,0.21552033722400665,0.23919451236724854,-0.04818408936262131,0.22101286053657532,0.29355698823928833,0.21115952730178833,0.21736618876457214
abc,0.13294127583503723,0.13353709876537323,1.0000001192092896,0.16453155875205994,0.37895750999450684,0.06670809537172318,0.46871840953826904,0.2317969650030136,0.0552155002951622,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.06670809537172318,0.06895173341035843,0.0786653682589531,0.9999999403953552,0.11021530628204346,-0.04484357684850693,0.09069104492664337,-0.023395681753754616
television,0.19077982008457184,0.17055591940879822,0.46871840953826904,0.29514092206954956,0.3754020631313324,0.11021530628204346,1.0000001192092896,0.19412869215011597,0.10798659175634384,0.16825827956199646
contract,0.23667094111442566,0.24713465571403503,0.18900540471076965,0.1687537431716919,0.21299080550670624,-0.05661848187446594,0.16470779478549957,0.2834969758987427,0.13738059997558594,0.12573233246803284
for,0.43402108550071716,0.318512886762619,0.22510288655757904,0.5064792633056641,0.16913838684558868,-0.07241261005401611,0.27045196294784546,0.1835637241601944,0.14163964986801147,0.264628142118454
walt,0.1786840409040451,0.1685073971748352,0.36108773946762085,0.23346897959709167,0.8116229772567749,0.09715674072504044,0.3781507611274719,0.13466523587703705,0.15154603123664856,0.18540392816066742
disney,0.17460092902183533,0.16180537641048431,0.37895750999450684,0.23352548480033875,1.0,0.0786653682589531,0.3754020631313324,0.14350686967372894,0.13552281260490417,0.22150784730911255
presents,0.1690315455198288,0.18697667121887207,0.3011639416217804,0.2811877131462097,0.26066339015960693,0.045088235288858414,0.34978774189949036,0.2495691478252411,0.21600034832954407,0.20020639896392822
",",0.36674630641937256,0.3015086054801941,0.2097204476594925,0.6633074283599854,0.2132069319486618,-0.0016132977325469255,0.27995240688323975,0.23936419188976288,0.1659318506717682,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.1991286277770996,0.506277859210968,0.22318677604198456,0.03856118768453598,0.21160198748111725,0.2566430866718292,0.24384689331054688,0.25814583897590637
was,0.37326499819755554,0.41399896144866943,0.21565799415111542,0.3740963041782379,0.22590678930282593,0.008974763564765453,0.2516675293445587,0.21654179692268372,0.20100341737270355,0.18412111699581146
due,0.27254438400268555,0.15152592957019806,0.13995635509490967,0.3082410395145416,0.14360401034355164,0.03925589844584465,0.1350972056388855,0.26843318343162537,0.23189133405685425,0.10954997688531876
to,0.5423505902290344,0.4452643394470215,0.1762417107820511,0.48971283435821533,0.23984374105930328,0.03782717138528824,0.1933557242155075,0.25194117426872253,0.1994418501853943,0.29463258385658264
expire,0.32939180731773376,0.22256165742874146,0.1870030015707016,0.20547935366630554,0.2512989044189453,-0.0587497279047966,0.1706210821866989,0.16200871765613556,0.31324321031570435,0.28943076729774475
in,0.4431333839893341,0.2593238651752472,0.1697147786617279,0.4954058527946472,0.18521910905838013,-0.037580832839012146,0.2689782977104187,0.20233847200870514,0.16461938619613647,0.20430970191955566
1961,0.1012396439909935,-0.07450946420431137,0.031247682869434357,0.07862084358930588,0.04221043735742569,-0.007136933505535126,0.027394376695156097,0.07038930803537369,-0.060932546854019165,0.009729373268783092
.,0.475719153881073,0.35288307070732117,0.2567209303379059,0.588965117931366,0.23698924481868744,-0.003708066651597619,0.2806251645088196,0.22535671293735504,0.16757351160049438,0.4130953550338745
