,what,did,the,gulf,war,inadvertently,do,in,the,early,1990s,?
hundred,0.16879357397556305,0.16026455163955688,0.3325488865375519,0.16825400292873383,0.3196137547492981,0.1384790539741516,0.14060455560684204,0.2835391163825989,0.3325488865375519,0.2081926017999649,-0.0814673900604248,0.17378053069114685
thousand,0.170334592461586,0.13012854754924774,0.25864744186401367,0.14236842095851898,0.21529272198677063,0.1311810165643692,0.13663621246814728,0.246027871966362,0.25864744186401367,0.18582375347614288,-0.08574975281953812,0.15439848601818085
us,0.32081687450408936,0.23250600695610046,0.25727739930152893,0.18503791093826294,0.24439692497253418,0.23428073525428772,0.21005748212337494,0.19746538996696472,0.25727739930152893,0.13276609778404236,0.11149060726165771,0.2742428481578827
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.22214645147323608,0.29695844650268555,0.19448073208332062,0.276123583316803,0.4954058527946472,0.5171257257461548,0.29847630858421326,-0.1066596508026123,0.20544172823429108
allied,0.15757989883422852,0.2220751941204071,0.3092154562473297,0.26122310757637024,0.5132226347923279,0.1736956238746643,0.1442490667104721,0.2222563773393631,0.3092154562473297,0.20526622235774994,0.06151345372200012,0.1341097056865692
non-muslim,0.32086074352264404,0.25101664662361145,0.29985666275024414,0.16046926379203796,0.1804250180721283,0.22749021649360657,0.24262915551662445,0.2368602305650711,0.29985666275024414,0.25088298320770264,0.05824359506368637,0.2643807530403137
military,0.18809624016284943,0.17979979515075684,0.2290858030319214,0.2072177678346634,0.46499648690223694,0.09900450706481934,0.16099663078784943,0.2402431070804596,0.2290858030319214,0.23858603835105896,0.22496497631072998,0.1890317052602768
personnel,0.1741112768650055,0.14969764649868011,0.2523265480995178,0.20135918259620667,0.4037252962589264,0.1390729397535324,0.16709592938423157,0.15265358984470367,0.2523265480995178,0.14617717266082764,0.08016601949930191,0.14028915762901306
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1890619695186615,0.2610234022140503,0.34214866161346436,0.38876664638519287,0.45010748505592346,0.535392165184021,0.24557004868984222,0.0236239992082119,0.29463258385658264
saudi,0.2167188823223114,0.12426625192165375,0.23420350253582,0.37237027287483215,0.16152779757976532,0.23760893940925598,0.18554437160491943,0.21112655103206635,0.23420350253582,0.17071111500263214,0.05808277800679207,0.1627861112356186
arabian,0.19845108687877655,0.0847514420747757,0.2784736454486847,0.43122032284736633,0.16692125797271729,0.20490318536758423,0.12395988404750824,0.18472886085510254,0.2784736454486847,0.2273077666759491,-0.04011274129152298,0.09656751155853271
soil,0.19217993319034576,0.13086344301700592,0.28965309262275696,0.16470569372177124,0.09412721544504166,0.1168690025806427,0.147996187210083,0.23409782350063324,0.28965309262275696,0.07670436799526215,-0.15508800745010376,0.13098852336406708
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1890619695186615,0.2610234022140503,0.34214866161346436,0.38876664638519287,0.45010748505592346,0.535392165184021,0.24557004868984222,0.0236239992082119,0.29463258385658264
put,0.3330543637275696,0.32128840684890747,0.34150463342666626,0.13405467569828033,0.20108385384082794,0.25405728816986084,0.3532570004463196,0.26728662848472595,0.34150463342666626,0.24717646837234497,0.018699925392866135,0.2993032932281494
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.17434026300907135,0.15861496329307556,0.19828514754772186,0.25865980982780457,0.2605783939361572,0.4207492768764496,0.21947315335273743,0.01927143707871437,0.19793890416622162
end,0.29234179854393005,0.18808481097221375,0.39658910036087036,0.1867046058177948,0.3102572560310364,0.2234676331281662,0.20633022487163544,0.28539085388183594,0.39658910036087036,0.30789390206336975,-0.043330904096364975,0.12543344497680664
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1890619695186615,0.2610234022140503,0.34214866161346436,0.38876664638519287,0.45010748505592346,0.535392165184021,0.24557004868984222,0.0236239992082119,0.29463258385658264
saddam,0.23443278670310974,0.2779383063316345,0.216452956199646,0.289517879486084,0.3224289119243622,0.25654658675193787,0.18327616155147552,0.20031845569610596,0.216452956199646,0.2246079444885254,0.11234208196401596,0.22430098056793213
hussein,0.17340506613254547,0.21295394003391266,0.1644541323184967,0.26035118103027344,0.2953203618526459,0.2546318769454956,0.1116224080324173,0.1757141500711441,0.1644541323184967,0.21682579815387726,0.08552208542823792,0.23979610204696655
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,-0.02792315185070038,0.06856801360845566,-0.039365414530038834,-0.01994597539305687,-0.037580832839012146,-0.01540423184633255,0.03384959325194359,0.02525479905307293,-0.023395681753754616
occupation,0.1860596090555191,0.203959122300148,0.23079249262809753,0.11209597438573837,0.2935369312763214,0.10847734659910202,0.1288050264120102,0.1896161586046219,0.23079249262809753,0.1733345240354538,-0.019058244302868843,0.13284437358379364
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.21642953157424927,0.31680163741111755,0.0989375039935112,0.26150479912757874,0.5696388483047485,0.733189046382904,0.30937549471855164,-0.1590232104063034,0.1826142966747284
kuwait,0.1769508421421051,0.16071505844593048,0.21079742908477783,0.39911895990371704,0.2543276250362396,0.14599868655204773,0.14419125020503998,0.22451241314411163,0.21079742908477783,0.11126817762851715,0.06064782291650772,0.1848645955324173
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.19432379305362701,0.3000848889350891,0.20298440754413605,0.3613996207714081,0.5591574311256409,0.5934505462646484,0.3224305212497711,-0.016673436388373375,0.4130953550338745
