,what,was,the,civil,war,against,ragibagh,also,called,?
eventually,0.28470873832702637,0.35699570178985596,0.42022404074668884,0.21382565796375275,0.3451929986476898,0.3036210536956787,0.24257409572601318,0.37842094898223877,0.2138444036245346,0.13642115890979767
won,0.14840687811374664,0.35383549332618713,0.29432493448257446,0.1563277244567871,0.23215411603450775,0.2555181384086609,0.2325105220079422,0.2677966356277466,0.19417233765125275,0.17925700545310974
the,0.42745697498321533,0.48711544275283813,1.0,0.2477465271949768,0.366199791431427,0.3090755045413971,0.274946004152298,0.6021018624305725,0.489897221326828,0.22068053483963013
civil,0.15091551840305328,0.24303317070007324,0.2477465271949768,1.0,0.5418448448181152,0.22722691297531128,0.21809177100658417,0.22241419553756714,0.1720334142446518,0.1494513899087906
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.5418448448181152,1.0000001192092896,0.319843053817749,0.2997777760028839,0.29626187682151794,0.19839569926261902,0.15510529279708862
against,0.24561616778373718,0.22972732782363892,0.3090755045413971,0.22722691297531128,0.319843053817749,1.0,0.13630610704421997,0.29948410391807556,0.2557203471660614,0.18095137178897858
ragibagh,0.18821462988853455,0.28190067410469055,0.274946004152298,0.21809177100658417,0.2997777760028839,0.13630610704421997,1.0,0.3070504665374756,0.19183862209320068,0.1548357605934143
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.1591797024011612,0.1372869461774826,0.1532188504934311,0.19867706298828125,0.4766203761100769,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.18100082874298096,0.24018222093582153,0.24545185267925262,0.24122953414916992,0.5774298906326294,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.2477465271949768,0.366199791431427,0.3090755045413971,0.274946004152298,0.6021018624305725,0.489897221326828,0.22068053483963013
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.5418448448181152,1.0000001192092896,0.319843053817749,0.2997777760028839,0.29626187682151794,0.19839569926261902,0.15510529279708862
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24698495864868164,0.31680163741111755,0.2669808566570282,0.22289195656776428,0.4924938678741455,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2477465271949768,0.366199791431427,0.3090755045413971,0.274946004152298,0.6021018624305725,0.489897221326828,0.22068053483963013
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.17554090917110443,0.22875118255615234,0.2102174013853073,0.2309563010931015,0.4511464238166809,0.3555888831615448,0.19645625352859497
capitals,0.16945064067840576,0.17405657470226288,0.29568925499916077,0.13416187465190887,0.1833033710718155,0.1478385180234909,0.10989561676979065,0.19949942827224731,0.13579188287258148,0.11594223231077194
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2541380822658539,0.3000848889350891,0.28705209493637085,0.24377605319023132,0.49166762828826904,0.300344854593277,0.4130953550338745
