,what,are,there,no,longer,limitations,on,since,1990,?
not,0.5449194312095642,0.46186959743499756,0.43214359879493713,0.4487079083919525,0.3862929940223694,0.38983574509620667,0.3516409695148468,0.3510459065437317,-0.027934830635786057,0.41942933201789856
as,0.31749409437179565,0.3826591968536377,0.33535557985305786,0.28687340021133423,0.2959308624267578,0.2818972170352936,0.36047765612602234,0.36245352029800415,-0.1149316057562828,0.27043893933296204
much,0.45316147804260254,0.2937524914741516,0.31076255440711975,0.3037329912185669,0.49878668785095215,0.32154908776283264,0.2834896147251129,0.29287225008010864,-0.07469524443149567,0.23442231118679047
as,0.31749409437179565,0.3826591968536377,0.33535557985305786,0.28687340021133423,0.2959308624267578,0.2818972170352936,0.36047765612602234,0.36245352029800415,-0.1149316057562828,0.27043893933296204
it,0.45803478360176086,0.3617996573448181,0.4020688533782959,0.25005611777305603,0.36766934394836426,0.2697325646877289,0.4529881477355957,0.39943817257881165,-0.03287690505385399,0.25732165575027466
used,0.27546408772468567,0.3322218656539917,0.3545510172843933,0.21540804207324982,0.36502373218536377,0.3339565396308899,0.24785758554935455,0.23610791563987732,-0.12279818207025528,0.22430120408535004
to,0.455847829580307,0.3504326641559601,0.40669289231300354,0.30015695095062256,0.3737102746963501,0.35590237379074097,0.41031414270401,0.3733763098716736,-0.06767388433218002,0.29463258385658264
be,0.3929833769798279,0.5556803941726685,0.41019052267074585,0.4173688292503357,0.40303537249565125,0.40289682149887085,0.37900757789611816,0.3591734766960144,-0.12443587183952332,0.3324260413646698
),0.26259949803352356,0.2373749315738678,0.24042794108390808,0.28349557518959045,0.22194087505340576,0.19282132387161255,0.29937487840652466,0.2939128279685974,-0.038524504750967026,0.42300865054130554
–,0.13008765876293182,0.08885963261127472,0.07815942913293839,0.14900963008403778,0.19152384996414185,0.12443378567695618,0.20514154434204102,0.22469590604305267,0.020124109461903572,0.2714554965496063
even,0.40872135758399963,0.43312960863113403,0.4061640799045563,0.3647457957267761,0.4916215240955353,0.42812827229499817,0.297456830739975,0.3853515386581421,-0.008885806426405907,0.30082517862319946
though,0.4089210331439972,0.39827248454093933,0.38855427503585815,0.29391637444496155,0.41488346457481384,0.40366506576538086,0.3181023597717285,0.416262149810791,-0.03808238357305527,0.3188856542110443
since,0.29783400893211365,0.30560651421546936,0.3364269733428955,0.2869738042354584,0.370078444480896,0.2412036806344986,0.32446393370628357,1.0000001192092896,-0.03854043781757355,0.2876587212085724
1990,0.053733065724372864,-0.14344701170921326,-0.014546426013112068,-0.06255630403757095,-0.16750843822956085,-0.1951063871383667,-0.0531277060508728,-0.03854043781757355,0.9999999403953552,0.07789827883243561
there,0.35085538029670715,0.5433560013771057,1.0,0.40644893050193787,0.3795148730278015,0.3455735146999359,0.3521401882171631,0.3364269733428955,-0.014546426013112068,0.29405656456947327
are,0.29724663496017456,1.0,0.5433560013771057,0.2432553917169571,0.29645127058029175,0.34386759996414185,0.268924742937088,0.30560651421546936,-0.14344701170921326,0.24591213464736938
no,0.339326947927475,0.2432553917169571,0.40644893050193787,1.0,0.4930975139141083,0.2992807626724243,0.3244728446006775,0.2869738042354584,-0.06255630403757095,0.32165053486824036
limitations,0.32129794359207153,0.34386759996414185,0.3455735146999359,0.2992807626724243,0.35619449615478516,1.0,0.28266671299934387,0.2412036806344986,-0.1951063871383667,0.2837134301662445
to,0.455847829580307,0.3504326641559601,0.40669289231300354,0.30015695095062256,0.3737102746963501,0.35590237379074097,0.41031414270401,0.3733763098716736,-0.06767388433218002,0.29463258385658264
residency,0.20547759532928467,0.11976315081119537,0.20937465131282806,0.1416715383529663,0.17571647465229034,0.22497183084487915,0.15656842291355133,0.22804787755012512,-0.06467322260141373,0.07065165787935257
registration,0.23976002633571625,0.20620733499526978,0.24143104255199432,0.26408249139785767,0.22652244567871094,0.3529321253299713,0.274819552898407,0.2352597564458847,-0.09963089227676392,0.22754761576652527
anymore,0.4258991777896881,0.35387489199638367,0.3802028000354767,0.35894519090652466,0.4045388698577881,0.26561763882637024,0.3118024468421936,0.416488379240036,0.08357656747102737,0.42514896392822266
.,0.3567904531955719,0.3452940285205841,0.43897318840026855,0.35224834084510803,0.3278593122959137,0.2549392282962799,0.49257001280784607,0.431787371635437,0.011693721637129784,0.4130953550338745
