,what,was,the,name,of,the,1991,doctor,who,exhibition,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.0019440409960225224,0.25567495822906494,0.2792111933231354,0.28266429901123047,0.20430970191955566
1991,0.15930123627185822,0.12848040461540222,0.002508036559447646,-0.09978722035884857,-0.004689669236540794,0.002508036559447646,1.0,0.09401901066303253,0.230638325214386,0.032459456473588943,0.175977423787117
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.002508036559447646,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.22068053483963013
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.10610661655664444,0.23314370214939117,0.24861779808998108,0.023580405861139297,0.09362395852804184,0.14649315178394318,0.5163875222206116,0.14128351211547852
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,-0.004689669236540794,0.16895952820777893,0.2827862501144409,0.20735959708690643,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.002508036559447646,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.22068053483963013
moving,0.3154623508453369,0.1652146279811859,0.34510132670402527,0.0983733981847763,0.24795499444007874,0.34510132670402527,0.016389992088079453,0.0684342235326767,0.19655439257621765,0.16967247426509857,0.21667467057704926
image,0.13311375677585602,0.15568946301937103,0.24039390683174133,0.2865382730960846,0.21113355457782745,0.24039390683174133,-0.09884621948003769,0.12730459868907928,0.09531126171350479,0.15593090653419495,0.14968013763427734
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.0019440409960225224,0.25567495822906494,0.2792111933231354,0.28266429901123047,0.20430970191955566
london,0.15188734233379364,0.3026486933231354,0.27034124732017517,0.11440431326627731,0.2159106284379959,0.27034124732017517,0.061028268188238144,0.17792820930480957,0.20960183441638947,0.23442214727401733,0.11278104782104492
named,0.1525408923625946,0.37528327107429504,0.3521348536014557,0.44205352663993835,0.2820465862751007,0.3521348536014557,-0.04457448050379753,0.20224881172180176,0.38541290163993835,0.1938042938709259,0.1297498345375061
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.18092210590839386,0.4329940676689148,0.516537070274353,0.013071776367723942,0.16057325899600983,0.3767721951007843,0.16331902146339417,0.1898253709077835
exhibition,0.1526671200990677,0.24921445548534393,0.22614671289920807,0.1250809133052826,0.20735959708690643,0.22614671289920807,0.032459456473588943,0.1388820856809616,0.1821725070476532,1.0000001192092896,0.11494685709476471
celebrating,0.2192719429731369,0.20826506614685059,0.302072137594223,0.1865430474281311,0.28690895438194275,0.302072137594223,0.08579474687576294,0.10534439980983734,0.228361576795578,0.2744511663913727,0.19182899594306946
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.002508036559447646,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.22068053483963013
programme,0.1876801699399948,0.23988407850265503,0.23601844906806946,0.13091664016246796,0.18707643449306488,0.23601844906806946,0.04273895174264908,0.2561369240283966,0.2317163497209549,0.22314204275608063,0.139840766787529
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,0.03681303188204765,0.03718610852956772,0.02397952415049076,-0.06502063572406769,0.0685480609536171
behind,0.1959938108921051,0.27558037638664246,0.38928431272506714,0.0986834242939949,0.2801654636859894,0.38928431272506714,-0.031016213819384575,0.1363207995891571,0.2240559607744217,0.15529341995716095,0.19274599850177765
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.002508036559447646,0.2820442318916321,0.3733934462070465,0.22614671289920807,0.22068053483963013
sofa,0.123641736805439,0.1682073175907135,0.21031342446804047,0.0647091269493103,0.19424572587013245,0.21031342446804047,-0.0823485404253006,0.10834526270627975,0.1817593276500702,0.17546851933002472,0.2114148586988449
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.03950487822294235,0.06782495975494385,0.024401003494858742,0.08171174675226212,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.07545287907123566,0.22361043095588684,0.3541337847709656,0.16661708056926727,0.4130953550338745
