,what,",",on,the,part,of,a,teacher,",",can,result,in,a,decrease,in,student,performance
",",0.3087472915649414,1.0000001192092896,0.49057599902153015,0.4933079481124878,0.3376222252845764,0.4946078956127167,0.427140474319458,0.2884024977684021,1.0000001192092896,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.427140474319458,0.16787058115005493,0.5201468467712402,0.2261858433485031,0.2156122624874115
including,0.18328791856765747,0.4127510190010071,0.324923574924469,0.3738902807235718,0.24852775037288666,0.44195112586021423,0.21045410633087158,0.14669881761074066,0.4127510190010071,0.2102493792772293,0.12760405242443085,0.35857823491096497,0.21045410633087158,0.12684667110443115,0.35857823491096497,0.1502692550420761,0.25614622235298157
occupational,0.19267335534095764,0.25699102878570557,0.08954307436943054,0.1973530650138855,0.11088033765554428,0.26960793137550354,0.24232584238052368,0.20492523908615112,0.25699102878570557,0.24495981633663177,0.10239485651254654,0.20106375217437744,0.24232584238052368,0.1591983437538147,0.20106375217437744,0.10683591663837433,0.17026108503341675
stress,0.33004483580589294,0.17927385866641998,0.165784552693367,0.18694822490215302,0.16123002767562866,0.1941838562488556,0.2622493505477905,0.19439195096492767,0.17927385866641998,0.3481190502643585,0.22706110775470734,0.1894814521074295,0.2622493505477905,0.3522893786430359,0.1894814521074295,0.19077837467193604,0.20493124425411224
",",0.3087472915649414,1.0000001192092896,0.49057599902153015,0.4933079481124878,0.3376222252845764,0.4946078956127167,0.427140474319458,0.2884024977684021,1.0000001192092896,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.427140474319458,0.16787058115005493,0.5201468467712402,0.2261858433485031,0.2156122624874115
which,0.5261979103088379,0.3658004403114319,0.4245251417160034,0.6521818041801453,0.4460882246494293,0.5011631846427917,0.56894451379776,0.1306145042181015,0.3658004403114319,0.41132649779319763,0.31989866495132446,0.4840516746044159,0.56894451379776,0.3083269000053406,0.4840516746044159,0.19667746126651764,0.27414360642433167
can,0.34502777457237244,0.3139454126358032,0.2772369682788849,0.312528520822525,0.1665269285440445,0.2603091299533844,0.3915780484676361,0.15007992088794708,0.3139454126358032,1.0,0.2741678059101105,0.26527702808380127,0.3915780484676361,0.28949904441833496,0.26527702808380127,0.1071997582912445,0.1239795982837677
negatively,0.23769304156303406,0.21592773497104645,0.2692297399044037,0.2790641486644745,0.23927190899848938,0.18762752413749695,0.2802250385284424,0.08663000911474228,0.21592773497104645,0.33794909715652466,0.31328895688056946,0.21876925230026245,0.2802250385284424,0.35160890221595764,0.21876925230026245,0.12156810611486435,0.1281607300043106
impact,0.25162962079048157,0.2012101411819458,0.24748864769935608,0.22336715459823608,0.1865186095237732,0.21139270067214966,0.24985632300376892,0.1332457959651947,0.2012101411819458,0.2237747609615326,0.2513858377933502,0.18933768570423126,0.24985632300376892,0.2349693924188614,0.18933768570423126,0.1647741198539734,0.23710140585899353
teachers,0.2526462972164154,0.28049156069755554,0.24610933661460876,0.22025763988494873,0.1705612689256668,0.27737662196159363,0.2509842813014984,0.7334206104278564,0.28049156069755554,0.1946156919002533,0.0774323046207428,0.2128150761127472,0.2509842813014984,0.06276538223028183,0.2128150761127472,0.5576453804969788,0.19769562780857086
',0.3245812654495239,0.5178600549697876,0.30823177099227905,0.474788099527359,0.3336661756038666,0.39136970043182373,0.48837921023368835,0.2048191875219345,0.5178600549697876,0.23672404885292053,0.23247525095939636,0.4158826768398285,0.48837921023368835,0.1221068799495697,0.4158826768398285,0.193568155169487,0.20523950457572937
mental,0.3228646218776703,0.22956372797489166,0.17529992759227753,0.22819195687770844,0.18057242035865784,0.2973325848579407,0.24876734614372253,0.21648025512695312,0.22956372797489166,0.2611877918243408,0.23572513461112976,0.25946304202079773,0.24876734614372253,0.2496427744626999,0.25946304202079773,0.21525336802005768,0.21482014656066895
and,0.31309178471565247,0.6633074283599854,0.4077630043029785,0.5171257257461548,0.35301485657691956,0.5116966962814331,0.3739250600337982,0.27571162581443787,0.6633074283599854,0.3675691485404968,0.27436327934265137,0.4954058527946472,0.3739250600337982,0.21722403168678284,0.4954058527946472,0.2391568422317505,0.25085049867630005
physical,0.27895045280456543,0.2047225534915924,0.19125182926654816,0.20230218768119812,0.19171439111232758,0.3124530017375946,0.2210949957370758,0.1816428005695343,0.2047225534915924,0.3102372884750366,0.2802232801914215,0.20687337219715118,0.2210949957370758,0.19039878249168396,0.20687337219715118,0.17790643870830536,0.2522333860397339
health,0.21460163593292236,0.2331448197364807,0.1687779426574707,0.2340974360704422,0.11491433531045914,0.28076469898223877,0.21166443824768066,0.2382107526063919,0.2331448197364807,0.22913023829460144,0.21566659212112427,0.2500189542770386,0.21166443824768066,0.2632313370704651,0.2500189542770386,0.23103302717208862,0.2067015916109085
",",0.3087472915649414,1.0000001192092896,0.49057599902153015,0.4933079481124878,0.3376222252845764,0.4946078956127167,0.427140474319458,0.2884024977684021,1.0000001192092896,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.427140474319458,0.16787058115005493,0.5201468467712402,0.2261858433485031,0.2156122624874115
productivity,0.2654266059398651,0.2500196099281311,0.19299808144569397,0.22987580299377441,0.16445867717266083,0.2269303798675537,0.21406765282154083,0.15065236389636993,0.2500196099281311,0.2976532280445099,0.23914460837841034,0.18360760807991028,0.21406765282154083,0.38627034425735474,0.18360760807991028,0.18048296868801117,0.2970151901245117
",",0.3087472915649414,1.0000001192092896,0.49057599902153015,0.4933079481124878,0.3376222252845764,0.4946078956127167,0.427140474319458,0.2884024977684021,1.0000001192092896,0.3139454126358032,0.23341737687587738,0.5201468467712402,0.427140474319458,0.16787058115005493,0.5201468467712402,0.2261858433485031,0.2156122624874115
and,0.31309178471565247,0.6633074283599854,0.4077630043029785,0.5171257257461548,0.35301485657691956,0.5116966962814331,0.3739250600337982,0.27571162581443787,0.6633074283599854,0.3675691485404968,0.27436327934265137,0.4954058527946472,0.3739250600337982,0.21722403168678284,0.4954058527946472,0.2391568422317505,0.25085049867630005
students,0.2380729615688324,0.26501646637916565,0.2211644947528839,0.25268980860710144,0.2078409045934677,0.25513339042663574,0.2676560878753662,0.5254908204078674,0.26501646637916565,0.16829217970371246,0.07385293394327164,0.2676171064376831,0.2676560878753662,0.10859586298465729,0.2676171064376831,0.7746244072914124,0.2650136947631836
',0.3245812654495239,0.5178600549697876,0.30823177099227905,0.474788099527359,0.3336661756038666,0.39136970043182373,0.48837921023368835,0.2048191875219345,0.5178600549697876,0.23672404885292053,0.23247525095939636,0.4158826768398285,0.48837921023368835,0.1221068799495697,0.4158826768398285,0.193568155169487,0.20523950457572937
performance,0.1804763227701187,0.2156122624874115,0.18693149089813232,0.260756254196167,0.16729006171226501,0.18957610428333282,0.25398191809654236,0.14994286000728607,0.2156122624874115,0.1239795982837677,0.14367437362670898,0.252952516078949,0.25398191809654236,0.2518913149833679,0.252952516078949,0.2193758189678192,1.0000001192092896
.,0.3567904531955719,0.6812511086463928,0.49257001280784607,0.5934505462646484,0.32817673683166504,0.5352458953857422,0.50484299659729,0.225234717130661,0.6812511086463928,0.35783761739730835,0.31092435121536255,0.5591574311256409,0.50484299659729,0.24486805498600006,0.5591574311256409,0.20994822680950165,0.18741370737552643
