,what,is,it,called,when,steam,propels,a,turbo,generator,with,electric,motor,propulsion,?
for,0.3017193675041199,0.43268078565597534,0.32171204686164856,0.29870352149009705,0.43402108550071716,0.19393667578697205,0.25756821036338806,0.44038116931915283,0.12968116998672485,0.19678087532520294,0.39140474796295166,0.2190219610929489,0.19755128026008606,0.258436918258667,0.264628142118454
main,0.2344268560409546,0.3009335994720459,0.2827725112438202,0.2583436071872711,0.19500647485256195,0.08592788130044937,0.11370469629764557,0.27217230200767517,0.08772062510251999,0.10770916193723679,0.1962798684835434,0.11343356966972351,0.19074422121047974,0.12046224623918533,0.1665669083595276
propulsion,0.18541935086250305,0.20891635119915009,0.21220065653324127,0.23637816309928894,0.2260732352733612,0.43176960945129395,0.6207934021949768,0.29235440492630005,0.39700809121131897,0.45370015501976013,0.2348279505968094,0.40272241830825806,0.3545663356781006,1.0000001192092896,0.14722804725170135
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.2264556586742401,0.24481844902038574,0.427140474319458,0.20698557794094086,0.23691847920417786,0.4120737314224243,0.22981849312782288,0.16592276096343994,0.1980060338973999,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.3369046747684479,0.3139074146747589,0.5075214505195618,0.21801024675369263,0.26870280504226685,0.3783375024795532,0.16469597816467285,0.16898855566978455,0.9999999403953552,0.17031213641166687,0.14891812205314636,0.2348279505968094,0.2433311939239502
generators,0.24249255657196045,0.1940506398677826,0.1807386428117752,0.24562740325927734,0.23804283142089844,0.4537266790866852,0.4103367328643799,0.20979048311710358,0.34610411524772644,0.8067142963409424,0.21982604265213013,0.48502597212791443,0.3516879677772522,0.4315608739852905,0.20217099785804749
providing,0.21766136586666107,0.27256250381469727,0.2007351815700531,0.14262039959430695,0.22914384305477142,0.22481529414653778,0.301112562417984,0.2715930938720703,0.1330658495426178,0.24716565012931824,0.31286540627479553,0.21922354400157928,0.1894492208957672,0.33767127990722656,0.1936793476343155
auxiliary,0.13879066705703735,0.1265733242034912,0.14507044851779938,0.225166916847229,0.1900649219751358,0.16221582889556885,0.3193746507167816,0.17365610599517822,0.14848032593727112,0.15428900718688965,0.1596149504184723,0.1681768298149109,0.24690838158130646,0.36750200390815735,0.11549399048089981
power,0.22216427326202393,0.15234114229679108,0.19430124759674072,0.21258427202701569,0.28225177526474,0.35972869396209717,0.2868189513683319,0.21580491960048676,0.3736571967601776,0.3954654633998871,0.20798128843307495,0.34122735261917114,0.2523415684700012,0.3176422119140625,0.15304024517536163
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.2264556586742401,0.24481844902038574,0.427140474319458,0.20698557794094086,0.23691847920417786,0.4120737314224243,0.22981849312782288,0.16592276096343994,0.1980060338973999,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.36389440298080444,0.4293559193611145,0.417120099067688,0.2369248867034912,0.3934028148651123,0.48853766918182373,0.20861433446407318,0.23468975722789764,0.38158315420150757,0.1800013929605484,0.18632368743419647,0.27398234605789185,0.32389625906944275
else,0.4444292485713959,0.22724738717079163,0.2946394979953766,0.1836884468793869,0.3306138515472412,0.11281690746545792,0.24635888636112213,0.22029639780521393,0.16278822720050812,0.208311066031456,0.20447362959384918,0.1631363332271576,0.10648703575134277,0.11907429248094559,0.47029805183410645
employ,0.1849662810564041,0.19906814396381378,0.16817621886730194,0.23497886955738068,0.22226132452487946,0.17314420640468597,0.267770379781723,0.23775449395179749,0.16487859189510345,0.21983934938907623,0.28452321887016296,0.14920952916145325,0.18351832032203674,0.3052372932434082,0.16813796758651733
turbo-electric,0.1552305370569229,0.18680045008659363,0.20865772664546967,0.2391735464334488,0.25553685426712036,0.5289096236228943,0.48904669284820557,0.28753790259361267,0.632512092590332,0.6086175441741943,0.20341596007347107,0.8418229222297668,0.45151615142822266,0.5584492683410645,0.17268192768096924
transmission,0.21502315998077393,0.1878647357225418,0.2026694267988205,0.24937529861927032,0.22322627902030945,0.3542511761188507,0.4019778370857239,0.2731926441192627,0.36308249831199646,0.49847739934921265,0.1955334097146988,0.43617764115333557,0.4348399043083191,0.5179605484008789,0.16372337937355042
",",0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.36674630641937256,0.2264556586742401,0.24481844902038574,0.427140474319458,0.20698557794094086,0.23691847920417786,0.4120737314224243,0.22981849312782288,0.16592276096343994,0.1980060338973999,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.36972272396087646,0.3857341706752777,0.5747735500335693,0.18907299637794495,0.258243590593338,0.40997210144996643,0.10202953964471817,0.24996048212051392,0.4142743945121765,0.18615438044071198,0.19271595776081085,0.20378610491752625,0.24793872237205505
the,0.42745697498321533,0.5823672413825989,0.6251175999641418,0.489897221326828,0.5091903209686279,0.23105813562870026,0.2398196905851364,0.5829201340675354,0.1372087597846985,0.25154173374176025,0.4223487675189972,0.21345196664333344,0.26024484634399414,0.2493213713169098,0.22068053483963013
steam,0.15672586858272552,0.13029660284519196,0.2156127691268921,0.20317578315734863,0.29351481795310974,1.0000001192092896,0.4587547779083252,0.2141898274421692,0.41986700892448425,0.4620785117149353,0.21801024675369263,0.3633075952529907,0.3750782907009125,0.43176960945129395,0.113324373960495
drives,0.23342765867710114,0.25821930170059204,0.217928946018219,0.15260356664657593,0.2184193879365921,0.33622270822525024,0.3595007658004761,0.23937544226646423,0.36241400241851807,0.3108043372631073,0.14617976546287537,0.22874762117862701,0.3455297648906708,0.3229042887687683,0.08974530547857285
a,0.3320399522781372,0.658733606338501,0.5452592968940735,0.4868806302547455,0.44397395849227905,0.2141898274421692,0.332733154296875,1.0,0.2016327977180481,0.27703046798706055,0.3783375024795532,0.24061402678489685,0.23198452591896057,0.29235440492630005,0.23916715383529663
turbo,0.0999489575624466,0.1068289652466774,0.160597026348114,0.17583000659942627,0.17332710325717926,0.41986700892448425,0.3906748592853546,0.2016327977180481,1.0,0.3666291832923889,0.16469597816467285,0.255592405796051,0.3271544277667999,0.39700809121131897,0.1879284679889679
generator,0.1740121841430664,0.23755419254302979,0.23001570999622345,0.21445892751216888,0.24325056374073029,0.4620785117149353,0.38896310329437256,0.27703046798706055,0.3666291832923889,1.0000001192092896,0.16898855566978455,0.4955134987831116,0.386051207780838,0.45370015501976013,0.16160684823989868
set,0.28954121470451355,0.21148966252803802,0.2579115331172943,0.2661258578300476,0.26233336329460144,0.18088214099407196,0.2065301090478897,0.2540091574192047,0.10943590104579926,0.2115403264760971,0.19515010714530945,0.15309464931488037,0.12440741062164307,0.14075979590415955,0.1698019951581955
with,0.2464839518070221,0.3250955045223236,0.3369046747684479,0.3139074146747589,0.5075214505195618,0.21801024675369263,0.26870280504226685,0.3783375024795532,0.16469597816467285,0.16898855566978455,0.9999999403953552,0.17031213641166687,0.14891812205314636,0.2348279505968094,0.2433311939239502
propulsion,0.18541935086250305,0.20891635119915009,0.21220065653324127,0.23637816309928894,0.2260732352733612,0.43176960945129395,0.6207934021949768,0.29235440492630005,0.39700809121131897,0.45370015501976013,0.2348279505968094,0.40272241830825806,0.3545663356781006,1.0000001192092896,0.14722804725170135
provided,0.2206064909696579,0.19162359833717346,0.1803172081708908,0.19415190815925598,0.19529573619365692,0.1837291419506073,0.19986793398857117,0.20476344227790833,0.12979842722415924,0.16959811747074127,0.26677820086479187,0.16960284113883972,0.16213633120059967,0.23564042150974274,0.16893617808818817
by,0.2455483376979828,0.3899846076965332,0.40926623344421387,0.3092815577983856,0.4376842677593231,0.18134352564811707,0.23883786797523499,0.32094135880470276,0.1753741353750229,0.2376958578824997,0.39731505513191223,0.19581176340579987,0.16861656308174133,0.22570499777793884,0.17966607213020325
electric,0.15451551973819733,0.16143305599689484,0.1726868897676468,0.18630094826221466,0.25490424036979675,0.3633075952529907,0.322445273399353,0.24061402678489685,0.255592405796051,0.4955134987831116,0.17031213641166687,1.0000001192092896,0.3861134946346283,0.40272241830825806,0.15674720704555511
motors,0.180420383810997,0.16772444546222687,0.17790378630161285,0.1529412567615509,0.16224093735218048,0.3802523612976074,0.36311352252960205,0.1982623040676117,0.33485689759254456,0.437707781791687,0.12280909717082977,0.5180577039718628,0.7355830073356628,0.38202813267707825,0.16430476307868958
.,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.300344854593277,0.475719153881073,0.22855372726917267,0.2666836082935333,0.50484299659729,0.23089632391929626,0.2531001567840576,0.4446153938770294,0.23612159490585327,0.19128412008285522,0.23188325762748718,0.4130953550338745
