,what,does,the,tardis,look,like,?
image,0.13311375677585602,0.14275160431861877,0.24039390683174133,0.13400398194789886,0.21838010847568512,0.20339812338352203,0.14968013763427734
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1735842525959015,0.21060073375701904,0.3244853615760803,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
tardis,0.21426796913146973,0.2334626019001007,0.29145124554634094,1.0000001192092896,0.26215746998786926,0.23077118396759033,0.14893783628940582
has,0.20338068902492523,0.42885294556617737,0.4177538752555847,0.19771789014339447,0.2317902147769928,0.34026825428009033,0.15994466841220856
become,0.27134042978286743,0.20048442482948303,0.31731709837913513,0.1809610277414322,0.26533129811286926,0.3194003701210022,0.19511328637599945
firmly,0.38080111145973206,0.2499912530183792,0.3476297855377197,0.1512349545955658,0.21167509257793427,0.3011433780193329,0.23320716619491577
linked,0.2771798372268677,0.18148580193519592,0.2907569110393524,0.14277538657188416,0.25248661637306213,0.26105156540870667,0.22991526126861572
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.2524881064891815,0.3370966613292694,0.35482415556907654,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
show,0.29653704166412354,0.19734367728233337,0.319829523563385,0.21063032746315002,0.3217308819293976,0.2852334976196289,0.2520138621330261
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1960487961769104,0.16591975092887878,0.31010183691978455,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
public,0.1729622185230255,0.18710975348949432,0.22857438027858734,0.1719173789024353,0.15015356242656708,0.16980288922786713,0.19872993230819702
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,0.014783404767513275,0.10657313466072083,0.06462705135345459,-0.023395681753754616
consciousness,0.27972298860549927,0.22304953634738922,0.18007954955101013,0.2681276798248291,0.13555535674095154,0.12100914120674133,0.13624824583530426
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.05851000174880028,0.013372421264648438,0.049820177257061005,0.10349778085947037
bbc,0.20634698867797852,0.1799343228340149,0.2735401690006256,0.2833022177219391,0.22024352848529816,0.1758824586868286,0.20556949079036713
scriptwriter,0.2107020765542984,0.15404073894023895,0.2295718938112259,0.21960072219371796,0.13109979033470154,0.1714888960123062,0.215373232960701
anthony,0.12305492162704468,0.1499854475259781,0.20432043075561523,0.15742948651313782,0.09462615847587585,0.07886884361505508,0.1372954547405243
coburn,0.12710578739643097,0.09517507255077362,0.20480093359947205,0.2368142008781433,0.2583313584327698,0.1668122261762619,0.18378986418247223
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17403040826320648,0.3016788363456726,0.4085598886013031,0.31091248989105225
who,0.40942975878715515,0.25013914704322815,0.3733934462070465,0.2757788300514221,0.23452164232730865,0.34740978479385376,0.26220351457595825
lived,0.18411467969417572,0.08537168055772781,0.2897515296936035,0.17182670533657074,0.11466575413942337,0.21154364943504333,0.1798510104417801
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.1960487961769104,0.16591975092887878,0.31010183691978455,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
resort,0.16167303919792175,0.08948922157287598,0.2548282742500305,0.06251347064971924,0.14718003571033478,0.1412190943956375,0.12942275404930115
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1735842525959015,0.21060073375701904,0.3244853615760803,0.1826142966747284
herne,0.1657615303993225,0.13326795399188995,0.2869209945201874,0.24443699419498444,0.07657182216644287,0.12959103286266327,0.06637217104434967
bay,0.20251236855983734,0.08515701442956924,0.2441686987876892,0.1456879824399948,0.07501810789108276,0.10012273490428925,0.10773546993732452
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17403040826320648,0.3016788363456726,0.4085598886013031,0.31091248989105225
kent,0.1471550464630127,0.1563246101140976,0.20858485996723175,0.18966414034366608,0.10145030170679092,0.08043010532855988,0.14343582093715668
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17403040826320648,0.3016788363456726,0.4085598886013031,0.31091248989105225
was,0.22111038863658905,0.19302551448345184,0.48711544275283813,0.1628473550081253,0.15617191791534424,0.19745829701423645,0.18412111699581146
one,0.376489520072937,0.2924913763999939,0.5514441132545471,0.24219056963920593,0.2600187659263611,0.37947800755500793,0.2673267424106598
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1735842525959015,0.21060073375701904,0.3244853615760803,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
people,0.32444337010383606,0.2198464572429657,0.36838498711586,0.1580902636051178,0.18392910063266754,0.2838297486305237,0.23739641904830933
who,0.40942975878715515,0.25013914704322815,0.3733934462070465,0.2757788300514221,0.23452164232730865,0.34740978479385376,0.26220351457595825
conceived,0.22557096183300018,0.19896677136421204,0.23506250977516174,0.26960331201553345,0.16251657903194427,0.1768394410610199,0.14654332399368286
the,0.42745697498321533,0.35928019881248474,1.0,0.29145124554634094,0.2806221544742584,0.32912567257881165,0.22068053483963013
idea,0.44512778520584106,0.2417261004447937,0.2839161455631256,0.19714359939098358,0.34307315945625305,0.39351367950439453,0.2952161729335785
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.1735842525959015,0.21060073375701904,0.3244853615760803,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2688678205013275,0.23710425198078156,0.38655611872673035,0.23916715383529663
police,0.1865120679140091,0.149123415350914,0.2206914722919464,0.18054185807704926,0.12580606341362,0.17352567613124847,0.1765819936990738
box,0.20509275794029236,0.23173171281814575,0.25871407985687256,0.24328218400478363,0.2945542633533478,0.2747535705566406,0.21736569702625275
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.1721082329750061,0.2649591863155365,0.4175155460834503,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2688678205013275,0.23710425198078156,0.38655611872673035,0.23916715383529663
time,0.36319252848625183,0.2519678771495819,0.43061500787734985,0.3222777247428894,0.2530054450035095,0.2683551013469696,0.27391523122787476
machine,0.23075932264328003,0.18281304836273193,0.22788187861442566,0.24851280450820923,0.16872407495975494,0.21290583908557892,0.17587624490261078
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.224110946059227,0.3426704406738281,0.393751323223114,0.4130953550338745
