,how,did,luther,show,the,trinity,in,his,catechisms,?
rewrote,0.26659393310546875,0.33817049860954285,0.26537951827049255,0.26230621337890625,0.2949470579624176,0.13608293235301971,0.3097449243068695,0.31187933683395386,0.24967247247695923,0.31072452664375305
each,0.4183253347873688,0.20516681671142578,0.16104361414909363,0.25390446186065674,0.470844566822052,0.2083851546049118,0.30816060304641724,0.25320667028427124,0.18981771171092987,0.21173812448978424
article,0.3256285786628723,0.27629354596138,0.19333717226982117,0.2714058756828308,0.3329811692237854,0.18895664811134338,0.26153311133384705,0.21151746809482574,0.26196396350860596,0.4948462247848511
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.21383242309093475,0.733189046382904,0.27869006991386414,0.5696388483047485,0.38364991545677185,0.3139289915561676,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.319829523563385,1.0,0.2496737241744995,0.6662389636039734,0.4394008219242096,0.2702268362045288,0.22068053483963013
creed,0.1431862860918045,0.23317869007587433,0.32864516973495483,0.17781540751457214,0.26800665259361267,0.3458396792411804,0.14415115118026733,0.21582308411598206,0.5152045488357544,0.19858981668949127
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.29833272099494934,0.535392165184021,0.19897671043872833,0.45010748505592346,0.3715193271636963,0.2209082990884781,0.29463258385658264
express,0.1442854404449463,0.11289246380329132,0.14494626224040985,0.24551314115524292,0.19177916646003723,0.22921712696552277,0.18388308584690094,0.14769400656223297,0.22608035802841187,0.13246142864227295
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.319829523563385,1.0,0.2496737241744995,0.6662389636039734,0.4394008219242096,0.2702268362045288,0.22068053483963013
character,0.21862633526325226,0.11150886863470078,0.1446399688720703,0.37106195092201233,0.25992274284362793,0.16375716030597687,0.20910993218421936,0.2351291924715042,0.1806056946516037,0.18056271970272064
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.21383242309093475,0.733189046382904,0.27869006991386414,0.5696388483047485,0.38364991545677185,0.3139289915561676,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.319829523563385,1.0,0.2496737241744995,0.6662389636039734,0.4394008219242096,0.2702268362045288,0.22068053483963013
father,0.2127397656440735,0.3227277100086212,0.2816010117530823,0.105262391269207,0.24010279774665833,0.19805458188056946,0.25954100489616394,0.5241755247116089,0.15296366810798645,0.14826634526252747
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.31928569078445435,0.4933079481124878,0.21153482794761658,0.5201468467712402,0.3378419280052185,0.28056854009628296,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.319829523563385,1.0,0.2496737241744995,0.6662389636039734,0.4394008219242096,0.2702268362045288,0.22068053483963013
son,0.11204556375741959,0.22313499450683594,0.18189305067062378,0.13001279532909393,0.2102738618850708,0.19501455128192902,0.22500404715538025,0.4423290193080902,0.18432281911373138,0.14735563099384308
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.31928569078445435,0.4933079481124878,0.21153482794761658,0.5201468467712402,0.3378419280052185,0.28056854009628296,0.31091248989105225
or,0.3378981947898865,0.28211739659309387,0.14215725660324097,0.2248045802116394,0.4174870550632477,0.16404180228710175,0.3586423695087433,0.2118215411901474,0.265906423330307,0.32389625906944275
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.319829523563385,1.0,0.2496737241744995,0.6662389636039734,0.4394008219242096,0.2702268362045288,0.22068053483963013
holy,0.17901557683944702,0.1021214947104454,0.21725739538669586,0.07040785998106003,0.2778179347515106,0.4514662027359009,0.2163282334804535,0.1879551112651825,0.37926939129829407,0.18148104846477509
spirit,0.17926308512687683,0.16968007385730743,0.2489360272884369,0.11813335865736008,0.24389684200286865,0.339608758687973,0.18238019943237305,0.2055007517337799,0.23296448588371277,0.18818747997283936
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.3016606271266937,0.5934505462646484,0.2759544551372528,0.5591574311256409,0.3119256794452667,0.27584537863731384,0.4130953550338745
