,where,are,health,and,social,problems,most,common,?
more,0.29405033588409424,0.4066504240036011,0.2228650152683258,0.39880692958831787,0.21873395144939423,0.3108620345592499,0.5395737886428833,0.25056302547454834,0.27894994616508484
common,0.21611684560775757,0.3463647663593292,0.1459171622991562,0.229714497923851,0.1517033725976944,0.23478636145591736,0.42714235186576843,0.9999998807907104,0.20434872806072235
in,0.5344807505607605,0.3841303884983063,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.41416558623313904,0.23149342834949493,0.20430970191955566
countries,0.2731434106826782,0.35174399614334106,0.25483372807502747,0.37200918793678284,0.24800002574920654,0.2361592799425125,0.33387476205825806,0.3351489007472992,0.15128466486930847
with,0.4142743945121765,0.38996943831443787,0.21318627893924713,0.5477725267410278,0.20528239011764526,0.3139011859893799,0.336320698261261,0.26739466190338135,0.2433311939239502
bigger,0.2729746103286743,0.289320707321167,0.1478417068719864,0.3198147416114807,0.13503839075565338,0.263405978679657,0.2489120215177536,0.2140274941921234,0.16528849303722382
income,0.17280876636505127,0.20486517250537872,0.33056288957595825,0.2518245577812195,0.23773884773254395,0.21276745200157166,0.22118313610553741,0.2278413623571396,0.14935168623924255
inequalities,0.17051465809345245,0.3048645257949829,0.30945318937301636,0.2735365331172943,0.3978012204170227,0.43437227606773376,0.20302006602287292,0.1853579431772232,0.19635117053985596
'',0.016034942120313644,0.0263817198574543,-0.002438992029055953,0.021612688899040222,0.01732291281223297,0.003717846004292369,0.01990530639886856,-0.003978588618338108,0.018684765323996544
",",0.3149496018886566,0.4062570035457611,0.2331448197364807,0.6633074283599854,0.2674078345298767,0.2596952021121979,0.3636029064655304,0.2497023195028305,0.31091248989105225
and,0.43859338760375977,0.48576638102531433,0.3215619623661041,1.0,0.38231831789016724,0.285793662071228,0.4309377074241638,0.229714497923851,0.20544172823429108
more,0.29405033588409424,0.4066504240036011,0.2228650152683258,0.39880692958831787,0.21873395144939423,0.3108620345592499,0.5395737886428833,0.25056302547454834,0.27894994616508484
common,0.21611684560775757,0.3463647663593292,0.1459171622991562,0.229714497923851,0.1517033725976944,0.23478636145591736,0.42714235186576843,0.9999998807907104,0.20434872806072235
among,0.26159363985061646,0.3811550438404083,0.1879897564649582,0.39211368560791016,0.3091006875038147,0.2574266791343689,0.5484373569488525,0.25812482833862305,0.14343059062957764
states,0.24649012088775635,0.1846873015165329,0.24974636733531952,0.2974761426448822,0.1574816107749939,0.178767591714859,0.286347895860672,0.213662251830101,0.16272737085819244
in,0.5344807505607605,0.3841303884983063,0.2500189542770386,0.4954058527946472,0.23382627964019775,0.21061907708644867,0.41416558623313904,0.23149342834949493,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.2340974360704422,0.5171257257461548,0.21797899901866913,0.2659202516078949,0.47635307908058167,0.2705984115600586,0.22068053483963013
us,0.19360023736953735,0.20678593218326569,0.17097721993923187,0.25715014338493347,0.12494571506977081,0.14903272688388824,0.180059552192688,0.13336049020290375,0.2742428481578827
with,0.4142743945121765,0.38996943831443787,0.21318627893924713,0.5477725267410278,0.20528239011764526,0.3139011859893799,0.336320698261261,0.26739466190338135,0.2433311939239502
larger,0.2592455744743347,0.33036646246910095,0.054273370653390884,0.34781917929649353,0.17217935621738434,0.16658766567707062,0.2862139046192169,0.2619197964668274,0.1602165699005127
income,0.17280876636505127,0.20486517250537872,0.33056288957595825,0.2518245577812195,0.23773884773254395,0.21276745200157166,0.22118313610553741,0.2278413623571396,0.14935168623924255
inequalities,0.17051465809345245,0.3048645257949829,0.30945318937301636,0.2735365331172943,0.3978012204170227,0.43437227606773376,0.20302006602287292,0.1853579431772232,0.19635117053985596
.,0.41390106081962585,0.3452940285205841,0.25832483172416687,0.588965117931366,0.2614770531654358,0.2602308988571167,0.35404038429260254,0.21817955374717712,0.4130953550338745
