,when,was,otto,von,bismarck,born,?
bismarck,0.16533653438091278,0.25690242648124695,0.43848082423210144,0.5534809231758118,0.9999999403953552,0.1419629007577896,0.1326347440481186
(,0.2459595799446106,0.2980341613292694,0.17915697395801544,0.2220507264137268,0.1794806271791458,0.33313798904418945,0.40561532974243164
1862–90,0.04013101011514664,0.13870064914226532,0.13638940453529358,0.06533073633909225,0.05089045688509941,0.11372749507427216,-0.0029792902059853077
),0.2538422644138336,0.3267642855644226,0.1838216930627823,0.19353726506233215,0.15847663581371307,0.3665171265602112,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
long,0.30121734738349915,0.1968146562576294,0.07405207306146622,0.0876767486333847,0.1294599324464798,0.08829913288354874,0.19699987769126892
opposed,0.26777365803718567,0.2790595591068268,0.09428776055574417,0.0840633437037468,0.09999500215053558,0.17680729925632477,0.23428945243358612
colonial,0.2143167406320572,0.2549057900905609,0.12363243848085403,0.10256196558475494,0.21735134720802307,0.10990135371685028,0.10191229730844498
acquisitions,0.22339826822280884,0.1884748339653015,0.14758843183517456,0.14152228832244873,0.11145283281803131,0.04438912123441696,0.13937270641326904
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
arguing,0.271638423204422,0.20140673220157623,0.07255642116069794,0.17127525806427002,0.18934965133666992,0.14845065772533417,0.2956003248691559
that,0.5860282182693481,0.33670201897621155,0.1355607807636261,0.18165160715579987,0.19687539339065552,0.1399751454591751,0.32716336846351624
the,0.5091903209686279,0.48711544275283813,0.1906455010175705,0.21817399561405182,0.267672061920166,0.19202874600887299,0.22068053483963013
burden,0.15689381957054138,0.12423019856214523,0.1710427850484848,0.20772847533226013,0.16569286584854126,0.0990569144487381,0.24832278490066528
of,0.3757161796092987,0.4069072902202606,0.19148391485214233,0.19899946451187134,0.29108160734176636,0.19769194722175598,0.1826142966747284
obtaining,0.2806289494037628,0.13359025120735168,0.05112871155142784,0.06525223702192307,0.07927698642015457,0.06349041312932968,0.14850705862045288
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
maintaining,0.2597217261791229,0.1808418184518814,0.1324472427368164,0.10138512402772903,0.12539105117321014,0.01181597076356411,0.20531877875328064
",",0.36674630641937256,0.45456063747406006,0.19976253807544708,0.1878369003534317,0.2180548757314682,0.37898433208465576,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.21013447642326355,0.2179601788520813,0.20083971321582794,0.25002726912498474,0.20544172823429108
defending,0.2857620418071747,0.22164638340473175,0.06982975453138351,0.14683474600315094,0.1840638369321823,0.1935119926929474,0.19775530695915222
such,0.27679547667503357,0.12487147748470306,0.11396829038858414,0.13351769745349884,0.13223911821842194,0.1128632202744484,0.17851735651493073
possessions,0.2768634259700775,0.1632450520992279,0.16411559283733368,0.18050923943519592,0.20293062925338745,0.13090962171554565,0.11709505319595337
would,0.4219970703125,0.41663143038749695,0.10179047286510468,0.19056616723537445,0.22096194326877594,0.08574779331684113,0.37178951501846313
outweigh,0.18908527493476868,0.12771233916282654,0.06863586604595184,0.07826822996139526,0.12075917422771454,0.08710909634828568,0.33966806530952454
any,0.4210505485534668,0.22746296226978302,0.10397660732269287,0.09965124726295471,0.1363731175661087,0.003573476104065776,0.4113408327102661
potential,0.2868275046348572,0.1598915457725525,0.0730636715888977,0.13874661922454834,0.16974756121635437,0.0948200449347496,0.20122039318084717
benefits,0.1823955923318863,0.09684896469116211,0.10983661562204361,0.1581372320652008,0.1605708748102188,0.024823080748319626,0.25678688287734985
.,0.475719153881073,0.40146201848983765,0.2658593952655792,0.20990465581417084,0.2579703629016876,0.2350279539823532,0.4130953550338745
