,which,rival,of,the,mongols,is,suspected,of,inventing,the,story,that,genghis,khan,was,murdered,by,a,captured,princess,?
dagger,0.29446589946746826,0.1397353857755661,0.2024044394493103,0.24386870861053467,0.311992883682251,0.1357484757900238,0.2588340640068054,0.2024044394493103,0.2371387630701065,0.24386870861053467,0.20609517395496368,0.195535346865654,0.36617451906204224,0.26993659138679504,0.13878749310970306,0.2593746483325958,0.18834465742111206,0.23298850655555725,0.2905791699886322,0.2589808404445648,0.1602393090724945
and,0.506277859210968,0.18646307289600372,0.5116966962814331,0.5171257257461548,0.2535054385662079,0.3859752118587494,0.23370561003684998,0.5116966962814331,0.17843157052993774,0.5171257257461548,0.22456516325473785,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.3740963041782379,0.2373463660478592,0.4289871156215668,0.3739250600337982,0.23562167584896088,0.17031975090503693,0.20544172823429108
stabbed,0.15156322717666626,0.19743260741233826,0.15884517133235931,0.20927821099758148,0.2358875572681427,0.1280391365289688,0.4387626647949219,0.15884517133235931,0.23275898396968842,0.20927821099758148,0.22241953015327454,0.20003226399421692,0.2709890604019165,0.15793219208717346,0.32624551653862,0.5065212249755859,0.22694095969200134,0.24799537658691406,0.4324531555175781,0.22083379328250885,0.11463968455791473
him,0.3357398211956024,0.2539930045604706,0.2764812409877777,0.39213326573371887,0.2644457519054413,0.21291719377040863,0.3050752878189087,0.2764812409877777,0.2307155281305313,0.39213326573371887,0.29424288868904114,0.4159553349018097,0.32669100165367126,0.23670253157615662,0.3675798773765564,0.29136985540390015,0.29878008365631104,0.32137390971183777,0.2705967426300049,0.25487855076789856,0.23943768441677094
",",0.3658004403114319,0.16514593362808228,0.4946078956127167,0.4933079481124878,0.26664721965789795,0.4691906273365021,0.22825877368450165,0.4946078956127167,0.20950523018836975,0.4933079481124878,0.20667347311973572,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.45456063747406006,0.2949155569076538,0.3680937886238098,0.427140474319458,0.27242976427078247,0.24541550874710083,0.31091248989105225
though,0.4655933380126953,0.18869274854660034,0.37307101488113403,0.38776206970214844,0.21887825429439545,0.3265945613384247,0.22541417181491852,0.37307101488113403,0.24771341681480408,0.38776206970214844,0.20358237624168396,0.5324916243553162,0.1740482598543167,0.10026385635137558,0.34332048892974854,0.18702557682991028,0.3096425533294678,0.33230000734329224,0.21508589386940002,0.2290942370891571,0.3188856542110443
some,0.5407140851020813,0.1420249342918396,0.4300730526447296,0.4566698372364044,0.17960093915462494,0.3038453459739685,0.2575848698616028,0.4300730526447296,0.28171461820602417,0.4566698372364044,0.19592654705047607,0.6049469113349915,0.19859196245670319,0.10166428983211517,0.21528802812099457,0.16899999976158142,0.306446373462677,0.34539633989334106,0.15089815855026245,0.1348886936903,0.2562315762042999
mongol,0.22227831184864044,0.2885303795337677,0.22712039947509766,0.2924198508262634,0.905461847782135,0.1650545746088028,0.15977641940116882,0.22712039947509766,0.14667318761348724,0.2924198508262634,0.1627514362335205,0.20668581128120422,0.6244974732398987,0.5576101541519165,0.17204789817333221,0.17397774755954742,0.1995033621788025,0.15921570360660553,0.2785310447216034,0.13803260028362274,0.12849251925945282
authors,0.15407158434391022,0.1408310979604721,0.19112128019332886,0.198689267039299,0.19425992667675018,0.18932047486305237,0.1578284651041031,0.19112128019332886,0.20720121264457703,0.198689267039299,0.2031164914369583,0.2422322928905487,0.13466715812683105,0.10093618184328079,0.12312142550945282,0.18160037696361542,0.24154354631900787,0.12876835465431213,0.08737193793058395,0.0939330905675888,0.19121912121772766
have,0.49652695655822754,0.16856266558170319,0.3802283704280853,0.40389683842658997,0.243153914809227,0.3613572418689728,0.24500811100006104,0.3802283704280853,0.22621864080429077,0.40389683842658997,0.20861394703388214,0.6182622313499451,0.19005528092384338,0.15938645601272583,0.2863433063030243,0.11819936335086823,0.3359639644622803,0.338716596364975,0.15952374041080475,0.15252147614955902,0.32991164922714233
doubted,0.30991241335868835,0.2003820836544037,0.3273545205593109,0.29648834466934204,0.2376064956188202,0.2438720166683197,0.2644885182380676,0.3273545205593109,0.28610625863075256,0.29648834466934204,0.27526867389678955,0.4305923879146576,0.3000970780849457,0.19046323001384735,0.36035069823265076,0.311442106962204,0.3346325755119324,0.2398405373096466,0.20904968678951263,0.1461462676525116,0.17368397116661072
this,0.6719430088996887,0.157512366771698,0.45148900151252747,0.6274310946464539,0.19685789942741394,0.480927973985672,0.2438221424818039,0.45148900151252747,0.2672542333602905,0.6274310946464539,0.2301301807165146,0.6909449696540833,0.28079792857170105,0.17467814683914185,0.3638818562030792,0.16418267786502838,0.38438332080841064,0.5422310829162598,0.17021499574184418,0.19296212494373322,0.3155723512172699
version,0.28911566734313965,0.19298145174980164,0.14166875183582306,0.27268242835998535,0.13196149468421936,0.26673051714897156,0.04057160019874573,0.14166875183582306,0.12369692325592041,0.27268242835998535,0.34060195088386536,0.26565122604370117,0.15934839844703674,0.10720362514257431,0.297456830739975,0.10390336811542511,0.21702225506305695,0.27132871747016907,0.15028782188892365,0.21416430175304413,0.2573966085910797
and,0.506277859210968,0.18646307289600372,0.5116966962814331,0.5171257257461548,0.2535054385662079,0.3859752118587494,0.23370561003684998,0.5116966962814331,0.17843157052993774,0.5171257257461548,0.22456516325473785,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.3740963041782379,0.2373463660478592,0.4289871156215668,0.3739250600337982,0.23562167584896088,0.17031975090503693,0.20544172823429108
suspected,0.21033169329166412,0.2363334447145462,0.22711022198200226,0.22821708023548126,0.19156627357006073,0.15831057727336884,1.0000001192092896,0.22711022198200226,0.11694004386663437,0.22821708023548126,0.20064817368984222,0.294965922832489,0.24500316381454468,0.1783338338136673,0.2443927675485611,0.5261638164520264,0.27199748158454895,0.27706411480903625,0.30789434909820557,0.13421855866909027,0.21243442595005035
it,0.616637647151947,0.18176743388175964,0.38761502504348755,0.6251175999641418,0.20534732937812805,0.6328473687171936,0.13352009654045105,0.38761502504348755,0.23239238560199738,0.6251175999641418,0.24153392016887665,0.5921133160591125,0.2149120718240738,0.13704395294189453,0.4577186405658722,0.13106873631477356,0.40926623344421387,0.5452592968940735,0.20607095956802368,0.17323367297649384,0.25732165575027466
to,0.5345056653022766,0.20049551129341125,0.41548454761505127,0.535392165184021,0.230276957154274,0.42745086550712585,0.2186902016401291,0.41548454761505127,0.17756985127925873,0.535392165184021,0.2319863736629486,0.5436353087425232,0.2294713407754898,0.18221943080425262,0.3636345863342285,0.17750033736228943,0.33534231781959534,0.45503583550453186,0.22367680072784424,0.2029844969511032,0.29463258385658264
be,0.476310670375824,0.11839983612298965,0.33904364705085754,0.4248143136501312,0.10510176420211792,0.4819129705429077,0.21656534075737,0.33904364705085754,0.14417263865470886,0.4248143136501312,0.22018593549728394,0.6036020517349243,0.16810378432273865,0.19255778193473816,0.42228707671165466,0.15197864174842834,0.43158695101737976,0.39883795380592346,0.21192970871925354,0.14181475341320038,0.3324260413646698
an,0.3611921966075897,0.05997709929943085,0.32280945777893066,0.4207492768764496,0.07991112023591995,0.4654068350791931,0.1602824330329895,0.32280945777893066,0.1320493072271347,0.4207492768764496,0.1867980659008026,0.365763783454895,0.14007556438446045,0.12960869073867798,0.3694365322589874,0.12497720867395401,0.2719563841819763,0.44552403688430786,0.1370694786310196,0.12380404770374298,0.19793890416622162
invention,0.30235785245895386,0.06147819757461548,0.20554374158382416,0.22278180718421936,0.16477684676647186,0.19399143755435944,0.12669795751571655,0.20554374158382416,0.8353776335716248,0.22278180718421936,0.16089636087417603,0.3328019678592682,0.1451852172613144,0.13960039615631104,0.248048335313797,0.05520103499293327,0.17679738998413086,0.2853478789329529,0.14702992141246796,0.08858756721019745,0.15906493365764618
by,0.40543368458747864,0.20744259655475616,0.3646814823150635,0.4408751428127289,0.233955517411232,0.3899846076965332,0.27199748158454895,0.3646814823150635,0.1774274855852127,0.4408751428127289,0.22246123850345612,0.37496164441108704,0.22102472186088562,0.13558374345302582,0.4752357602119446,0.3123897910118103,1.0000001192092896,0.32094135880470276,0.316963255405426,0.1383397877216339,0.17966607213020325
the,0.6521818041801453,0.2149961143732071,0.733189046382904,1.0,0.310281366109848,0.5823672413825989,0.22821708023548126,0.733189046382904,0.20714490115642548,1.0,0.2915393114089966,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.48711544275283813,0.21448278427124023,0.4408751428127289,0.5829201340675354,0.2944179177284241,0.1822563111782074,0.22068053483963013
rival,0.18776004016399384,1.0,0.16546274721622467,0.2149961143732071,0.26253750920295715,0.1643841564655304,0.2363334447145462,0.16546274721622467,0.04775681346654892,0.2149961143732071,0.21474991738796234,0.21558032929897308,0.3003591001033783,0.11870367079973221,0.2730695903301239,0.27919286489486694,0.20744259655475616,0.17400264739990234,0.1974630206823349,0.1496659219264984,0.08066411316394806
oirads,0.3312428891658783,0.2033265084028244,0.34284746646881104,0.351253479719162,0.36720943450927734,0.27774012088775635,0.29250529408454895,0.34284746646881104,0.2451494336128235,0.351253479719162,0.2815583646297455,0.32151028513908386,0.3560321629047394,0.2002665102481842,0.28006431460380554,0.2540738880634308,0.21855349838733673,0.3276381492614746,0.19796013832092285,0.2206660956144333,0.2368093729019165
.,0.45942068099975586,0.14835117757320404,0.5352458953857422,0.5934505462646484,0.1921418309211731,0.4569662809371948,0.21985310316085815,0.5352458953857422,0.1779189109802246,0.5934505462646484,0.24893946945667267,0.4460422694683075,0.25373268127441406,0.19819748401641846,0.40146201848983765,0.2546067535877228,0.3936232924461365,0.50484299659729,0.28043997287750244,0.22479800879955292,0.4130953550338745
