,what,tends,to,lead,to,more,money,?
fortunes,0.1942773461341858,0.1641787588596344,0.2151842713356018,0.17266666889190674,0.2151842713356018,0.2012292891740799,0.4379251003265381,0.1314423829317093
generate,0.26186254620552063,0.2654343247413635,0.33432886004447937,0.13586655259132385,0.33432886004447937,0.3046792447566986,0.17140509188175201,0.28300654888153076
higher,0.2538340389728546,0.2835273742675781,0.3279348313808441,0.10778646916151047,0.3279348313808441,0.41627442836761475,0.23655059933662415,0.15679465234279633
returns,0.1351068764925003,0.253822922706604,0.26556873321533203,0.18664290010929108,0.26556873321533203,0.15630023181438446,0.19466669857501984,0.1296735554933548
[,0.010752761736512184,-0.000695281894877553,0.07649242132902145,0.08089915663003922,0.07649242132902145,0.061591725796461105,0.13715726137161255,0.011015460826456547
pp,0.08050898462533951,0.1643867790699005,0.186310812830925,0.018350139260292053,0.186310812830925,0.19211481511592865,0.0699128583073616,0.17373709380626678
.,0.3567904531955719,0.1833983212709427,0.4645031690597534,0.2305188626050949,0.4645031690597534,0.4070230722427368,0.2570818066596985,0.4130953550338745
,what,tends,to,lead,to,more,money,?
over,0.28007611632347107,0.2486342191696167,0.38635820150375366,0.21837888658046722,0.38635820150375366,0.452426552772522,0.1928548663854599,0.25742942094802856
time,0.36319252848625183,0.17192448675632477,0.3679993152618408,0.19779279828071594,0.3679993152618408,0.32185816764831543,0.36622095108032227,0.27391523122787476
",",0.3087472915649414,0.20800141990184784,0.44245919585227966,0.2561914026737213,0.44245919585227966,0.3696524500846863,0.24156853556632996,0.31091248989105225
wealth,0.2415573000907898,0.25550299882888794,0.30562296509742737,0.16684728860855103,0.30562296509742737,0.24429993331432343,0.47207462787628174,0.1624586433172226
condensation,0.35199809074401855,0.3307630717754364,0.22154654562473297,0.17729082703590393,0.22154654562473297,0.2376755326986313,0.16182349622249603,0.23542380332946777
can,0.34502777457237244,0.40654170513153076,0.4979398250579834,0.21390347182750702,0.4979398250579834,0.4044358730316162,0.18356771767139435,0.3226337134838104
significantly,0.2746123671531677,0.3352940082550049,0.33877497911453247,0.1450010985136032,0.33877497911453247,0.4378940165042877,0.2897779047489166,0.1823679804801941
contribute,0.3643682897090912,0.3697097599506378,0.36610767245292664,0.19798341393470764,0.36610767245292664,0.37860026955604553,0.2804153561592102,0.34182009100914
to,0.455847829580307,0.4030769169330597,1.0,0.23490607738494873,1.0,0.47084665298461914,0.3124290704727173,0.29463258385658264
the,0.42745697498321533,0.32723093032836914,0.535392165184021,0.21995973587036133,0.535392165184021,0.39758381247520447,0.2699695825576782,0.22068053483963013
persistence,0.2871797978878021,0.35367926955223083,0.32613539695739746,0.21742239594459534,0.32613539695739746,0.3334994614124298,0.15258218348026276,0.17472824454307556
of,0.33290785551071167,0.2451501041650772,0.41548454761505127,0.19835850596427917,0.41548454761505127,0.30478984117507935,0.23114095628261566,0.1826142966747284
inequality,0.30072227120399475,0.31965386867523193,0.24361056089401245,0.19682742655277252,0.24361056089401245,0.2623436152935028,0.25998654961586,0.23619021475315094
within,0.2498195916414261,0.25625574588775635,0.34980177879333496,0.18228310346603394,0.34980177879333496,0.27893075346946716,0.10107652842998505,0.1870293766260147
society,0.23231269419193268,0.23465146124362946,0.20199917256832123,0.15169230103492737,0.20199917256832123,0.21340928971767426,0.24233905971050262,0.1373005360364914
.,0.3567904531955719,0.1833983212709427,0.4645031690597534,0.2305188626050949,0.4645031690597534,0.4070230722427368,0.2570818066596985,0.4130953550338745
,what,tends,to,lead,to,more,money,?
according,0.2776208221912384,0.2677764594554901,0.28520727157592773,0.1732308715581894,0.28520727157592773,0.22043061256408691,0.17847111821174622,0.21173474192619324
to,0.455847829580307,0.4030769169330597,1.0,0.23490607738494873,1.0,0.47084665298461914,0.3124290704727173,0.29463258385658264
this,0.5489566326141357,0.362185537815094,0.5759071707725525,0.22887954115867615,0.5759071707725525,0.5430014133453369,0.3117899000644684,0.3155723512172699
theory,0.297923743724823,0.24746182560920715,0.21947365999221802,0.17614522576332092,0.21947365999221802,0.23122718930244446,0.15654847025871277,0.1387292891740799
",",0.3087472915649414,0.20800141990184784,0.44245919585227966,0.2561914026737213,0.44245919585227966,0.3696524500846863,0.24156853556632996,0.31091248989105225
those,0.44466671347618103,0.33168235421180725,0.47350940108299255,0.14290066063404083,0.47350940108299255,0.4783404469490051,0.23542554676532745,0.3328189253807068
who,0.40942975878715515,0.17302075028419495,0.42656609416007996,0.19455209374427795,0.42656609416007996,0.31567877531051636,0.32837018370628357,0.26220351457595825
already,0.4530037045478821,0.14044588804244995,0.3676825761795044,0.14531640708446503,0.3676825761795044,0.3782687783241272,0.18460872769355774,0.3477933406829834
hold,0.20790280401706696,0.19821502268314362,0.3469145894050598,0.1851300150156021,0.3469145894050598,0.2533595860004425,0.2495666891336441,0.18586084246635437
wealth,0.2415573000907898,0.25550299882888794,0.30562296509742737,0.16684728860855103,0.30562296509742737,0.24429993331432343,0.47207462787628174,0.1624586433172226
have,0.39808809757232666,0.25656771659851074,0.4544740617275238,0.2380237728357315,0.4544740617275238,0.49033403396606445,0.26669734716415405,0.32991164922714233
the,0.42745697498321533,0.32723093032836914,0.535392165184021,0.21995973587036133,0.535392165184021,0.39758381247520447,0.2699695825576782,0.22068053483963013
means,0.2553325295448303,0.25904086232185364,0.2301892638206482,0.08045093715190887,0.2301892638206482,0.2901304364204407,0.2505360543727875,0.21233566105365753
to,0.455847829580307,0.4030769169330597,1.0,0.23490607738494873,1.0,0.47084665298461914,0.3124290704727173,0.29463258385658264
invest,0.24983838200569153,0.2344522774219513,0.28345975279808044,0.11670451611280441,0.28345975279808044,0.2540907859802246,0.5394842624664307,0.1968417465686798
in,0.30808621644973755,0.23242060840129852,0.45010748505592346,0.2055644989013672,0.45010748505592346,0.32563260197639465,0.2393328845500946,0.20430970191955566
new,0.2130378633737564,0.14979436993598938,0.33159172534942627,0.15582917630672455,0.33159172534942627,0.3023035526275635,0.2387741506099701,0.14782847464084625
sources,0.30212491750717163,0.24561037123203278,0.29232558608055115,0.1779697984457016,0.29232558608055115,0.3062041997909546,0.2251172512769699,0.2886999845504761
of,0.33290785551071167,0.2451501041650772,0.41548454761505127,0.19835850596427917,0.41548454761505127,0.30478984117507935,0.23114095628261566,0.1826142966747284
creating,0.28780505061149597,0.30082908272743225,0.31553950905799866,0.15118299424648285,0.31553950905799866,0.3137302100658417,0.2153499275445938,0.2842518985271454
wealth,0.2415573000907898,0.25550299882888794,0.30562296509742737,0.16684728860855103,0.30562296509742737,0.24429993331432343,0.47207462787628174,0.1624586433172226
or,0.33867141604423523,0.3108069598674774,0.38921234011650085,0.16931064426898956,0.38921234011650085,0.41612157225608826,0.26300758123397827,0.32389625906944275
to,0.455847829580307,0.4030769169330597,1.0,0.23490607738494873,1.0,0.47084665298461914,0.3124290704727173,0.29463258385658264
otherwise,0.39239436388015747,0.35387614369392395,0.4337620139122009,0.23342862725257874,0.4337620139122009,0.35827261209487915,0.19811151921749115,0.29367905855178833
leverage,0.24011032283306122,0.29109975695610046,0.2965596616268158,0.136180117726326,0.2965596616268158,0.318961501121521,0.3696950674057007,0.15978164970874786
the,0.42745697498321533,0.32723093032836914,0.535392165184021,0.21995973587036133,0.535392165184021,0.39758381247520447,0.2699695825576782,0.22068053483963013
accumulation,0.24889037013053894,0.30966246128082275,0.26538437604904175,0.17912575602531433,0.26538437604904175,0.3531367778778076,0.31683066487312317,0.1650637835264206
of,0.33290785551071167,0.2451501041650772,0.41548454761505127,0.19835850596427917,0.41548454761505127,0.30478984117507935,0.23114095628261566,0.1826142966747284
wealth,0.2415573000907898,0.25550299882888794,0.30562296509742737,0.16684728860855103,0.30562296509742737,0.24429993331432343,0.47207462787628174,0.1624586433172226
",",0.3087472915649414,0.20800141990184784,0.44245919585227966,0.2561914026737213,0.44245919585227966,0.3696524500846863,0.24156853556632996,0.31091248989105225
thus,0.30745524168014526,0.25513386726379395,0.42383262515068054,0.2140592336654663,0.42383262515068054,0.35285449028015137,0.19754444062709808,0.18769288063049316
are,0.29724663496017456,0.3158084750175476,0.3504326641559601,0.14601658284664154,0.3504326641559601,0.4066504240036011,0.20867851376533508,0.24591213464736938
the,0.42745697498321533,0.32723093032836914,0.535392165184021,0.21995973587036133,0.535392165184021,0.39758381247520447,0.2699695825576782,0.22068053483963013
beneficiaries,0.3504636287689209,0.3360365629196167,0.37365543842315674,0.1850743591785431,0.37365543842315674,0.4032174050807953,0.4215552508831024,0.37766554951667786
of,0.33290785551071167,0.2451501041650772,0.41548454761505127,0.19835850596427917,0.41548454761505127,0.30478984117507935,0.23114095628261566,0.1826142966747284
the,0.42745697498321533,0.32723093032836914,0.535392165184021,0.21995973587036133,0.535392165184021,0.39758381247520447,0.2699695825576782,0.22068053483963013
new,0.2130378633737564,0.14979436993598938,0.33159172534942627,0.15582917630672455,0.33159172534942627,0.3023035526275635,0.2387741506099701,0.14782847464084625
wealth,0.2415573000907898,0.25550299882888794,0.30562296509742737,0.16684728860855103,0.30562296509742737,0.24429993331432343,0.47207462787628174,0.1624586433172226
.,0.3567904531955719,0.1833983212709427,0.4645031690597534,0.2305188626050949,0.4645031690597534,0.4070230722427368,0.2570818066596985,0.4130953550338745
