,how,many,people,are,likely,to,visit,justin,herman,plaza,during,the,week,of,the,super,bowl,?
games,0.10814857482910156,0.21716509759426117,0.228891059756279,0.20388919115066528,0.13653258979320526,0.23381441831588745,0.15146863460540771,0.1534121334552765,0.10527218133211136,0.12833087146282196,0.22036121785640717,0.2676136791706085,0.2396763414144516,0.2499092072248459,0.2676136791706085,0.3565964996814728,0.2931278944015503,0.1360001415014267
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.48576638102531433,0.3069725036621094,0.48971283435821533,0.25392410159111023,0.2104688435792923,0.20138958096504211,0.17174072563648224,0.36462149024009705,0.5171257257461548,0.23252390325069427,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
activities,0.24978172779083252,0.3069241940975189,0.26200100779533386,0.3175194263458252,0.17769679427146912,0.2740468382835388,0.2559065520763397,0.1046421006321907,0.13675805926322937,0.22850783169269562,0.3103700280189514,0.2626894414424896,0.22841589152812958,0.23520112037658691,0.2626894414424896,0.06047104299068451,0.045015789568424225,0.11289679259061813
that,0.557814359664917,0.5391656160354614,0.3621441423892975,0.45265161991119385,0.4531876742839813,0.5436353087425232,0.23757721483707428,0.21042943000793457,0.12836246192455292,0.13629882037639618,0.31487685441970825,0.5473989248275757,0.29284077882766724,0.41498205065727234,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
will,0.41543328762054443,0.2847830653190613,0.18646106123924255,0.39387544989585876,0.4655502140522003,0.5091033577919006,0.20036372542381287,0.14737318456172943,0.16736739873886108,0.14810892939567566,0.21565069258213043,0.3635469079017639,0.3024732768535614,0.2473582625389099,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
highlight,0.22682225704193115,0.196658656001091,0.15506282448768616,0.26265817880630493,0.16068021953105927,0.2521567940711975,0.11208386719226837,0.12274573743343353,0.07180389016866684,0.10898133367300034,0.217565655708313,0.26126983761787415,0.14325495064258575,0.25996389985084534,0.26126983761787415,0.13485531508922577,0.16177430748939514,0.19680358469486237
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.40399202704429626,0.28129076957702637,0.535392165184021,0.28665876388549805,0.17751482129096985,0.19971449673175812,0.2343834489583969,0.4838213622570038,1.0,0.28402599692344666,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
bay,0.06300077587366104,0.17625272274017334,0.15753845870494843,0.16934406757354736,0.091751329600811,0.15862606465816498,0.1852530986070633,0.18231961131095886,0.17992910742759705,0.2070087045431137,0.18494504690170288,0.2441686987876892,0.1719716489315033,0.20480380952358246,0.2441686987876892,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.17030490934848785,0.2414858043193817,0.37957796454429626,0.25780194997787476,0.2019360363483429,0.2797197997570038,0.2049979567527771,0.08930287510156631,0.12004327028989792,0.1996215581893921,0.2682478725910187,0.37834644317626953,0.13465970754623413,0.3409860134124756,0.37834644317626953,0.09147491306066513,0.19680163264274597,0.12640461325645447
's,-0.026164190843701363,0.01698932610452175,0.023582622408866882,-0.008927806280553341,-0.07239501178264618,0.03782717138528824,-0.05784948542714119,-0.012240738607943058,0.009405276738107204,-0.061702050268650055,0.011294117197394371,-0.01540423184633255,-0.04274718090891838,-0.03817026689648628,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
technology,0.20081453025341034,0.2643958628177643,0.2242114394903183,0.17493250966072083,0.16081753373146057,0.25372135639190674,0.09067068248987198,0.07134640961885452,0.1380845606327057,0.12388628721237183,0.1289663016796112,0.21669498085975647,0.13975733518600464,0.25238582491874695,0.21669498085975647,0.18677611649036407,0.1380506306886673,0.11564995348453522
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.4062570035457611,0.22176046669483185,0.44245919585227966,0.2669648230075836,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.3225448727607727,0.4933079481124878,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
culinary,0.19583635032176971,0.32716354727745056,0.12742044031620026,0.2732779085636139,0.203294038772583,0.2302282154560089,0.09086013585329056,0.05792190879583359,0.13655276596546173,0.14938633143901825,0.13474735617637634,0.22274447977542877,0.14419256150722504,0.28186938166618347,0.22274447977542877,0.19299204647541046,0.24483205378055573,0.14946907758712769
creations,0.2999957203865051,0.3814007043838501,0.21654550731182098,0.3481180965900421,0.24761153757572174,0.30633315443992615,0.16072653234004974,0.17509160935878754,0.10128770023584366,0.13602042198181152,0.16191047430038452,0.2928679883480072,0.206309512257576,0.2939729690551758,0.2928679883480072,0.10236039012670517,0.11187858879566193,0.2910361588001251
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,0.4062570035457611,0.22176046669483185,0.44245919585227966,0.2669648230075836,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.3225448727607727,0.4933079481124878,0.3187089264392853,0.4946078956127167,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.48576638102531433,0.3069725036621094,0.48971283435821533,0.25392410159111023,0.2104688435792923,0.20138958096504211,0.17174072563648224,0.36462149024009705,0.5171257257461548,0.23252390325069427,0.5116966962814331,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
cultural,0.17982208728790283,0.2582838833332062,0.24924461543560028,0.16102440655231476,0.15722443163394928,0.19840334355831146,0.19177491962909698,0.04866306111216545,0.1590471863746643,0.21886877715587616,0.2228727638721466,0.23337452113628387,0.10034825652837753,0.29898300766944885,0.23337452113628387,0.10971857607364655,0.10419153422117233,0.09798457473516464
diversity,0.18609920144081116,0.3054061233997345,0.23115165531635284,0.2448873519897461,0.22920429706573486,0.23632267117500305,0.16024594008922577,0.07916262745857239,0.1307622790336609,0.13137617707252502,0.18822205066680908,0.27198487520217896,0.13679203391075134,0.30036839842796326,0.27198487520217896,0.10455544292926788,0.11009127646684647,0.057167764753103256
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3452940285205841,0.26822179555892944,0.4645031690597534,0.2957981824874878,0.22157661616802216,0.20500922203063965,0.21277397871017456,0.3485563397407532,0.5934505462646484,0.2804736793041229,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,how,many,people,are,likely,to,visit,justin,herman,plaza,during,the,week,of,the,super,bowl,?
more,0.4319567084312439,0.48608261346817017,0.3351196348667145,0.4066504240036011,0.4661065638065338,0.47084665298461914,0.20312976837158203,0.07027918845415115,0.058718401938676834,0.14225324988365173,0.2523808181285858,0.39758381247520447,0.2626103460788727,0.30478984117507935,0.39758381247520447,0.1804535686969757,0.15635934472084045,0.27894994616508484
than,0.29763275384902954,0.39069414138793945,0.2669047713279724,0.39206281304359436,0.4470764100551605,0.3192550539970398,0.17984716594219208,0.09875514358282089,0.04296974465250969,0.11056974530220032,0.2507126033306122,0.3227543234825134,0.24388298392295837,0.33036211133003235,0.3227543234825134,0.1716693788766861,0.13464641571044922,0.24917294085025787
1,-0.28593507409095764,-0.19133886694908142,-0.12632082402706146,-0.2175680249929428,-0.21824756264686584,-0.2769182622432709,-0.023827476426959038,-0.31570419669151306,-0.21269957721233368,-0.021199172362685204,-0.128046452999115,-0.1554475575685501,-0.16921210289001465,-0.09473495930433273,-0.1554475575685501,-0.20172525942325592,-0.14906248450279236,-0.249979168176651
million,0.21114659309387207,0.3520967364311218,0.2591722309589386,0.21881309151649475,0.24543064832687378,0.22033339738845825,0.20230968296527863,0.0983172059059143,0.054063037037849426,0.190128356218338,0.25557681918144226,0.277012437582016,0.3341270387172699,0.21686489880084991,0.277012437582016,0.15958677232265472,0.18768401443958282,0.23092924058437347
people,0.2932034730911255,0.4171447455883026,1.0000001192092896,0.385090708732605,0.26700663566589355,0.37275731563568115,0.25904136896133423,0.0535140261054039,0.12357868999242783,0.16726557910442352,0.28753596544265747,0.36838498711586,0.1793862134218216,0.3251037895679474,0.36838498711586,0.11992346495389938,0.11471524089574814,0.23739641904830933
are,0.311818927526474,0.5655534863471985,0.385090708732605,1.0,0.35167670249938965,0.3504326641559601,0.19783253967761993,0.12343995273113251,0.07396884262561798,0.05612921342253685,0.2297976016998291,0.40399202704429626,0.18165354430675507,0.39081433415412903,0.40399202704429626,0.14630910754203796,0.139107808470726,0.24591213464736938
expected,0.3996654450893402,0.29809391498565674,0.18942785263061523,0.19028612971305847,0.45034345984458923,0.42255479097366333,0.2616863250732422,0.12584500014781952,0.18140435218811035,0.11786313354969025,0.29890888929367065,0.3108554780483246,0.26251721382141113,0.26944905519485474,0.3108554780483246,0.12202348560094833,0.12180145829916,0.19474582374095917
to,0.44169697165489197,0.40243685245513916,0.37275731563568115,0.3504326641559601,0.41562584042549133,1.0,0.3528536260128021,0.10286262631416321,0.1604921519756317,0.2080681324005127,0.2828781306743622,0.535392165184021,0.27498435974121094,0.41548454761505127,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
attend,0.13591940701007843,0.24217776954174042,0.27064186334609985,0.24206116795539856,0.13862378895282745,0.3481958508491516,0.43855756521224976,0.20164185762405396,0.13685208559036255,0.2121095210313797,0.2700767517089844,0.23206810653209686,0.3131506145000458,0.2297111451625824,0.23206810653209686,0.11863389611244202,0.16570694744586945,0.14932334423065186
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.40399202704429626,0.28129076957702637,0.535392165184021,0.28665876388549805,0.17751482129096985,0.19971449673175812,0.2343834489583969,0.4838213622570038,1.0,0.28402599692344666,0.733189046382904,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
festivities,0.1840158849954605,0.2656441628932953,0.23789791762828827,0.18901251256465912,0.1253460794687271,0.2021077424287796,0.33109354972839355,0.08811912685632706,0.15854889154434204,0.3083559572696686,0.30161282420158386,0.2330647110939026,0.2738097608089447,0.2345605492591858,0.2330647110939026,0.09198793768882751,0.15477418899536133,0.13520653545856476
in,0.2601168751716614,0.41474202275276184,0.39605680108070374,0.3841303884983063,0.21680790185928345,0.45010748505592346,0.2627917230129242,0.16384002566337585,0.14911341667175293,0.1517188549041748,0.4627237319946289,0.6662389636039734,0.2674444317817688,0.5696388483047485,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
san,0.11613621562719345,0.20305834710597992,0.17008081078529358,0.13921020925045013,0.11227648705244064,0.21651452779769897,0.19184471666812897,0.26158392429351807,0.16758456826210022,0.2761184573173523,0.2061726599931717,0.2858080565929413,0.17942392826080322,0.25237205624580383,0.2858080565929413,0.15279507637023926,0.18508543074131012,0.10952327400445938
francisco,0.13850292563438416,0.2171345055103302,0.13724134862422943,0.1310940682888031,0.11665353178977966,0.21318043768405914,0.18832550942897797,0.2619988024234772,0.15749554336071014,0.2749307453632355,0.21331526339054108,0.25086042284965515,0.1630370020866394,0.19117538630962372,0.25086042284965515,0.1658499836921692,0.20152677595615387,0.1020219698548317
during,0.26830652356147766,0.3661181330680847,0.28753596544265747,0.2297976016998291,0.23529133200645447,0.2828781306743622,0.25029781460762024,0.17377479374408722,0.1366758793592453,0.1200171560049057,1.0,0.4838213622570038,0.3375038504600525,0.3869180977344513,0.4838213622570038,0.16951335966587067,0.22041946649551392,0.1325719803571701
super,0.11920704692602158,0.17302978038787842,0.11992346495389938,0.14630910754203796,0.12591682374477386,0.17783479392528534,0.04438156634569168,0.18469490110874176,0.10644732415676117,0.11758657544851303,0.16951335966587067,0.21959073841571808,0.18053525686264038,0.14718765020370483,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.11471524089574814,0.139107808470726,0.18970663845539093,0.16993016004562378,0.10367374867200851,0.11253492534160614,0.06547024846076965,0.15374425053596497,0.22041946649551392,0.21576224267482758,0.2576042413711548,0.2243070751428604,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
week,0.21998494863510132,0.2399388998746872,0.1793862134218216,0.18165354430675507,0.19926956295967102,0.27498435974121094,0.2282058745622635,0.23849661648273468,0.09043364971876144,0.17569132149219513,0.3375038504600525,0.28402599692344666,0.9999998807907104,0.17998629808425903,0.28402599692344666,0.18053525686264038,0.2576042413711548,0.25105318427085876
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.3452940285205841,0.26822179555892944,0.4645031690597534,0.2957981824874878,0.22157661616802216,0.20500922203063965,0.21277397871017456,0.3485563397407532,0.5934505462646484,0.2804736793041229,0.5352458953857422,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
