,how,near,to,his,death,was,the,work,published,?
),0.17939934134483337,0.1572476029396057,0.31236231327056885,0.18606403470039368,0.18010789155960083,0.3267642855644226,0.3456730246543884,0.251366525888443,0.17891167104244232,0.42300865054130554
",",0.22659391164779663,0.3141826391220093,0.44245919585227966,0.3378419280052185,0.2070959210395813,0.45456063747406006,0.4933079481124878,0.3283594250679016,0.2937801778316498,0.31091248989105225
and,0.33647966384887695,0.25046437978744507,0.48971283435821533,0.4234102666378021,0.1816639006137848,0.3740963041782379,0.5171257257461548,0.37551814317703247,0.22629010677337646,0.20544172823429108
vom,0.18217076361179352,0.14608630537986755,0.14000633358955383,0.2113330215215683,0.16290970146656036,0.16699089109897614,0.15012764930725098,0.12909899652004242,0.18929260969161987,0.13748297095298767
schem,0.27149537205696106,0.0885935127735138,0.25951650738716125,0.1564975380897522,0.060006145387887955,0.10564327239990234,0.20855504274368286,0.2808244824409485,0.12396293133497238,0.2329084873199463
hamphoras,0.19297127425670624,0.17671670019626617,0.23019999265670776,0.19270238280296326,0.19940002262592316,0.2512259781360626,0.3304157555103302,0.24362529814243317,0.16156549751758575,0.29241254925727844
und,0.18187887966632843,0.08095445483922958,0.11908745765686035,0.1561003178358078,0.12036684155464172,0.10551264137029648,0.16904859244823456,0.2151389867067337,0.2524581551551819,0.12338054925203323
vom,0.18217076361179352,0.14608630537986755,0.14000633358955383,0.2113330215215683,0.16290970146656036,0.16699089109897614,0.15012764930725098,0.12909899652004242,0.18929260969161987,0.13748297095298767
geschlecht,0.23487497866153717,0.11919615417718887,0.19565002620220184,0.26305487751960754,0.15166284143924713,0.236958846449852,0.259208619594574,0.2582675516605377,0.26735711097717285,0.23958100378513336
christi,0.131245955824852,0.20306771993637085,0.25813621282577515,0.18147535622119904,0.18360866606235504,0.27519893646240234,0.26092931628227234,0.1073325127363205,0.10301244258880615,0.14968229830265045
(,0.1676948219537735,0.16812613606452942,0.30882009863853455,0.16098198294639587,0.15356801450252533,0.2980341613292694,0.33289089798927307,0.22960703074932098,0.18344631791114807,0.40561532974243164
on,0.32655060291290283,0.3508072793483734,0.41031414270401,0.32064297795295715,0.16915851831436157,0.3909217119216919,0.5107308030128479,0.26663315296173096,0.26885396242141724,0.2714994251728058
the,0.33890387415885925,0.2879819869995117,0.535392165184021,0.4394008219242096,0.21438048779964447,0.48711544275283813,1.0,0.2704800069332123,0.22017472982406616,0.22068053483963013
holy,0.17901557683944702,0.19580458104610443,0.22131432592868805,0.1879551112651825,0.17485283315181732,0.19543759524822235,0.2778179347515106,0.1168174296617508,0.13817182183265686,0.18148104846477509
name,0.13619886338710785,0.18651308119297028,0.27806994318962097,0.1914493292570114,0.18105126917362213,0.2646567225456238,0.3171212375164032,0.15755409002304077,0.19807353615760803,0.15381577610969543
and,0.33647966384887695,0.25046437978744507,0.48971283435821533,0.4234102666378021,0.1816639006137848,0.3740963041782379,0.5171257257461548,0.37551814317703247,0.22629010677337646,0.20544172823429108
the,0.33890387415885925,0.2879819869995117,0.535392165184021,0.4394008219242096,0.21438048779964447,0.48711544275283813,1.0,0.2704800069332123,0.22017472982406616,0.22068053483963013
lineage,0.12010884284973145,0.08484861254692078,0.16788765788078308,0.1968548446893692,0.1267315149307251,0.17629212141036987,0.2478068619966507,0.16056960821151733,0.14271675050258636,0.1394401341676712
of,0.2480744868516922,0.2651676535606384,0.41548454761505127,0.38364991545677185,0.23778599500656128,0.4069072902202606,0.733189046382904,0.23473061621189117,0.23023100197315216,0.1826142966747284
christ,0.2164338231086731,0.13525192439556122,0.22245259582996368,0.23623991012573242,0.24981127679347992,0.2174820899963379,0.25124865770339966,0.11505516618490219,0.12179744988679886,0.13772203028202057
),0.17939934134483337,0.1572476029396057,0.31236231327056885,0.18606403470039368,0.18010789155960083,0.3267642855644226,0.3456730246543884,0.251366525888443,0.17891167104244232,0.42300865054130554
",",0.22659391164779663,0.3141826391220093,0.44245919585227966,0.3378419280052185,0.2070959210395813,0.45456063747406006,0.4933079481124878,0.3283594250679016,0.2937801778316498,0.31091248989105225
both,0.3017238676548004,0.20708075165748596,0.3897709250450134,0.3092226982116699,0.16535994410514832,0.2990766167640686,0.4931981563568115,0.27712884545326233,0.10647377371788025,0.19455738365650177
published,0.17517933249473572,0.12513650953769684,0.12403073906898499,0.2540745139122009,0.19972451031208038,0.2896443009376526,0.22017472982406616,0.33119451999664307,1.0,0.16280238330364227
in,0.2601168751716614,0.40211278200149536,0.45010748505592346,0.3598145842552185,0.18743370473384857,0.45514053106307983,0.6662389636039734,0.2753349542617798,0.26697060465812683,0.20430970191955566
1543,-0.05441611632704735,-0.07991193979978561,-0.07181792706251144,-0.012029682286083698,0.05030929669737816,-0.028081929311156273,-0.029971811920404434,-0.10696804523468018,-0.03542705252766609,-0.04655180871486664
",",0.22659391164779663,0.3141826391220093,0.44245919585227966,0.3378419280052185,0.2070959210395813,0.45456063747406006,0.4933079481124878,0.3283594250679016,0.2937801778316498,0.31091248989105225
three,0.23807744681835175,0.16919860243797302,0.3043823838233948,0.2982024848461151,0.1778189092874527,0.2748996615409851,0.43452659249305725,0.1984323114156723,0.20371723175048828,0.20928427577018738
years,0.21949264407157898,0.17832300066947937,0.23891852796077728,0.3523389995098114,0.3068992495536804,0.35855233669281006,0.2912273406982422,0.19907118380069733,0.2186005860567093,0.1914375126361847
before,0.33293965458869934,0.2012789100408554,0.4190867841243744,0.358011394739151,0.29257306456565857,0.38607707619667053,0.45900648832321167,0.21733282506465912,0.16266971826553345,0.2507109045982361
his,0.24614305794239044,0.13597472012043,0.3715193271636963,0.9999998807907104,0.3678654432296753,0.4405253231525421,0.4394008219242096,0.36648666858673096,0.2540745139122009,0.18075084686279297
death,0.19782234728336334,0.10099733620882034,0.19568277895450592,0.3678654432296753,0.9999998807907104,0.28516459465026855,0.21438048779964447,0.21540111303329468,0.19972451031208038,0.21149799227714539
.,0.3287222981452942,0.2532462477684021,0.4645031690597534,0.3119256794452667,0.24631039798259735,0.40146201848983765,0.5934505462646484,0.33121398091316223,0.23857341706752777,0.4130953550338745
