,who,thinks,that,luther,added,antisemitism,as,a,cultural,element,to,germany,?
ronald,0.1396837830543518,0.1584082841873169,0.18249177932739258,0.26224762201309204,0.09557311236858368,0.1753602921962738,0.2106636017560959,0.20943979918956757,0.17727884650230408,0.09300451725721359,0.21685604751110077,0.24204836785793304,0.08087296038866043
berger,0.24367734789848328,0.1687859743833542,0.0801725834608078,0.2438730001449585,0.11594893038272858,0.19812774658203125,0.11209623515605927,0.1907416582107544,0.09696507453918457,0.07119613140821457,0.18527767062187195,0.2701895534992218,0.13954561948776245
writes,0.3401142954826355,0.37655407190322876,0.3191187381744385,0.18157950043678284,0.21303904056549072,0.26711907982826233,0.18493619561195374,0.25101935863494873,0.16311892867088318,0.2108125537633896,0.24121487140655518,0.09468723088502884,0.17896029353141785
that,0.45444270968437195,0.45583072304725647,1.0,0.21746599674224854,0.3874166011810303,0.3171827793121338,0.4735107421875,0.47537946701049805,0.19365978240966797,0.29008960723876953,0.5436353087425232,0.22514168918132782,0.32716336846351624
luther,0.21013082563877106,0.20504087209701538,0.21746599674224854,1.0,0.10654933005571365,0.33306023478507996,0.20242992043495178,0.17967689037322998,0.21182869374752045,0.09341530501842499,0.18029534816741943,0.30716460943222046,0.1732746809720993
is,0.24293622374534607,0.2921496331691742,0.3995479643344879,0.08282390236854553,0.21163742244243622,0.11459196358919144,0.43216490745544434,0.658733606338501,0.1658732146024704,0.3385811448097229,0.42745086550712585,0.2201172411441803,0.22961433231830597
credited,0.26110976934432983,0.24142472445964813,0.18429939448833466,0.18859821557998657,0.13156697154045105,0.18356943130493164,0.3051469624042511,0.185069277882576,0.21284101903438568,0.10220969468355179,0.0971369668841362,0.129185289144516,0.06334620714187622
with,0.3282766342163086,0.24717742204666138,0.4154358208179474,0.14705438911914825,0.3135547637939453,0.20747041702270508,0.40387406945228577,0.3783375024795532,0.14040853083133698,0.19572675228118896,0.4239959120750427,0.19588488340377808,0.2433311939239502
``,0.02397952415049076,-0.030064620077610016,0.05285148695111275,-0.013964727520942688,0.02026473358273506,0.057650431990623474,0.03910288214683533,0.07272057235240936,0.011900819838047028,0.1247725635766983,0.06720756739377975,2.34745821217075e-05,0.0685480609536171
germanizing,0.25415366888046265,0.131621852517128,0.30207768082618713,0.15279820561408997,0.20255325734615326,0.3743607699871063,0.2625792920589447,0.2875133454799652,0.24588066339492798,0.21591556072235107,0.28438863158226013,0.44977444410324097,0.19637329876422882
the,0.3733934462070465,0.26690077781677246,0.5473989248275757,0.1759674996137619,0.3207796514034271,0.20361100137233734,0.48381632566452026,0.5829201340675354,0.23337452113628387,0.2041647583246231,0.535392165184021,0.3181285262107849,0.22068053483963013
christian,0.2929514944553375,0.15511108934879303,0.18580004572868347,0.36969617009162903,0.1065259501338005,0.3010861277580261,0.23712071776390076,0.1843954622745514,0.2440439611673355,0.08495359867811203,0.19438040256500244,0.3146197199821472,0.1508396863937378
critique,0.19208206236362457,0.29562970995903015,0.28644922375679016,0.2257683426141739,0.1529589593410492,0.38861018419265747,0.20473670959472656,0.2336324006319046,0.34817883372306824,0.2661817967891693,0.19340366125106812,0.14325514435768127,0.23204882442951202
of,0.2827862501144409,0.20597772300243378,0.41498205065727234,0.1719115972518921,0.2879071831703186,0.21233119070529938,0.3886612355709076,0.5052502155303955,0.29898300766944885,0.21102571487426758,0.41548454761505127,0.2942050099372864,0.1826142966747284
judaism,0.24643981456756592,0.19627806544303894,0.2806367576122284,0.28578367829322815,0.16302557289600372,0.4671093821525574,0.240625262260437,0.1630820780992508,0.2729284465312958,0.18369659781455994,0.22878415882587433,0.21522405743598938,0.2014344185590744
and,0.41279885172843933,0.32491356134414673,0.4731321930885315,0.20796556770801544,0.29847657680511475,0.20131291449069977,0.49487000703811646,0.3739250600337982,0.28489047288894653,0.16833719611167908,0.48971283435821533,0.29381805658340454,0.20544172823429108
establishing,0.17999419569969177,0.0879577100276947,0.26144298911094666,0.15635955333709717,0.18803611397743225,0.23716068267822266,0.27442467212677,0.2560238838195801,0.3041090667247772,0.2060924619436264,0.2561188042163849,0.16604489088058472,0.1457604318857193
anti-semitism,0.2559725046157837,0.24981458485126495,0.32900404930114746,0.3139852285385132,0.15418292582035065,0.9458930492401123,0.20913946628570557,0.20757558941841125,0.27854958176612854,0.2244730442762375,0.20909377932548523,0.34908992052078247,0.1914309561252594
as,0.3923053741455078,0.31996050477027893,0.4735107421875,0.20242992043495178,0.2611570656299591,0.19674153625965118,1.0,0.39550232887268066,0.19805553555488586,0.24363625049591064,0.42092081904411316,0.17682115733623505,0.27043893933296204
a,0.36608949303627014,0.31538698077201843,0.47537946701049805,0.17967689037322998,0.2839798927307129,0.2005830705165863,0.39550232887268066,1.0,0.21751533448696136,0.3271445333957672,0.45503583550453186,0.2606942057609558,0.23916715383529663
key,0.10147488117218018,0.13783280551433563,0.2223537415266037,0.2054073065519333,0.2138664573431015,0.11078789830207825,0.1981334537267685,0.23475825786590576,0.11127939075231552,0.27014100551605225,0.25827717781066895,0.10935632884502411,0.18782930076122284
element,0.1357138305902481,0.17960813641548157,0.29008960723876953,0.09341530501842499,0.27783480286598206,0.19553038477897644,0.24363625049591064,0.3271445333957672,0.1657831072807312,1.0,0.20668300986289978,0.12731729447841644,0.18393386900424957
of,0.2827862501144409,0.20597772300243378,0.41498205065727234,0.1719115972518921,0.2879071831703186,0.21233119070529938,0.3886612355709076,0.5052502155303955,0.29898300766944885,0.21102571487426758,0.41548454761505127,0.2942050099372864,0.1826142966747284
german,0.29263320565223694,0.13763339817523956,0.18284347653388977,0.28169330954551697,0.1528240293264389,0.303469717502594,0.18164515495300293,0.23789440095424652,0.1277027577161789,0.10969769209623337,0.15143753588199615,0.69117671251297,0.13978645205497742
culture,0.13897232711315155,0.1658349335193634,0.24586836993694305,0.11827056109905243,0.1611643135547638,0.2885923981666565,0.19426991045475006,0.23602306842803955,0.6551339030265808,0.1683007925748825,0.1957503855228424,0.13357912003993988,0.13093146681785583
and,0.41279885172843933,0.32491356134414673,0.4731321930885315,0.20796556770801544,0.29847657680511475,0.20131291449069977,0.49487000703811646,0.3739250600337982,0.28489047288894653,0.16833719611167908,0.48971283435821533,0.29381805658340454,0.20544172823429108
national,0.18105065822601318,0.11193183809518814,0.20268747210502625,0.18569539487361908,0.18946342170238495,0.13667917251586914,0.21661384403705597,0.27889734506607056,0.38666459918022156,0.14915573596954346,0.21067756414413452,0.26014241576194763,0.15643028914928436
identity,0.30720454454421997,0.22492845356464386,0.32586243748664856,0.15798288583755493,0.13692247867584229,0.24978896975517273,0.2515811622142792,0.2551039159297943,0.3288555443286896,0.30066928267478943,0.19229429960250854,0.10493824630975723,0.1520950198173523
.,0.3541337847709656,0.29239311814308167,0.4460422694683075,0.24907569587230682,0.30304840207099915,0.23070161044597626,0.515582263469696,0.50484299659729,0.18655544519424438,0.24230757355690002,0.4645031690597534,0.28498756885528564,0.4130953550338745
'',0.024401003494858742,-0.08430542051792145,0.007880004122853279,-0.04572787508368492,0.10471402108669281,-0.030781280249357224,0.006628023460507393,0.04890415817499161,0.07148654013872147,0.06593086570501328,-0.009905828163027763,-0.04644833132624626,0.018684765323996544
