,who,stripped,the,ball,from,cam,newton,while,sacking,him,on,this,drive,?
line,0.1774713397026062,0.12863992154598236,0.29789501428604126,0.2138069123029709,0.2599041163921356,0.12302176654338837,0.0773603692650795,0.1732119917869568,0.18960385024547577,0.12636320292949677,0.2094266265630722,0.2371007651090622,0.23453757166862488,0.16271452605724335
",",0.3365725874900818,0.20366182923316956,0.4933079481124878,0.2170172780752182,0.39760664105415344,0.22727563977241516,0.2648763358592987,0.38232675194740295,0.2849172055721283,0.31121695041656494,0.49057599902153015,0.4316047728061676,0.17920437455177307,0.31091248989105225
linebacker,0.18917565047740936,0.10121539980173111,0.19719967246055603,0.3353641629219055,0.1894710510969162,0.23616430163383484,0.19840943813323975,0.1985858827829361,0.36960840225219727,0.15985645353794098,0.15558040142059326,0.15907616913318634,0.2579793930053711,0.15540370345115662
von,0.1834137886762619,0.18284639716148376,0.21817399561405182,0.029852816835045815,0.12214753776788712,0.010396221652626991,0.10536926984786987,0.09918402135372162,0.15726710855960846,0.2287486493587494,0.13431416451931,0.16756324470043182,-0.0005673285922966897,0.13907472789287567
miller,0.2093905359506607,0.09983526915311813,0.21601076424121857,0.1518518477678299,0.18037109076976776,0.24571667611598969,0.2466008961200714,0.15335902571678162,0.13463252782821655,0.20823262631893158,0.2245476096868515,0.16892589628696442,0.15952876210212708,0.1295081228017807
knocked,0.19835633039474487,0.3443228602409363,0.25226226449012756,0.29728958010673523,0.22068610787391663,0.09325455874204636,0.1059303879737854,0.27418723702430725,0.21373134851455688,0.3175613582134247,0.20865215361118317,0.15388020873069763,0.2133178859949112,0.1071818619966507
the,0.3733934462070465,0.24013200402259827,1.0,0.18895584344863892,0.40150508284568787,0.18275147676467896,0.1876603662967682,0.39804592728614807,0.32415956258773804,0.39213326573371887,0.5107308030128479,0.6274310946464539,0.2083187699317932,0.22068053483963013
ball,0.18419332802295685,0.14687755703926086,0.18895584344863892,1.0,0.21110084652900696,0.06424849480390549,0.18903715908527374,0.23322966694831848,0.17175376415252686,0.23032034933567047,0.1605052351951599,0.19750352203845978,0.22436363995075226,0.1766241192817688
out,0.3129808306694031,0.2563990652561188,0.39404502511024475,0.25823330879211426,0.3196950852870941,0.12965893745422363,0.16739298403263092,0.3492880165576935,0.2418462485074997,0.40562137961387634,0.39060163497924805,0.34908437728881836,0.20891399681568146,0.22020699083805084
of,0.2827862501144409,0.22195997834205627,0.733189046382904,0.15122076869010925,0.4249346852302551,0.18242581188678741,0.18479612469673157,0.3366928696632385,0.28914138674736023,0.2764812409877777,0.3966929316520691,0.45148900151252747,0.17806991934776306,0.1826142966747284
newton,0.19243690371513367,0.1480047106742859,0.1876603662967682,0.18903715908527374,0.12768514454364777,0.32548287510871887,1.0000001192092896,0.1801067441701889,0.17373323440551758,0.19347794353961945,0.14340966939926147,0.17378488183021545,0.14229874312877655,0.09645649790763855
's,0.05599616840481758,0.022572694346308708,-0.01540423184633255,-0.028031641617417336,-0.01936490088701248,0.07134929299354553,0.027833467349410057,0.0011869525769725442,-0.02770416997373104,0.004161491058766842,0.0026888418942689896,0.02106832154095173,0.051911450922489166,-0.023395681753754616
hands,0.315868079662323,0.3344089090824127,0.27627843618392944,0.25547537207603455,0.1569439172744751,0.09057775884866714,0.0427735410630703,0.2861507534980774,0.3236846923828125,0.325001060962677,0.24878622591495514,0.21460331976413727,0.11812080442905426,0.18784376978874207
while,0.4068111777305603,0.2821172773838043,0.39804592728614807,0.23322966694831848,0.35008183121681213,0.16950686275959015,0.1801067441701889,1.0,0.2899949848651886,0.38869157433509827,0.44084006547927856,0.3306356966495514,0.21924397349357605,0.21076419949531555
sacking,0.2615954577922821,0.2611978352069855,0.32415956258773804,0.17175376415252686,0.1818775236606598,0.11735181510448456,0.17373323440551758,0.2899949848651886,0.9999999403953552,0.26945656538009644,0.22720551490783691,0.24502776563167572,0.08569786697626114,0.1311245560646057
him,0.5491244792938232,0.2603130042552948,0.39213326573371887,0.23032034933567047,0.2413332462310791,0.17341922223567963,0.19347794353961945,0.38869157433509827,0.26945656538009644,1.0,0.2697460651397705,0.3662141263484955,0.19598491489887238,0.23943768441677094
",",0.3365725874900818,0.20366182923316956,0.4933079481124878,0.2170172780752182,0.39760664105415344,0.22727563977241516,0.2648763358592987,0.38232675194740295,0.2849172055721283,0.31121695041656494,0.49057599902153015,0.4316047728061676,0.17920437455177307,0.31091248989105225
and,0.41279885172843933,0.3203900158405304,0.5171257257461548,0.19981779158115387,0.3601827025413513,0.18925651907920837,0.22255054116249084,0.45699796080589294,0.2693990170955658,0.35759612917900085,0.4077630043029785,0.42353692650794983,0.19344621896743774,0.20544172823429108
malik,0.27201947569847107,0.1503145843744278,0.1981748640537262,0.13856033980846405,0.10914091020822525,0.11550915241241455,0.15642529726028442,0.12378052622079849,0.18996168673038483,0.22612635791301727,0.13585126399993896,0.13342858850955963,0.1307871788740158,0.10560610145330429
jackson,0.19310453534126282,0.1781221330165863,0.23021449148654938,0.17303751409053802,0.15401776134967804,0.21300958096981049,0.21489565074443817,0.2075614631175995,0.20557653903961182,0.2285926640033722,0.21821486949920654,0.19932259619235992,0.15199889242649078,0.10996206849813461
recovered,0.19365158677101135,0.2375534623861313,0.2614712417125702,0.12504027783870697,0.2810422480106354,0.08734604716300964,0.14219547808170319,0.30355745553970337,0.36197230219841003,0.23153316974639893,0.2166234701871872,0.2407388538122177,0.22069671750068665,0.08912046253681183
it,0.2868398427963257,0.18891577422618866,0.6251175999641418,0.1934148073196411,0.325604110956192,0.12471789121627808,0.16236042976379395,0.3401351571083069,0.17594687640666962,0.33292555809020996,0.4529881477355957,0.6107783317565918,0.24598795175552368,0.25732165575027466
in,0.2792111933231354,0.17531846463680267,0.6662389636039734,0.1472199559211731,0.4274188280105591,0.17906330525875092,0.23639483749866486,0.3399278521537781,0.288433313369751,0.2284061461687088,0.46853652596473694,0.45205554366111755,0.16816924512386322,0.20430970191955566
the,0.3733934462070465,0.24013200402259827,1.0,0.18895584344863892,0.40150508284568787,0.18275147676467896,0.1876603662967682,0.39804592728614807,0.32415956258773804,0.39213326573371887,0.5107308030128479,0.6274310946464539,0.2083187699317932,0.22068053483963013
end,0.15423893928527832,0.17873947322368622,0.39658910036087036,0.20891526341438293,0.31609439849853516,0.09983456134796143,0.06915309280157089,0.22818423807621002,0.229527086019516,0.2170909345149994,0.2773675322532654,0.33479824662208557,0.18270590901374817,0.12543344497680664
zone,0.11138155311346054,0.14329035580158234,0.26423242688179016,0.16925781965255737,0.1671217978000641,0.17058256268501282,0.14852260053157806,0.1569541096687317,0.12141409516334534,0.13388440012931824,0.21313174068927765,0.22411884367465973,0.18537823855876923,0.1173049733042717
for,0.37110671401023865,0.22055916488170624,0.4739971458911896,0.1708642989397049,0.314039945602417,0.22685806453227997,0.18168501555919647,0.4232339859008789,0.261188268661499,0.34431272745132446,0.36199691891670227,0.5082864165306091,0.2716398239135742,0.264628142118454
a,0.36608949303627014,0.21361295878887177,0.5829201340675354,0.23578347265720367,0.322764128446579,0.18400311470031738,0.1884482353925705,0.3733035624027252,0.1876051276922226,0.32137390971183777,0.3848365545272827,0.5422310829162598,0.24929353594779968,0.23916715383529663
broncos,0.1763724684715271,0.17437434196472168,0.25985947251319885,0.275786429643631,0.21041777729988098,0.2862909436225891,0.2398018091917038,0.23601266741752625,0.27331268787384033,0.20305071771144867,0.17311601340770721,0.17023660242557526,0.24413816630840302,0.18377114832401276
touchdown,0.13768897950649261,0.19006569683551788,0.1805710643529892,0.3576510548591614,0.17096304893493652,0.26505252718925476,0.29466405510902405,0.1975603848695755,0.3307967185974121,0.27582329511642456,0.16085277497768402,0.1915639489889145,0.23347437381744385,0.12741123139858246
",",0.3365725874900818,0.20366182923316956,0.4933079481124878,0.2170172780752182,0.39760664105415344,0.22727563977241516,0.2648763358592987,0.38232675194740295,0.2849172055721283,0.31121695041656494,0.49057599902153015,0.4316047728061676,0.17920437455177307,0.31091248989105225
giving,0.2905098795890808,0.2625466585159302,0.3626074492931366,0.08097457885742188,0.2503957152366638,0.12811440229415894,0.13117855787277222,0.3864723742008209,0.28271737694740295,0.4014579653739929,0.27042704820632935,0.33775049448013306,0.16744384169578552,0.2052922248840332
the,0.3733934462070465,0.24013200402259827,1.0,0.18895584344863892,0.40150508284568787,0.18275147676467896,0.1876603662967682,0.39804592728614807,0.32415956258773804,0.39213326573371887,0.5107308030128479,0.6274310946464539,0.2083187699317932,0.22068053483963013
team,0.22248858213424683,0.08426148444414139,0.22564226388931274,0.2774640917778015,0.21108146011829376,0.1980101615190506,0.10991428047418594,0.1699109524488449,0.14097148180007935,0.22785334289073944,0.13870710134506226,0.13932108879089355,0.21074816584587097,0.11243411153554916
a,0.36608949303627014,0.21361295878887177,0.5829201340675354,0.23578347265720367,0.322764128446579,0.18400311470031738,0.1884482353925705,0.3733035624027252,0.1876051276922226,0.32137390971183777,0.3848365545272827,0.5422310829162598,0.24929353594779968,0.23916715383529663
10–0,0.10398180037736893,0.03539452329277992,0.05824596807360649,0.015875032171607018,-0.08361272513866425,0.026440566405653954,0.01707622967660427,0.03569246828556061,0.03697730600833893,0.040829844772815704,0.032157838344573975,0.04887963831424713,-0.0036012260243296623,0.005854578223079443
lead,0.19455209374427795,0.23331394791603088,0.21995973587036133,0.1036292165517807,0.2400083839893341,0.15181738138198853,0.14570987224578857,0.20098161697387695,0.28481337428092957,0.16270732879638672,0.18420197069644928,0.22887954115867615,0.21363525092601776,0.14552436769008636
.,0.3541337847709656,0.2169518917798996,0.5934505462646484,0.214210644364357,0.41536515951156616,0.15243393182754517,0.20699870586395264,0.38690751791000366,0.20544563233852386,0.30228540301322937,0.49257001280784607,0.500583827495575,0.21262511610984802,0.4130953550338745
