,what,did,``,the,holy,club,'s,'',teachings,emphasize,?
faith,0.3120079040527344,0.24413958191871643,0.04868196323513985,0.20665863156318665,0.29124295711517334,0.11044978350400925,0.07204221934080124,0.002301151631399989,0.46486935019493103,0.2668434977531433,0.2833177447319031
in,0.30808621644973755,0.2593238651752472,0.04765888676047325,0.6662389636039734,0.2163282334804535,0.2541219890117645,-0.037580832839012146,0.07432962208986282,0.19091618061065674,0.24194563925266266,0.20430970191955566
christ,0.2615339457988739,0.17013269662857056,0.07835227996110916,0.25124865770339966,0.4445907473564148,0.09775692969560623,0.054941605776548386,-0.024666670709848404,0.46103718876838684,0.19996674358844757,0.13772203028202057
.,0.3567904531955719,0.35288307070732117,0.05720457062125206,0.5934505462646484,0.20362335443496704,0.2326166033744812,-0.003708066651597619,-0.07181349396705627,0.23139940202236176,0.20397023856639862,0.4130953550338745
,what,did,``,the,holy,club,'s,'',teachings,emphasize,?
he,0.3114890456199646,0.3292143940925598,0.05585138872265816,0.4571082592010498,0.16669391095638275,0.26765894889831543,0.024063590914011,0.039060186594724655,0.2793298363685608,0.1904853731393814,0.2089974731206894
said,0.3951668441295624,0.5119821429252625,0.01132358517497778,0.3024602234363556,0.2333148717880249,0.10016806423664093,0.02159760519862175,-0.019795598462224007,0.30523058772087097,0.2840675711631775,0.28991883993148804
``,0.008517155423760414,-0.029888948425650597,1.0,0.029072100296616554,0.02915552631020546,-0.046750038862228394,-0.03416389226913452,-0.09173435717821121,0.11093193292617798,0.08263292163610458,0.0685480609536171
they,0.4431931674480438,0.4879390597343445,0.0819322019815445,0.49925389885902405,0.16426382958889008,0.20537926256656647,0.03738465905189514,-0.006317874416708946,0.24008281528949738,0.26259180903434753,0.2753053903579712
appeared,0.1569073647260666,0.2999138832092285,-0.055894434452056885,0.30265679955482483,0.11154693365097046,0.22567522525787354,0.005701994989067316,0.043348293751478195,0.16018614172935486,0.16930994391441345,0.1384376585483551
to,0.455847829580307,0.4452643394470215,0.06720756739377975,0.535392165184021,0.22131432592868805,0.16831053793430328,0.03782717138528824,-0.009905828163027763,0.24466444551944733,0.30830588936805725,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.07670000940561295,0.4248143136501312,0.19221054017543793,0.13883644342422485,0.025217169895768166,0.08835477381944656,0.2209809124469757,0.3048846125602722,0.3324260413646698
of,0.33290785551071167,0.2513895630836487,0.06780257821083069,0.733189046382904,0.32529065012931824,0.19264739751815796,-0.03817026689648628,0.13035868108272552,0.27638328075408936,0.28762245178222656,0.1826142966747284
one,0.376489520072937,0.27659472823143005,0.1164957657456398,0.5514441132545471,0.20445740222930908,0.1458526998758316,0.06913424283266068,0.036477331072092056,0.1854773759841919,0.19274185597896576,0.2673267424106598
heart,0.18515849113464355,0.11897843331098557,-0.007243024650961161,0.23747070133686066,0.18477259576320648,0.12463878095149994,-0.004939067177474499,-0.036310531198978424,0.18857012689113617,0.1284048855304718,0.11825142055749893
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
as,0.31749409437179565,0.3596470057964325,0.03910288214683533,0.48381632566452026,0.18535472452640533,0.144374281167984,-0.05775856226682663,0.006628023460507393,0.23802368342876434,0.28614166378974915,0.27043893933296204
well,0.4154493808746338,0.4341743588447571,0.01762915775179863,0.42630070447921753,0.2095588594675064,0.1496058851480484,-0.0049502006731927395,0.0931968167424202,0.2288665771484375,0.22963444888591766,0.24815571308135986
as,0.31749409437179565,0.3596470057964325,0.03910288214683533,0.48381632566452026,0.18535472452640533,0.144374281167984,-0.05775856226682663,0.006628023460507393,0.23802368342876434,0.28614166378974915,0.27043893933296204
of,0.33290785551071167,0.2513895630836487,0.06780257821083069,0.733189046382904,0.32529065012931824,0.19264739751815796,-0.03817026689648628,0.13035868108272552,0.27638328075408936,0.28762245178222656,0.1826142966747284
one,0.376489520072937,0.27659472823143005,0.1164957657456398,0.5514441132545471,0.20445740222930908,0.1458526998758316,0.06913424283266068,0.036477331072092056,0.1854773759841919,0.19274185597896576,0.2673267424106598
judgment,0.4164268970489502,0.24427655339241028,0.021809570491313934,0.27075421810150146,0.18443813920021057,0.09820657968521118,0.06342562288045883,0.02313985675573349,0.32815346121788025,0.2749045789241791,0.27361494302749634
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
resolved,0.2907477617263794,0.24971511960029602,0.1597781777381897,0.2619379758834839,0.15783199667930603,0.12113291025161743,-0.049664951860904694,0.01503629982471466,0.21254631876945496,0.21989619731903076,0.3367761969566345
to,0.455847829580307,0.4452643394470215,0.06720756739377975,0.535392165184021,0.22131432592868805,0.16831053793430328,0.03782717138528824,-0.009905828163027763,0.24466444551944733,0.30830588936805725,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.07670000940561295,0.4248143136501312,0.19221054017543793,0.13883644342422485,0.025217169895768166,0.08835477381944656,0.2209809124469757,0.3048846125602722,0.3324260413646698
bible-christians,0.3216501772403717,0.2791312038898468,0.0685429573059082,0.263784259557724,0.4359690546989441,0.07811825722455978,0.10356950014829636,0.014226775616407394,0.6207422018051147,0.29361778497695923,0.23591013252735138
at,0.2838611304759979,0.28390252590179443,-0.07642947137355804,0.457212895154953,0.16606567800045013,0.17265090346336365,-0.08481216430664062,0.04379578307271004,0.1379310041666031,0.13060584664344788,0.21978627145290375
all,0.41981086134910583,0.33943864703178406,0.0555710643529892,0.4860881567001343,0.20696380734443665,0.14814040064811707,0.03181743621826172,-0.05933554098010063,0.25861498713493347,0.23986198008060455,0.29575422406196594
events,0.269866019487381,0.17199330031871796,0.01710588112473488,0.3102840185165405,0.12416117638349533,0.1685192734003067,0.02566051483154297,-0.00018648574769031256,0.2526775300502777,0.2765631079673767,0.09835197776556015
;,0.10986888408660889,0.10727239400148392,-0.03673741593956947,0.09152708947658539,0.021458668634295464,0.1302788257598877,0.006909397430717945,0.026332683861255646,-0.008591375313699245,0.06035872548818588,0.10349778085947037
and,0.31309178471565247,0.34479495882987976,0.036644238978624344,0.5171257257461548,0.1533736139535904,0.2211807519197464,0.06895173341035843,0.021612688899040222,0.2128492146730423,0.2752092480659485,0.20544172823429108
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
wherever,0.37877869606018066,0.30202099680900574,0.005776927340775728,0.2987499535083771,0.16686920821666718,0.1897415965795517,0.059589486569166183,-0.05625343695282936,0.27201414108276367,0.23982053995132446,0.3023678958415985
they,0.4431931674480438,0.4879390597343445,0.0819322019815445,0.49925389885902405,0.16426382958889008,0.20537926256656647,0.03738465905189514,-0.006317874416708946,0.24008281528949738,0.26259180903434753,0.2753053903579712
were,0.22298263013362885,0.4162326455116272,0.006090171169489622,0.3906462490558624,0.14096686244010925,0.13290895521640778,0.007088581565767527,0.007215402089059353,0.24273213744163513,0.1574128419160843,0.17890112102031708
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
to,0.455847829580307,0.4452643394470215,0.06720756739377975,0.535392165184021,0.22131432592868805,0.16831053793430328,0.03782717138528824,-0.009905828163027763,0.24466444551944733,0.30830588936805725,0.29463258385658264
preach,0.28994831442832947,0.27133455872535706,-0.01565343327820301,0.20831279456615448,0.4268806278705597,0.0913272276520729,0.011439544148743153,0.005105077289044857,0.5541322231292725,0.1815040558576584,0.24534663558006287
with,0.2464839518070221,0.25472134351730347,0.08974023163318634,0.4223487675189972,0.14188551902770996,0.18583433330059052,-0.04624466598033905,0.07907696813344955,0.1297142654657364,0.2623758614063263,0.2433311939239502
all,0.41981086134910583,0.33943864703178406,0.0555710643529892,0.4860881567001343,0.20696380734443665,0.14814040064811707,0.03181743621826172,-0.05933554098010063,0.25861498713493347,0.23986198008060455,0.29575422406196594
their,0.35142919421195984,0.38078752160072327,0.05465886741876602,0.516537070274353,0.13142478466033936,0.18503203988075256,-0.005530759692192078,0.011550518684089184,0.2170531004667282,0.2938735783100128,0.1898253709077835
might,0.4838182032108307,0.46277403831481934,0.10682063549757004,0.32504433393478394,0.227828711271286,0.10343553870916367,-0.04840852692723274,0.07446564733982086,0.2221507877111435,0.268497109413147,0.41058459877967834
plain,0.2494364231824875,0.08596014976501465,0.06206872686743736,0.24952362477779388,0.17386503517627716,0.12665094435214996,0.059740953147411346,0.06921429187059402,0.18047097325325012,0.2357243001461029,0.17552430927753448
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
old,0.22117848694324493,0.19123899936676025,-0.007611577399075031,0.31849798560142517,0.17869825661182404,0.1344296783208847,0.14042171835899353,0.010903947055339813,0.2056763917207718,0.06873466074466705,0.20577076077461243
",",0.3087472915649414,0.3015086054801941,0.09681109338998795,0.4933079481124878,0.2074567973613739,0.2388690710067749,-0.0016132977325469255,-0.037358131259679794,0.2321072518825531,0.24411337077617645,0.31091248989105225
bible,0.33710888028144836,0.24923516809940338,-0.012361351400613785,0.27647915482521057,0.34416964650154114,0.1340762823820114,0.008640618063509464,0.038071148097515106,0.559125542640686,0.2699854373931885,0.22667601704597473
christianity,0.27987581491470337,0.21473132073879242,0.11656143516302109,0.2489117980003357,0.39588463306427,0.07384952157735825,0.0399271696805954,0.04063108190894127,0.6085668206214905,0.24676121771335602,0.22408421337604523
'',0.08143015950918198,0.01978493109345436,-0.09173435717821121,0.041273195296525955,0.04031439870595932,0.023276321589946747,-0.04859459400177002,1.0,-0.011223881505429745,0.09156490117311478,0.018684765323996544
.,0.3567904531955719,0.35288307070732117,0.05720457062125206,0.5934505462646484,0.20362335443496704,0.2326166033744812,-0.003708066651597619,-0.07181349396705627,0.23139940202236176,0.20397023856639862,0.4130953550338745
