,on,which,corner,is,the,shopping,center,located,?
large,0.23191727697849274,0.46308431029319763,0.2616306245326996,0.2971126437187195,0.3828733265399933,0.24715551733970642,0.25062406063079834,0.25201550126075745,0.1355665624141693
processing,0.17093174159526825,0.37473756074905396,0.13649174571037292,0.2161569893360138,0.246895894408226,0.2676377296447754,0.17934741079807281,0.19279803335666656,0.17775167524814606
facilities,0.1600460559129715,0.28351882100105286,0.18767450749874115,0.17244288325309753,0.19172798097133636,0.4565570652484894,0.3587797284126282,0.3665260970592499,0.10624271631240845
in,0.46853652596473694,0.4840516746044159,0.25297805666923523,0.5394441485404968,0.6662389636039734,0.25587013363838196,0.27253323793411255,0.35149815678596497,0.20430970191955566
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
neighborhood,0.24290773272514343,0.1964341700077057,0.2183627188205719,0.20414865016937256,0.20152483880519867,0.3941410779953003,0.27755844593048096,0.2861720621585846,0.048473283648490906
",",0.49057599902153015,0.3658004403114319,0.2347419112920761,0.4691906273365021,0.4933079481124878,0.22641058266162872,0.1905742734670639,0.2678719460964203,0.31091248989105225
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
the,0.5107308030128479,0.6521818041801453,0.29742059111595154,0.5823672413825989,1.0,0.2492470145225525,0.29064592719078064,0.407527357339859,0.22068053483963013
stench,0.19528654217720032,0.25299349427223206,0.148420512676239,0.22070808708667755,0.24079786241054535,0.1602839082479477,0.04990126192569733,0.09856197983026505,0.15161734819412231
from,0.36926645040512085,0.38755592703819275,0.20874769985675812,0.27355384826660156,0.40150508284568787,0.1393488198518753,0.15257422626018524,0.2290649116039276,0.19969791173934937
these,0.32800400257110596,0.5959210991859436,0.11814599484205246,0.2498808652162552,0.49086877703666687,0.18656273186206818,0.11932842433452606,0.19799992442131042,0.2571668326854706
(,0.28656116127967834,0.2589828372001648,0.153556227684021,0.35393038392066956,0.33289089798927307,0.1496039777994156,0.1899242252111435,0.21025894582271576,0.40561532974243164
and,0.4077630043029785,0.506277859210968,0.2394879013299942,0.3859752118587494,0.5171257257461548,0.2656572759151459,0.28670641779899597,0.24183952808380127,0.20544172823429108
other,0.3410046398639679,0.50507652759552,0.20134586095809937,0.25895947217941284,0.44152235984802246,0.20516768097877502,0.18266704678535461,0.15855982899665833,0.24682199954986572
small,0.2910216152667999,0.42979657649993896,0.28965505957603455,0.32085540890693665,0.39655908942222595,0.28042522072792053,0.22277024388313293,0.26124030351638794,0.13914890587329865
industrial,0.22161369025707245,0.2905452251434326,0.09473791718482971,0.2672993242740631,0.30435431003570557,0.3386666774749756,0.23583170771598816,0.20877783000469208,0.08039500564336777
facilities,0.1600460559129715,0.28351882100105286,0.18767450749874115,0.17244288325309753,0.19172798097133636,0.4565570652484894,0.3587797284126282,0.3665260970592499,0.10624271631240845
),0.29937487840652466,0.2758678197860718,0.1512884795665741,0.37732169032096863,0.3456730246543884,0.17305132746696472,0.2161751240491867,0.19755883514881134,0.42300865054130554
has,0.34604379534721375,0.4350704550743103,0.1964847296476364,0.5668748617172241,0.4177538752555847,0.2533789873123169,0.21379268169403076,0.2580956220626831,0.15994466841220856
long,0.3373977243900299,0.34186381101608276,0.14810021221637726,0.28473302721977234,0.3075225353240967,0.13736189901828766,0.17979486286640167,0.12762443721294403,0.19699987769126892
plagued,0.2098800539970398,0.252768874168396,0.09169328957796097,0.09497717767953873,0.22299817204475403,0.08729217946529388,0.12898458540439606,-0.003178281243890524,0.12327152490615845
area,0.20868615806102753,0.3276861011981964,0.21453368663787842,0.29283958673477173,0.37834644317626953,0.3571910262107849,0.3001854717731476,0.42610666155815125,0.12640461325645447
residents,0.17256759107112885,0.21712756156921387,0.213095560669899,0.226833775639534,0.28274044394493103,0.3712424039840698,0.26976925134658813,0.3490527868270874,0.09602975845336914
.,0.49257001280784607,0.45942068099975586,0.2126809060573578,0.4569662809371948,0.5934505462646484,0.20080310106277466,0.29649654030799866,0.28226932883262634,0.4130953550338745
