,what,was,the,name,of,the,3d,system,effect,in,dimension,in,time,?
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.43061500787734985,-0.10010577738285065,0.18608935177326202,0.265207976102829,0.3431483507156372,0.2655465006828308,0.3431483507156372,0.9999998807907104,0.27391523122787476
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.10773081332445145,0.18439900875091553,0.2150653600692749,0.5201468467712402,0.17339220643043518,0.5201468467712402,0.3029961884021759,0.31091248989105225
using,0.27984681725502014,0.18766598403453827,0.28364112973213196,0.19703111052513123,0.24298200011253357,0.28364112973213196,0.04311042279005051,0.31511810421943665,0.2975945472717285,0.2717311978340149,0.29161596298217773,0.2717311978340149,0.2605619430541992,0.2804589569568634
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.08288784325122833,0.2589043080806732,0.24771364033222198,0.539380669593811,0.22973591089248657,0.539380669593811,0.3292340338230133,0.23916715383529663
3d,-0.028964104130864143,0.03670795261859894,0.05584833770990372,0.1459455043077469,0.04026421904563904,0.05584833770990372,0.9999998807907104,0.029678069055080414,-0.06181854382157326,0.029786530882120132,0.1354406327009201,0.029786530882120132,-0.10010577738285065,0.040244732052087784
system,0.23557309806346893,0.2147521674633026,0.3233085572719574,0.13043081760406494,0.25597915053367615,0.3233085572719574,0.029678069055080414,1.0000001192092896,0.15654011070728302,0.21978288888931274,0.1366100013256073,0.21978288888931274,0.18608935177326202,0.15556083619594574
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,-0.037496935576200485,0.3088737428188324,0.3663281202316284,0.435920387506485,0.26575958728790283,0.435920387506485,0.388528436422348,0.32716336846351624
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.21557310223579407,0.33167365193367004,0.3885267674922943,0.04552772268652916,0.16916532814502716,0.2471427470445633,0.25271502137184143,0.17573514580726624,0.25271502137184143,0.25157099962234497,0.17218779027462006
use,0.3453877568244934,0.17744606733322144,0.34342584013938904,0.2562561333179474,0.2750902473926544,0.34342584013938904,-0.03955297917127609,0.32895785570144653,0.3472614288330078,0.2715643048286438,0.2582632899284363,0.2715643048286438,0.30243632197380066,0.32795652747154236
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.04026421904563904,0.25597915053367615,0.24129827320575714,0.5696388483047485,0.18594343960285187,0.5696388483047485,0.35127586126327515,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.05584833770990372,0.3233085572719574,0.2865084111690521,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
pulfrich,0.2606382668018341,0.3312515318393707,0.3687620162963867,0.19315114617347717,0.3490947484970093,0.3687620162963867,0.20366214215755463,0.160298153758049,0.20399142801761627,0.33173102140426636,0.2076704204082489,0.33173102140426636,0.2821267545223236,0.21718823909759521
effect,0.2546532452106476,0.16271711885929108,0.2865084111690521,0.16374479234218597,0.24129827320575714,0.2865084111690521,-0.06181854382157326,0.15654011070728302,1.0,0.25150683522224426,0.22017376124858856,0.25150683522224426,0.265207976102829,0.1783771812915802
requiring,0.23015210032463074,0.06839247047901154,0.23401294648647308,0.043490439653396606,0.26946085691452026,0.23401294648647308,-0.12097116559743881,0.2940811514854431,0.23536817729473114,0.178789421916008,0.2492932826280594,0.178789421916008,0.2791719138622284,0.19080378115177155
glasses,0.18310923874378204,0.18745563924312592,0.1910746544599533,0.1232195794582367,0.17957264184951782,0.1910746544599533,0.17725007236003876,0.07589223980903625,0.23170343041419983,0.2019892930984497,0.30472835898399353,0.2019892930984497,0.19482454657554626,0.15491506457328796
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.4223487675189972,0.00592559901997447,0.14296101033687592,0.2349119931459427,0.4080928862094879,0.2652972638607025,0.4080928862094879,0.31862112879753113,0.2433311939239502
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,-0.009089956991374493,0.2139107882976532,0.2534133493900299,0.4129433035850525,0.28542789816856384,0.4129433035850525,0.4878559708595276,0.2673267424106598
darkened,0.20738166570663452,0.189997136592865,0.2859524190425873,0.07905188202857971,0.22734424471855164,0.2859524190425873,0.16972655057907104,0.2233777940273285,0.26510733366012573,0.24078914523124695,0.17944732308387756,0.24078914523124695,0.15330418944358826,0.1450863778591156
lens,0.1790107637643814,0.12578585743904114,0.2470427006483078,0.07697518914937973,0.22899305820465088,0.2470427006483078,0.18764875829219818,0.1807132512331009,0.30722272396087646,0.2039916068315506,0.28245818614959717,0.2039916068315506,0.13229480385780334,0.1168646588921547
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,0.02907503955066204,0.005605270154774189,0.047211695462465286,0.092739537358284,0.10276491940021515,0.092739537358284,0.07762139290571213,0.10349778085947037
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.05584833770990372,0.3233085572719574,0.2865084111690521,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
picture,0.306155264377594,0.19888970255851746,0.31755533814430237,0.24518343806266785,0.2663329243659973,0.31755533814430237,0.21258528530597687,0.16087795794010162,0.20087850093841553,0.24315592646598816,0.2969377636909485,0.24315592646598816,0.21661172807216644,0.24607865512371063
would,0.45766422152519226,0.41663143038749695,0.4133751392364502,0.196122407913208,0.3353942930698395,0.4133751392364502,-0.1103430688381195,0.22481384873390198,0.2549987733364105,0.30461156368255615,0.21733185648918152,0.30461156368255615,0.3781263828277588,0.37178951501846313
look,0.40627723932266235,0.15617191791534424,0.2806221544742584,0.19271813333034515,0.21060073375701904,0.2806221544742584,0.11848003417253494,0.15169110894203186,0.28517359495162964,0.16591975092887878,0.20137237012386322,0.16591975092887878,0.2530054450035095,0.3596472144126892
normal,0.32813265919685364,0.0804942399263382,0.25256022810935974,0.11423072963953018,0.2300747036933899,0.25256022810935974,0.01229926198720932,0.2756127715110779,0.27538204193115234,0.25896620750427246,0.2737388014793396,0.25896620750427246,0.2824312150478363,0.19617988169193268
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,-0.04626362398266792,0.26662686467170715,0.2521958649158478,0.45010748505592346,0.2539534270763397,0.45010748505592346,0.3679993152618408,0.29463258385658264
those,0.44466671347618103,0.21886132657527924,0.42861196398735046,0.10832960903644562,0.37935635447502136,0.42861196398735046,-0.04155193641781807,0.2618377208709717,0.28160080313682556,0.3419301211833954,0.15606331825256348,0.3419301211833954,0.3035569190979004,0.3328189253807068
viewers,0.29856956005096436,0.1538165658712387,0.24207380414009094,0.02897523157298565,0.1391541063785553,0.24207380414009094,0.012724965810775757,0.14214752614498138,0.1351194530725479,0.15653292834758759,0.27326926589012146,0.15653292834758759,0.1780913770198822,0.2274174839258194
who,0.40942975878715515,0.3318818509578705,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.02259010635316372,0.1550477296113968,0.18047219514846802,0.2792111933231354,0.13398009538650513,0.2792111933231354,0.36634087562561035,0.26220351457595825
watched,0.26445016264915466,0.2939668893814087,0.3087751269340515,0.08911876380443573,0.22295315563678741,0.3087751269340515,0.07487548887729645,0.13349266350269318,0.15667128562927246,0.2272925227880478,0.17771263420581818,0.2272925227880478,0.2420528680086136,0.21987392008304596
without,0.3181614279747009,0.18635936081409454,0.3270869255065918,0.12632489204406738,0.3081340193748474,0.3270869255065918,-0.08278565108776093,0.22143542766571045,0.29847732186317444,0.2553589344024658,0.21998673677444458,0.2553589344024658,0.29504939913749695,0.2928665280342102
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.05584833770990372,0.3233085572719574,0.2865084111690521,0.6662389636039734,0.17615877091884613,0.6662389636039734,0.43061500787734985,0.22068053483963013
glasses,0.18310923874378204,0.18745563924312592,0.1910746544599533,0.1232195794582367,0.17957264184951782,0.1910746544599533,0.17725007236003876,0.07589223980903625,0.23170343041419983,0.2019892930984497,0.30472835898399353,0.2019892930984497,0.19482454657554626,0.15491506457328796
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.07538057118654251,0.2277725487947464,0.2277858853340149,0.5591574311256409,0.21565109491348267,0.5591574311256409,0.371569961309433,0.4130953550338745
