,what,individuals,were,responsible,for,authoring,``,on,the,computational,complexity,of,algorithms,'',?
beginning,0.3351518511772156,0.15128442645072937,0.31133952736854553,0.1929008960723877,0.2987837791442871,0.20752903819084167,0.03685116022825241,0.2641787528991699,0.49622642993927,0.19693870842456818,0.22810561954975128,0.36558160185813904,0.17728036642074585,-0.056463416665792465,0.19413669407367706
of,0.33290785551071167,0.27365922927856445,0.34038281440734863,0.37070101499557495,0.4185989499092102,0.322844535112381,0.06780257821083069,0.3966929316520691,0.733189046382904,0.2832651138305664,0.23338180780410767,1.0,0.22317801415920258,0.13035868108272552,0.1826142966747284
systematic,0.2752337157726288,0.3409256041049957,0.20085830986499786,0.24786025285720825,0.2310110479593277,0.35884541273117065,0.08508215844631195,0.20694486796855927,0.2602854073047638,0.4438823163509369,0.3820922374725342,0.2456565946340561,0.34131577610969543,0.05647696554660797,0.14940129220485687
studies,0.18772079050540924,0.2258012592792511,0.19538064301013947,0.1827302724123001,0.15209509432315826,0.19479034841060638,0.04213228076696396,0.19778205454349518,0.22738903760910034,0.3468747138977051,0.28764310479164124,0.26975658535957336,0.21945743262767792,0.09126110374927521,0.1388726830482483
in,0.30808621644973755,0.22240658104419708,0.3815755248069763,0.24309778213500977,0.4322226941585541,0.2474125772714615,0.04765888676047325,0.46853652596473694,0.6662389636039734,0.2346334308385849,0.20012179017066956,0.5696388483047485,0.19189399480819702,0.07432962208986282,0.20430970191955566
computational,0.29464593529701233,0.32409384846687317,0.1258636862039566,0.22402319312095642,0.3473072648048401,0.3394564688205719,0.17512209713459015,0.1577787548303604,0.18477948009967804,1.0,0.6165810823440552,0.2832651138305664,0.6361116766929626,0.0990661084651947,0.21617397665977478
complexity,0.33747240900993347,0.3583904206752777,0.1592656373977661,0.17728255689144135,0.27243003249168396,0.28155821561813354,0.13163237273693085,0.22000707685947418,0.21171598136425018,0.6165810823440552,1.0,0.23338180780410767,0.5325000286102295,0.06968357414007187,0.23062916100025177
is,0.28837618231773376,0.23137153685092926,0.29386836290359497,0.24123810231685638,0.43268078565597534,0.19109180569648743,0.058766357600688934,0.3635730445384979,0.5823672413825989,0.2470806986093521,0.2541271150112152,0.4854315221309662,0.24730736017227173,0.0793738141655922,0.22961433231830597
attributed,0.22667492926120758,0.22902795672416687,0.23569244146347046,0.23487702012062073,0.1315128058195114,0.2606562674045563,0.03824293240904808,0.15456749498844147,0.21220806241035461,0.21958062052726746,0.27026042342185974,0.2709019184112549,0.20818370580673218,0.1512671858072281,0.20030178129673004
to,0.455847829580307,0.3194306492805481,0.31913647055625916,0.19470079243183136,0.4451248347759247,0.3116947114467621,0.06720756739377975,0.41031414270401,0.535392165184021,0.246933713555336,0.28336837887763977,0.41548454761505127,0.2158832848072052,-0.009905828163027763,0.29463258385658264
the,0.42745697498321533,0.3022412955760956,0.3906462490558624,0.3305104374885559,0.4739971458911896,0.32132667303085327,0.029072100296616554,0.5107308030128479,1.0,0.18477948009967804,0.21171598136425018,0.733189046382904,0.167828768491745,0.041273195296525955,0.22068053483963013
seminal,0.14991943538188934,0.26884475350379944,0.09249480068683624,0.11576303839683533,0.14428097009658813,0.1823219358921051,0.07106045633554459,0.17607086896896362,0.24568264186382294,0.30826887488365173,0.2702244222164154,0.25387927889823914,0.1586921215057373,-0.024249207228422165,0.136183962225914
paper,0.21202662587165833,0.1594836711883545,0.2138097882270813,0.16123121976852417,0.22010697424411774,0.23900578916072845,-0.00819169171154499,0.22461584210395813,0.2077420949935913,0.22667337954044342,0.20868611335754395,0.19050662219524384,0.24400649964809418,0.048351090401411057,0.12693770229816437
``,0.008517155423760414,0.15638487040996552,0.006090171169489622,0.06952828913927078,0.01270448137074709,0.023823155090212822,1.0,-0.03274054825305939,0.029072100296616554,0.17512209713459015,0.13163237273693085,0.06780257821083069,0.1665310114622116,-0.09173435717821121,0.0685480609536171
on,0.34226128458976746,0.23456044495105743,0.2774328887462616,0.1621275097131729,0.36199691891670227,0.2007576823234558,-0.03274054825305939,0.9999999403953552,0.5107308030128479,0.1577787548303604,0.22000707685947418,0.3966929316520691,0.15475624799728394,0.04238596186041832,0.2714994251728058
the,0.42745697498321533,0.3022412955760956,0.3906462490558624,0.3305104374885559,0.4739971458911896,0.32132667303085327,0.029072100296616554,0.5107308030128479,1.0,0.18477948009967804,0.21171598136425018,0.733189046382904,0.167828768491745,0.041273195296525955,0.22068053483963013
computational,0.29464593529701233,0.32409384846687317,0.1258636862039566,0.22402319312095642,0.3473072648048401,0.3394564688205719,0.17512209713459015,0.1577787548303604,0.18477948009967804,1.0,0.6165810823440552,0.2832651138305664,0.6361116766929626,0.0990661084651947,0.21617397665977478
complexity,0.33747240900993347,0.3583904206752777,0.1592656373977661,0.17728255689144135,0.27243003249168396,0.28155821561813354,0.13163237273693085,0.22000707685947418,0.21171598136425018,0.6165810823440552,1.0,0.23338180780410767,0.5325000286102295,0.06968357414007187,0.23062916100025177
of,0.33290785551071167,0.27365922927856445,0.34038281440734863,0.37070101499557495,0.4185989499092102,0.322844535112381,0.06780257821083069,0.3966929316520691,0.733189046382904,0.2832651138305664,0.23338180780410767,1.0,0.22317801415920258,0.13035868108272552,0.1826142966747284
algorithms,0.25635042786598206,0.30451372265815735,0.14208577573299408,0.1692674160003662,0.25604015588760376,0.2690543532371521,0.1665310114622116,0.15475624799728394,0.167828768491745,0.6361116766929626,0.5325000286102295,0.22317801415920258,0.9999999403953552,0.06846507638692856,0.186949223279953
'',0.08143015950918198,-0.021264130249619484,0.007215402089059353,-0.1035194844007492,-0.04479556903243065,0.06784006953239441,-0.09173435717821121,0.04238596186041832,0.041273195296525955,0.0990661084651947,0.06968357414007187,0.13035868108272552,0.06846507638692856,1.0,0.018684765323996544
by,0.2455483376979828,0.25637397170066833,0.4406847059726715,0.3226776123046875,0.3248702883720398,0.24891875684261322,-0.030704375356435776,0.33887791633605957,0.4408751428127289,0.2209896296262741,0.17643122375011444,0.3646814823150635,0.17146363854408264,-0.010275691747665405,0.17966607213020325
juris,0.12497681379318237,0.17395944893360138,0.07885359972715378,0.10986483097076416,0.09287694096565247,0.28618529438972473,0.0859765037894249,0.11646789312362671,0.18860603868961334,0.23524533212184906,0.16661161184310913,0.19332922995090485,0.2092268317937851,0.030030351132154465,0.16114385426044464
hartmanis,0.17896461486816406,0.19630217552185059,0.19791625440120697,0.02154305763542652,0.1824750006198883,0.1721436083316803,0.040434565395116806,0.15233926475048065,0.24942682683467865,0.2779824137687683,0.23879489302635193,0.20073729753494263,0.2704072892665863,0.034803178161382675,0.226792111992836
and,0.31309178471565247,0.2956017851829529,0.42175528407096863,0.29945531487464905,0.5064792633056641,0.24641235172748566,0.036644238978624344,0.4077630043029785,0.5171257257461548,0.28914058208465576,0.2520415782928467,0.5116966962814331,0.13509784638881683,0.021612688899040222,0.20544172823429108
richard,0.19329693913459778,0.1542753428220749,0.22284255921840668,0.19056937098503113,0.1862935870885849,0.18931522965431213,-0.043472543358802795,0.20763179659843445,0.2087954580783844,0.17627395689487457,0.18712715804576874,0.2227524220943451,0.12264814227819443,-0.04085896164178848,0.15003317594528198
stearns,0.09085679799318314,0.12448382377624512,0.1482715904712677,0.11495707184076309,0.22748711705207825,0.22296176850795746,-0.07823863625526428,0.17256879806518555,0.24372810125350952,0.21159939467906952,0.11445251852273941,0.26276132464408875,0.24430540204048157,-0.0007771660457365215,0.10467979311943054
(,0.2411840260028839,0.13270869851112366,0.14743882417678833,0.1511021852493286,0.3357032239437103,0.20047523081302643,0.15585018694400787,0.28656116127967834,0.33289089798927307,0.2595787048339844,0.19830146431922913,0.35032153129577637,0.12209267914295197,-0.022970275953412056,0.40561532974243164
1965,0.15314841270446777,0.001640066271647811,0.042518775910139084,0.02942655049264431,0.13351202011108398,0.03301505371928215,0.18224330246448517,0.1347353309392929,0.09033208340406418,0.019209105521440506,0.08488959074020386,0.026806743815541267,0.026213588193058968,-0.021885370835661888,0.26302391290664673
),0.26259949803352356,0.11222387105226517,0.1566188633441925,0.1484149545431137,0.3639558255672455,0.1985250860452652,0.1698397845029831,0.29937487840652466,0.3456730246543884,0.2728332579135895,0.21122688055038452,0.3680361211299896,0.1253371387720108,-0.028269650414586067,0.42300865054130554
",",0.3087472915649414,0.18873384594917297,0.36755475401878357,0.2192283272743225,0.4464869201183319,0.240912526845932,0.09681109338998795,0.49057599902153015,0.4933079481124878,0.28742313385009766,0.27822354435920715,0.4946078956127167,0.22988320887088776,-0.037358131259679794,0.31091248989105225
which,0.5261979103088379,0.3835611343383789,0.2807837128639221,0.2860240638256073,0.44095608592033386,0.3169565796852112,0.05178012326359749,0.4245251417160034,0.6521818041801453,0.3098025321960449,0.2941568195819855,0.5011631846427917,0.24994626641273499,-0.03332270681858063,0.25814583897590637
laid,0.1648951917886734,0.16363777220249176,0.2557602822780609,0.17342272400856018,0.20813128352165222,0.21101701259613037,-0.03605041652917862,0.2594444751739502,0.30588608980178833,0.1938391625881195,0.22311148047447205,0.3146350383758545,0.1615714579820633,0.04611659422516823,0.11215737462043762
out,0.3633197546005249,0.20215125381946564,0.3354760408401489,0.2330726981163025,0.3312093913555145,0.23468130826950073,0.024644849821925163,0.39060163497924805,0.39404502511024475,0.2345632016658783,0.2140352427959442,0.34176841378211975,0.1920805424451828,0.019159367308020592,0.22020699083805084
the,0.42745697498321533,0.3022412955760956,0.3906462490558624,0.3305104374885559,0.4739971458911896,0.32132667303085327,0.029072100296616554,0.5107308030128479,1.0,0.18477948009967804,0.21171598136425018,0.733189046382904,0.167828768491745,0.041273195296525955,0.22068053483963013
definitions,0.3369276225566864,0.3237793743610382,0.22353437542915344,0.20515625178813934,0.3091430366039276,0.2824438810348511,0.06379012018442154,0.2430591732263565,0.24870915710926056,0.3927425742149353,0.47425541281700134,0.2772957384586334,0.34159815311431885,0.03658601641654968,0.3035217523574829
of,0.33290785551071167,0.27365922927856445,0.34038281440734863,0.37070101499557495,0.4185989499092102,0.322844535112381,0.06780257821083069,0.3966929316520691,0.733189046382904,0.2832651138305664,0.23338180780410767,1.0,0.22317801415920258,0.13035868108272552,0.1826142966747284
time,0.36319252848625183,0.226959690451622,0.3104150593280792,0.21692870557308197,0.3992156386375427,0.3169485628604889,0.041467953473329544,0.30044233798980713,0.43061500787734985,0.25503867864608765,0.2680857479572296,0.35127586126327515,0.2521068751811981,-0.01899585872888565,0.27391523122787476
and,0.31309178471565247,0.2956017851829529,0.42175528407096863,0.29945531487464905,0.5064792633056641,0.24641235172748566,0.036644238978624344,0.4077630043029785,0.5171257257461548,0.28914058208465576,0.2520415782928467,0.5116966962814331,0.13509784638881683,0.021612688899040222,0.20544172823429108
space,0.20525942742824554,0.15075300633907318,0.15497688949108124,0.17341704666614532,0.24232043325901031,0.13963323831558228,0.004888324998319149,0.15890881419181824,0.24495907127857208,0.3148576319217682,0.2585889995098114,0.21300287544727325,0.23650455474853516,-0.03227292746305466,0.1885536164045334
complexity,0.33747240900993347,0.3583904206752777,0.1592656373977661,0.17728255689144135,0.27243003249168396,0.28155821561813354,0.13163237273693085,0.22000707685947418,0.21171598136425018,0.6165810823440552,1.0,0.23338180780410767,0.5325000286102295,0.06968357414007187,0.23062916100025177
and,0.31309178471565247,0.2956017851829529,0.42175528407096863,0.29945531487464905,0.5064792633056641,0.24641235172748566,0.036644238978624344,0.4077630043029785,0.5171257257461548,0.28914058208465576,0.2520415782928467,0.5116966962814331,0.13509784638881683,0.021612688899040222,0.20544172823429108
proved,0.23704653978347778,0.19764825701713562,0.3094915747642517,0.2481718212366104,0.22118917107582092,0.2423250824213028,0.05299917981028557,0.20182344317436218,0.2359304130077362,0.33539673686027527,0.26469939947128296,0.2446507066488266,0.27759671211242676,0.02182457037270069,0.1678566187620163
the,0.42745697498321533,0.3022412955760956,0.3906462490558624,0.3305104374885559,0.4739971458911896,0.32132667303085327,0.029072100296616554,0.5107308030128479,1.0,0.18477948009967804,0.21171598136425018,0.733189046382904,0.167828768491745,0.041273195296525955,0.22068053483963013
hierarchy,0.2107066512107849,0.36017900705337524,0.17854119837284088,0.20509149134159088,0.09427861869335175,0.2277829945087433,0.10819554328918457,0.12832099199295044,0.22604632377624512,0.33184555172920227,0.35947033762931824,0.2542896270751953,0.23484143614768982,0.04718319699168205,0.23208312690258026
theorems,0.29447367787361145,0.22916212677955627,0.17694702744483948,0.137401282787323,0.20410145819187164,0.23070505261421204,0.17795149981975555,0.14152544736862183,0.2027275562286377,0.5278938412666321,0.4739520847797394,0.2440456598997116,0.5333912968635559,0.0654890388250351,0.19396957755088806
.,0.3567904531955719,0.2722686529159546,0.3378238379955292,0.2309054434299469,0.4726039469242096,0.21192757785320282,0.05720457062125206,0.49257001280784607,0.5934505462646484,0.24047870934009552,0.21340465545654297,0.5352458953857422,0.1675408035516739,-0.07181349396705627,0.4130953550338745
