,where,will,a,canonball,dropped,from,the,crow,'s,nest,of,a,ship,land,according,to,aristotle,?
land,0.21639515459537506,0.18854643404483795,0.247930645942688,0.13559392094612122,0.19602659344673157,0.21997374296188354,0.28587454557418823,0.22342011332511902,0.10497291386127472,0.20143884420394897,0.3057127296924591,0.247930645942688,0.27746325731277466,1.0000001192092896,0.19996756315231323,0.2885280251502991,0.03791389614343643,0.1432059109210968
behind,0.3127429187297821,0.218027263879776,0.26228266954421997,0.1907142847776413,0.2966700792312622,0.284638375043869,0.38928431272506714,0.12085620313882828,0.06894329190254211,0.1941533386707306,0.2801654636859894,0.26228266954421997,0.1847485452890396,0.12567497789859772,0.20243138074874878,0.2780356705188751,0.14930212497711182,0.19274599850177765
the,0.5003893971443176,0.3635469079017639,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.28587454557418823,0.3202974498271942,0.535392165184021,0.1415858268737793,0.22068053483963013
foot,0.17216229438781738,0.1390860378742218,0.25657302141189575,0.22090575098991394,0.16989995539188385,0.16794843971729279,0.2820718288421631,0.12997028231620789,0.006904064677655697,0.17226295173168182,0.21640002727508545,0.25657302141189575,0.2223469614982605,0.2249409705400467,0.17752748727798462,0.256702184677124,0.14419357478618622,0.13330338895320892
of,0.38066378235816956,0.2473582625389099,0.5052502155303955,0.2553554177284241,0.21120592951774597,0.4249346852302551,0.733189046382904,0.23794522881507874,-0.03817026689648628,0.1270541399717331,1.0,0.5052502155303955,0.23378267884254456,0.3057127296924591,0.3307822346687317,0.41548454761505127,0.22867590188980103,0.1826142966747284
the,0.5003893971443176,0.3635469079017639,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.28587454557418823,0.3202974498271942,0.535392165184021,0.1415858268737793,0.22068053483963013
mast,0.1477428823709488,0.11456295102834702,0.20423422753810883,0.17934589087963104,0.11367064714431763,0.14470523595809937,0.22549454867839813,0.08198776096105576,-0.05960013344883919,0.22237813472747803,0.18360409140586853,0.20423422753810883,0.41644904017448425,0.14060403406620026,0.07016509026288986,0.22313661873340607,0.11755359172821045,0.08483324199914932
of,0.38066378235816956,0.2473582625389099,0.5052502155303955,0.2553554177284241,0.21120592951774597,0.4249346852302551,0.733189046382904,0.23794522881507874,-0.03817026689648628,0.1270541399717331,1.0,0.5052502155303955,0.23378267884254456,0.3057127296924591,0.3307822346687317,0.41548454761505127,0.22867590188980103,0.1826142966747284
a,0.40997210144996643,0.3401327431201935,1.0,0.26302218437194824,0.2742196023464203,0.322764128446579,0.5829201340675354,0.23799622058868408,0.04866964742541313,0.18050581216812134,0.5052502155303955,1.0,0.20629847049713135,0.247930645942688,0.239227756857872,0.45503583550453186,0.17548255622386932,0.23916715383529663
moving,0.37392809987068176,0.2583252787590027,0.2806239426136017,0.29847240447998047,0.2662322521209717,0.31024643778800964,0.34510132670402527,0.22585606575012207,0.02821442484855652,0.2192172259092331,0.24795499444007874,0.2806239426136017,0.21835491061210632,0.24529330432415009,0.1385853886604309,0.33396485447883606,0.12236690521240234,0.21667467057704926
ship,0.18190282583236694,0.16678304970264435,0.20629847049713135,0.22476190328598022,0.15652646124362946,0.1733790934085846,0.24414241313934326,0.11628593504428864,-0.012179100885987282,0.22235499322414398,0.23378267884254456,0.20629847049713135,1.0000001192092896,0.27746325731277466,0.14398883283138275,0.25755465030670166,0.13640955090522766,0.14488010108470917
.,0.41390106081962585,0.33682769536972046,0.50484299659729,0.2784842252731323,0.2791602313518524,0.41536515951156616,0.5934505462646484,0.23635132610797882,-0.003708066651597619,0.17894433438777924,0.5352458953857422,0.50484299659729,0.2356855869293213,0.259204238653183,0.29052162170410156,0.4645031690597534,0.16652794182300568,0.4130953550338745
,where,will,a,canonball,dropped,from,the,crow,'s,nest,of,a,ship,land,according,to,aristotle,?
for,0.38599511981010437,0.3647450804710388,0.44038116931915283,0.1940314769744873,0.2574790418148041,0.314039945602417,0.4739971458911896,0.16940639913082123,-0.07241261005401611,0.1966402679681778,0.4185989499092102,0.44038116931915283,0.2597459554672241,0.19845563173294067,0.1956551969051361,0.4451248347759247,0.13349127769470215,0.264628142118454
example,0.3688216209411621,0.37198832631111145,0.40234753489494324,0.23366418480873108,0.1533457636833191,0.3175121247768402,0.3755223751068115,0.19528330862522125,-0.045060764998197556,0.18299336731433868,0.3570667505264282,0.40234753489494324,0.21312259137630463,0.19155828654766083,0.19780400395393372,0.3451666533946991,0.24150450527668,0.30374911427497864
",",0.3149496018886566,0.29706671833992004,0.427140474319458,0.2828251123428345,0.23572582006454468,0.39760664105415344,0.4933079481124878,0.2982874810695648,-0.0016132977325469255,0.1750822514295578,0.4946078956127167,0.427140474319458,0.2015654593706131,0.22220008075237274,0.3107093870639801,0.44245919585227966,0.21875548362731934,0.31091248989105225
if,0.46109890937805176,0.5882071852684021,0.41272827982902527,0.32468995451927185,0.21701373159885406,0.23692595958709717,0.33724796772003174,0.18998879194259644,-0.0015437148977071047,0.2281719595193863,0.2557544410228729,0.41272827982902527,0.1864788830280304,0.16803008317947388,0.15097758173942566,0.4559597074985504,0.2531195282936096,0.4441644251346588
a,0.40997210144996643,0.3401327431201935,1.0,0.26302218437194824,0.2742196023464203,0.322764128446579,0.5829201340675354,0.23799622058868408,0.04866964742541313,0.18050581216812134,0.5052502155303955,1.0,0.20629847049713135,0.247930645942688,0.239227756857872,0.45503583550453186,0.17548255622386932,0.23916715383529663
mariner,0.2525625228881836,0.21265554428100586,0.24668824672698975,0.2959795296192169,0.14603763818740845,0.20416682958602905,0.2631624937057495,0.1672734022140503,0.0046811033971607685,0.17764243483543396,0.17042215168476105,0.24668824672698975,0.39890584349632263,0.20323601365089417,0.11566659063100815,0.2687305510044098,0.20859992504119873,0.18919110298156738
dropped,0.19406698644161224,0.23996229469776154,0.2742196023464203,0.15657243132591248,1.0,0.23213693499565125,0.2875209450721741,0.13755647838115692,-0.04896005243062973,0.12381108850240707,0.21120592951774597,0.2742196023464203,0.15652646124362946,0.19602659344673157,0.1195124089717865,0.22398263216018677,0.10305862873792648,0.1272711455821991
a,0.40997210144996643,0.3401327431201935,1.0,0.26302218437194824,0.2742196023464203,0.322764128446579,0.5829201340675354,0.23799622058868408,0.04866964742541313,0.18050581216812134,0.5052502155303955,1.0,0.20629847049713135,0.247930645942688,0.239227756857872,0.45503583550453186,0.17548255622386932,0.23916715383529663
cannonball,0.2598177194595337,0.27555033564567566,0.23978084325790405,0.7635142803192139,0.25445306301116943,0.16670280694961548,0.22936807572841644,0.27261078357696533,-0.04686299338936806,0.20432047545909882,0.16981112957000732,0.23978084325790405,0.3031359314918518,0.1366952508687973,0.12778401374816895,0.2525786757469177,0.22093404829502106,0.20333383977413177
from,0.3713873624801636,0.193743497133255,0.322764128446579,0.17594534158706665,0.23213693499565125,1.0,0.40150508284568787,0.14817173779010773,-0.01936490088701248,0.0850415974855423,0.4249346852302551,0.322764128446579,0.1733790934085846,0.21997374296188354,0.24556046724319458,0.4069952368736267,0.15143942832946777,0.19969791173934937
the,0.5003893971443176,0.3635469079017639,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.28587454557418823,0.3202974498271942,0.535392165184021,0.1415858268737793,0.22068053483963013
crow,0.12611156702041626,0.25118574500083923,0.23799622058868408,0.22373393177986145,0.13755647838115692,0.14817173779010773,0.26465290784835815,0.9999999403953552,0.06505418568849564,0.28845280408859253,0.23794522881507874,0.23799622058868408,0.11628593504428864,0.22342011332511902,0.21774190664291382,0.21607498824596405,0.12594963610172272,0.10400356352329254
's,0.0007701900321990252,0.00371179124340415,0.04866964742541313,-0.04418434947729111,-0.04896005243062973,-0.01936490088701248,-0.01540423184633255,0.06505418568849564,0.9999999403953552,0.04739489033818245,-0.03817026689648628,0.04866964742541313,-0.012179100885987282,0.10497291386127472,-0.0037221983075141907,0.03782717138528824,0.040354590862989426,-0.023395681753754616
nest,0.17559324204921722,0.3199842870235443,0.18050581216812134,0.16152207553386688,0.12381108850240707,0.0850415974855423,0.19506581127643585,0.28845280408859253,0.04739489033818245,1.0,0.1270541399717331,0.18050581216812134,0.22235499322414398,0.20143884420394897,0.01115642860531807,0.19925808906555176,0.08440646529197693,0.1597605049610138
of,0.38066378235816956,0.2473582625389099,0.5052502155303955,0.2553554177284241,0.21120592951774597,0.4249346852302551,0.733189046382904,0.23794522881507874,-0.03817026689648628,0.1270541399717331,1.0,0.5052502155303955,0.23378267884254456,0.3057127296924591,0.3307822346687317,0.41548454761505127,0.22867590188980103,0.1826142966747284
a,0.40997210144996643,0.3401327431201935,1.0,0.26302218437194824,0.2742196023464203,0.322764128446579,0.5829201340675354,0.23799622058868408,0.04866964742541313,0.18050581216812134,0.5052502155303955,1.0,0.20629847049713135,0.247930645942688,0.239227756857872,0.45503583550453186,0.17548255622386932,0.23916715383529663
ship,0.18190282583236694,0.16678304970264435,0.20629847049713135,0.22476190328598022,0.15652646124362946,0.1733790934085846,0.24414241313934326,0.11628593504428864,-0.012179100885987282,0.22235499322414398,0.23378267884254456,0.20629847049713135,1.0000001192092896,0.27746325731277466,0.14398883283138275,0.25755465030670166,0.13640955090522766,0.14488010108470917
moving,0.37392809987068176,0.2583252787590027,0.2806239426136017,0.29847240447998047,0.2662322521209717,0.31024643778800964,0.34510132670402527,0.22585606575012207,0.02821442484855652,0.2192172259092331,0.24795499444007874,0.2806239426136017,0.21835491061210632,0.24529330432415009,0.1385853886604309,0.33396485447883606,0.12236690521240234,0.21667467057704926
at,0.4402937591075897,0.26192525029182434,0.3095070421695709,0.2333681881427765,0.29108548164367676,0.3447161316871643,0.457212895154953,0.10977159440517426,-0.08481216430664062,0.16097919642925262,0.42558613419532776,0.3095070421695709,0.14877007901668549,0.15723508596420288,0.25376394391059875,0.36524343490600586,0.09497236460447311,0.21978627145290375
a,0.40997210144996643,0.3401327431201935,1.0,0.26302218437194824,0.2742196023464203,0.322764128446579,0.5829201340675354,0.23799622058868408,0.04866964742541313,0.18050581216812134,0.5052502155303955,1.0,0.20629847049713135,0.247930645942688,0.239227756857872,0.45503583550453186,0.17548255622386932,0.23916715383529663
constant,0.3168491721153259,0.2252972275018692,0.26609575748443604,0.1972666084766388,0.08227510750293732,0.10536132752895355,0.2037150114774704,0.05966624990105629,-0.015898186713457108,0.20446906983852386,0.25393494963645935,0.26609575748443604,0.1485861837863922,0.08454857021570206,0.136643186211586,0.26379308104515076,0.24096044898033142,0.14516431093215942
velocity,0.27185091376304626,0.282819926738739,0.2071385234594345,0.32797905802726746,0.17566044628620148,0.17588511109352112,0.22094543278217316,0.11627206206321716,-0.020696857944130898,0.231085866689682,0.15038157999515533,0.2071385234594345,0.1877128779888153,0.1259443610906601,0.08350493013858795,0.2513314187526703,0.25594860315322876,0.20807628333568573
",",0.3149496018886566,0.29706671833992004,0.427140474319458,0.2828251123428345,0.23572582006454468,0.39760664105415344,0.4933079481124878,0.2982874810695648,-0.0016132977325469255,0.1750822514295578,0.4946078956127167,0.427140474319458,0.2015654593706131,0.22220008075237274,0.3107093870639801,0.44245919585227966,0.21875548362731934,0.31091248989105225
aristotelian,0.1993473321199417,0.13179276883602142,0.2305297553539276,0.3530772030353546,0.10792834311723709,0.17993667721748352,0.19423235952854156,0.1948833465576172,0.04208330810070038,0.09258753806352615,0.2504543960094452,0.2305297553539276,0.10972621291875839,0.06550013273954391,0.301139235496521,0.19979743659496307,0.7973302602767944,0.15906864404678345
physics,0.2248479723930359,0.17142586410045624,0.1683787703514099,0.25458043813705444,0.1527796983718872,0.125044584274292,0.17952929437160492,0.10475831478834152,-0.04777942970395088,0.12411753833293915,0.2395489662885666,0.1683787703514099,0.18650057911872864,0.12593556940555573,0.15069499611854553,0.19172722101211548,0.35750266909599304,0.1470423936843872
would,0.3602546751499176,0.7075439691543579,0.398599237203598,0.2136831283569336,0.3208276331424713,0.26231399178504944,0.4133751392364502,0.2398190200328827,0.036968596279621124,0.17742161452770233,0.3353942930698395,0.398599237203598,0.17544575035572052,0.24477986991405487,0.23660632967948914,0.5965728163719177,0.19811014831066132,0.37178951501846313
have,0.412650465965271,0.4443284869194031,0.338716596364975,0.19639381766319275,0.22089305520057678,0.30702701210975647,0.40389683842658997,0.2160237431526184,-0.02807004563510418,0.1721433401107788,0.3802283704280853,0.338716596364975,0.17466549575328827,0.24725517630577087,0.23988237977027893,0.4544740617275238,0.23810315132141113,0.32991164922714233
the,0.5003893971443176,0.3635469079017639,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.28587454557418823,0.3202974498271942,0.535392165184021,0.1415858268737793,0.22068053483963013
cannonball,0.2598177194595337,0.27555033564567566,0.23978084325790405,0.7635142803192139,0.25445306301116943,0.16670280694961548,0.22936807572841644,0.27261078357696533,-0.04686299338936806,0.20432047545909882,0.16981112957000732,0.23978084325790405,0.3031359314918518,0.1366952508687973,0.12778401374816895,0.2525786757469177,0.22093404829502106,0.20333383977413177
fall,0.2028142660856247,0.25273793935775757,0.21384748816490173,0.24059800803661346,0.41813957691192627,0.29061755537986755,0.3639753758907318,0.2120376080274582,-0.05826059728860855,0.15695779025554657,0.2854328155517578,0.21384748816490173,0.12600316107273102,0.17962047457695007,0.17805509269237518,0.1966593861579895,0.1131708100438118,0.1656162142753601
straight,0.26270464062690735,0.21594932675361633,0.26987409591674805,0.24987290799617767,0.22161263227462769,0.23309852182865143,0.31073108315467834,0.1423235833644867,-0.06641051918268204,0.15587463974952698,0.17820875346660614,0.26987409591674805,0.11671584844589233,0.10573684424161911,0.12427591532468796,0.3017937242984772,0.10397239774465561,0.1838495284318924
down,0.2914401888847351,0.2583003044128418,0.2387222796678543,0.26075488328933716,0.2215941846370697,0.2386235147714615,0.3325848877429962,0.14266827702522278,-0.0948290154337883,0.15373194217681885,0.23279321193695068,0.2387222796678543,0.1490747630596161,0.17902494966983795,0.16933980584144592,0.33130598068237305,0.1604689061641693,0.13836295902729034
while,0.41293615102767944,0.33751365542411804,0.3733035624027252,0.2606787085533142,0.29935944080352783,0.35008183121681213,0.39804592728614807,0.22102992236614227,0.0011869525769725442,0.25721144676208496,0.3366928696632385,0.3733035624027252,0.23151390254497528,0.17828279733657837,0.27618512511253357,0.43899232149124146,0.10575450211763382,0.21076419949531555
the,0.5003893971443176,0.3635469079017639,0.5829201340675354,0.2586708068847656,0.2875209450721741,0.40150508284568787,1.0,0.26465290784835815,-0.01540423184633255,0.19506581127643585,0.733189046382904,0.5829201340675354,0.24414241313934326,0.28587454557418823,0.3202974498271942,0.535392165184021,0.1415858268737793,0.22068053483963013
ship,0.18190282583236694,0.16678304970264435,0.20629847049713135,0.22476190328598022,0.15652646124362946,0.1733790934085846,0.24414241313934326,0.11628593504428864,-0.012179100885987282,0.22235499322414398,0.23378267884254456,0.20629847049713135,1.0000001192092896,0.27746325731277466,0.14398883283138275,0.25755465030670166,0.13640955090522766,0.14488010108470917
moved,0.39481642842292786,0.17284783720970154,0.22416134178638458,0.1651386022567749,0.31227293610572815,0.3269204795360565,0.32031023502349854,0.11386225372552872,-0.05324588716030121,0.13145072758197784,0.22242598235607147,0.22416134178638458,0.1463899314403534,0.20587153732776642,0.19316737353801727,0.2918468713760376,0.09772893786430359,0.15112607181072235
beneath,0.32860270142555237,0.27681589126586914,0.20104257762432098,0.21967630088329315,0.16128286719322205,0.17432934045791626,0.33674344420433044,0.17573024332523346,-0.005100223235785961,0.23177668452262878,0.31467050313949585,0.20104257762432098,0.23306390643119812,0.2099090963602066,0.10597927123308182,0.25738176703453064,0.15829843282699585,0.16626206040382385
it,0.36972272396087646,0.33041369915008545,0.5452592968940735,0.23759235441684723,0.20119741559028625,0.325604110956192,0.6251175999641418,0.21099844574928284,0.06608816236257553,0.17272625863552094,0.38761502504348755,0.5452592968940735,0.18937671184539795,0.2534204423427582,0.2640290856361389,0.513711154460907,0.17565959692001343,0.25732165575027466
.,0.41390106081962585,0.33682769536972046,0.50484299659729,0.2784842252731323,0.2791602313518524,0.41536515951156616,0.5934505462646484,0.23635132610797882,-0.003708066651597619,0.17894433438777924,0.5352458953857422,0.50484299659729,0.2356855869293213,0.259204238653183,0.29052162170410156,0.4645031690597534,0.16652794182300568,0.4130953550338745
