,where,was,the,centrifugal,governor,first,observed,by,boulton,?
one,0.3907615840435028,0.3752199709415436,0.5514441132545471,0.2883829176425934,0.11389121413230896,0.4552372097969055,0.20990705490112305,0.29445651173591614,0.23320521414279938,0.2673267424106598
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.16804885864257812,0.19360993802547455,0.3138778805732727,0.2068919539451599,0.2368064820766449,0.19903859496116638,0.21978627145290375
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.3234909772872925,0.1417548954486847,0.4287874400615692,0.15875723958015442,0.32094135880470276,0.27316737174987793,0.23916715383529663
flour,0.1251954734325409,0.17659051716327667,0.20386682450771332,0.2639921009540558,0.15405993163585663,0.1261010766029358,0.15037330985069275,0.1336895078420639,0.25109705328941345,0.2050427794456482
mill,0.20731911063194275,0.19059205055236816,0.18453173339366913,0.3018578588962555,0.14246274530887604,0.1879524141550064,0.08357742428779602,0.18615785241127014,0.40820378065109253,0.11453486233949661
boulton,0.20382118225097656,0.3204253315925598,0.22854043543338776,0.2225373238325119,0.23533755540847778,0.28256353735923767,0.18761350214481354,0.26188328862190247,1.0,0.10306169092655182
&,0.08200476318597794,0.12134000658988953,0.14992168545722961,0.12512922286987305,0.10393664240837097,0.10695473104715347,0.04446028918027878,0.17475149035453796,0.1532636284828186,0.12596383690834045
watt,0.13327643275260925,0.20568017661571503,0.1903349757194519,0.34991255402565,0.24461476504802704,0.2318684458732605,0.12276633828878403,0.17395760118961334,0.44902464747428894,0.16354146599769592
were,0.2363632768392563,0.590133786201477,0.3906462490558624,0.16768670082092285,0.16447146236896515,0.3285558819770813,0.19912901520729065,0.4406847059726715,0.257394015789032,0.17890112102031708
building,0.2663278877735138,0.237406387925148,0.3159640431404114,0.23577523231506348,0.2241784930229187,0.16419914364814758,0.14809206128120422,0.20441755652427673,0.22587528824806213,0.13549931347370148
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.2542785704135895,0.2575504183769226,0.4345304071903229,0.21245750784873962,0.3936232924461365,0.27211812138557434,0.4130953550338745
