,what,should,be,the,main,goal,of,not,using,punishment,in,a,just,system,?
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
most,0.3219912350177765,0.25406450033187866,0.3381733000278473,0.47635307908058167,0.288818359375,0.18960879743099213,0.4178851246833801,0.419027179479599,0.25117412209510803,0.17340581119060516,0.41416558623313904,0.3508910834789276,0.28134429454803467,0.1998981088399887,0.2107497900724411
important,0.31164905428886414,0.21838948130607605,0.2492702454328537,0.39348116517066956,0.4633060097694397,0.21457037329673767,0.43301743268966675,0.2887309193611145,0.1681828647851944,0.13866958022117615,0.3796374499797821,0.2963852882385254,0.3161430358886719,0.21206511557102203,0.17812499403953552
consideration,0.4204122722148895,0.4020668566226959,0.37988734245300293,0.3567850589752197,0.13839708268642426,0.24782425165176392,0.33743569254875183,0.39383602142333984,0.23756760358810425,0.2795005440711975,0.21963979303836823,0.31926587224006653,0.3960530161857605,0.2561793327331543,0.3967568278312683
would,0.45766422152519226,0.5900080800056458,0.5202695727348328,0.4133751392364502,0.19057220220565796,0.3103758990764618,0.3353942930698395,0.5854519605636597,0.3468724191188812,0.30346667766571045,0.30461156368255615,0.398599237203598,0.5394622087478638,0.22481384873390198,0.37178951501846313
be,0.3929833769798279,0.6527681946754456,1.0,0.4248143136501312,0.21960048377513885,0.19475089013576508,0.33904364705085754,0.5788898468017578,0.4113650619983673,0.3186786472797394,0.3481820821762085,0.39883795380592346,0.4862116277217865,0.24878063797950745,0.3324260413646698
whether,0.5516265630722046,0.4941921830177307,0.46975424885749817,0.3211745023727417,0.17499640583992004,0.18071489036083221,0.24392437934875488,0.5590019822120667,0.30150729417800903,0.27558818459510803,0.24645471572875977,0.38829004764556885,0.42142459750175476,0.2588324248790741,0.3150278329849243
it,0.45803478360176086,0.3525244891643524,0.5203388929367065,0.6251175999641418,0.2827725112438202,0.1903461366891861,0.38761502504348755,0.4651523232460022,0.28191491961479187,0.24223963916301727,0.5130809545516968,0.5452592968940735,0.5023440718650818,0.30691424012184143,0.25732165575027466
would,0.45766422152519226,0.5900080800056458,0.5202695727348328,0.4133751392364502,0.19057220220565796,0.3103758990764618,0.3353942930698395,0.5854519605636597,0.3468724191188812,0.30346667766571045,0.30461156368255615,0.398599237203598,0.5394622087478638,0.22481384873390198,0.37178951501846313
do,0.4609605669975281,0.49775537848472595,0.36575672030448914,0.30239659547805786,0.1967587023973465,0.20632509887218475,0.26150479912757874,0.6619802713394165,0.31007856130599976,0.22830727696418762,0.23402775824069977,0.26237669587135315,0.42837050557136536,0.18447506427764893,0.4093979299068451
more,0.3484537899494171,0.4906694293022156,0.5445363521575928,0.39758381247520447,0.16663093864917755,0.2501091957092285,0.30478984117507935,0.4605548083782196,0.3065866529941559,0.20968233048915863,0.32563260197639465,0.3452818691730499,0.4423702657222748,0.24080024659633636,0.27894994616508484
harm,0.40264391899108887,0.3514461815357208,0.3864474892616272,0.2022610902786255,0.11410172283649445,0.2690296769142151,0.18602855503559113,0.42605695128440857,0.24530905485153198,0.4259618818759918,0.18680915236473083,0.22195467352867126,0.3615456223487854,0.19503380358219147,0.3515351116657257
than,0.29388150572776794,0.30810293555259705,0.46516597270965576,0.3227543234825134,0.16874654591083527,0.21012648940086365,0.33036211133003235,0.3858577013015747,0.3075134754180908,0.19677972793579102,0.3270052373409271,0.3126874566078186,0.4848465025424957,0.19727610051631927,0.24917294085025787
good,0.3916934132575989,0.372889906167984,0.3490540385246277,0.2735973596572876,0.2564600706100464,0.20418161153793335,0.2696770131587982,0.4180275499820709,0.24197083711624146,0.23964399099349976,0.2152448445558548,0.3146486282348633,0.41419634222984314,0.20000748336315155,0.3187684714794159
.,0.3567904531955719,0.3516756594181061,0.4383580684661865,0.5934505462646484,0.31122034788131714,0.19919876754283905,0.5352458953857422,0.4824007451534271,0.3629456162452698,0.24320337176322937,0.5591574311256409,0.50484299659729,0.3966372609138489,0.2277725487947464,0.4130953550338745
,what,should,be,the,main,goal,of,not,using,punishment,in,a,just,system,?
brownlee,0.1723894327878952,0.17498253285884857,0.15279430150985718,0.23145073652267456,0.16931645572185516,0.10438883304595947,0.2697301208972931,0.11767835170030594,0.1163257285952568,0.08362588286399841,0.29509007930755615,0.24838541448116302,0.14930778741836548,0.14502671360969543,0.27307888865470886
argues,0.3211183547973633,0.24935844540596008,0.18555113673210144,0.22893615067005157,0.13407088816165924,0.20677450299263,0.24239063262939453,0.2694745361804962,0.1396031677722931,0.2820388674736023,0.1981038600206375,0.21543139219284058,0.23005393147468567,0.17196734249591827,0.20733967423439026
",",0.3087472915649414,0.2706286907196045,0.39254459738731384,0.4933079481124878,0.2989408075809479,0.2145523726940155,0.4946078956127167,0.3769696354866028,0.27050045132637024,0.2216428816318512,0.5201468467712402,0.427140474319458,0.43425118923187256,0.18439900875091553,0.31091248989105225
``,0.008517155423760414,0.14615385234355927,0.07670000940561295,0.029072100296616554,0.009458402171730995,0.01941765658557415,0.06780257821083069,0.09406080842018127,0.09494099766016006,0.04033021256327629,0.04765888676047325,0.07272057235240936,0.06768515706062317,0.07236211001873016,0.0685480609536171
bringing,0.31787076592445374,0.24127092957496643,0.2819235324859619,0.34507453441619873,0.200728639960289,0.21945007145404816,0.3194589614868164,0.27911579608917236,0.26220473647117615,0.15172283351421356,0.2420511394739151,0.27043405175209045,0.3859533369541168,0.1763458400964737,0.24553225934505463
in,0.30808621644973755,0.23054338991641998,0.3481820821762085,0.6662389636039734,0.28862449526786804,0.2241991013288498,0.5696388483047485,0.3403114080429077,0.2717311978340149,0.19258901476860046,1.0,0.539380669593811,0.3910168707370758,0.21978288888931274,0.20430970191955566
deterrence,0.2961283326148987,0.26091453433036804,0.33126428723335266,0.30256104469299316,0.1437903791666031,0.25232845544815063,0.27168944478034973,0.33185359835624695,0.24410898983478546,0.41503244638442993,0.2878037989139557,0.31430384516716003,0.2538628578186035,0.22088566422462463,0.2560393512248993
at,0.2838611304759979,0.2288249135017395,0.30379733443260193,0.457212895154953,0.2409709095954895,0.20931877195835114,0.42558613419532776,0.22025953233242035,0.23787257075309753,0.10186973959207535,0.4374977946281433,0.3095070421695709,0.3420405685901642,0.1684759259223938,0.21978627145290375
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
level,0.27376922965049744,0.2575285732746124,0.2645954489707947,0.31442487239837646,0.19222517311573029,0.22425006330013275,0.23504668474197388,0.2994546890258789,0.14889971911907196,0.13828711211681366,0.279204785823822,0.21346178650856018,0.26787883043289185,0.3221368193626404,0.20528386533260345
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.733189046382904,0.3177044689655304,0.1838325709104538,1.0,0.3307090103626251,0.24298200011253357,0.2056395560503006,0.5696388483047485,0.5052502155303955,0.35124439001083374,0.25597915053367615,0.1826142966747284
justification,0.41217631101608276,0.3801895081996918,0.32106515765190125,0.26831284165382385,0.19787375628948212,0.2626459300518036,0.2991276681423187,0.3944041132926941,0.2577749788761139,0.3261708915233612,0.18786969780921936,0.31046465039253235,0.40008583664894104,0.30599352717399597,0.4005378186702728
detracts,0.33641842007637024,0.38277724385261536,0.3263320326805115,0.28301170468330383,0.18074117600917816,0.20361393690109253,0.23471856117248535,0.3565745949745178,0.26141297817230225,0.27422797679901123,0.136042982339859,0.259223997592926,0.3271028995513916,0.19927214086055756,0.23578676581382751
from,0.2737620174884796,0.22497045993804932,0.3107333183288574,0.40150508284568787,0.22770823538303375,0.15895266830921173,0.4249346852302551,0.2567668557167053,0.28446757793426514,0.18088336288928986,0.4274188280105591,0.322764128446579,0.3340560793876648,0.22092437744140625,0.19969791173934937
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
law,0.2145031988620758,0.2088879495859146,0.18454892933368683,0.24548950791358948,0.07402544468641281,0.15833541750907898,0.2816956341266632,0.2588513493537903,0.1576642245054245,0.3529546558856964,0.24850773811340332,0.2212858349084854,0.18642425537109375,0.24315278232097626,0.1528988480567932
’,-0.01733604073524475,-0.055598579347133636,-0.06709875911474228,-0.04090067744255066,-0.0034579066559672356,-0.0076379673555493355,-0.062016043812036514,-0.03682378679513931,0.06922101229429245,0.06093418970704079,-0.04677301645278931,-0.04976731166243553,-0.031586602330207825,-0.0378437265753746,0.045561522245407104
s,0.3634900748729706,0.2341531366109848,0.24300897121429443,0.46610721945762634,0.22689342498779297,0.19974298775196075,0.42263656854629517,0.312139630317688,0.24473561346530914,0.17749719321727753,0.3340029716491699,0.37089070677757263,0.3276175260543823,0.2272769808769226,0.25130221247673035
engagement,0.17135334014892578,0.14926818013191223,0.1412147581577301,0.25495922565460205,0.03045545145869255,0.0808536484837532,0.21961767971515656,0.14232507348060608,0.09609166532754898,0.22695140540599823,0.24971887469291687,0.18494857847690582,0.13863104581832886,0.14902254939079285,0.14096064865589142
in,0.30808621644973755,0.23054338991641998,0.3481820821762085,0.6662389636039734,0.28862449526786804,0.2241991013288498,0.5696388483047485,0.3403114080429077,0.2717311978340149,0.19258901476860046,1.0,0.539380669593811,0.3910168707370758,0.21978288888931274,0.20430970191955566
a,0.3320399522781372,0.2715131938457489,0.39883795380592346,0.5829201340675354,0.27217230200767517,0.20853768289089203,0.5052502155303955,0.3791346549987793,0.32226553559303284,0.1934642344713211,0.539380669593811,1.0,0.47693389654159546,0.2589043080806732,0.23916715383529663
moral,0.3679145574569702,0.26769933104515076,0.19735367596149445,0.20571894943714142,0.15285643935203552,0.3054131269454956,0.21832716464996338,0.25385087728500366,0.1257757544517517,0.3989967405796051,0.15305006504058838,0.2165852189064026,0.2366427332162857,0.19943097233772278,0.2608962953090668
dialogue,0.28533935546875,0.26693621277809143,0.20777300000190735,0.24290409684181213,0.22970721125602722,0.22360533475875854,0.1924532651901245,0.16908156871795654,0.19439324736595154,0.16126056015491486,0.23324540257453918,0.22253969311714172,0.21665069460868835,0.12111906707286835,0.20502491295337677
with,0.2464839518070221,0.29016703367233276,0.36101722717285156,0.4223487675189972,0.1962798684835434,0.1991085708141327,0.41827285289764404,0.3409014642238617,0.3917884826660156,0.14433805644512177,0.4080928862094879,0.3783375024795532,0.30194807052612305,0.14296101033687592,0.2433311939239502
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
offender,0.3252338767051697,0.31607896089553833,0.3093699812889099,0.17913901805877686,0.02051357924938202,0.18337559700012207,0.15783801674842834,0.33925142884254456,0.19900593161582947,0.44452333450317383,0.16616660356521606,0.24348977208137512,0.3331949710845947,0.12966729700565338,0.3327721059322357
as,0.31749409437179565,0.414644330739975,0.5230465531349182,0.48381632566452026,0.25940921902656555,0.17705819010734558,0.3886612355709076,0.5105602741241455,0.31195345520973206,0.24531997740268707,0.3887844979763031,0.39550232887268066,0.45285287499427795,0.1973835676908493,0.27043893933296204
a,0.3320399522781372,0.2715131938457489,0.39883795380592346,0.5829201340675354,0.27217230200767517,0.20853768289089203,0.5052502155303955,0.3791346549987793,0.32226553559303284,0.1934642344713211,0.539380669593811,1.0,0.47693389654159546,0.2589043080806732,0.23916715383529663
rational,0.35778647661209106,0.36480164527893066,0.36606645584106445,0.2502481937408447,0.17953379452228546,0.30284982919692993,0.31506872177124023,0.4062342941761017,0.3063395023345947,0.25778961181640625,0.22214210033416748,0.32947343587875366,0.3385314643383026,0.2616736888885498,0.25988996028900146
person,0.41527870297431946,0.3114619255065918,0.40550696849823,0.3487054407596588,0.13310906291007996,0.22993741929531097,0.27674683928489685,0.3899572491645813,0.28443214297294617,0.31967759132385254,0.23876774311065674,0.4078793525695801,0.3403593599796295,0.2800223231315613,0.324093222618103
because,0.46729007363319397,0.3815760314464569,0.5052481293678284,0.44596394896507263,0.2786174714565277,0.1938088983297348,0.4075504541397095,0.6040527820587158,0.3691421151161194,0.2924807667732239,0.37423941493034363,0.42230045795440674,0.49521341919898987,0.2626553177833557,0.2528740465641022
it,0.45803478360176086,0.3525244891643524,0.5203388929367065,0.6251175999641418,0.2827725112438202,0.1903461366891861,0.38761502504348755,0.4651523232460022,0.28191491961479187,0.24223963916301727,0.5130809545516968,0.5452592968940735,0.5023440718650818,0.30691424012184143,0.25732165575027466
focuses,0.27091580629348755,0.2828425467014313,0.2441735863685608,0.26860302686691284,0.29593753814697266,0.30439165234565735,0.29358524084091187,0.16719752550125122,0.24146859347820282,0.2197822481393814,0.28335705399513245,0.2785327732563019,0.2092299610376358,0.12407379597425461,0.15887200832366943
attention,0.3020271062850952,0.2718672454357147,0.28647515177726746,0.256243497133255,0.13235971331596375,0.25105613470077515,0.21725396811962128,0.30993303656578064,0.19896554946899414,0.2998013198375702,0.2495301067829132,0.265340119600296,0.3260496258735657,0.16336993873119354,0.19994445145130157
on,0.34226128458976746,0.35256603360176086,0.37900757789611816,0.5107308030128479,0.2898236811161041,0.2157920002937317,0.3966929316520691,0.3516409695148468,0.29792529344558716,0.21107521653175354,0.46853652596473694,0.3848365545272827,0.39734378457069397,0.21675898134708405,0.2714994251728058
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
threat,0.24655520915985107,0.24873954057693481,0.22785033285617828,0.24470017850399017,0.17116785049438477,0.19093109667301178,0.19877247512340546,0.28294268250465393,0.1656903624534607,0.31483396887779236,0.1915355920791626,0.25307226181030273,0.23090434074401855,0.1703961044549942,0.17929627001285553
of,0.33290785551071167,0.23792634904384613,0.33904364705085754,0.733189046382904,0.3177044689655304,0.1838325709104538,1.0,0.3307090103626251,0.24298200011253357,0.2056395560503006,0.5696388483047485,0.5052502155303955,0.35124439001083374,0.25597915053367615,0.1826142966747284
punishment,0.31300443410873413,0.28934940695762634,0.3186786472797394,0.2503047287464142,0.1250208169221878,0.19885598123073578,0.2056395560503006,0.34782421588897705,0.17405816912651062,1.0000001192092896,0.19258901476860046,0.1934642344713211,0.2624053955078125,0.15619780123233795,0.23842233419418335
and,0.31309178471565247,0.27632346749305725,0.41766801476478577,0.5171257257461548,0.29831406474113464,0.20885969698429108,0.5116966962814331,0.39099299907684326,0.33157408237457275,0.2325662225484848,0.4954058527946472,0.3739250600337982,0.3842737674713135,0.231138214468956,0.20544172823429108
not,0.5449194312095642,0.5875406265258789,0.5788898468017578,0.4310511648654938,0.199325293302536,0.22583067417144775,0.3307090103626251,0.9999999403953552,0.38508203625679016,0.34782421588897705,0.3403114080429077,0.3791346549987793,0.5370175838470459,0.25763750076293945,0.41942933201789856
the,0.42745697498321533,0.32399165630340576,0.4248143136501312,1.0,0.38631999492645264,0.2443244755268097,0.733189046382904,0.4310511648654938,0.28364112973213196,0.2503047287464142,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.3233085572719574,0.22068053483963013
moral,0.3679145574569702,0.26769933104515076,0.19735367596149445,0.20571894943714142,0.15285643935203552,0.3054131269454956,0.21832716464996338,0.25385087728500366,0.1257757544517517,0.3989967405796051,0.15305006504058838,0.2165852189064026,0.2366427332162857,0.19943097233772278,0.2608962953090668
reasons,0.3640104830265045,0.37039753794670105,0.36699387431144714,0.2951921820640564,0.2837125360965729,0.2017263025045395,0.28044363856315613,0.43274635076522827,0.29118382930755615,0.287474662065506,0.22547267377376556,0.29420214891433716,0.41826215386390686,0.23087990283966064,0.248102068901062
to,0.455847829580307,0.44452130794525146,0.4972836375236511,0.535392165184021,0.26116618514060974,0.37094977498054504,0.41548454761505127,0.5149973034858704,0.3678804934024811,0.208286851644516,0.45010748505592346,0.45503583550453186,0.5153104066848755,0.26662686467170715,0.29463258385658264
follow,0.40711089968681335,0.3808547556400299,0.3406710922718048,0.3197029232978821,0.21941536664962769,0.24791888892650604,0.26846790313720703,0.44183582067489624,0.233846977353096,0.210423544049263,0.24333487451076508,0.26547971367836,0.34131065011024475,0.20537149906158447,0.26102155447006226
this,0.5489566326141357,0.5047021508216858,0.566177248954773,0.6274310946464539,0.3026203215122223,0.2654769718647003,0.45148900151252747,0.557635486125946,0.4070901870727539,0.24923382699489594,0.45205554366111755,0.5422310829162598,0.5023320913314819,0.3294329345226288,0.3155723512172699
law,0.2145031988620758,0.2088879495859146,0.18454892933368683,0.24548950791358948,0.07402544468641281,0.15833541750907898,0.2816956341266632,0.2588513493537903,0.1576642245054245,0.3529546558856964,0.24850773811340332,0.2212858349084854,0.18642425537109375,0.24315278232097626,0.1528988480567932
.,0.3567904531955719,0.3516756594181061,0.4383580684661865,0.5934505462646484,0.31122034788131714,0.19919876754283905,0.5352458953857422,0.4824007451534271,0.3629456162452698,0.24320337176322937,0.5591574311256409,0.50484299659729,0.3966372609138489,0.2277725487947464,0.4130953550338745
'',0.08143015950918198,0.09159162640571594,0.08835477381944656,0.041273195296525955,-0.012597051449120045,0.045381300151348114,0.13035868108272552,0.04262445494532585,0.051351990550756454,-0.0038303197361528873,0.07432962208986282,0.04890415817499161,0.018203822895884514,-0.018831472843885422,0.018684765323996544
