,what,is,the,time,period,of,this,statistic,?
administrator,0.3100288510322571,0.2080581784248352,0.23136885464191437,0.30373188853263855,0.22767268121242523,0.22513146698474884,0.2879053056240082,0.2038283348083496,0.2915230691432953
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.2774261236190796,0.22841477394104004,0.3792596757411957,0.4406825602054596,0.20117084681987762,0.32389625906944275
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.32153698801994324,0.21095453202724457,0.38583824038505554,0.43044695258140564,0.21118147671222687,0.24682199954986572
adult,0.2068360149860382,0.20107683539390564,0.22542093694210052,0.20458094775676727,0.17109189927577972,0.2112857699394226,0.24274705350399017,0.08451784402132034,0.14439715445041656
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.07762139290571213,0.04925484582781792,0.054534342139959335,0.062140218913555145,0.056828953325748444,0.10349778085947037
sometime,0.41616955399513245,0.26625797152519226,0.3976413905620575,0.39502254128456116,0.39114344120025635,0.26471447944641113,0.3555518686771393,0.09477352350950241,0.23972325026988983
during,0.24137552082538605,0.2240111529827118,0.4838213622570038,0.49996283650398254,0.5020045042037964,0.3869180977344513,0.34351885318756104,0.20834966003894806,0.1325719803571701
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.32461634278297424,0.18538865447044373,0.4329940676689148,0.40095847845077515,0.21539291739463806,0.1898253709077835
educational,0.2158561795949936,0.22074756026268005,0.22737358510494232,0.1616031527519226,0.11962103843688965,0.3187834620475769,0.1991419792175293,0.26948782801628113,0.20904642343521118
career,0.0917418897151947,0.1233052909374237,0.19230268895626068,0.2883574366569519,0.2258901447057724,0.18121089041233063,0.16351760923862457,0.44292932748794556,0.1300809234380722
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.371569961309433,0.2575049102306366,0.5352458953857422,0.500583827495575,0.23017090559005737,0.4130953550338745
