,indigenous,territories,are,largely,being,destroyed,in,what,two,ways,?
continue,0.0892026349902153,0.15835528075695038,0.29296642541885376,0.2807876169681549,0.27377909421920776,0.17340244352817535,0.249076247215271,0.34721019864082336,0.22964957356452942,0.3551079034805298,0.23903685808181763
to,0.24530638754367828,0.24274706840515137,0.3504326641559601,0.24348199367523193,0.4514104127883911,0.16806039214134216,0.45010748505592346,0.455847829580307,0.3343428373336792,0.3916551172733307,0.29463258385658264
disappear,0.1976696252822876,0.1674680858850479,0.2679707109928131,0.19629815220832825,0.26099470257759094,0.3096843659877777,0.20528991520404816,0.3191613554954529,0.23141351342201233,0.14908692240715027,0.1442069411277771
",",0.20256207883358002,0.24120540916919708,0.4062570035457611,0.24212822318077087,0.34499165415763855,0.26472628116607666,0.5201468467712402,0.3087472915649414,0.35859420895576477,0.2524566352367401,0.31091248989105225
while,0.18444505333900452,0.22362390160560608,0.34230953454971313,0.3655090034008026,0.41943445801734924,0.23461416363716125,0.3399278521537781,0.35511791706085205,0.3780401647090912,0.2985706627368927,0.21076419949531555
others,0.21923087537288666,0.23906779289245605,0.44607222080230713,0.21130166947841644,0.39205843210220337,0.25512731075286865,0.3167906701564789,0.3888046145439148,0.35480397939682007,0.3886156380176544,0.26705288887023926
",",0.20256207883358002,0.24120540916919708,0.4062570035457611,0.24212822318077087,0.34499165415763855,0.26472628116607666,0.5201468467712402,0.3087472915649414,0.35859420895576477,0.2524566352367401,0.31091248989105225
like,0.17431670427322388,0.1676786094903946,0.4686352014541626,0.24635344743728638,0.2912232577800751,0.2204475998878479,0.31010183691978455,0.4320242702960968,0.31785455346107483,0.42683690786361694,0.3268813192844391
the,0.24885469675064087,0.30191943049430847,0.40399202704429626,0.34641584753990173,0.419739305973053,0.3403017520904541,0.6662389636039734,0.42745697498321533,0.43858039379119873,0.25153350830078125,0.22068053483963013
urarina,0.23119214177131653,0.19364167749881744,0.1282186359167099,0.14337454736232758,0.19300100207328796,0.24073515832424164,0.2394723892211914,0.1361532211303711,0.2285299003124237,0.07345842570066452,0.09694888442754745
continue,0.0892026349902153,0.15835528075695038,0.29296642541885376,0.2807876169681549,0.27377909421920776,0.17340244352817535,0.249076247215271,0.34721019864082336,0.22964957356452942,0.3551079034805298,0.23903685808181763
to,0.24530638754367828,0.24274706840515137,0.3504326641559601,0.24348199367523193,0.4514104127883911,0.16806039214134216,0.45010748505592346,0.455847829580307,0.3343428373336792,0.3916551172733307,0.29463258385658264
struggle,0.27583417296409607,0.18634316325187683,0.12408743798732758,0.24230536818504333,0.20114779472351074,0.15180297195911407,0.19455546140670776,0.23432134091854095,0.1725805699825287,0.22438280284404755,0.1330908089876175
to,0.24530638754367828,0.24274706840515137,0.3504326641559601,0.24348199367523193,0.4514104127883911,0.16806039214134216,0.45010748505592346,0.455847829580307,0.3343428373336792,0.3916551172733307,0.29463258385658264
fight,0.14180617034435272,0.22049875557422638,0.2090083211660385,0.11972468346357346,0.28922396898269653,0.3300926089286804,0.20735964179039001,0.292800635099411,0.2399289309978485,0.2688029408454895,0.16463038325309753
for,0.237993523478508,0.18598879873752594,0.3895993232727051,0.22081872820854187,0.41687241196632385,0.13619165122509003,0.4322226941585541,0.3017193675041199,0.34734001755714417,0.3712952733039856,0.264628142118454
their,0.264527827501297,0.24961961805820465,0.46887820959091187,0.2937707304954529,0.33179932832717896,0.2043912559747696,0.34976133704185486,0.35142919421195984,0.401440292596817,0.33358827233314514,0.1898253709077835
cultural,0.3890795111656189,0.2612888514995575,0.16102440655231476,0.19709338247776031,0.20885737240314484,0.17710435390472412,0.2409708946943283,0.18198847770690918,0.08818183839321136,0.16547024250030518,0.09798457473516464
survival,0.1884666532278061,0.06487561762332916,0.24023079872131348,0.23788437247276306,0.2893443703651428,0.11126618832349777,0.19040663540363312,0.2852509021759033,0.14874236285686493,0.20850171148777008,0.21398140490055084
and,0.2567821443080902,0.3149210512638092,0.48576638102531433,0.2951068878173828,0.4286794066429138,0.2592630386352539,0.4954058527946472,0.31309178471565247,0.4671151638031006,0.3045490086078644,0.20544172823429108
the,0.24885469675064087,0.30191943049430847,0.40399202704429626,0.34641584753990173,0.419739305973053,0.3403017520904541,0.6662389636039734,0.42745697498321533,0.43858039379119873,0.25153350830078125,0.22068053483963013
fate,0.11368276923894882,0.16409100592136383,0.1045902892947197,0.15553241968154907,0.1982523649930954,0.18972238898277283,0.14964208006858826,0.28703710436820984,0.14898383617401123,0.23596373200416565,0.21421286463737488
of,0.2675965428352356,0.2877243757247925,0.39081433415412903,0.3087159991264343,0.34885138273239136,0.27498680353164673,0.5696388483047485,0.33290785551071167,0.37726253271102905,0.23171216249465942,0.1826142966747284
their,0.264527827501297,0.24961961805820465,0.46887820959091187,0.2937707304954529,0.33179932832717896,0.2043912559747696,0.34976133704185486,0.35142919421195984,0.401440292596817,0.33358827233314514,0.1898253709077835
forested,0.26772287487983704,0.26843932271003723,0.25222790241241455,0.3452286422252655,0.2124747633934021,0.2850872278213501,0.28676915168762207,0.1903628557920456,0.20522604882717133,0.12409421056509018,0.1228533685207367
territories,0.2885824143886566,1.0000001192092896,0.23005296289920807,0.22081680595874786,0.1423596441745758,0.20475684106349945,0.27001065015792847,0.2053624987602234,0.20462726056575775,0.15472552180290222,0.11298645287752151
.,0.1971983015537262,0.2594374716281891,0.3452940285205841,0.19839447736740112,0.35574623942375183,0.278834730386734,0.5591574311256409,0.3567904531955719,0.3524959683418274,0.24406853318214417,0.4130953550338745
