,what,is,the,name,of,a,uniflow,engine,that,takes,in,steam,in,hot,areas,and,exhausts,it,in,cold,?
intakes,0.18244783580303192,0.3076276481151581,0.26837781071662903,0.048293787986040115,0.2852678894996643,0.30265870690345764,0.21916072070598602,0.3338204324245453,0.2919342815876007,0.5359086394309998,0.2581876814365387,0.32695329189300537,0.2581876814365387,0.28857526183128357,0.3046693205833435,0.2986961305141449,0.43734440207481384,0.301993191242218,0.2581876814365387,0.2680128216743469,0.17562814056873322
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.539380669593811,0.27810683846473694,0.18885408341884613,0.435920387506485,0.2945663630962372,1.0,0.19852672517299652,1.0,0.2257058322429657,0.33029478788375854,0.4954058527946472,0.17582623660564423,0.5130809545516968,1.0,0.24527457356452942,0.20430970191955566
hot,0.1852344572544098,0.23682232201099396,0.25422102212905884,0.1467077136039734,0.18243882060050964,0.23937103152275085,0.33966195583343506,0.20756225287914276,0.2538021206855774,0.1399591565132141,0.2257058322429657,0.3170648515224457,0.2257058322429657,1.0000001192092896,0.19979511201381683,0.26731717586517334,0.31036376953125,0.3154069483280182,0.2257058322429657,0.4233042597770691,0.1789601445198059
areas,0.23739881813526154,0.28282591700553894,0.3311663568019867,0.07826071977615356,0.2803763747215271,0.24730755388736725,0.3226308822631836,0.15670517086982727,0.27244997024536133,0.15618357062339783,0.33029478788375854,0.13164156675338745,0.33029478788375854,0.19979511201381683,0.9999999403953552,0.40107932686805725,0.30589786171913147,0.31491610407829285,0.33029478788375854,0.19469107687473297,0.1273590475320816
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.427140474319458,0.3092358708381653,0.19789794087409973,0.4137537479400635,0.2755669057369232,0.5201468467712402,0.2264556586742401,0.5201468467712402,0.27051278948783875,0.2789289653301239,0.6633074283599854,0.1894678920507431,0.48329564929008484,0.5201468467712402,0.2868689298629761,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.1396448314189911,0.3366928696632385,0.3733035624027252,0.23022493720054626,0.2136659324169159,0.43523597717285156,0.2512095868587494,0.3399278521537781,0.16851341724395752,0.3399278521537781,0.196046382188797,0.31534111499786377,0.45699796080589294,0.3140072524547577,0.3401351571083069,0.3399278521537781,0.20501795411109924,0.21076419949531555
exhausting,0.28215354681015015,0.1983031928539276,0.29299017786979675,0.017745453864336014,0.28428351879119873,0.354446679353714,0.19815778732299805,0.34939032793045044,0.3786923587322235,0.23761029541492462,0.2040509283542633,0.2889088988304138,0.2040509283542633,0.290905237197876,0.22398924827575684,0.2701265811920166,0.8752674460411072,0.2860414385795593,0.2040509283542633,0.3560151159763336,0.2216067910194397
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.539380669593811,0.27810683846473694,0.18885408341884613,0.435920387506485,0.2945663630962372,1.0,0.19852672517299652,1.0,0.2257058322429657,0.33029478788375854,0.4954058527946472,0.17582623660564423,0.5130809545516968,1.0,0.24527457356452942,0.20430970191955566
cold,0.19148564338684082,0.2065940797328949,0.2897129952907562,0.1361972987651825,0.22852186858654022,0.20269304513931274,0.30659645795822144,0.20877620577812195,0.22668451070785522,0.1553415209054947,0.24527457356452942,0.25606322288513184,0.24527457356452942,0.4233042597770691,0.19469107687473297,0.25512415170669556,0.2815553843975067,0.2588120400905609,0.24527457356452942,1.0,0.12272877991199493
areas,0.23739881813526154,0.28282591700553894,0.3311663568019867,0.07826071977615356,0.2803763747215271,0.24730755388736725,0.3226308822631836,0.15670517086982727,0.27244997024536133,0.15618357062339783,0.33029478788375854,0.13164156675338745,0.33029478788375854,0.19979511201381683,0.9999999403953552,0.40107932686805725,0.30589786171913147,0.31491610407829285,0.33029478788375854,0.19469107687473297,0.1273590475320816
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.50484299659729,0.2754785418510437,0.21814921498298645,0.4460422694683075,0.23161891102790833,0.5591574311256409,0.22855372726917267,0.5591574311256409,0.25037339329719543,0.23760369420051575,0.588965117931366,0.22024549543857574,0.5593622326850891,0.5591574311256409,0.253801554441452,0.4130953550338745
