,who,helped,pay,for,the,university,'s,first,building,structure,?
and,0.41279885172843933,0.318156898021698,0.2487477958202362,0.5064792633056641,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.3167642652988434,0.2593274712562561,0.24419280886650085,0.20544172823429108
matched,0.1704792082309723,0.020959453657269478,0.22618652880191803,0.24897411465644836,0.21387112140655518,0.10775275528430939,0.038881875574588776,0.23696006834506989,0.18261052668094635,0.24668988585472107,0.17168055474758148
marshall,0.20374739170074463,0.17542922496795654,0.1103837639093399,0.14276862144470215,0.22928133606910706,0.2478753626346588,0.014617709442973137,0.24818076193332672,0.1323285698890686,0.09418323636054993,0.18167579174041748
field,0.18098586797714233,0.1542378067970276,0.10960908979177475,0.24342265725135803,0.2105809599161148,0.2145719975233078,0.07850787043571472,0.15457358956336975,0.15889878571033478,0.16063107550144196,0.11279727518558502
's,0.05599616840481758,0.0025637869257479906,0.11794386804103851,-0.07241261005401611,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,-0.014458609744906425,0.004743766970932484,-0.016846615821123123,-0.023395681753754616
pledge,0.24428142607212067,0.2419251650571823,0.2954811751842499,0.2702632248401642,0.2515122890472412,0.23728495836257935,0.09561878442764282,0.19520673155784607,0.12301753461360931,0.1237955167889595,0.2126382738351822
of,0.2827862501144409,0.26548290252685547,0.1583462655544281,0.4185989499092102,0.733189046382904,0.30646374821662903,-0.03817026689648628,0.3536086082458496,0.26200541853904724,0.2599511742591858,0.1826142966747284
$,0.14688296616077423,0.17705336213111877,0.42342352867126465,0.22711659967899323,0.23367542028427124,0.18970860540866852,0.03734852001070976,0.22852157056331635,0.16691097617149353,0.1449284553527832,0.2786129117012024
"100,000",0.09969303011894226,0.03690618276596069,0.11152715981006622,0.10691379755735397,0.12082944065332413,0.08461818099021912,0.004494925029575825,0.10390777140855789,0.059798091650009155,0.13422228395938873,0.035472359508275986
.,0.3541337847709656,0.25779226422309875,0.17372290790081024,0.4726039469242096,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.4345304071903229,0.275610089302063,0.26570191979408264,0.4130953550338745
