,since,thoreau,was,not,a,well,known,writer,what,happened,when,he,was,arrested,?
not,0.3510459065437317,0.29043129086494446,0.2888734042644501,0.9999999403953552,0.3791346549987793,0.46717700362205505,0.22453871369361877,0.13924917578697205,0.5449194312095642,0.34915536642074585,0.4799930453300476,0.29440581798553467,0.2888734042644501,0.19485236704349518,0.41942933201789856
yet,0.4342378079891205,0.1954462081193924,0.2944047451019287,0.588850200176239,0.3265615999698639,0.44033247232437134,0.17496071755886078,0.09720264375209808,0.44080492854118347,0.2903370261192322,0.42393529415130615,0.29979515075683594,0.2944047451019287,0.09115566313266754,0.4011770784854889
a,0.3303585946559906,0.25918325781822205,0.4508470594882965,0.3791346549987793,1.0,0.320642352104187,0.30882248282432556,0.2671267092227936,0.3320399522781372,0.2774496078491211,0.44397395849227905,0.4393508732318878,0.4508470594882965,0.16059036552906036,0.23916715383529663
well-known,0.3017413318157196,0.2950744032859802,0.4204922318458557,0.24131426215171814,0.2836623787879944,0.5481016635894775,0.6967371106147766,0.28377678990364075,0.19213207066059113,0.18442584574222565,0.1903737336397171,0.34628576040267944,0.4204922318458557,0.25997409224510193,0.2076386660337448
author,0.19724996387958527,0.42066046595573425,0.23446185886859894,0.19179022312164307,0.2428053617477417,0.22402524948120117,0.2008216232061386,0.7233675718307495,0.18480391800403595,0.12702485918998718,0.15577159821987152,0.27487581968307495,0.23446185886859894,0.19084806740283966,0.14162757992744446
",",0.3991432189941406,0.3388298749923706,0.45456063747406006,0.3769696354866028,0.427140474319458,0.4331948161125183,0.3604377806186676,0.2910175621509552,0.3087472915649414,0.3230119049549103,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.274812251329422,0.31091248989105225
and,0.3515571057796478,0.36109691858291626,0.3740963041782379,0.39099299907684326,0.3739250600337982,0.5258845686912537,0.3468935489654541,0.2668316066265106,0.31309178471565247,0.22602374851703644,0.4716290831565857,0.45427167415618896,0.3740963041782379,0.23770038783550262,0.20544172823429108
his,0.25658485293388367,0.3740163743495941,0.4405253231525421,0.2710725963115692,0.3497250974178314,0.3732656240463257,0.29665085673332214,0.2610515058040619,0.26976513862609863,0.21838653087615967,0.37120407819747925,0.7171558737754822,0.4405253231525421,0.307711660861969,0.18075084686279297
arrest,0.08229073882102966,0.21197007596492767,0.2724606692790985,0.19250792264938354,0.2083061933517456,0.10016048699617386,0.16600166261196136,0.21363894641399384,0.19790410995483398,0.23780317604541779,0.20088283717632294,0.3452571928501129,0.2724606692790985,0.7793393135070801,0.1830197125673294
was,0.4384658932685852,0.263746052980423,1.0000001192092896,0.2888734042644501,0.4508470594882965,0.3130364418029785,0.35203275084495544,0.29712387919425964,0.22111038863658905,0.36671528220176697,0.37326499819755554,0.5410010814666748,1.0000001192092896,0.3498801589012146,0.18412111699581146
not,0.3510459065437317,0.29043129086494446,0.2888734042644501,0.9999999403953552,0.3791346549987793,0.46717700362205505,0.22453871369361877,0.13924917578697205,0.5449194312095642,0.34915536642074585,0.4799930453300476,0.29440581798553467,0.2888734042644501,0.19485236704349518,0.41942933201789856
covered,0.24394290149211884,0.18517108261585236,0.24235664308071136,0.2587623596191406,0.2658964991569519,0.27943211793899536,0.19686713814735413,0.12267757207155228,0.24682468175888062,0.23441998660564423,0.23805780708789825,0.14431941509246826,0.24235664308071136,0.13569433987140656,0.139833465218544
in,0.4325680434703827,0.23946304619312286,0.45514053106307983,0.3403114080429077,0.539380669593811,0.36612698435783386,0.32641831040382385,0.19054412841796875,0.30808621644973755,0.3302023410797119,0.4431333839893341,0.41690486669540405,0.45514053106307983,0.25984182953834534,0.20430970191955566
any,0.352570503950119,0.23673611879348755,0.22746296226978302,0.5995424389839172,0.45031747221946716,0.3523178994655609,0.16594502329826355,0.08331847190856934,0.43670421838760376,0.2676178812980652,0.4210505485534668,0.24951131641864777,0.22746296226978302,0.18590852618217468,0.4113408327102661
newspapers,0.17333780229091644,0.29189950227737427,0.2215169221162796,0.2405851036310196,0.21617233753204346,0.3024914264678955,0.14049075543880463,0.31286075711250305,0.22622962296009064,0.2670212686061859,0.2293834090232849,0.2445378452539444,0.2215169221162796,0.2868455946445465,0.15071024000644684
in,0.4325680434703827,0.23946304619312286,0.45514053106307983,0.3403114080429077,0.539380669593811,0.36612698435783386,0.32641831040382385,0.19054412841796875,0.30808621644973755,0.3302023410797119,0.4431333839893341,0.41690486669540405,0.45514053106307983,0.25984182953834534,0.20430970191955566
the,0.4054957628250122,0.30504027009010315,0.48711544275283813,0.4310511648654938,0.5829201340675354,0.42630070447921753,0.3624623417854309,0.1583879292011261,0.42745697498321533,0.3589572608470917,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.18817131221294403,0.22068053483963013
days,0.23056046664714813,0.14877672493457794,0.2985812723636627,0.26446816325187683,0.24421119689941406,0.174744114279747,0.1634567379951477,0.1309162676334381,0.2191895991563797,0.2998102605342865,0.3205467760562897,0.2512403428554535,0.2985812723636627,0.28394588828086853,0.2198754847049713
",",0.3991432189941406,0.3388298749923706,0.45456063747406006,0.3769696354866028,0.427140474319458,0.4331948161125183,0.3604377806186676,0.2910175621509552,0.3087472915649414,0.3230119049549103,0.36674630641937256,0.40251094102859497,0.45456063747406006,0.274812251329422,0.31091248989105225
weeks,0.3181373178958893,0.12519285082817078,0.24201828241348267,0.2513038218021393,0.22560246288776398,0.23741696774959564,0.12329018115997314,0.13552135229110718,0.23001721501350403,0.31689608097076416,0.3081195652484894,0.2566007375717163,0.24201828241348267,0.21846386790275574,0.21667936444282532
and,0.3515571057796478,0.36109691858291626,0.3740963041782379,0.39099299907684326,0.3739250600337982,0.5258845686912537,0.3468935489654541,0.2668316066265106,0.31309178471565247,0.22602374851703644,0.4716290831565857,0.45427167415618896,0.3740963041782379,0.23770038783550262,0.20544172823429108
months,0.3620721697807312,0.18429647386074066,0.30324822664260864,0.3076082766056061,0.24924878776073456,0.22985981404781342,0.14636677503585815,0.1532057225704193,0.24954822659492493,0.35077783465385437,0.3821748197078705,0.30243980884552,0.30324822664260864,0.29971927404403687,0.2804218530654907
after,0.3303494453430176,0.1751653254032135,0.49306565523147583,0.3115830719470978,0.3831600844860077,0.21184635162353516,0.19016911089420319,0.15646082162857056,0.21973377466201782,0.40630295872688293,0.5331412553787231,0.3936046361923218,0.49306565523147583,0.3432287275791168,0.16608688235282898
it,0.39943817257881165,0.32486701011657715,0.4577186405658722,0.4651523232460022,0.5452592968940735,0.41215842962265015,0.2640952467918396,0.2011551558971405,0.45803478360176086,0.3335137665271759,0.4775012135505676,0.36018872261047363,0.4577186405658722,0.1445133239030838,0.25732165575027466
happened,0.36886170506477356,0.19521287083625793,0.36671528220176697,0.34915536642074585,0.2774496078491211,0.2076902538537979,0.2055271416902542,0.11368045955896378,0.47802624106407166,1.0,0.3786315619945526,0.3040652275085449,0.36671528220176697,0.34115278720855713,0.3097429871559143
.,0.431787371635437,0.2866504490375519,0.40146201848983765,0.4824007451534271,0.50484299659729,0.42422395944595337,0.283290296792984,0.1906910538673401,0.3567904531955719,0.29012542963027954,0.475719153881073,0.38061028718948364,0.40146201848983765,0.21003171801567078,0.4130953550338745
