,what,are,eu,regulations,essentially,the,same,as,in,the,case,mentioned,?
trade,0.1555381417274475,0.18692101538181305,0.2564878463745117,0.39194148778915405,0.13612957298755646,0.2681608200073242,0.17633387446403503,0.21768774092197418,0.23862801492214203,0.2681608200073242,0.10666883736848831,0.15847547352313995,0.09336511790752411
",",0.3087472915649414,0.4062570035457611,0.1565755307674408,0.24835379421710968,0.2754587233066559,0.4933079481124878,0.3207721710205078,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3424985706806183,0.31091248989105225
without,0.3181614279747009,0.3006502687931061,0.14261355996131897,0.24131940305233002,0.3560408651828766,0.3270869255065918,0.3070611357688904,0.2948721945285797,0.2553589344024658,0.3270869255065918,0.31895434856414795,0.183907151222229,0.2928665280342102
a,0.3320399522781372,0.265255331993103,0.13932566344738007,0.2106267213821411,0.2457367330789566,0.5829201340675354,0.4048157036304474,0.39550232887268066,0.539380669593811,0.5829201340675354,0.3104211390018463,0.2350543588399887,0.23916715383529663
good,0.3916934132575989,0.2658696472644806,0.1736157089471817,0.21687723696231842,0.33721309900283813,0.2735973596572876,0.36033663153648376,0.30619359016418457,0.2152448445558548,0.2735973596572876,0.21321140229701996,0.255412220954895,0.3187684714794159
justification,0.41217631101608276,0.26144611835479736,0.19861210882663727,0.3181345760822296,0.3679729104042053,0.26831284165382385,0.23070122301578522,0.26791077852249146,0.18786969780921936,0.26831284165382385,0.3748195171356201,0.3038499057292938,0.4005378186702728
",",0.3087472915649414,0.4062570035457611,0.1565755307674408,0.24835379421710968,0.2754587233066559,0.4933079481124878,0.3207721710205078,0.48816442489624023,0.5201468467712402,0.4933079481124878,0.2977246046066284,0.3424985706806183,0.31091248989105225
van,0.1477201133966446,0.12989100813865662,0.12101885676383972,0.09186756610870361,-0.02083061821758747,0.13541297614574432,0.11198282241821289,0.18259640038013458,0.19506873190402985,0.13541297614574432,0.11165543645620346,0.1455336958169937,0.15528257191181183
gend,0.3003063201904297,0.21361073851585388,0.12592150270938873,0.21252372860908508,0.18530692160129547,0.24207663536071777,0.2947416603565216,0.18354719877243042,0.19963762164115906,0.24207663536071777,0.2105337381362915,0.19488318264484406,0.20826369524002075
en,0.2365063726902008,0.14591634273529053,0.20996655523777008,0.1427975594997406,0.16924747824668884,0.1751408874988556,0.25288623571395874,0.16549506783485413,0.15830987691879272,0.1751408874988556,0.17121529579162598,0.19270336627960205,0.3125995695590973
loos,0.14639730751514435,0.1427098959684372,0.14706963300704956,0.15809857845306396,0.06711064279079437,0.24379393458366394,0.17573344707489014,0.2053017020225525,0.25341442227363586,0.24379393458366394,0.13845878839492798,0.1593325436115265,0.13634200394153595
could,0.4188697934150696,0.33511802554130554,0.10692352801561356,0.2784562408924103,0.3437995910644531,0.35393214225769043,0.27003270387649536,0.32771480083465576,0.29357993602752686,0.35393214225769043,0.3340812623500824,0.23264610767364502,0.3411986827850342
recover,0.21247920393943787,0.15902982652187347,0.08955716341733932,0.25003716349601746,0.1404358148574829,0.2766178250312805,0.1854104846715927,0.23665258288383484,0.2281120866537094,0.2766178250312805,0.2173449993133545,0.19193631410598755,0.1497272402048111
the,0.42745697498321533,0.40399202704429626,0.14126400649547577,0.31027951836586,0.2945486903190613,1.0,0.4583131968975067,0.48381632566452026,0.6662389636039734,1.0,0.31022098660469055,0.3624042272567749,0.22068053483963013
money,0.2704482674598694,0.20867851376533508,0.12230239063501358,0.2905181348323822,0.17147472500801086,0.2699695825576782,0.22629843652248383,0.17608045041561127,0.2393328845500946,0.2699695825576782,0.15379446744918823,0.08766180276870728,0.2069680541753769
it,0.45803478360176086,0.3617996573448181,0.11940911412239075,0.22259028255939484,0.31597480177879333,0.6251175999641418,0.3616943955421448,0.4461488723754883,0.5130809545516968,0.6251175999641418,0.27522414922714233,0.2662104368209839,0.25732165575027466
paid,0.254770964384079,0.1507190614938736,0.07889684289693832,0.2256598323583603,0.21343214809894562,0.22871042788028717,0.22692875564098358,0.22455236315727234,0.1910562664270401,0.22871042788028717,0.1782217174768448,0.1637563705444336,0.20964482426643372
for,0.3017193675041199,0.3895993232727051,0.17181243002414703,0.29771095514297485,0.29805856943130493,0.4739971458911896,0.31941699981689453,0.44774648547172546,0.4322226941585541,0.4739971458911896,0.30355575680732727,0.25718954205513,0.264628142118454
the,0.42745697498321533,0.40399202704429626,0.14126400649547577,0.31027951836586,0.2945486903190613,1.0,0.4583131968975067,0.48381632566452026,0.6662389636039734,1.0,0.31022098660469055,0.3624042272567749,0.22068053483963013
tariff,0.2859053909778595,0.17902813851833344,0.24294701218605042,0.390252947807312,0.18463575839996338,0.2364763766527176,0.16508066654205322,0.29927462339401245,0.19174699485301971,0.2364763766527176,0.23838607966899872,0.10568326711654663,0.2175389528274536
.,0.3567904531955719,0.3452940285205841,0.1552242487668991,0.2695655822753906,0.24001358449459076,0.5934505462646484,0.3682591915130615,0.515582263469696,0.5591574311256409,0.5934505462646484,0.32712292671203613,0.2792564034461975,0.4130953550338745
