,in,what,constituent,country,of,the,united,kingdom,is,merthyr,tydfil,located,?
february,0.2990526556968689,0.1913013905286789,0.12397077679634094,0.17328226566314697,0.20366249978542328,0.26483774185180664,0.21940435469150543,0.14236582815647125,0.26240548491477966,0.2908312976360321,0.2590599060058594,0.12214403599500656,0.29594847559928894
1804,-0.04234183579683304,-0.05124351382255554,0.02542346529662609,-0.034585993736982346,0.0047553651966154575,-0.031808193773031235,-0.09827873110771179,-0.09324531257152557,0.06664199382066727,-0.052987005561590195,-0.11222844570875168,0.01030176505446434,0.011757442727684975
",",0.5201468467712402,0.3087472915649414,0.23575298488140106,0.27878350019454956,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,0.4691906273365021,0.2563474774360657,0.2557862102985382,0.2678719460964203,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.27530550956726074,0.30432501435279846,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,0.5823672413825989,0.18598799407482147,0.21313093602657318,0.407527357339859,0.22068053483963013
world,0.3038199245929718,0.21669597923755646,0.09840378165245056,0.3171674609184265,0.2828933000564575,0.33604270219802856,0.3110230267047882,0.26738956570625305,0.24458536505699158,0.12955830991268158,0.1427396684885025,0.1607932448387146,0.17579582333564758
's,-0.037580832839012146,0.02692362666130066,-0.019111311063170433,0.0747150406241417,-0.03817026689648628,-0.01540423184633255,-0.03853745758533478,0.04632937163114548,0.02396530658006668,-0.07052405923604965,0.025880316272377968,-0.031078986823558807,-0.023395681753754616
first,0.4127444326877594,0.28086137771606445,0.18305537104606628,0.25299665331840515,0.3536086082458496,0.49448907375335693,0.37439173460006714,0.26541364192962646,0.30889374017715454,0.12852907180786133,0.1963110715150833,0.17927506566047668,0.18701928853988647
railway,0.2326211929321289,0.16704553365707397,0.19133079051971436,0.20510515570640564,0.21322962641716003,0.2692219316959381,0.19810497760772705,0.23908944427967072,0.20497626066207886,0.3220284879207611,0.35874322056770325,0.29704922437667847,0.07994066178798676
journey,0.1607937216758728,0.1740729808807373,0.041427917778491974,0.20845100283622742,0.19444577395915985,0.24944555759429932,0.15232327580451965,0.21466456353664398,0.18803170323371887,0.17103785276412964,0.19184720516204834,0.10493900626897812,0.06391996890306473
took,0.2818296551704407,0.1316593885421753,0.12850330770015717,0.21234188973903656,0.2766268849372864,0.31657639145851135,0.20773568749427795,0.14778973162174225,0.18076173961162567,0.13257819414138794,0.1316564828157425,0.17096078395843506,0.14109265804290771
place,0.38128477334976196,0.2689766585826874,0.2038956582546234,0.2585384249687195,0.2685627043247223,0.4179787337779999,0.1982233077287674,0.1705983430147171,0.3122972249984741,0.14874400198459625,0.18756213784217834,0.3141132593154907,0.2455766350030899
as,0.3887844979763031,0.31749409437179565,0.22085949778556824,0.2241005152463913,0.3886612355709076,0.48381632566452026,0.27979812026023865,0.21772725880146027,0.43216490745544434,0.15794016420841217,0.12590183317661285,0.20928777754306793,0.27043893933296204
trevithick,0.3304753005504608,0.19898971915245056,0.15441007912158966,0.14300468564033508,0.2999076247215271,0.31533631682395935,0.3014248311519623,0.28420403599739075,0.24793951213359833,0.39682427048683167,0.35843268036842346,0.2584092319011688,0.2125524878501892
's,-0.037580832839012146,0.02692362666130066,-0.019111311063170433,0.0747150406241417,-0.03817026689648628,-0.01540423184633255,-0.03853745758533478,0.04632937163114548,0.02396530658006668,-0.07052405923604965,0.025880316272377968,-0.031078986823558807,-0.023395681753754616
unnamed,0.24712584912776947,0.19988253712654114,0.08967293798923492,0.22247722744941711,0.2358783483505249,0.317085862159729,0.18235868215560913,0.19643734395503998,0.258220911026001,0.18870529532432556,0.21538232266902924,0.18017910420894623,0.15394726395606995
steam,0.19852672517299652,0.15672586858272552,0.14418897032737732,0.10184652358293533,0.20239725708961487,0.23105813562870026,0.16146141290664673,0.18514855206012726,0.13029660284519196,0.23959851264953613,0.2739235460758209,0.14150716364383698,0.113324373960495
locomotive,0.19649046659469604,0.13605007529258728,0.16842715442180634,0.14127269387245178,0.21016043424606323,0.22304096817970276,0.1865159422159195,0.23106686770915985,0.1682487428188324,0.22204113006591797,0.25393617153167725,0.17611004412174225,0.10199091583490372
hauled,0.2113831788301468,0.15768182277679443,0.06605053693056107,0.14093998074531555,0.1641756147146225,0.25450438261032104,0.2546350657939911,0.1564226746559143,0.13895678520202637,0.2570495009422302,0.2897113859653473,0.25339123606681824,0.20349560678005219
a,0.539380669593811,0.3320399522781372,0.19754686951637268,0.20991116762161255,0.5052502155303955,0.5829201340675354,0.2732578217983246,0.18099536001682281,0.658733606338501,0.2142949253320694,0.2516895830631256,0.2605401277542114,0.23916715383529663
train,0.2214587926864624,0.203918918967247,0.04367800056934357,0.2089454084634781,0.16048036515712738,0.22828160226345062,0.18739809095859528,0.13597001135349274,0.15831241011619568,0.20117348432540894,0.26811662316322327,0.18520548939704895,0.14194068312644958
along,0.3603311777114868,0.22421957552433014,0.15635642409324646,0.18768267333507538,0.34889817237854004,0.39495137333869934,0.166204571723938,0.17653121054172516,0.23571021854877472,0.12942557036876678,0.15526367723941803,0.25649192929267883,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.27530550956726074,0.30432501435279846,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,0.5823672413825989,0.18598799407482147,0.21313093602657318,0.407527357339859,0.22068053483963013
tramway,0.21678026020526886,0.2608603835105896,0.21080555021762848,0.17530062794685364,0.1666957437992096,0.26713812351226807,0.21655018627643585,0.2367812842130661,0.23836807906627655,0.3304959833621979,0.3689090609550476,0.2719634771347046,0.1270989626646042
from,0.4274188280105591,0.2737620174884796,0.26508021354675293,0.21630296111106873,0.4249346852302551,0.40150508284568787,0.27339106798171997,0.2127424031496048,0.27355384826660156,0.24499721825122833,0.22405166923999786,0.2290649116039276,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.27530550956726074,0.30432501435279846,0.733189046382904,1.0,0.34367692470550537,0.3143408000469208,0.5823672413825989,0.18598799407482147,0.21313093602657318,0.407527357339859,0.22068053483963013
pen-y-darren,0.22968770563602448,0.1778748333454132,0.1269698143005371,0.20315951108932495,0.20982076227664948,0.23910298943519592,0.32865238189697266,0.18564628064632416,0.2905087172985077,0.3214847445487976,0.37591245770454407,0.1329655647277832,0.22408299148082733
ironworks,0.28005915880203247,0.1472932994365692,0.21781259775161743,0.15478935837745667,0.22780203819274902,0.3233153522014618,0.23608441650867462,0.18403315544128418,0.2789376676082611,0.26147279143333435,0.3642563223838806,0.26436877250671387,0.11666838079690933
",",0.5201468467712402,0.3087472915649414,0.23575298488140106,0.27878350019454956,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.2585166394710541,0.4691906273365021,0.2563474774360657,0.2557862102985382,0.2678719460964203,0.31091248989105225
near,0.40211278200149536,0.19414293766021729,0.17024752497673035,0.09573370963335037,0.2651676535606384,0.2879819869995117,0.19337092339992523,0.13197952508926392,0.25453904271125793,0.3272358179092407,0.24208186566829681,0.4311690628528595,0.10734958201646805
merthyr,0.21884311735630035,0.10009980201721191,0.23049220442771912,0.12925873696804047,0.21618257462978363,0.18598799407482147,0.1566791534423828,0.2517903745174408,0.20798376202583313,1.0,0.5833446383476257,0.237619549036026,0.18144433200359344
tydfil,0.19683896005153656,0.08868876844644547,0.24276818335056305,0.22143737971782684,0.2059936672449112,0.21313093602657318,0.2440342754125595,0.27172622084617615,0.22014448046684265,0.5833446383476257,1.0,0.23335346579551697,0.1899530440568924
to,0.45010748505592346,0.455847829580307,0.20785439014434814,0.31281599402427673,0.41548454761505127,0.535392165184021,0.2715383470058441,0.19473806023597717,0.42745086550712585,0.11558622866868973,0.1973564326763153,0.20850814878940582,0.29463258385658264
abercynon,0.31569069623947144,0.1239716187119484,0.17730000615119934,0.18315348029136658,0.2909471392631531,0.31709733605384827,0.30374565720558167,0.2888971269130707,0.22440627217292786,0.5230565667152405,0.5361893177032471,0.24976244568824768,0.15294891595840454
in,1.0,0.30808621644973755,0.27879518270492554,0.3040012717247009,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.28265801072120667,0.5394441485404968,0.21884311735630035,0.19683896005153656,0.35149815678596497,0.20430970191955566
south,0.33642083406448364,0.15388517081737518,0.22916506230831146,0.3392798602581024,0.33382371068000793,0.3129390776157379,0.34461843967437744,0.2756692171096802,0.27680471539497375,0.35453882813453674,0.3948945999145508,0.3639508783817291,0.12336621433496475
wales,0.18714384734630585,0.1505342721939087,0.19972339272499084,0.2466001957654953,0.23133093118667603,0.23852568864822388,0.24403534829616547,0.26776227355003357,0.1638261377811432,0.40783724188804626,0.5136740207672119,0.1228979304432869,0.15627945959568024
.,0.5591574311256409,0.3567904531955719,0.2011355310678482,0.26130348443984985,0.5352458953857422,0.5934505462646484,0.3406063914299011,0.23047322034835815,0.4569662809371948,0.19787907600402832,0.24054254591464996,0.28226932883262634,0.4130953550338745
