,what,book,recognizes,the,importance,of,the,chalcedonian,creed,?
or,0.33867141604423523,0.20177242159843445,0.2276710718870163,0.4174870550632477,0.24754215776920319,0.3792596757411957,0.4174870550632477,0.23606199026107788,0.20259790122509003,0.32389625906944275
universal,0.20640362799167633,0.20575550198554993,0.25140708684921265,0.2359178364276886,0.16710980236530304,0.20601727068424225,0.2359178364276886,0.2279718965291977,0.32665392756462097,0.2074412703514099
),0.26259949803352356,0.19147184491157532,0.17113235592842102,0.3456730246543884,0.1569909006357193,0.3680361211299896,0.3456730246543884,0.2157643586397171,0.22518011927604675,0.42300865054130554
church,0.1944202184677124,0.21005752682685852,0.18117858469486237,0.23846197128295898,0.24370479583740234,0.3079429268836975,0.23846197128295898,0.3928352892398834,0.40571340918540955,0.18081501126289368
and,0.31309178471565247,0.28024056553840637,0.26536670327186584,0.5171257257461548,0.31810495257377625,0.5116966962814331,0.5171257257461548,0.21927255392074585,0.20472352206707,0.20544172823429108
it,0.45803478360176086,0.25369152426719666,0.24569977819919586,0.6251175999641418,0.3283364474773407,0.38761502504348755,0.6251175999641418,0.24439631402492523,0.209701269865036,0.25732165575027466
recognizes,0.2045670747756958,0.17623265087604523,0.9999998807907104,0.34116318821907043,0.32261353731155396,0.37725546956062317,0.34116318821907043,0.21404793858528137,0.24512067437171936,0.1910683959722519
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
historic,0.18988226354122162,0.11818040907382965,0.19559240341186523,0.2829611599445343,0.35881859064102173,0.2833002209663391,0.2829611599445343,0.19732451438903809,0.1676696389913559,0.09992891550064087
ecumenical,0.21353460848331451,0.2805582284927368,0.288694828748703,0.30836302042007446,0.22972172498703003,0.34940052032470703,0.30836302042007446,0.5399215221405029,0.5224994421005249,0.18502023816108704
creeds,0.21608656644821167,0.28825247287750244,0.2345409393310547,0.26751866936683655,0.30744659900665283,0.28372299671173096,0.26751866936683655,0.4734792113304138,0.8352342844009399,0.1969941407442093
",",0.3087472915649414,0.23644568026065826,0.2873069941997528,0.4933079481124878,0.2806650400161743,0.4946078956127167,0.4933079481124878,0.2645259201526642,0.24533024430274963,0.31091248989105225
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
apostle,0.27091699838638306,0.27664753794670105,0.17889095842838287,0.25246158242225647,0.15004722774028778,0.28012797236442566,0.25246158242225647,0.3732241988182068,0.4509645700454712,0.15964865684509277
's,0.02692362666130066,0.03493255004286766,-0.04736607149243355,-0.01540423184633255,-0.0026164778973907232,-0.03817026689648628,-0.01540423184633255,0.08838695287704468,0.04467238113284111,-0.023395681753754616
creed,0.24051550030708313,0.284687876701355,0.24512067437171936,0.26800665259361267,0.24152261018753052,0.26977285742759705,0.26800665259361267,0.47059547901153564,1.0000001192092896,0.19858981668949127
and,0.31309178471565247,0.28024056553840637,0.26536670327186584,0.5171257257461548,0.31810495257377625,0.5116966962814331,0.5171257257461548,0.21927255392074585,0.20472352206707,0.20544172823429108
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
nicene,0.2990100085735321,0.25009167194366455,0.17612513899803162,0.24748718738555908,0.2755237817764282,0.27990278601646423,0.24748718738555908,0.5556008219718933,0.6399062871932983,0.2558540999889374
creed,0.24051550030708313,0.284687876701355,0.24512067437171936,0.26800665259361267,0.24152261018753052,0.26977285742759705,0.26800665259361267,0.47059547901153564,1.0000001192092896,0.19858981668949127
;,0.10986888408660889,0.02803761325776577,0.06493321061134338,0.09152708947658539,0.04882104694843292,0.054534342139959335,0.09152708947658539,0.031656619161367416,-0.03227163478732109,0.10349778085947037
which,0.5261979103088379,0.24807968735694885,0.27892544865608215,0.6521818041801453,0.36451590061187744,0.5011631846427917,0.6521818041801453,0.3118893802165985,0.2647813856601715,0.25814583897590637
are,0.29724663496017456,0.18403245508670807,0.24455863237380981,0.40399202704429626,0.28000354766845703,0.39081433415412903,0.40399202704429626,0.1877862811088562,0.1689383089542389,0.24591213464736938
used,0.27546408772468567,0.1797858029603958,0.2109888195991516,0.3718377649784088,0.2987659275531769,0.3075267970561981,0.3718377649784088,0.16431595385074615,0.1269499808549881,0.22430120408535004
frequently,0.2888586223125458,0.21224716305732727,0.16525711119174957,0.2643548250198364,0.2327277958393097,0.22709041833877563,0.2643548250198364,0.18150901794433594,0.12889230251312256,0.21401989459991455
in,0.30808621644973755,0.2527170181274414,0.2874860465526581,0.6662389636039734,0.3019990622997284,0.5696388483047485,0.6662389636039734,0.20874638855457306,0.14415115118026733,0.20430970191955566
services,0.16048473119735718,0.17639896273612976,0.15957604348659515,0.2381475418806076,0.2237197607755661,0.23787347972393036,0.2381475418806076,0.15883010625839233,0.1261930763721466,0.1328447163105011
of,0.33290785551071167,0.22602593898773193,0.37725546956062317,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.2949722409248352,0.26977285742759705,0.1826142966747284
worship,0.2504543364048004,0.20218650996685028,0.17063398659229279,0.2739982008934021,0.28891509771347046,0.2610277831554413,0.2739982008934021,0.3359346389770508,0.33566442131996155,0.17813213169574738
.,0.3567904531955719,0.21435262262821198,0.22774146497249603,0.5934505462646484,0.22653226554393768,0.5352458953857422,0.5934505462646484,0.24743711948394775,0.24185967445373535,0.4130953550338745
,what,book,recognizes,the,importance,of,the,chalcedonian,creed,?
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
book,0.2872225046157837,1.0,0.17623265087604523,0.2652374505996704,0.23434174060821533,0.22602593898773193,0.2652374505996704,0.14191089570522308,0.284687876701355,0.20572158694267273
of,0.33290785551071167,0.22602593898773193,0.37725546956062317,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.2949722409248352,0.26977285742759705,0.1826142966747284
discipline,0.2522185742855072,0.19856233894824982,0.16637645661830902,0.1981438249349594,0.2963300049304962,0.2260950356721878,0.1981438249349594,0.19255466759204865,0.24458007514476776,0.06836310029029846
also,0.42747777700424194,0.2729949951171875,0.2589143216609955,0.6021018624305725,0.33761247992515564,0.4924938678741455,0.6021018624305725,0.23556360602378845,0.18361851572990417,0.21848613023757935
recognizes,0.2045670747756958,0.17623265087604523,0.9999998807907104,0.34116318821907043,0.32261353731155396,0.37725546956062317,0.34116318821907043,0.21404793858528137,0.24512067437171936,0.1910683959722519
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
importance,0.28515949845314026,0.23434174060821533,0.32261353731155396,0.2901651859283447,1.0000001192092896,0.30354931950569153,0.2901651859283447,0.26131561398506165,0.24152261018753052,0.1653127521276474
of,0.33290785551071167,0.22602593898773193,0.37725546956062317,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.2949722409248352,0.26977285742759705,0.1826142966747284
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
chalcedonian,0.21714138984680176,0.14191089570522308,0.21404793858528137,0.33781692385673523,0.26131561398506165,0.2949722409248352,0.33781692385673523,1.0,0.47059547901153564,0.1973191797733307
creed,0.24051550030708313,0.284687876701355,0.24512067437171936,0.26800665259361267,0.24152261018753052,0.26977285742759705,0.26800665259361267,0.47059547901153564,1.0000001192092896,0.19858981668949127
of,0.33290785551071167,0.22602593898773193,0.37725546956062317,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.2949722409248352,0.26977285742759705,0.1826142966747284
the,0.42745697498321533,0.2652374505996704,0.34116318821907043,1.0,0.2901651859283447,0.733189046382904,1.0,0.33781692385673523,0.26800665259361267,0.22068053483963013
council,0.16933071613311768,0.1929205358028412,0.18518123030662537,0.2829204201698303,0.20244751870632172,0.2972237169742584,0.2829204201698303,0.35316428542137146,0.3180357813835144,0.1160062924027443
of,0.33290785551071167,0.22602593898773193,0.37725546956062317,0.733189046382904,0.30354931950569153,1.0,0.733189046382904,0.2949722409248352,0.26977285742759705,0.1826142966747284
chalcedon,0.27972495555877686,0.21468816697597504,0.24158820509910583,0.33862927556037903,0.28556281328201294,0.32327941060066223,0.33862927556037903,0.8233827948570251,0.5395476222038269,0.2375389188528061
.,0.3567904531955719,0.21435262262821198,0.22774146497249603,0.5934505462646484,0.22653226554393768,0.5352458953857422,0.5934505462646484,0.24743711948394775,0.24185967445373535,0.4130953550338745
