,how,high,is,victoria,'s,mount,bogong,?
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.17964273691177368,0.021107977256178856,0.11517586559057236,0.24981465935707092,0.42300865054130554
",",0.22659391164779663,0.27938312292099,0.4691906273365021,0.2279360294342041,-0.0016132977325469255,0.21975000202655792,0.34917429089546204,0.31091248989105225
with,0.3525622487068176,0.19851811230182648,0.3250955045223236,0.1835653930902481,-0.04624466598033905,0.1263875812292099,0.21497665345668793,0.2433311939239502
mount,0.14012834429740906,0.1585254818201065,0.1771300882101059,0.21794220805168152,-0.07845290750265121,0.9999999403953552,0.2705579996109009,0.10283114016056061
bogong,0.16662275791168213,0.19582392275333405,0.24653911590576172,0.42142900824546814,0.04478507488965988,0.2705579996109009,1.0,0.1891341507434845
the,0.33890387415885925,0.28034812211990356,0.5823672413825989,0.2204313427209854,-0.01540423184633255,0.26066282391548157,0.35426923632621765,0.22068053483963013
highest,0.09736836701631546,0.4382160007953644,0.27460670471191406,0.23788277804851532,-0.02329092286527157,0.30869361758232117,0.17169921100139618,0.11527936160564423
peak,0.11518265306949615,0.2826217710971832,0.1868070513010025,0.2150939553976059,-0.014490196481347084,0.39132216572761536,0.2271503061056137,0.10670080035924911
at,0.2154216170310974,0.2874184250831604,0.25906258821487427,0.19641181826591492,-0.08481216430664062,0.2543126046657562,0.2762749493122101,0.21978627145290375
"1,986",0.11805126816034317,-0.03672758489847183,0.03509828448295593,0.03995691239833832,-0.033299513161182404,0.04502219334244728,0.002308956813067198,0.14259347319602966
m,0.17182649672031403,0.1866799145936966,0.22669823467731476,0.18717366456985474,0.06595824658870697,0.19242048263549805,0.14018146693706512,0.2618667185306549
(,0.1676948219537735,0.20521607995033264,0.35393038392066956,0.14948904514312744,0.0012731997994706035,0.09967228770256042,0.25516968965530396,0.40561532974243164
"6,516",0.046198710799217224,0.04086596891283989,0.11504422128200531,0.1774776428937912,0.09201884269714355,0.10668408125638962,0.1813938021659851,0.029537279158830643
ft,0.17820364236831665,0.2972373068332672,0.17731311917304993,0.11696885526180267,-0.0056256139650940895,0.256445050239563,0.21798549592494965,0.17776548862457275
),0.17939934134483337,0.18911464512348175,0.37732169032096863,0.17964273691177368,0.021107977256178856,0.11517586559057236,0.24981465935707092,0.42300865054130554
.,0.3287222981452942,0.24301011860370636,0.4569662809371948,0.23069117963314056,-0.003708066651597619,0.20159576833248138,0.29783502221107483,0.4130953550338745
