,how,far,apart,are,some,of,the,neighborhood,'s,features,?
and,0.33647966384887695,0.3353408873081207,0.330744206905365,0.48576638102531433,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.21993553638458252,0.06895173341035843,0.3483351171016693,0.20544172823429108
bookstores,0.17445224523544312,0.14947104454040527,0.1685226410627365,0.20953263342380524,0.2490844875574112,0.20779643952846527,0.2485441267490387,0.33774611353874207,0.07073996961116791,0.2218959629535675,0.16853395104408264
",",0.22659391164779663,0.346853643655777,0.2889974117279053,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21194669604301453,-0.0016132977325469255,0.2743610739707947,0.31091248989105225
currently,0.20420436561107635,0.31106477975845337,0.11974538862705231,0.3489539325237274,0.23114173114299774,0.2655649185180664,0.2945235073566437,0.1680377870798111,-0.0480838343501091,0.17390410602092743,0.1861555278301239
operating,0.21919433772563934,0.1773214191198349,0.14755189418792725,0.24077585339546204,0.26802149415016174,0.27346423268318176,0.28778329491615295,0.12789729237556458,-0.04137628525495529,0.2304982841014862,0.15840965509414673
on,0.32655060291290283,0.30512481927871704,0.27255526185035706,0.268924742937088,0.31474894285202026,0.3966929316520691,0.5107308030128479,0.24290773272514343,0.0026888418942689896,0.3391563892364502,0.2714994251728058
or,0.3378981947898865,0.16435422003269196,0.2618546485900879,0.5374364256858826,0.5009974837303162,0.3792596757411957,0.4174870550632477,0.12919096648693085,0.06871571391820908,0.25640976428985596,0.32389625906944275
near,0.10767845064401627,0.2971170246601105,0.25552278757095337,0.20196682214736938,0.17370282113552094,0.2651676535606384,0.2879819869995117,0.30031561851501465,-0.09597858041524887,0.1262252926826477,0.10734958201646805
olive,0.23470377922058105,0.09923098981380463,0.05113432556390762,0.18823210895061493,0.1771104335784912,0.13701212406158447,0.20599529147148132,0.24276429414749146,0.10067546367645264,0.15102659165859222,0.14976593852043152
avenue,0.06617382913827896,0.1670808345079422,0.14980098605155945,0.11972435563802719,0.08752694725990295,0.18280929327011108,0.22167983651161194,0.4013390839099884,0.09186780452728271,0.1757483184337616,0.06327427178621292
",",0.22659391164779663,0.346853643655777,0.2889974117279053,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.21194669604301453,-0.0016132977325469255,0.2743610739707947,0.31091248989105225
and,0.33647966384887695,0.3353408873081207,0.330744206905365,0.48576638102531433,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.21993553638458252,0.06895173341035843,0.3483351171016693,0.20544172823429108
all,0.3725806474685669,0.33679643273353577,0.2695193886756897,0.5343062281608582,0.583402693271637,0.42798417806625366,0.4860881567001343,0.13968020677566528,0.03181743621826172,0.2738704979419708,0.29575422406196594
within,0.24755704402923584,0.24548901617527008,0.3017207086086273,0.3069663643836975,0.2974689304828644,0.39594778418540955,0.39827480912208557,0.14143237471580505,-0.01527355331927538,0.24828848242759705,0.1870293766260147
a,0.29312583804130554,0.21638330817222595,0.22174540162086487,0.265255331993103,0.34539633989334106,0.5052502155303955,0.5829201340675354,0.22184410691261292,0.04866964742541313,0.32008832693099976,0.23916715383529663
few,0.2993465065956116,0.2969698905944824,0.3199986517429352,0.43078693747520447,0.6084237098693848,0.2682102620601654,0.34660017490386963,0.17804479598999023,0.06408512592315674,0.2305009812116623,0.2334265559911728
hundred,0.21416880190372467,0.2282552421092987,0.17206062376499176,0.26920339465141296,0.33625614643096924,0.3473483920097351,0.3325488865375519,0.1418868452310562,0.009796085767447948,0.12543073296546936,0.17378053069114685
feet,0.2148146629333496,0.17976757884025574,0.22293759882450104,0.18684172630310059,0.13489001989364624,0.15753290057182312,0.24407297372817993,0.17608259618282318,-0.013876411132514477,0.2593631446361542,0.14855161309242249
of,0.2480744868516922,0.3005201518535614,0.25376787781715393,0.39081433415412903,0.4300730526447296,1.0,0.733189046382904,0.15683332085609436,-0.03817026689648628,0.2464914619922638,0.1826142966747284
each,0.4183253347873688,0.20017997920513153,0.30415821075439453,0.39730963110923767,0.3905022144317627,0.38460010290145874,0.470844566822052,0.09611417353153229,0.021750088781118393,0.2615199685096741,0.21173812448978424
other,0.3591516315937042,0.2934705317020416,0.34298160672187805,0.5932393670082092,0.6399164199829102,0.38583824038505554,0.44152235984802246,0.15127277374267578,0.04445967823266983,0.31935012340545654,0.24682199954986572
.,0.3287222981452942,0.3168189823627472,0.2438974529504776,0.3452940285205841,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.15837088227272034,-0.003708066651597619,0.23473742604255676,0.4130953550338745
