,whwn,forces,are,at,right,ngles,to,each,other,what,can,they,be,broken,down,to,?
resolved,0.1412838101387024,0.19254714250564575,0.14841431379318237,0.19099478423595428,0.24364957213401794,0.1444934606552124,0.24623891711235046,0.25156155228614807,0.20906315743923187,0.2907477617263794,0.17742455005645752,0.23877131938934326,0.25825250148773193,0.2806118428707123,0.11840847134590149,0.24623891711235046,0.3367761969566345
into,0.17596396803855896,0.18807947635650635,0.2930682599544525,0.2095452845096588,0.1703392118215561,0.19052374362945557,0.38810545206069946,0.2750477194786072,0.25933539867401123,0.2180619090795517,0.301788330078125,0.32590940594673157,0.3462390601634979,0.2438800036907196,0.3880231976509094,0.38810545206069946,0.15662476420402527
independent,0.08900923281908035,0.19951492547988892,0.1716575026512146,0.17847855389118195,0.12316323071718216,0.14365212619304657,0.20949965715408325,0.241382896900177,0.2544269561767578,0.28752967715263367,0.11495859920978546,0.2056935429573059,0.18170225620269775,0.1353859156370163,0.13616015017032623,0.20949965715408325,0.11902587860822678
components,0.1787993162870407,0.2264924943447113,0.3832094073295593,0.18413987755775452,0.12847746908664703,0.26021307706832886,0.27977025508880615,0.3489796221256256,0.35104647278785706,0.20314843952655792,0.371521919965744,0.3083663582801819,0.3568338453769684,0.19592928886413574,0.1530323177576065,0.27977025508880615,0.12744711339473724
at,0.20274057984352112,0.20982104539871216,0.2074895054101944,1.0,0.2548061013221741,0.2071480005979538,0.36524343490600586,0.21600523591041565,0.24329762160778046,0.2838611304759979,0.16641086339950562,0.29493749141693115,0.30379733443260193,0.1881551593542099,0.21045294404029846,0.36524343490600586,0.21978627145290375
right,0.24117110669612885,0.17228105664253235,0.21829961240291595,0.2548061013221741,1.0,0.250782310962677,0.31834647059440613,0.2966199219226837,0.2804121673107147,0.38502591848373413,0.2777777910232544,0.2467750608921051,0.28686586022377014,0.23408956825733185,0.2786159813404083,0.31834647059440613,0.27135515213012695
angles,0.15561123192310333,0.23861028254032135,0.2698350250720978,0.2580012083053589,0.31066691875457764,0.748212456703186,0.24303163588047028,0.322735458612442,0.2751551866531372,0.24342551827430725,0.2442735880613327,0.27922961115837097,0.2330867499113083,0.15195870399475098,0.19505436718463898,0.24303163588047028,0.16702334582805634
to,0.21068844199180603,0.2581802308559418,0.3504326641559601,0.36524343490600586,0.31834647059440613,0.2548372447490692,1.0,0.3941934108734131,0.4193183183670044,0.455847829580307,0.4979398250579834,0.5452046394348145,0.4972836375236511,0.1961265206336975,0.33130598068237305,1.0,0.29463258385658264
each,0.3361179828643799,0.18532252311706543,0.39730963110923767,0.21600523591041565,0.2966199219226837,0.28938570618629456,0.3941934108734131,1.0,0.5260580778121948,0.3353266417980194,0.4078707695007324,0.394076406955719,0.3907950520515442,0.25396332144737244,0.23993636667728424,0.3941934108734131,0.21173812448978424
other,0.2883955240249634,0.1988212913274765,0.5932393670082092,0.24329762160778046,0.2804121673107147,0.3387080729007721,0.4193183183670044,0.5260580778121948,0.9999999403953552,0.341873437166214,0.454561322927475,0.5182796120643616,0.4629868268966675,0.288831502199173,0.2693438231945038,0.4193183183670044,0.24682199954986572
.,0.24161861836910248,0.21802116930484772,0.3452940285205841,0.4549728035926819,0.2597152590751648,0.2895911931991577,0.4645031690597534,0.31204065680503845,0.41511186957359314,0.3567904531955719,0.35783761739730835,0.4510921239852905,0.4383580684661865,0.24041883647441864,0.2362249493598938,0.4645031690597534,0.4130953550338745
