,miller-boyett,productions,was,a,studio,affiliated,with,what,company,?
studio,0.2945545017719269,0.4103420078754425,0.27334341406822205,0.2171696275472641,1.0,0.1797894537448883,0.2151370346546173,0.16034115850925446,0.2559256851673126,0.1974150836467743
that,0.20294076204299927,0.24473637342453003,0.33670201897621155,0.47537946701049805,0.1915295422077179,0.15817444026470184,0.4154358208179474,0.6297725439071655,0.22723333537578583,0.32716336846351624
briefly,0.28988218307495117,0.19424539804458618,0.3670034408569336,0.28602534532546997,0.15225842595100403,0.15077796578407288,0.2956615090370178,0.21253468096256256,0.1449577957391739,0.04666464775800705
programmed,0.13012909889221191,0.286772757768631,0.19208012521266937,0.26782310009002686,0.1924096792936325,0.23043084144592285,0.1799291968345642,0.30422917008399963,0.21429875493049622,0.24696937203407288
the,0.28364938497543335,0.2695383131504059,0.48711544275283813,0.5829201340675354,0.24831420183181763,0.2365114837884903,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.22068053483963013
entire,0.1590849757194519,0.12937147915363312,0.2562327980995178,0.3950728178024292,0.1753784418106079,0.1886344701051712,0.27352437376976013,0.37562522292137146,0.1841530054807663,0.17068447172641754
friday,0.19719931483268738,0.19948972761631012,0.2301844358444214,0.23667015135288239,0.21031604707241058,0.2319159209728241,0.17070230841636658,0.17519022524356842,0.0881558358669281,0.15959392488002777
lineup,0.2542080879211426,0.26064786314964294,0.289968341588974,0.25587448477745056,0.3299456238746643,0.13156385719776154,0.23519796133041382,0.2057647854089737,0.21473239362239838,0.19030295312404633
during,0.25416427850723267,0.1972537785768509,0.4470829963684082,0.30341604351997375,0.20209337770938873,0.22620028257369995,0.28545209765434265,0.24137552082538605,0.12950238585472107,0.1325719803571701
the,0.28364938497543335,0.2695383131504059,0.48711544275283813,0.5829201340675354,0.24831420183181763,0.2365114837884903,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.22068053483963013
1990–91,-0.031118707731366158,-0.056836482137441635,0.1470547467470169,-0.025746069848537445,-0.005370262544602156,0.10609070956707001,-0.0491279736161232,0.0796520784497261,0.037111107259988785,0.1162971630692482
season,0.2776423990726471,0.26934462785720825,0.24797968566417694,0.1855505406856537,0.184568852186203,0.2261914759874344,0.26700887084007263,0.12117787450551987,0.14845497906208038,0.16793298721313477
(,0.2791386842727661,0.1931774914264679,0.2980341613292694,0.3206180930137634,0.1837301105260849,0.20220410823822021,0.29503780603408813,0.2411840260028839,0.13179703056812286,0.40561532974243164
with,0.2680283486843109,0.26091864705085754,0.27411898970603943,0.3783375024795532,0.2151370346546173,0.26106855273246765,0.9999999403953552,0.2464839518070221,0.24132338166236877,0.2433311939239502
going,0.14590053260326385,0.20520682632923126,0.28732410073280334,0.3356470763683319,0.24322637915611267,0.1402914971113205,0.2376817911863327,0.5222549438476562,0.17988963425159454,0.3252600431442261
places,0.16292154788970947,0.11548864841461182,0.16722169518470764,0.27888578176498413,0.07902178913354874,0.1621459275484085,0.2468276470899582,0.19604378938674927,0.17229591310024261,0.17623652517795563
joining,0.15736347436904907,0.07078000903129578,0.20624062418937683,0.23421013355255127,0.13018424808979034,0.3393302261829376,0.3036307692527771,0.18471138179302216,0.15536674857139587,0.08669368922710419
family,0.15931755304336548,0.20037081837654114,0.21917963027954102,0.24362227320671082,0.20059113204479218,0.18769505620002747,0.16764762997627258,0.16391263902187347,0.15413518249988556,0.15222905576229095
matters,0.17387787997722626,0.21599426865577698,0.23513266444206238,0.25797080993652344,0.16896376013755798,0.2137322574853897,0.29535746574401855,0.4115754961967468,0.1335567682981491,0.3182642459869385
",",0.40180960297584534,0.2846270501613617,0.45456063747406006,0.427140474319458,0.24372334778308868,0.20832805335521698,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.31091248989105225
full,0.16104921698570251,0.21065197885036469,0.1574539840221405,0.2751905620098114,0.15897181630134583,0.1714077740907669,0.25611773133277893,0.20298334956169128,0.14541764557361603,0.168479785323143
house,0.2319982647895813,0.20249108970165253,0.28759756684303284,0.26758551597595215,0.21475452184677124,0.09867659956216812,0.16397541761398315,0.200801283121109,0.21430300176143646,0.13736455142498016
and,0.33718568086624146,0.2767941951751709,0.3740963041782379,0.3739250600337982,0.27148571610450745,0.2078104466199875,0.5477725267410278,0.31309178471565247,0.23788511753082275,0.20544172823429108
perfect,0.16754484176635742,0.19473984837532043,0.13582894206047058,0.26281291246414185,0.24836857616901398,0.061478085815906525,0.19025078415870667,0.27693238854408264,0.1074671670794487,0.19476529955863953
strangers,0.31453388929367065,0.27695074677467346,0.16916795074939728,0.2030961960554123,0.2095707505941391,0.11385457217693329,0.2311592549085617,0.2715083062648773,0.16105379164218903,0.20539045333862305
on,0.23681767284870148,0.2536720335483551,0.3909217119216919,0.3848365545272827,0.2619023621082306,0.22435177862644196,0.40749499201774597,0.34226128458976746,0.23664942383766174,0.2714994251728058
the,0.28364938497543335,0.2695383131504059,0.48711544275283813,0.5829201340675354,0.24831420183181763,0.2365114837884903,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.22068053483963013
``,-0.011323711834847927,-0.15867924690246582,-0.012679691426455975,0.07272057235240936,-0.10268618911504745,-0.014454962685704231,0.08974023163318634,0.008517155423760414,-0.11237407475709915,0.0685480609536171
tgif,0.17079569399356842,0.14123280346393585,0.1766846925020218,0.3449760377407074,0.17461813986301422,0.18498551845550537,0.2142193466424942,0.283943235874176,0.12248081713914871,0.3252810835838318
'',0.026743344962596893,-0.019389193505048752,0.04456103965640068,0.04890415817499161,0.022268852218985558,0.10302335023880005,0.07907696813344955,0.08143015950918198,0.04412749409675598,0.018684765323996544
schedule,0.10402508080005646,0.23099996149539948,0.21744026243686676,0.20767942070960999,0.22676131129264832,0.15129318833351135,0.14576628804206848,0.22513388097286224,0.058852095156908035,0.16743622720241547
),0.2538630962371826,0.21149472892284393,0.3267642855644226,0.3640355169773102,0.19794702529907227,0.20006200671195984,0.3069596290588379,0.26259949803352356,0.14284300804138184,0.42300865054130554
and,0.33718568086624146,0.2767941951751709,0.3740963041782379,0.3739250600337982,0.27148571610450745,0.2078104466199875,0.5477725267410278,0.31309178471565247,0.23788511753082275,0.20544172823429108
through,0.18962061405181885,0.21111878752708435,0.21752823889255524,0.3399752974510193,0.1996397078037262,0.17175327241420746,0.26801666617393494,0.23167094588279724,0.16661769151687622,0.16913433372974396
its,0.1465495228767395,0.23560434579849243,0.3518870174884796,0.4424409866333008,0.1522647589445114,0.1457473486661911,0.3087116777896881,0.30393704771995544,0.258992999792099,0.15103481709957123
development,0.19278326630592346,0.3082083463668823,0.2344081997871399,0.2762584090232849,0.20786546170711517,0.24788358807563782,0.20933356881141663,0.19014155864715576,0.23337338864803314,0.1211358830332756
deal,0.18451544642448425,0.23440754413604736,0.19347058236598969,0.2528302073478699,0.19615811109542847,0.2609350085258484,0.4295210540294647,0.3379717469215393,0.2563689053058624,0.2513751685619354
with,0.2680283486843109,0.26091864705085754,0.27411898970603943,0.3783375024795532,0.2151370346546173,0.26106855273246765,0.9999999403953552,0.2464839518070221,0.24132338166236877,0.2433311939239502
paramount,0.38012006878852844,0.45429620146751404,0.23606519401073456,0.12325868755578995,0.4177306890487671,0.1910804659128189,0.21806146204471588,0.1447969675064087,0.36330583691596985,0.1511610448360443
television,0.29111239314079285,0.4012118875980377,0.2516675293445587,0.22552843391895294,0.31822624802589417,0.2323579043149948,0.17469868063926697,0.19838058948516846,0.25623777508735657,0.16825827956199646
prior,0.22998344898223877,0.16279754042625427,0.29096508026123047,0.22647660970687866,0.13125912845134735,0.27223700284957886,0.22178436815738678,0.2537507116794586,0.17023953795433044,0.16978254914283752
to,0.22758686542510986,0.19399814307689667,0.3636345863342285,0.45503583550453186,0.2479427009820938,0.19526073336601257,0.4239959120750427,0.455847829580307,0.24903783202171326,0.29463258385658264
1986,-0.038972243666648865,0.025188574567437172,0.030121389776468277,0.17319737374782562,0.03850993886590004,0.07382204383611679,0.03683457151055336,0.02868538349866867,0.07952006906270981,0.14247135818004608
(,0.2791386842727661,0.1931774914264679,0.2980341613292694,0.3206180930137634,0.1837301105260849,0.20220410823822021,0.29503780603408813,0.2411840260028839,0.13179703056812286,0.40561532974243164
as,0.28589701652526855,0.2637118995189667,0.3677520453929901,0.39550232887268066,0.17172759771347046,0.2126314491033554,0.40387406945228577,0.31749409437179565,0.18860384821891785,0.27043893933296204
miller-milkis,0.7850216627120972,0.3395549952983856,0.29717910289764404,0.31010445952415466,0.2593652606010437,0.16755612194538116,0.2910532057285309,0.1557966023683548,0.19880153238773346,0.15930373966693878
",",0.40180960297584534,0.2846270501613617,0.45456063747406006,0.427140474319458,0.24372334778308868,0.20832805335521698,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.31091248989105225
and,0.33718568086624146,0.2767941951751709,0.3740963041782379,0.3739250600337982,0.27148571610450745,0.2078104466199875,0.5477725267410278,0.31309178471565247,0.23788511753082275,0.20544172823429108
later,0.2972935140132904,0.23846733570098877,0.5684447288513184,0.34254932403564453,0.19046004116535187,0.17617490887641907,0.2797884941101074,0.2517229914665222,0.23193000257015228,0.1417175978422165
",",0.40180960297584534,0.2846270501613617,0.45456063747406006,0.427140474319458,0.24372334778308868,0.20832805335521698,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.31091248989105225
miller-milkis-boyett,0.9576934576034546,0.36195603013038635,0.37441012263298035,0.2837679982185364,0.29675841331481934,0.21077299118041992,0.27514779567718506,0.17381033301353455,0.25656235218048096,0.18168850243091583
productions,0.3425846993923187,1.0000001192092896,0.24518412351608276,0.18360063433647156,0.4103420078754425,0.14799438416957855,0.26091864705085754,0.18529511988162994,0.3998022973537445,0.22681239247322083
),0.2538630962371826,0.21149472892284393,0.3267642855644226,0.3640355169773102,0.19794702529907227,0.20006200671195984,0.3069596290588379,0.26259949803352356,0.14284300804138184,0.42300865054130554
",",0.40180960297584534,0.2846270501613617,0.45456063747406006,0.427140474319458,0.24372334778308868,0.20832805335521698,0.4120737314224243,0.3087472915649414,0.2697763442993164,0.31091248989105225
had,0.32817259430885315,0.2306116819381714,0.5927209258079529,0.34897568821907043,0.15124760568141937,0.13371360301971436,0.4739086329936981,0.23849567770957947,0.19269630312919617,0.20728366076946259
earlier,0.235350102186203,0.09884446114301682,0.3443564474582672,0.19610044360160828,0.13342246413230896,0.13438376784324646,0.19748623669147491,0.22624605894088745,0.11561082303524017,0.13306351006031036
produced,0.22997821867465973,0.6141222715377808,0.28463777899742126,0.21993228793144226,0.3365733027458191,0.07648587971925735,0.26250705122947693,0.1393624097108841,0.29742905497550964,0.1623450517654419
happy,0.22006851434707642,0.22997261583805084,0.1448298990726471,0.25186726450920105,0.1663043051958084,0.14699779450893402,0.22851355373859406,0.2849810719490051,0.1856338083744049,0.27375271916389465
days,0.1833220273256302,0.1722179651260376,0.2985812723636627,0.24421119689941406,0.18936693668365479,0.17130397260189056,0.20790712535381317,0.2191895991563797,0.11616424471139908,0.2198754847049713
and,0.33718568086624146,0.2767941951751709,0.3740963041782379,0.3739250600337982,0.27148571610450745,0.2078104466199875,0.5477725267410278,0.31309178471565247,0.23788511753082275,0.20544172823429108
its,0.1465495228767395,0.23560434579849243,0.3518870174884796,0.4424409866333008,0.1522647589445114,0.1457473486661911,0.3087116777896881,0.30393704771995544,0.258992999792099,0.15103481709957123
various,0.16045641899108887,0.25568193197250366,0.14120686054229736,0.17124241590499878,0.15982842445373535,0.19991731643676758,0.27631422877311707,0.26045072078704834,0.15004009008407593,0.12823495268821716
spinoffs,0.2411397248506546,0.4064650237560272,0.2580815553665161,0.22135916352272034,0.22413550317287445,0.24477116763591766,0.24568858742713928,0.16890618205070496,0.24208596348762512,0.17021238803863525
among,0.2000151425600052,0.19508223235607147,0.23730893433094025,0.1789381206035614,0.11423704028129578,0.2269265502691269,0.2968312203884125,0.21154822409152985,0.07454272359609604,0.14343059062957764
other,0.15890391170978546,0.23149017989635468,0.14651623368263245,0.2806335389614105,0.18225409090518951,0.2238595187664032,0.44086363911628723,0.341873437166214,0.19750505685806274,0.24682199954986572
series,0.27408358454704285,0.31595122814178467,0.2261398285627365,0.23966510593891144,0.24898307025432587,0.17976680397987366,0.17767351865768433,0.17328087985515594,0.23864467442035675,0.1709602326154709
for,0.2344772070646286,0.2502169609069824,0.3863949179649353,0.44038116931915283,0.19432707130908966,0.21749234199523926,0.39140474796295166,0.3017193675041199,0.25874319672584534,0.264628142118454
the,0.28364938497543335,0.2695383131504059,0.48711544275283813,0.5829201340675354,0.24831420183181763,0.2365114837884903,0.4223487675189972,0.42745697498321533,0.26591673493385315,0.22068053483963013
network,0.14896413683891296,0.23175618052482605,0.1994880586862564,0.17299489676952362,0.34464672207832336,0.3800021708011627,0.2153671681880951,0.16917307674884796,0.28571397066116333,0.17853789031505585
.,0.32508307695388794,0.2754376530647278,0.40146201848983765,0.50484299659729,0.25156542658805847,0.1928265541791916,0.4446153938770294,0.3567904531955719,0.266353577375412,0.4130953550338745
