,how,much,higher,was,the,rate,of,deforestation,in,2000,",",to,2005,compared,to,1995,to,2000,?
was,0.16678167879581451,0.2580166161060333,0.12998951971530914,1.0000001192092896,0.48711544275283813,0.16712123155593872,0.4069072902202606,0.19739863276481628,0.45514053106307983,0.06843073666095734,0.45456063747406006,0.3636345863342285,0.11356307566165924,0.22795094549655914,0.3636345863342285,0.03496245667338371,0.3636345863342285,0.06843073666095734,0.18412111699581146
18,-0.03501921147108078,0.011515788733959198,-0.06345865875482559,-0.1265212595462799,-0.07796193659305573,-0.06674210727214813,-0.09725122153759003,-0.01780116744339466,-0.061147160828113556,0.06161685287952423,-0.03270421177148819,-0.17942632734775543,0.06459368765354156,-0.01457100547850132,-0.17942632734775543,0.05286555737257004,-0.17942632734775543,0.06161685287952423,-0.04919438064098358
%,0.1237400695681572,0.26866111159324646,0.25407564640045166,0.11743833869695663,0.21490740776062012,0.330258846282959,0.19953428208827972,0.27868473529815674,0.19465309381484985,-0.165690615773201,0.22757403552532196,0.18513022363185883,0.056141793727874756,0.34281665086746216,0.18513022363185883,-0.11597087234258652,0.18513022363185883,-0.165690615773201,0.21441808342933655
higher,0.2273179441690445,0.3946162462234497,1.0,0.12998951971530914,0.3292480409145355,0.3718094527721405,0.3096220791339874,0.35149338841438293,0.23285751044750214,-0.10036751627922058,0.251458078622818,0.3279348313808441,-0.05040259659290314,0.32421043515205383,0.3279348313808441,-0.05407039448618889,0.3279348313808441,-0.10036751627922058,0.15679465234279633
than,0.29763275384902954,0.632695198059082,0.4844343364238739,0.1872616857290268,0.3227543234825134,0.2922893166542053,0.33036211133003235,0.2765650749206543,0.3270052373409271,-0.13509371876716614,0.3371901512145996,0.3192550539970398,0.017162906005978584,0.4645072817802429,0.3192550539970398,-0.07393863052129745,0.3192550539970398,-0.13509371876716614,0.24917294085025787
in,0.2601168751716614,0.2725222110748291,0.23285751044750214,0.45514053106307983,0.6662389636039734,0.24951417744159698,0.5696388483047485,0.28902751207351685,1.0,-0.0435720756649971,0.5201468467712402,0.45010748505592346,0.009931974112987518,0.2479310929775238,0.45010748505592346,-0.06584297865629196,0.45010748505592346,-0.0435720756649971,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.3292480409145355,0.48711544275283813,1.0,0.24881242215633392,0.733189046382904,0.31742316484451294,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.535392165184021,0.037273142486810684,0.28685078024864197,0.535392165184021,-0.025311529636383057,0.535392165184021,-0.015081177465617657,0.22068053483963013
previous,0.22081239521503448,0.25865229964256287,0.2449994683265686,0.2747909128665924,0.34706559777259827,0.160663902759552,0.2892087996006012,0.22842401266098022,0.2318485975265503,-0.00679335230961442,0.26843470335006714,0.26198142766952515,0.05103296786546707,0.3017721176147461,0.26198142766952515,-0.025480147451162338,0.26198142766952515,-0.00679335230961442,0.16724538803100586
five,0.20553050935268402,0.13753974437713623,0.22904139757156372,0.310379296541214,0.41977158188819885,0.18346260488033295,0.3980514109134674,0.22681745886802673,0.3634254038333893,0.009376776404678822,0.3101605772972107,0.29041585326194763,0.027762258425354958,0.24297688901424408,0.29041585326194763,-0.08918706327676773,0.29041585326194763,0.009376776404678822,0.18342848122119904
years,0.21949264407157898,0.2631898522377014,0.13711678981781006,0.35855233669281006,0.2912273406982422,0.17943236231803894,0.2904134690761566,0.24340000748634338,0.33554986119270325,-0.03743647038936615,0.2589467465877533,0.23891852796077728,0.12364557385444641,0.25832808017730713,0.23891852796077728,0.023905131965875626,0.23891852796077728,-0.03743647038936615,0.1914375126361847
(,0.1676948219537735,0.21788647770881653,0.17905442416667938,0.2980341613292694,0.33289089798927307,0.14072664082050323,0.35032153129577637,0.1711789071559906,0.3087427020072937,-0.01192599069327116,0.6363511681556702,0.30882009863853455,0.11327322572469711,0.17619922757148743,0.30882009863853455,-0.009336398914456367,0.30882009863853455,-0.01192599069327116,0.40561532974243164
"19,018",0.05887392908334732,0.13866399228572845,0.1465132236480713,0.005329018924385309,0.1404278427362442,0.08551596105098724,0.13407443463802338,0.29519176483154297,0.1273563951253891,-0.1676885485649109,0.11064326763153076,0.12466631084680557,-0.05543806031346321,0.09350825101137161,0.12466631084680557,-0.21266572177410126,0.12466631084680557,-0.1676885485649109,-0.02285492792725563
km2,0.22562161087989807,0.30836138129234314,0.24948209524154663,0.1547725945711136,0.2664898931980133,0.20364713668823242,0.23789449036121368,0.35070717334747314,0.20489919185638428,-0.4200941026210785,0.2231515347957611,0.307233065366745,0.01661255583167076,0.20526114106178284,0.307233065366745,-0.052323389798402786,0.307233065366745,-0.4200941026210785,0.20544767379760742
or,0.3378981947898865,0.313159704208374,0.3664381206035614,0.2330796718597412,0.4174870550632477,0.24512438476085663,0.3792596757411957,0.3385365605354309,0.3586423695087433,-0.13524854183197021,0.3769497275352478,0.38921234011650085,-0.05955493822693825,0.25897541642189026,0.38921234011650085,-0.08396097272634506,0.38921234011650085,-0.13524854183197021,0.32389625906944275
"7,343",-0.08581061661243439,-0.023174330592155457,-0.15976272523403168,0.180653914809227,0.08956886827945709,-0.07888364046812057,0.052676837891340256,0.01434160117059946,0.0855918824672699,0.01055945549160242,0.09532775729894638,-0.060089316219091415,0.16673576831817627,-0.076492540538311,-0.060089316219091415,0.11094459891319275,-0.060089316219091415,0.01055945549160242,-0.02372165583074093
sq,0.10252654552459717,0.1848931461572647,0.1687343269586563,0.15623687207698822,0.18837253749370575,0.20803159475326538,0.21430401504039764,0.2707222104072571,0.12230025231838226,-0.23384569585323334,0.2135704904794693,0.14045479893684387,-0.032640792429447174,0.1420745551586151,0.14045479893684387,-0.11452952772378922,0.14045479893684387,-0.23384569585323334,0.18786261975765228
mi,0.0639447420835495,0.13306929171085358,0.08158709108829498,0.1437223106622696,0.12998802959918976,0.09024152159690857,0.13784633576869965,0.1788494884967804,0.09127891063690186,-0.17998778820037842,0.22994869947433472,0.14668497443199158,0.0009453779784962535,0.07331353425979614,0.14668497443199158,-0.11415114253759384,0.14668497443199158,-0.17998778820037842,0.10264865309000015
per,0.2243444174528122,0.264721542596817,0.21469023823738098,0.12717042863368988,0.21691934764385223,0.4295838177204132,0.17468707263469696,0.19117170572280884,0.1975519210100174,-0.11655692011117935,0.26711323857307434,0.2519395351409912,0.017481958493590355,0.28390413522720337,0.2519395351409912,-0.08439961820840836,0.2519395351409912,-0.11655692011117935,0.22323818504810333
year,0.19631797075271606,0.2093992531299591,0.20488835871219635,0.3209837079048157,0.3609684407711029,0.20382341742515564,0.2578314542770386,0.20120994746685028,0.3359307050704956,0.00622312817722559,0.28560417890548706,0.23523004353046417,0.13351094722747803,0.14673635363578796,0.23523004353046417,-0.03751847892999649,0.23523004353046417,0.00622312817722559,0.18315006792545319
),0.17939934134483337,0.22256317734718323,0.19929355382919312,0.3267642855644226,0.3456730246543884,0.1473083794116974,0.3680361211299896,0.1729530394077301,0.3326910734176636,-0.001137865474447608,0.63033527135849,0.31236231327056885,0.12896914780139923,0.17058974504470825,0.31236231327056885,0.01583629660308361,0.31236231327056885,-0.001137865474447608,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.2524722218513489,0.40146201848983765,0.5934505462646484,0.2418757975101471,0.5352458953857422,0.27030009031295776,0.5591574311256409,-0.03837863355875015,0.6812511086463928,0.4645031690597534,0.0678042471408844,0.27071613073349,0.4645031690597534,0.019630953669548035,0.4645031690597534,-0.03837863355875015,0.4130953550338745
