,le,grand,states,that,students,studying,civil,disobedience,will,often,run,into,grammatical,niceties,and,what,other,problem,?
of,0.16844666004180908,0.27195852994918823,0.30884552001953125,0.41498205065727234,0.25513339042663574,0.2883101999759674,0.24698495864868164,0.31932318210601807,0.2473582625389099,0.3351972997188568,0.2272813767194748,0.32255905866622925,0.29593926668167114,0.2455735057592392,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.20464475452899933,0.1826142966747284
civil,0.1424577683210373,0.11512083560228348,0.31344661116600037,0.16867391765117645,0.2364330142736435,0.11406197398900986,1.0,0.5442691445350647,0.12513655424118042,0.1956346184015274,0.13308043777942657,0.12426704168319702,0.17943920195102692,0.18273217976093292,0.25259146094322205,0.15091551840305328,0.17309200763702393,0.14023898541927338,0.1494513899087906
disobedience,0.2099427580833435,0.2076214998960495,0.2520419657230377,0.3551425039768219,0.322529137134552,0.21343599259853363,0.5442691445350647,1.0,0.24974574148654938,0.2892713248729706,0.19509686529636383,0.20178675651550293,0.27613112330436707,0.3200194537639618,0.3041999638080597,0.3298627436161041,0.24770691990852356,0.2060450166463852,0.19890835881233215
rapidly,0.07380574196577072,0.1488560289144516,0.21145997941493988,0.2643040120601654,0.19127433001995087,0.2005585879087448,0.09590968489646912,0.19090677797794342,0.2592693269252777,0.24976390600204468,0.13880982995033264,0.31402552127838135,0.1475689709186554,0.2555507719516754,0.2722635865211487,0.20276354253292084,0.21011830866336823,0.221623033285141,0.11245343834161758
finds,0.08511502295732498,0.10885487496852875,0.13779650628566742,0.3196756839752197,0.18312859535217285,0.2570289373397827,0.1259610503911972,0.19202083349227905,0.31915608048439026,0.187932550907135,0.16043096780776978,0.20855997502803802,0.17342068254947662,0.19135338068008423,0.3098713755607605,0.22031353414058685,0.16586284339427948,0.23509511351585388,0.13760407269001007
himself,0.15979145467281342,0.10906629264354706,0.11731648445129395,0.29302647709846497,0.14812825620174408,0.13980253040790558,0.06587618589401245,0.2925838828086853,0.1678449660539627,0.21881087124347687,0.14156772196292877,0.18637245893478394,0.09690259397029877,0.2104535698890686,0.23012475669384003,0.2431095689535141,0.16102555394172668,0.15760163962841034,0.10407622903585434
surrounded,0.190898597240448,0.18155434727668762,0.16626179218292236,0.21559788286685944,0.14836740493774414,0.12345057725906372,0.08761738240718842,0.1805267035961151,0.15995711088180542,0.2260536253452301,0.11445872485637665,0.3686481714248657,0.10786708444356918,0.22847682237625122,0.29737696051597595,0.1255793571472168,0.25513607263565063,0.10230184346437454,-0.022393958643078804
by,0.1425599753856659,0.15390898287296295,0.23827408254146576,0.37496164441108704,0.19252489507198334,0.138044074177742,0.15479567646980286,0.2563513219356537,0.2520078420639038,0.32333052158355713,0.1807866394519806,0.30473223328590393,0.16277122497558594,0.17480966448783875,0.4289871156215668,0.2455483376979828,0.3321913778781891,0.2011435180902481,0.17966607213020325
a,0.21668682992458344,0.22816790640354156,0.24708621203899384,0.47537946701049805,0.2676560878753662,0.28715598583221436,0.21693918108940125,0.25352153182029724,0.3401327431201935,0.3930865228176117,0.2607046067714691,0.3461161255836487,0.28083205223083496,0.297527015209198,0.3739250600337982,0.3320399522781372,0.2806335389614105,0.2605542540550232,0.23916715383529663
maze,0.1077934205532074,0.15691454708576202,0.12360697984695435,0.24114331603050232,0.19806931912899017,0.19322837889194489,0.1218901053071022,0.21758432686328888,0.20763607323169708,0.2384374886751175,0.2395116537809372,0.24198530614376068,0.13572756946086884,0.2177058607339859,0.30417749285697937,0.19732685387134552,0.18610940873622894,0.1641915738582611,0.13890138268470764
of,0.16844666004180908,0.27195852994918823,0.30884552001953125,0.41498205065727234,0.25513339042663574,0.2883101999759674,0.24698495864868164,0.31932318210601807,0.2473582625389099,0.3351972997188568,0.2272813767194748,0.32255905866622925,0.29593926668167114,0.2455735057592392,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.20464475452899933,0.1826142966747284
semantical,0.13758166134357452,0.1157790943980217,0.15366700291633606,0.32100945711135864,0.257032185792923,0.2746915817260742,0.2656407356262207,0.30156266689300537,0.26446521282196045,0.3125159740447998,0.18532401323318481,0.11738547682762146,0.5818608403205872,0.31015244126319885,0.20962738990783691,0.2903294861316681,0.27041247487068176,0.29753750562667847,0.27969902753829956
problems,0.02619345486164093,0.04988698288798332,0.178767591714859,0.3758413791656494,0.2256752848625183,0.18644045293331146,0.14842122793197632,0.23424182832241058,0.27341774106025696,0.3157464265823364,0.22044169902801514,0.19651928544044495,0.28852930665016174,0.3714205324649811,0.285793662071228,0.3306994140148163,0.2678011357784271,0.7913808822631836,0.2638136148452759
and,0.15070271492004395,0.24639178812503815,0.2974761426448822,0.4731321930885315,0.28111961483955383,0.3061647117137909,0.25259146094322205,0.3041999638080597,0.35983073711395264,0.42465832829475403,0.2711782455444336,0.36597734689712524,0.24469824135303497,0.33913975954055786,1.0,0.31309178471565247,0.5504306554794312,0.24328261613845825,0.20544172823429108
grammatical,0.10952844470739365,0.14726784825325012,0.17075778543949127,0.34031862020492554,0.2840782701969147,0.2517169713973999,0.17943920195102692,0.27613112330436707,0.2524341940879822,0.28563904762268066,0.18606194853782654,0.18207481503486633,0.9999998807907104,0.2982490658760071,0.24469824135303497,0.3215447962284088,0.2612292766571045,0.2798232436180115,0.28053078055381775
niceties,0.16394290328025818,0.17329615354537964,0.18811249732971191,0.36199817061424255,0.2813856303691864,0.2524869740009308,0.18273217976093292,0.3200194537639618,0.28935497999191284,0.3939903676509857,0.10651614516973495,0.23647332191467285,0.2982490658760071,1.0,0.33913975954055786,0.2879844605922699,0.44899120926856995,0.3565862476825714,0.2907831370830536
.,0.17469188570976257,0.22995266318321228,0.33941102027893066,0.4460422694683075,0.2607303857803345,0.2383679449558258,0.2541380822658539,0.2603943943977356,0.33682769536972046,0.30710849165916443,0.2739698588848114,0.26250120997428894,0.23467068374156952,0.31041914224624634,0.588965117931366,0.3567904531955719,0.41511186957359314,0.22562150657176971,0.4130953550338745
