,who,designed,the,ceiling,and,stained-glass,windows,of,the,green,dining,room,?
paintings,0.17884351313114166,0.20586755871772766,0.2167874127626419,0.40797457098960876,0.2532086968421936,0.38046297430992126,0.22639882564544678,0.21768251061439514,0.2167874127626419,0.15690338611602783,0.287170946598053,0.22853237390518188,0.1866389960050583
depicting,0.1765904426574707,0.2438802570104599,0.29021337628364563,0.41808006167411804,0.21564488112926483,0.3006918728351593,0.14404399693012238,0.3379758298397064,0.29021337628364563,0.18869814276695251,0.2753714919090271,0.14884935319423676,0.09648919850587845
fruit,0.20642630755901337,0.10942623019218445,0.22807613015174866,0.21937872469425201,0.2310880422592163,0.2940294146537781,0.22989942133426666,0.2364492565393448,0.22807613015174866,0.23231403529644012,0.18996582925319672,0.12115011364221573,0.1462816745042801
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.2061612755060196,1.0,0.3362938165664673,0.22030679881572723,0.5116966962814331,0.5171257257461548,0.24945476651191711,0.25931546092033386,0.2611854374408722,0.20544172823429108
the,0.3733934462070465,0.2559613883495331,1.0,0.2377617210149765,0.5171257257461548,0.2221859246492386,0.23561708629131317,0.733189046382904,1.0,0.24099771678447723,0.311797171831131,0.2031363844871521,0.22068053483963013
occasional,0.308101624250412,0.09619245678186417,0.2287587970495224,0.10971304774284363,0.37760576605796814,0.2046058475971222,0.1149110198020935,0.21080262959003448,0.2287587970495224,0.17244164645671844,0.12777265906333923,0.16280439496040344,0.15913105010986328
figure,0.2256491780281067,0.11981973797082901,0.24786046147346497,0.2734845280647278,0.2347109168767929,0.1867063343524933,0.116829514503479,0.21327486634254456,0.24786046147346497,0.1595158576965332,0.19237589836120605,0.13880085945129395,0.21107101440429688
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.12409644573926926,0.6633074283599854,0.3312923014163971,0.21705366671085358,0.4946078956127167,0.4933079481124878,0.2583938241004944,0.25082844495773315,0.1888306885957718,0.31091248989105225
with,0.3282766342163086,0.21504513919353485,0.4223487675189972,0.16200271248817444,0.5477725267410278,0.2892751693725586,0.21966445446014404,0.41827285289764404,0.4223487675189972,0.2126576453447342,0.22138027846813202,0.27120691537857056,0.2433311939239502
moulded,0.11978285759687424,0.25749528408050537,0.2801676094532013,0.32705238461494446,0.3080989718437195,0.3931857645511627,0.24096344411373138,0.3065684735774994,0.2801676094532013,0.2146587371826172,0.27037549018859863,0.21674744784832,0.16557316482067108
plaster,0.20719969272613525,0.27956074476242065,0.26503533124923706,0.4433927536010742,0.25094857811927795,0.6048002243041992,0.2856323719024658,0.24593962728977203,0.26503533124923706,0.3066011965274811,0.2573290765285492,0.296148419380188,0.15216755867004395
foliage,0.11168088018894196,0.14373955130577087,0.22486385703086853,0.3513501286506653,0.2334790974855423,0.3425588607788086,0.2645719349384308,0.22030767798423767,0.22486385703086853,0.2855021357536316,0.2799145579338074,0.22241367399692535,0.20550402998924255
on,0.2340552806854248,0.2350989580154419,0.5107308030128479,0.21511432528495789,0.4077630043029785,0.21345709264278412,0.2120492309331894,0.3966929316520691,0.5107308030128479,0.21162888407707214,0.23449771106243134,0.19248884916305542,0.2714994251728058
the,0.3733934462070465,0.2559613883495331,1.0,0.2377617210149765,0.5171257257461548,0.2221859246492386,0.23561708629131317,0.733189046382904,1.0,0.24099771678447723,0.311797171831131,0.2031363844871521,0.22068053483963013
main,0.18417203426361084,0.1976516991853714,0.38631999492645264,0.17959129810333252,0.29831406474113464,0.15224844217300415,0.09605138003826141,0.3177044689655304,0.38631999492645264,0.20542076230049133,0.1972832977771759,0.09544051438570023,0.1665669083595276
part,0.19576206803321838,0.1781352460384369,0.527681291103363,0.11488836258649826,0.35301485657691956,0.1841779500246048,0.20191562175750732,0.452393114566803,0.527681291103363,0.1648084670305252,0.21500654518604279,0.13130784034729004,0.08557961881160736
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.204580157995224,0.5116966962814331,0.27063554525375366,0.1744781881570816,1.0,0.733189046382904,0.2225196659564972,0.3001015782356262,0.15195634961128235,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.2377617210149765,0.5171257257461548,0.2221859246492386,0.23561708629131317,0.733189046382904,1.0,0.24099771678447723,0.311797171831131,0.2031363844871521,0.22068053483963013
wall,0.1383935660123825,0.16080406308174133,0.3003387749195099,0.49619370698928833,0.2569778561592102,0.34627407789230347,0.2778387665748596,0.18525563180446625,0.3003387749195099,0.15233303606510162,0.24627861380577087,0.2443227767944336,0.06349854171276093
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.2061612755060196,1.0,0.3362938165664673,0.22030679881572723,0.5116966962814331,0.5171257257461548,0.24945476651191711,0.25931546092033386,0.2611854374408722,0.20544172823429108
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.19550186395645142,0.3739250600337982,0.32994624972343445,0.2394280582666397,0.5052502155303955,0.5829201340675354,0.2557748556137085,0.3314429521560669,0.2718060314655304,0.23916715383529663
plaster,0.20719969272613525,0.27956074476242065,0.26503533124923706,0.4433927536010742,0.25094857811927795,0.6048002243041992,0.2856323719024658,0.24593962728977203,0.26503533124923706,0.3066011965274811,0.2573290765285492,0.296148419380188,0.15216755867004395
frieze,0.1234389916062355,0.287547767162323,0.31773489713668823,0.496528685092926,0.2730598449707031,0.36869016289711,0.22370268404483795,0.29228535294532776,0.31773489713668823,0.19630926847457886,0.300246924161911,0.23902349174022675,0.1070784330368042
around,0.2775672674179077,0.24390216171741486,0.40085816383361816,0.21736684441566467,0.34341543912887573,0.1714755743741989,0.21960099041461945,0.3296394646167755,0.40085816383361816,0.20208367705345154,0.2545776963233948,0.17342671751976013,0.14729668200016022
the,0.3733934462070465,0.2559613883495331,1.0,0.2377617210149765,0.5171257257461548,0.2221859246492386,0.23561708629131317,0.733189046382904,1.0,0.24099771678447723,0.311797171831131,0.2031363844871521,0.22068053483963013
decorated,0.15974967181682587,0.35284623503685,0.23763185739517212,0.43128353357315063,0.23057177662849426,0.41904500126838684,0.32187938690185547,0.22928331792354584,0.23763185739517212,0.23505954444408417,0.3905467092990875,0.28437167406082153,0.09962192177772522
ceiling,0.18650101125240326,0.2687689960002899,0.2377617210149765,1.0,0.2061612755060196,0.4265786409378052,0.38777971267700195,0.204580157995224,0.2377617210149765,0.13257195055484772,0.45187902450561523,0.43423765897750854,0.1451854705810547
and,0.41279885172843933,0.2359010875225067,0.5171257257461548,0.2061612755060196,1.0,0.3362938165664673,0.22030679881572723,0.5116966962814331,0.5171257257461548,0.24945476651191711,0.25931546092033386,0.2611854374408722,0.20544172823429108
stained-glass,0.1850171685218811,0.28671547770500183,0.2221859246492386,0.4265786409378052,0.3362938165664673,0.9999999403953552,0.45288732647895813,0.27063554525375366,0.2221859246492386,0.3023850917816162,0.36700692772865295,0.3849152624607086,0.2114543914794922
windows,0.1621350347995758,0.2802673280239105,0.23561708629131317,0.38777971267700195,0.22030679881572723,0.45288732647895813,1.0000001192092896,0.1744781881570816,0.23561708629131317,0.05109972134232521,0.2956779897212982,0.3104577958583832,0.17412035167217255
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.19236060976982117,0.4289871156215668,0.25063467025756836,0.16381654143333435,0.3646814823150635,0.4408751428127289,0.2036488950252533,0.1510496437549591,0.17154745757579803,0.17966607213020325
edward,0.25107425451278687,0.145081028342247,0.1896408498287201,0.15151439607143402,0.2590075433254242,0.23743802309036255,0.15698741376399994,0.1742178201675415,0.1896408498287201,0.09935528039932251,0.263633131980896,0.18147559463977814,0.1439376026391983
burne-jones,0.2812958359718323,0.2017914354801178,0.317496657371521,0.21431756019592285,0.32335948944091797,0.41452664136886597,0.20236240327358246,0.24587924778461456,0.317496657371521,0.2802022397518158,0.2527039349079132,0.21719814836978912,0.23369723558425903
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.21950000524520874,0.588965117931366,0.33018311858177185,0.26358747482299805,0.5352458953857422,0.5934505462646484,0.23737919330596924,0.25001537799835205,0.22915366291999817,0.4130953550338745
