,how,many,days,after,gagarin,'s,flight,did,the,us,house,committee,on,science,and,astronautics,meet,?
flight,0.14079724252223969,0.15306435525417328,0.08953852951526642,0.190263569355011,0.35454991459846497,-0.034391406923532486,0.9999999403953552,0.1307949423789978,0.2498224973678589,0.16908402740955353,0.1483289897441864,0.14786812663078308,0.23161520063877106,0.12540031969547272,0.1828005611896515,0.3478023409843445,0.12747856974601746,0.20568472146987915
",",0.22659391164779663,0.40610817074775696,0.34504905343055725,0.38860568404197693,0.24463295936584473,-0.0016132977325469255,0.23669111728668213,0.3015086054801941,0.4933079481124878,0.3120202422142029,0.28236111998558044,0.20982497930526733,0.49057599902153015,0.2623405158519745,0.6633074283599854,0.26936814188957214,0.31995680928230286,0.31091248989105225
many,0.4425291419029236,0.9999999403953552,0.19773665070533752,0.2586410939693451,0.18516641855239868,0.01698932610452175,0.15306435525417328,0.375588983297348,0.4335206151008606,0.2307271808385849,0.1727023720741272,0.1689344346523285,0.32520127296447754,0.2819631099700928,0.5296266674995422,0.18590910732746124,0.23646774888038635,0.2124512493610382
congressmen,0.22360733151435852,0.2294582575559616,0.1324298083782196,0.09459691494703293,0.10544192790985107,0.000506448675878346,0.15620450675487518,0.240304097533226,0.27902230620384216,0.35577452182769775,0.3679857850074768,0.4491196870803833,0.2095949500799179,0.16995078325271606,0.21379517018795013,0.26681387424468994,0.2050984650850296,0.18203021585941315
pledged,0.15377216041088104,0.10688763856887817,0.20630833506584167,0.2721361517906189,0.14911173284053802,0.026280498132109642,0.18179692327976227,0.29594528675079346,0.2573625147342682,0.20452120900154114,0.11376095563173294,0.30288198590278625,0.18098102509975433,0.08764670789241791,0.19669251143932343,0.18877187371253967,0.2129002958536148,0.18698956072330475
their,0.3316696584224701,0.4574248492717743,0.19366109371185303,0.30973172187805176,0.19053404033184052,-0.005530759692192078,0.14081187546253204,0.38078752160072327,0.516537070274353,0.18662944436073303,0.16313053667545319,0.14594750106334686,0.3598666191101074,0.16402384638786316,0.45114588737487793,0.1625509411096573,0.2155275195837021,0.1898253709077835
support,0.28316521644592285,0.25043240189552307,0.18454226851463318,0.17943866550922394,0.16664764285087585,-0.013377348892390728,0.11918754130601883,0.2911772131919861,0.22984638810157776,0.20209409296512604,0.11359651386737823,0.22387665510177612,0.26417678594589233,0.22079502046108246,0.25609129667282104,0.21963126957416534,0.2089882344007492,0.22626608610153198
for,0.3308170735836029,0.40972793102264404,0.2734130620956421,0.3650246858596802,0.22297516465187073,-0.07241261005401611,0.13066017627716064,0.318512886762619,0.4739971458911896,0.26768606901168823,0.20432360470294952,0.29222947359085083,0.36199691891670227,0.23603716492652893,0.5064792633056641,0.2571440041065216,0.25528255105018616,0.264628142118454
a,0.29312583804130554,0.2872205972671509,0.24421119689941406,0.3831600844860077,0.2911933660507202,0.04866964742541313,0.23704352974891663,0.2552328109741211,0.5829201340675354,0.1862444281578064,0.26758551597595215,0.1903151571750641,0.3848365545272827,0.2378881424665451,0.3739250600337982,0.17500989139080048,0.14505931735038757,0.23916715383529663
crash,0.09632044285535812,0.16141875088214874,0.1881110668182373,0.24515536427497864,0.31514427065849304,0.11846484243869781,0.5033264756202698,0.17460034787654877,0.22774840891361237,0.17799699306488037,0.1449124962091446,0.18006525933742523,0.23256413638591766,0.12458937615156174,0.22961387038230896,0.20495657622814178,0.14813752472400665,0.10927160084247589
program,0.29295584559440613,0.23491419851779938,0.13974666595458984,0.20372994244098663,0.2608732581138611,0.0445902980864048,0.2009536623954773,0.18915289640426636,0.22986935079097748,0.16980400681495667,0.06584461033344269,0.21612441539764404,0.23327119648456573,0.29188770055770874,0.24895258247852325,0.328830748796463,0.1375444084405899,0.1440187245607376
aimed,0.2377399355173111,0.19768163561820984,0.11034439504146576,0.12013537436723709,0.15332388877868652,0.05958856642246246,0.11722725629806519,0.15651002526283264,0.2317158579826355,0.19590751826763153,0.05255458503961563,0.13574980199337006,0.266986608505249,0.21261657774448395,0.23274865746498108,0.2137906551361084,0.16910916566848755,0.2069684863090515
at,0.2154216170310974,0.2716965675354004,0.2978195548057556,0.3622083067893982,0.1869831681251526,-0.08481216430664062,0.18934161961078644,0.28390252590179443,0.457212895154953,0.2341633439064026,0.23401996493339539,0.21561488509178162,0.4806317389011383,0.16367051005363464,0.3571503460407257,0.23668986558914185,0.2383149415254593,0.21978627145290375
ensuring,0.35282546281814575,0.27915266156196594,0.18384937942028046,0.2952047288417816,0.18604698777198792,-0.062648706138134,0.13290099799633026,0.22356928884983063,0.3673766553401947,0.18392159044742584,0.1571444422006607,0.24766094982624054,0.21682332456111908,0.2277100831270218,0.3183637261390686,0.18384547531604767,0.3102826476097107,0.201530322432518
that,0.557814359664917,0.5391656160354614,0.3029259145259857,0.373811811208725,0.20286619663238525,0.04397977516055107,0.17310753464698792,0.47518548369407654,0.5473989248275757,0.282404363155365,0.1695767343044281,0.2412172257900238,0.42569106817245483,0.2881232798099518,0.4731321930885315,0.2523745596408844,0.32301846146583557,0.32716336846351624
america,0.19301444292068481,0.30219417810440063,0.15972818434238434,0.17218677699565887,0.11572320014238358,0.04083184897899628,0.19649244844913483,0.2212076634168625,0.37090015411376953,0.2523760497570038,0.15141832828521729,0.13253507018089294,0.24962958693504333,0.19620242714881897,0.2647855281829834,0.17756906151771545,0.17270562052726746,0.19333907961845398
would,0.43239715695381165,0.33440667390823364,0.25605031847953796,0.31067174673080444,0.20076459646224976,0.036968596279621124,0.12406906485557556,0.6268245577812195,0.4133751392364502,0.30914580821990967,0.16854475438594818,0.19872711598873138,0.35589995980262756,0.1530524343252182,0.34921059012413025,0.24411249160766602,0.24159765243530273,0.37178951501846313
catch,0.25029826164245605,0.25074586272239685,0.16771097481250763,0.20778928697109222,0.1347612589597702,0.012483660131692886,0.17922767996788025,0.21810436248779297,0.22350099682807922,0.1610519140958786,0.11239253729581833,0.11194033175706863,0.22425855696201324,0.1896720826625824,0.25712910294532776,0.15812978148460388,0.2178991138935089,0.28881779313087463
up,0.2819872200489044,0.2688518464565277,0.23119395971298218,0.3247016668319702,0.19324958324432373,-0.08862818777561188,0.10883155465126038,0.21613863110542297,0.38423117995262146,0.2557620108127594,0.2032681107521057,0.17760077118873596,0.34194523096084595,0.10360313951969147,0.4032393991947174,0.16498206555843353,0.2726246118545532,0.1819818764925003
.,0.3287222981452942,0.3974229395389557,0.2610209584236145,0.35870397090911865,0.19596470892429352,-0.003708066651597619,0.23302660882472992,0.35288307070732117,0.5934505462646484,0.3162994682788849,0.2607949376106262,0.18011361360549927,0.49257001280784607,0.21781636774539948,0.588965117931366,0.23531638085842133,0.26616400480270386,0.4130953550338745
