,what,philadelphia,institution,did,tesla,give,a,demonstration,to,?
go,0.35329025983810425,0.13666413724422455,0.19404637813568115,0.2978402376174927,0.07152407616376877,0.338088721036911,0.24019409716129303,0.12716884911060333,0.384844571352005,0.25942572951316833
back,0.2965294420719147,0.18633243441581726,0.11407609283924103,0.2601068317890167,0.09240715950727463,0.29843875765800476,0.31908270716667175,0.16808371245861053,0.4675939381122589,0.2397768795490265
as,0.31749409437179565,0.20547647774219513,0.2540753185749054,0.3596470057964325,0.10285310447216034,0.2826775014400482,0.39550232887268066,0.18670177459716797,0.42092081904411316,0.27043893933296204
far,0.34794166684150696,0.05636739358305931,0.12123420834541321,0.2696933448314667,0.06658289581537247,0.2230556756258011,0.21638330817222595,0.16254375874996185,0.3375735878944397,0.2170870453119278
as,0.31749409437179565,0.20547647774219513,0.2540753185749054,0.3596470057964325,0.10285310447216034,0.2826775014400482,0.39550232887268066,0.18670177459716797,0.42092081904411316,0.27043893933296204
lectures,0.16927680373191833,0.20837955176830292,0.3646560311317444,0.13526086509227753,0.18384160101413727,0.226920485496521,0.13063503801822662,0.32065659761428833,0.1824266016483307,0.08656831085681915
and,0.31309178471565247,0.23256218433380127,0.2360319048166275,0.34479495882987976,0.19560420513153076,0.3040338158607483,0.3739250600337982,0.238117516040802,0.48971283435821533,0.20544172823429108
demonstrations,0.17201164364814758,0.18748721480369568,0.29791581630706787,0.2054494321346283,0.31990721821784973,0.14861802756786346,0.23741081357002258,0.951759934425354,0.23667319118976593,0.13306647539138794
in,0.30808621644973755,0.2310326248407364,0.2544989287853241,0.2593238651752472,0.17097744345664978,0.20895415544509888,0.539380669593811,0.27814018726348877,0.45010748505592346,0.20430970191955566
1893,0.12838007509708405,-0.02864804118871689,0.14164280891418457,0.10365716367959976,0.030090492218732834,0.01831613853573799,0.11840973794460297,0.14534568786621094,0.03315379098057747,0.0544506311416626
in,0.30808621644973755,0.2310326248407364,0.2544989287853241,0.2593238651752472,0.17097744345664978,0.20895415544509888,0.539380669593811,0.27814018726348877,0.45010748505592346,0.20430970191955566
st.,0.10219959169626236,0.09987665712833405,0.12121561169624329,0.11965964734554291,0.17469142377376556,0.14269159734249115,0.23918339610099792,0.11075221002101898,0.20982599258422852,0.13592876493930817
louis,0.11922219395637512,0.37933608889579773,0.14273636043071747,0.21384841203689575,0.1417468637228012,0.11672084033489227,0.17078496515750885,0.1331648826599121,0.16961874067783356,0.09819188714027405
",",0.3087472915649414,0.2438405156135559,0.21709872782230377,0.3015086054801941,0.20599327981472015,0.2844066619873047,0.427140474319458,0.27810192108154297,0.44245919585227966,0.31091248989105225
missouri,0.10127124935388565,0.3859516382217407,0.22342798113822937,0.17902375757694244,0.09005247801542282,0.09403223544359207,0.19868160784244537,0.13542835414409637,0.1851053535938263,0.12270703911781311
",",0.3087472915649414,0.2438405156135559,0.21709872782230377,0.3015086054801941,0.20599327981472015,0.2844066619873047,0.427140474319458,0.27810192108154297,0.44245919585227966,0.31091248989105225
the,0.42745697498321533,0.22828452289104462,0.2866198718547821,0.34736719727516174,0.1324402391910553,0.29086416959762573,0.5829201340675354,0.2881111800670624,0.535392165184021,0.22068053483963013
franklin,0.21424500644207,0.3861793875694275,0.22961470484733582,0.23010779917240143,0.2136397808790207,0.14015565812587738,0.20191779732704163,0.1947213113307953,0.2644219994544983,0.13006849586963654
institute,0.17608846724033356,0.22298458218574524,0.6674761772155762,0.13879841566085815,0.15442416071891785,0.06639273464679718,0.15834029018878937,0.2550179362297058,0.18375186622142792,0.115291528403759
in,0.30808621644973755,0.2310326248407364,0.2544989287853241,0.2593238651752472,0.17097744345664978,0.20895415544509888,0.539380669593811,0.27814018726348877,0.45010748505592346,0.20430970191955566
philadelphia,0.15730510652065277,1.0000001192092896,0.23903191089630127,0.20333942770957947,0.13968037068843842,0.14422835409641266,0.15372835099697113,0.17657534778118134,0.2041943073272705,0.1888369768857956
",",0.3087472915649414,0.2438405156135559,0.21709872782230377,0.3015086054801941,0.20599327981472015,0.2844066619873047,0.427140474319458,0.27810192108154297,0.44245919585227966,0.31091248989105225
pennsylvania,0.1857142448425293,0.6625816822052002,0.2469274401664734,0.16386812925338745,0.13402871787548065,0.10503658652305603,0.19290561974048615,0.1618141233921051,0.15052372217178345,0.14032292366027832
",",0.3087472915649414,0.2438405156135559,0.21709872782230377,0.3015086054801941,0.20599327981472015,0.2844066619873047,0.427140474319458,0.27810192108154297,0.44245919585227966,0.31091248989105225
and,0.31309178471565247,0.23256218433380127,0.2360319048166275,0.34479495882987976,0.19560420513153076,0.3040338158607483,0.3739250600337982,0.238117516040802,0.48971283435821533,0.20544172823429108
the,0.42745697498321533,0.22828452289104462,0.2866198718547821,0.34736719727516174,0.1324402391910553,0.29086416959762573,0.5829201340675354,0.2881111800670624,0.535392165184021,0.22068053483963013
national,0.16882304847240448,0.2682853043079376,0.39951252937316895,0.17743784189224243,0.10101384669542313,0.1315648853778839,0.27889734506607056,0.2225034236907959,0.21067756414413452,0.15643028914928436
electric,0.15451551973819733,0.14489012956619263,0.1518412083387375,0.12459144741296768,0.3824412524700165,0.19787651300430298,0.24061402678489685,0.19200682640075684,0.2115597426891327,0.15674720704555511
light,0.22953972220420837,0.1607167273759842,0.14797380566596985,0.18105649948120117,0.15772268176078796,0.25217074155807495,0.2622554302215576,0.12658442556858063,0.22474321722984314,0.17429810762405396
association,0.13908448815345764,0.2090519517660141,0.3634685277938843,0.13464757800102234,0.03720048442482948,0.10508286952972412,0.22860166430473328,0.18147987127304077,0.19401024281978607,0.1542656421661377
.,0.3567904531955719,0.23787328600883484,0.19818365573883057,0.35288307070732117,0.17949827015399933,0.34017711877822876,0.50484299659729,0.20932240784168243,0.4645031690597534,0.4130953550338745
