,barro,found,there,is,little,relation,between,income,inequality,and,rates,of,what,?
is,0.1727064698934555,0.3526395261287689,0.3904260993003845,1.0,0.23436859250068665,0.2880297899246216,0.26809602975845337,0.14559021592140198,0.1953488290309906,0.3859752118587494,0.24308988451957703,0.4854315221309662,0.28837618231773376,0.22961433231830597
``,-0.011950498446822166,0.013845388777554035,0.0756821483373642,0.058766357600688934,-0.006054630968719721,0.12799957394599915,0.08136986941099167,0.05631798505783081,0.15881292521953583,0.036644238978624344,0.10148345679044724,0.06780257821083069,0.008517155423760414,0.0685480609536171
little,0.14413052797317505,0.15313628315925598,0.3158206641674042,0.23436859250068665,1.0,0.19162049889564514,0.14796018600463867,0.15997743606567383,0.17800962924957275,0.2627353072166443,0.21839365363121033,0.20116642117500305,0.2614184617996216,0.20336517691612244
overall,0.09550472348928452,0.18927881121635437,0.18860143423080444,0.21297959983348846,0.1736399531364441,0.16513153910636902,0.16020120680332184,0.23232944309711456,0.2508786916732788,0.25946861505508423,0.2827337980270386,0.2889781594276428,0.23488298058509827,0.18573027849197388
relation,0.11105109006166458,0.18841078877449036,0.22189444303512573,0.2880297899246216,0.19162049889564514,1.0,0.41062214970588684,0.26757752895355225,0.4759661555290222,0.3051023781299591,0.22549037635326385,0.29761821031570435,0.3144443929195404,0.1898830384016037
between,0.15460608899593353,0.17483356595039368,0.37209540605545044,0.26809602975845337,0.14796018600463867,0.41062214970588684,0.9999999403953552,0.22600169479846954,0.29772037267684937,0.40645647048950195,0.22652660310268402,0.3737983703613281,0.2462156116962433,0.12887074053287506
income,0.09032013267278671,0.15905648469924927,0.2881235182285309,0.14559021592140198,0.15997743606567383,0.26757752895355225,0.22600169479846954,1.0,0.46967795491218567,0.2518245577812195,0.46031635999679565,0.2581324577331543,0.21837803721427917,0.14935168623924255
inequality,0.1177615076303482,0.11657499521970749,0.2481875717639923,0.1953488290309906,0.17800962924957275,0.4759661555290222,0.29772037267684937,0.46967795491218567,1.0000001192092896,0.2590520679950714,0.3752773702144623,0.27910974621772766,0.30072227120399475,0.23619021475315094
and,0.25195690989494324,0.27978911995887756,0.4242868423461914,0.3859752118587494,0.2627353072166443,0.3051023781299591,0.40645647048950195,0.2518245577812195,0.2590520679950714,1.0,0.2589600086212158,0.5116966962814331,0.31309178471565247,0.20544172823429108
rates,0.11198664456605911,0.1947016417980194,0.2448410838842392,0.24308988451957703,0.21839365363121033,0.22549037635326385,0.22652660310268402,0.46031635999679565,0.3752773702144623,0.2589600086212158,1.0,0.2585311233997345,0.2148645967245102,0.13808594644069672
of,0.20676353573799133,0.2982911467552185,0.44397735595703125,0.4854315221309662,0.20116642117500305,0.29761821031570435,0.3737983703613281,0.2581324577331543,0.27910974621772766,0.5116966962814331,0.2585311233997345,1.0,0.33290785551071167,0.1826142966747284
growth,0.004866259638220072,0.17911212146282196,0.22773556411266327,0.2256266176700592,0.20421618223190308,0.24488119781017303,0.15071266889572144,0.37261080741882324,0.3248327970504761,0.2731747627258301,0.4353044331073761,0.2679378092288971,0.1739405393600464,0.07547862827777863
and,0.25195690989494324,0.27978911995887756,0.4242868423461914,0.3859752118587494,0.2627353072166443,0.3051023781299591,0.40645647048950195,0.2518245577812195,0.2590520679950714,1.0,0.2589600086212158,0.5116966962814331,0.31309178471565247,0.20544172823429108
investment,0.17563726007938385,0.14153556525707245,0.18834252655506134,0.22608432173728943,0.1794378161430359,0.32053637504577637,0.1843268871307373,0.4899829924106598,0.37353989481925964,0.22590497136116028,0.4000754654407501,0.24637944996356964,0.21795563399791718,0.17811161279678345
'',0.0037106722593307495,0.09618200361728668,0.03646579384803772,0.0793738141655922,-0.026414765045046806,0.0650806799530983,0.060806289315223694,-0.01438893098384142,-0.020039280876517296,0.021612688899040222,-0.10301432013511658,0.13035868108272552,0.08143015950918198,0.018684765323996544
.,0.2221866250038147,0.3618174195289612,0.43897318840026855,0.4569662809371948,0.24199113249778748,0.23840641975402832,0.30295518040657043,0.26448529958724976,0.22563500702381134,0.588965117931366,0.2061878889799118,0.5352458953857422,0.3567904531955719,0.4130953550338745
