,with,whom,was,temüjin,'s,first,important,alliance,?
or,0.38158315420150757,0.14442291855812073,0.2330796718597412,0.3339405953884125,0.06871571391820908,0.23187343776226044,0.28368809819221497,0.18647357821464539,0.32389625906944275
",",0.4120737314224243,0.25587570667266846,0.45456063747406006,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.3452564477920532,0.21540239453315735,0.31091248989105225
according,0.25230053067207336,0.19996094703674316,0.31116798520088196,0.2713835537433624,-0.0037221983075141907,0.1620355099439621,0.17643703520298004,0.13631996512413025,0.21173474192619324
to,0.4239959120750427,0.3108522593975067,0.3636345863342285,0.36858871579170227,0.03782717138528824,0.3792489171028137,0.30913278460502625,0.1834360659122467,0.29463258385658264
other,0.44086363911628723,0.2738357186317444,0.14651623368263245,0.28115615248680115,0.04445967823266983,0.23885147273540497,0.4005765914916992,0.20509369671344757,0.24682199954986572
sources,0.17556439340114594,0.14407886564731598,0.1857762485742569,0.32620787620544434,-0.006692466326057911,0.1632397621870041,0.28233635425567627,0.18137207627296448,0.2886999845504761
",",0.4120737314224243,0.25587570667266846,0.45456063747406006,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.3452564477920532,0.21540239453315735,0.31091248989105225
a,0.3783375024795532,0.21455949544906616,0.4508470594882965,0.36845725774765015,0.04866964742541313,0.4287874400615692,0.2963852882385254,0.17512522637844086,0.23916715383529663
vassal,0.1811034083366394,0.21912090480327606,0.19045355916023254,0.4159225523471832,0.010532396845519543,0.1371714472770691,0.2040693312883377,0.3375898003578186,0.11192825436592102
),0.3069596290588379,0.1573808193206787,0.3267642855644226,0.23526804149150848,0.021107977256178856,0.27228695154190063,0.22956669330596924,0.19978855550289154,0.42300865054130554
to,0.4239959120750427,0.3108522593975067,0.3636345863342285,0.36858871579170227,0.03782717138528824,0.3792489171028137,0.30913278460502625,0.1834360659122467,0.29463258385658264
his,0.33836179971694946,0.38462314009666443,0.4405253231525421,0.4682264029979706,0.047556519508361816,0.3241460621356964,0.198139950633049,0.16836421191692352,0.18075084686279297
father,0.17124000191688538,0.3707174062728882,0.3492507338523865,0.40216585993766785,0.029256420210003853,0.2619543969631195,0.2405552715063095,0.2123403549194336,0.14826634526252747
's,-0.04624466598033905,0.006846526637673378,0.008974763564765453,-0.010023289360105991,0.9999999403953552,-0.014458609744906425,-0.0359678789973259,0.030921565368771553,-0.023395681753754616
anda,0.09638990461826324,0.06408320367336273,0.116753488779068,0.263322651386261,0.026845021173357964,0.15821169316768646,0.13135364651679993,0.14520566165447235,0.19407446682453156
(,0.29503780603408813,0.1562120020389557,0.2980341613292694,0.2132648229598999,0.0012731997994706035,0.2450505793094635,0.21277278661727905,0.20454484224319458,0.40561532974243164
sworn,0.11670447140932083,0.19924192130565643,0.30541273951530457,0.27081719040870667,-0.03682110831141472,0.23432226479053497,0.11907590925693512,0.23136086761951447,0.21179816126823425
brother,0.2479206919670105,0.3126176595687866,0.30654317140579224,0.3288313150405884,-0.0180375799536705,0.18738077580928802,0.1115662083029747,0.20215176045894623,0.14267398416996002
or,0.38158315420150757,0.14442291855812073,0.2330796718597412,0.3339405953884125,0.06871571391820908,0.23187343776226044,0.28368809819221497,0.18647357821464539,0.32389625906944275
blood,0.16979560256004333,0.1359289288520813,0.16721275448799133,0.3476357161998749,-0.08394692093133926,0.20242731273174286,0.21761925518512726,0.1779138147830963,0.156274676322937
brother,0.2479206919670105,0.3126176595687866,0.30654317140579224,0.3288313150405884,-0.0180375799536705,0.18738077580928802,0.1115662083029747,0.20215176045894623,0.14267398416996002
),0.3069596290588379,0.1573808193206787,0.3267642855644226,0.23526804149150848,0.021107977256178856,0.27228695154190063,0.22956669330596924,0.19978855550289154,0.42300865054130554
toghrul,0.3018297851085663,0.2269856482744217,0.2445739507675171,0.3945753872394562,0.1209915354847908,0.24719583988189697,0.2808241546154022,0.26518481969833374,0.24630779027938843
",",0.4120737314224243,0.25587570667266846,0.45456063747406006,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.3452564477920532,0.21540239453315735,0.31091248989105225
who,0.3282766342163086,0.6214004158973694,0.3318818509578705,0.416724294424057,0.05599616840481758,0.39065709710121155,0.23735733330249786,0.2444635033607483,0.26220351457595825
was,0.27411898970603943,0.2438793033361435,1.0000001192092896,0.38774195313453674,0.008974763564765453,0.5022147297859192,0.24924467504024506,0.22298447787761688,0.18412111699581146
khan,0.12498863786458969,0.20133475959300995,0.23483267426490784,0.5100751519203186,0.05307086929678917,0.18324014544487,0.13576774299144745,0.2084381878376007,0.12862591445446014
of,0.41827285289764404,0.2070929855108261,0.4069072902202606,0.378805011510849,-0.03817026689648628,0.3536086082458496,0.43301743268966675,0.23659467697143555,0.1826142966747284
the,0.4223487675189972,0.23752936720848083,0.48711544275283813,0.43713900446891785,-0.01540423184633255,0.49448907375335693,0.39348116517066956,0.24372223019599915,0.22068053483963013
keraites,0.2321513295173645,0.29179710149765015,0.20751924812793732,0.4626360833644867,0.057016488164663315,0.18162801861763,0.3396386504173279,0.17351098358631134,0.20962880551815033
",",0.4120737314224243,0.25587570667266846,0.45456063747406006,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.3452564477920532,0.21540239453315735,0.31091248989105225
and,0.5477725267410278,0.3148667514324188,0.3740963041782379,0.3789469599723816,0.06895173341035843,0.3167642652988434,0.37549954652786255,0.2595731019973755,0.20544172823429108
is,0.3250955045223236,0.15196239948272705,0.5810302495956421,0.2998083829879761,0.02396530658006668,0.30889374017715454,0.350485235452652,0.14165513217449188,0.22961433231830597
better,0.2527548372745514,0.17014575004577637,0.17653010785579681,0.22995801270008087,0.06539846956729889,0.22765673696994781,0.27501770853996277,0.15251679718494415,0.32159438729286194
known,0.23440474271774292,0.16026067733764648,0.35203275084495544,0.28133606910705566,0.008368984796106815,0.274125337600708,0.3669378161430359,0.1637255996465683,0.18314571678638458
by,0.39731505513191223,0.28481900691986084,0.4752357602119446,0.2763390839099884,-0.010884488001465797,0.3877052962779999,0.1897295117378235,0.1681973785161972,0.17966607213020325
the,0.4223487675189972,0.23752936720848083,0.48711544275283813,0.43713900446891785,-0.01540423184633255,0.49448907375335693,0.39348116517066956,0.24372223019599915,0.22068053483963013
chinese,0.18660885095596313,0.19086508452892303,0.21259073913097382,0.467719167470932,0.01673142798244953,0.24327513575553894,0.1904233992099762,0.1798384040594101,0.20843194425106049
title,0.16094465553760529,0.17377601563930511,0.19408874213695526,0.2721523642539978,-0.01928652636706829,0.2900196313858032,0.15942122042179108,0.12325616180896759,0.34551161527633667
``,0.08974023163318634,0.08975642174482346,-0.012679691426455975,0.08535800129175186,-0.03416389226913452,0.006519378628581762,0.12753228843212128,0.040044188499450684,0.0685480609536171
wang,0.16027633845806122,0.12629066407680511,0.2320348173379898,0.4584227502346039,-0.027916643768548965,0.18800728023052216,0.148163303732872,0.19611628353595734,0.17497806251049042
khan,0.12498863786458969,0.20133475959300995,0.23483267426490784,0.5100751519203186,0.05307086929678917,0.18324014544487,0.13576774299144745,0.2084381878376007,0.12862591445446014
'',0.07907696813344955,-0.006111889611929655,0.04456103965640068,0.07828018069267273,-0.04859459400177002,-0.03874251991510391,0.03843875601887703,0.0329141803085804,0.018684765323996544
",",0.4120737314224243,0.25587570667266846,0.45456063747406006,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.3452564477920532,0.21540239453315735,0.31091248989105225
which,0.46403205394744873,0.2923651933670044,0.2830964922904968,0.37199702858924866,0.03856118768453598,0.3828166127204895,0.37798872590065,0.20220161974430084,0.25814583897590637
the,0.4223487675189972,0.23752936720848083,0.48711544275283813,0.43713900446891785,-0.01540423184633255,0.49448907375335693,0.39348116517066956,0.24372223019599915,0.22068053483963013
jurchen,0.19818700850009918,0.25823765993118286,0.250986248254776,0.53314608335495,0.023268923163414,0.2671116888523102,0.197027787566185,0.24880164861679077,0.2415906935930252
jin,0.1661251038312912,0.14074498414993286,0.14832298457622528,0.6339211463928223,-0.011056434363126755,0.12568676471710205,0.13026294112205505,0.1552722007036209,0.12195159494876862
dynasty,0.1163286566734314,0.1567458212375641,0.24324211478233337,0.4867609441280365,-0.03789631649851799,0.17728228867053986,0.2450445592403412,0.2516898214817047,0.15884074568748474
granted,0.18395382165908813,0.2652078866958618,0.213484525680542,0.26214703917503357,-0.13352671265602112,0.2043236643075943,0.19446246325969696,0.13438911736011505,0.22870221734046936
him,0.30843743681907654,0.46653813123703003,0.3675798773765564,0.452009379863739,0.004161491058766842,0.27283504605293274,0.1751270592212677,0.196049764752388,0.23943768441677094
in,0.4080928862094879,0.20012985169887543,0.45514053106307983,0.3433155417442322,-0.037580832839012146,0.4127444326877594,0.3796374499797821,0.1712876558303833,0.20430970191955566
1197,-0.044711560010910034,-0.013523525558412075,0.012955786660313606,-0.01166518498212099,0.04525884613394737,-0.0102762496098876,-0.1440841555595398,0.10187514126300812,-0.11800234019756317
.,0.4446153938770294,0.26115289330482483,0.40146201848983765,0.31788840889930725,-0.003708066651597619,0.4345304071903229,0.33938494324684143,0.2052314132452011,0.4130953550338745
