,what,panther,defender,was,called,for,holding,on,third,down,?
three,0.24888746440410614,0.21614770591259003,0.12474457174539566,0.2748996615409851,0.3522195518016815,0.3032672107219696,0.21281583607196808,0.2742598354816437,0.36654382944107056,0.24450480937957764,0.20928427577018738
plays,0.12965579330921173,0.16150468587875366,0.40129899978637695,0.24187156558036804,0.24565565586090088,0.26689276099205017,0.15777985751628876,0.18588706851005554,0.19871293008327484,0.1205943301320076,0.14138242602348328
",",0.3087472915649414,0.20294712483882904,0.24717968702316284,0.45456063747406006,0.26549121737480164,0.4464869201183319,0.2482093721628189,0.49057599902153015,0.283071368932724,0.23362469673156738,0.31091248989105225
but,0.5029441118240356,0.19417795538902283,0.15554918348789215,0.36023372411727905,0.34633150696754456,0.45162561535835266,0.28390663862228394,0.3584071099758148,0.28378233313560486,0.30975142121315,0.27921953797340393
a,0.3320399522781372,0.262620747089386,0.2459854632616043,0.4508470594882965,0.4868806302547455,0.44038116931915283,0.3320668041706085,0.3848365545272827,0.35260438919067383,0.2387222796678543,0.23916715383529663
holding,0.2065298706293106,0.17658257484436035,0.2545326054096222,0.18529468774795532,0.2147308737039566,0.28250807523727417,0.9999999403953552,0.26245012879371643,0.1611882597208023,0.2453417330980301,0.17956523597240448
penalty,0.24059176445007324,0.1996527463197708,0.3149554133415222,0.18172121047973633,0.07780307531356812,0.22955355048179626,0.1165095865726471,0.13016977906227112,0.12116797268390656,0.11559346318244934,0.1639929711818695
on,0.34226128458976746,0.1322866976261139,0.18865512311458588,0.3909217119216919,0.25462663173675537,0.36199691891670227,0.26245012879371643,0.9999999403953552,0.24143609404563904,0.28514569997787476,0.2714994251728058
cornerback,0.1314937174320221,0.3418470323085785,0.41826754808425903,0.23499144613742828,0.1891796588897705,0.23308968544006348,0.1360749751329422,0.25129425525665283,0.2121099829673767,0.1811041533946991,0.12237537652254105
josh,0.14191630482673645,0.2070409506559372,0.1301107406616211,0.2636607587337494,0.14372079074382782,0.2264750897884369,0.12121162563562393,0.1944034844636917,0.14166684448719025,0.059051401913166046,0.1523149460554123
norman,0.12319435924291611,0.08193981647491455,0.13177889585494995,0.21643765270709991,0.13934558629989624,0.1822807788848877,0.11589458584785461,0.1426471471786499,0.06299285590648651,0.10010121762752533,0.12243545055389404
gave,0.14222867786884308,0.0848771333694458,0.19977721571922302,0.42201077938079834,0.25153306126594543,0.3676709234714508,0.24376744031906128,0.2442021518945694,0.1619110256433487,0.14299100637435913,0.1910865753889084
the,0.42745697498321533,0.21149678528308868,0.23814363777637482,0.48711544275283813,0.489897221326828,0.4739971458911896,0.31092849373817444,0.5107308030128479,0.4229298532009125,0.3325848877429962,0.22068053483963013
broncos,0.1787765771150589,0.33352431654930115,0.33415770530700684,0.23574475944042206,0.24751459062099457,0.2739109396934509,0.2164420783519745,0.17311601340770721,0.20801672339439392,0.13627566397190094,0.18377114832401276
a,0.3320399522781372,0.262620747089386,0.2459854632616043,0.4508470594882965,0.4868806302547455,0.44038116931915283,0.3320668041706085,0.3848365545272827,0.35260438919067383,0.2387222796678543,0.23916715383529663
new,0.2130378633737564,0.1731247454881668,0.1299647092819214,0.2748313844203949,0.2586444020271301,0.2700757384300232,0.10425861924886703,0.31106263399124146,0.22532865405082703,0.17361775040626526,0.14782847464084625
set,0.28954121470451355,0.20590202510356903,0.0770818293094635,0.22985222935676575,0.2661258578300476,0.30194196105003357,0.17813703417778015,0.23748746514320374,0.1906834840774536,0.17242838442325592,0.1698019951581955
of,0.33290785551071167,0.17737329006195068,0.20712707936763763,0.4069072902202606,0.4222904443740845,0.4185989499092102,0.25994744896888733,0.3966929316520691,0.30602210760116577,0.23279321193695068,0.1826142966747284
downs,0.0931164100766182,0.1555168479681015,0.14185884594917297,0.18749697506427765,0.15175756812095642,0.21536749601364136,0.14276576042175293,0.2255515307188034,0.11373943090438843,0.42358362674713135,0.13175012171268463
.,0.3567904531955719,0.2064773440361023,0.2555066645145416,0.40146201848983765,0.300344854593277,0.4726039469242096,0.2080790251493454,0.49257001280784607,0.3039522171020508,0.2362249493598938,0.4130953550338745
