,what,culture,'s,arrival,in,scotland,is,know,as,the,``,davidian,revolution,'',?
of,0.33290785551071167,0.27266472578048706,-0.03817026689648628,0.2117728888988495,0.5696388483047485,0.2208399921655655,0.4854315221309662,0.24288669228553772,0.3886612355709076,0.733189046382904,0.06780257821083069,0.2782803773880005,0.27144062519073486,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.27157285809516907,-0.01540423184633255,0.3051127791404724,0.6662389636039734,0.23846951127052307,0.5823672413825989,0.31593990325927734,0.48381632566452026,1.0,0.029072100296616554,0.31831222772598267,0.276140034198761,0.041273195296525955,0.22068053483963013
process,0.3466717302799225,0.17531223595142365,-0.12054654210805893,0.11894819885492325,0.19851736724376678,0.09617812186479568,0.21762968599796295,0.24940405786037445,0.22885268926620483,0.264274537563324,0.010990310460329056,0.13764803111553192,0.23990890383720398,-0.06434959173202515,0.2460896074771881
some,0.4491020441055298,0.2460697889328003,0.056411296129226685,0.2464056760072708,0.4010399878025055,0.19957596063613892,0.3038453459739685,0.44934993982315063,0.4293700158596039,0.4566698372364044,0.06408426910638809,0.22323721647262573,0.2090400755405426,0.04253336414694786,0.2562315762042999
scholars,0.2640625238418579,0.3101317584514618,0.06039043515920639,0.28655922412872314,0.137682244181633,0.16859987378120422,0.18092486262321472,0.2800343930721283,0.2219924032688141,0.2524346709251404,0.020995181053876877,0.3525683581829071,0.16365474462509155,0.12016328424215317,0.11279910802841187
call,0.3242133855819702,0.18765561282634735,-0.021786727011203766,0.15663492679595947,0.2520289719104767,0.12502454221248627,0.2742006778717041,0.3912064731121063,0.2785561680793762,0.26640447974205017,0.11138522624969482,0.15316596627235413,0.10110525041818619,-0.01835283823311329,0.23091886937618256
the,0.42745697498321533,0.27157285809516907,-0.01540423184633255,0.3051127791404724,0.6662389636039734,0.23846951127052307,0.5823672413825989,0.31593990325927734,0.48381632566452026,1.0,0.029072100296616554,0.31831222772598267,0.276140034198761,0.041273195296525955,0.22068053483963013
``,0.008517155423760414,0.01757078990340233,-0.03416389226913452,-0.00706872995942831,0.04765888676047325,-0.010282335802912712,0.058766357600688934,0.04465534910559654,0.03910288214683533,0.029072100296616554,1.0,0.009311053901910782,0.0425613708794117,-0.09173435717821121,0.0685480609536171
davidian,0.1918506771326065,0.2508186101913452,0.06479500234127045,0.18593968451023102,0.1952897161245346,0.20748038589954376,0.21463842689990997,0.15016651153564453,0.25704920291900635,0.31831222772598267,0.009311053901910782,1.0000001192092896,0.24330338835716248,0.11072760075330734,0.06754576414823532
revolution,0.1946869045495987,0.2774661183357239,-0.031944599002599716,0.15312404930591583,0.23010264337062836,0.07224214822053909,0.16210032999515533,0.20894582569599152,0.18969079852104187,0.276140034198761,0.0425613708794117,0.24330338835716248,0.9999999403953552,0.0015270650619640946,0.1727980077266693
'',0.08143015950918198,-0.02524700202047825,-0.04859459400177002,-0.03955736756324768,0.07432962208986282,0.021081311628222466,0.0793738141655922,0.06276578456163406,0.006628023460507393,0.041273195296525955,-0.09173435717821121,0.11072760075330734,0.0015270650619640946,1.0,0.018684765323996544
.,0.3567904531955719,0.24176450073719025,-0.003708066651597619,0.18154610693454742,0.5591574311256409,0.23843355476856232,0.4569662809371948,0.3386111259460449,0.515582263469696,0.5934505462646484,0.05720457062125206,0.17731410264968872,0.2770307958126068,-0.07181349396705627,0.4130953550338745
