,who,was,one,of,the,earliest,examples,of,civil,disobedience,against,?
resistance,0.1945410668849945,0.224801167845726,0.19868451356887817,0.24201548099517822,0.2521642744541168,0.13568222522735596,0.20367062091827393,0.24201548099517822,0.27002426981925964,0.39310237765312195,0.36061355471611023,0.026361597701907158
movements,0.19825470447540283,0.15315485000610352,0.1879092901945114,0.24170123040676117,0.31594985723495483,0.23718951642513275,0.3269859254360199,0.24170123040676117,0.2419094443321228,0.37486886978149414,0.22608718276023865,0.1501890867948532
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
india,0.2292683869600296,0.22117909789085388,0.2554246187210083,0.29747170209884644,0.3108653426170349,0.17180663347244263,0.1709742397069931,0.29747170209884644,0.18130739033222198,0.2790805995464325,0.18901005387306213,0.10473668575286865
(,0.2443375140428543,0.2980341613292694,0.2922096848487854,0.35032153129577637,0.33289089798927307,0.1286110132932663,0.18685734272003174,0.35032153129577637,0.16291406750679016,0.14515410363674164,0.17481690645217896,0.40561532974243164
gandhi,0.22198480367660522,0.183432474732399,0.16492405533790588,0.2484963834285736,0.23259694874286652,0.1091693565249443,0.14317171275615692,0.2484963834285736,0.30589789152145386,0.45138445496559143,0.2137967199087143,0.18234050273895264
's,0.05599616840481758,0.008974763564765453,0.06913424283266068,-0.03817026689648628,-0.01540423184633255,0.05525859445333481,-0.04718343913555145,-0.03817026689648628,-0.06354409456253052,0.027719656005501747,-0.0006242102244868875,-0.023395681753754616
campaigns,0.24375636875629425,0.22862818837165833,0.17700591683387756,0.26936405897140503,0.27786964178085327,0.12901973724365234,0.18716058135032654,0.26936405897140503,0.331876665353775,0.3399575650691986,0.3636043071746826,0.13006390631198883
for,0.37110671401023865,0.3863949179649353,0.384836345911026,0.4185989499092102,0.4739971458911896,0.237797811627388,0.3848060369491577,0.4185989499092102,0.1685788929462433,0.23370130360126495,0.3262052536010742,0.264628142118454
independence,0.19517529010772705,0.24797119200229645,0.22332985699176788,0.2965129017829895,0.2836182415485382,0.20436543226242065,0.12032867968082428,0.2965129017829895,0.32815662026405334,0.40463489294052124,0.2531825602054596,0.12301119416952133
from,0.27839982509613037,0.31171464920043945,0.32194891571998596,0.4249346852302551,0.40150508284568787,0.18898770213127136,0.24532081186771393,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.2447778731584549,0.19969791173934937
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
british,0.2666113078594208,0.31934812664985657,0.2232416272163391,0.23701532185077667,0.28973397612571716,0.12847091257572174,0.17037361860275269,0.23701532185077667,0.2382184863090515,0.24846328794956207,0.1403929740190506,0.09711728990077972
empire,0.18977859616279602,0.30602675676345825,0.16164056956768036,0.30522286891937256,0.32532164454460144,0.18275904655456543,0.14042411744594574,0.30522286891937256,0.21297308802604675,0.20652562379837036,0.22308263182640076,0.14909450709819794
),0.2457384318113327,0.3267642855644226,0.31658053398132324,0.3680361211299896,0.3456730246543884,0.15125347673892975,0.20013900101184845,0.3680361211299896,0.168956458568573,0.1570320576429367,0.17787303030490875,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
czechoslovakia,0.17056739330291748,0.21067622303962708,0.12737464904785156,0.13715681433677673,0.17898622155189514,0.07204040139913559,0.06075606867671013,0.13715681433677673,0.20948971807956696,0.2135223150253296,0.15881071984767914,0.14510126411914825
's,0.05599616840481758,0.008974763564765453,0.06913424283266068,-0.03817026689648628,-0.01540423184633255,0.05525859445333481,-0.04718343913555145,-0.03817026689648628,-0.06354409456253052,0.027719656005501747,-0.0006242102244868875,-0.023395681753754616
velvet,0.14196033775806427,0.18825951218605042,0.20480504631996155,0.183871328830719,0.2813343107700348,0.13518455624580383,0.15681806206703186,0.183871328830719,0.15737667679786682,0.22575002908706665,0.12474767863750458,0.08144046366214752
revolution,0.2163151353597641,0.3365444839000702,0.20096030831336975,0.27144062519073486,0.276140034198761,0.1957874894142151,0.14920072257518768,0.27144062519073486,0.3380163013935089,0.3442854583263397,0.21501266956329346,0.1727980077266693
and,0.41279885172843933,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.2148319035768509,0.35639533400535583,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.3292689621448517,0.20544172823429108
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
east,0.20229652523994446,0.2747166156768799,0.1930667608976364,0.314786434173584,0.3383176326751709,0.16950227320194244,0.10119198262691498,0.314786434173584,0.2007310837507248,0.2090636044740677,0.13514474034309387,0.10070597380399704
germany,0.2021419107913971,0.2618768811225891,0.22185970842838287,0.2942050099372864,0.3181285262107849,0.14007756114006042,0.15453599393367767,0.2942050099372864,0.17974872887134552,0.20452725887298584,0.2031944990158081,0.1388660967350006
to,0.42656609416007996,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.20613901317119598,0.23809245228767395,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.310872346162796,0.29463258385658264
oust,0.20802834630012512,0.3017151951789856,0.15318535268306732,0.24544863402843475,0.23557864129543304,0.09064333885908127,0.031669702380895615,0.24544863402843475,0.2624308168888092,0.2814335823059082,0.3172028660774231,0.128178209066391
their,0.3767721951007843,0.2396296262741089,0.3991999328136444,0.4329940676689148,0.516537070274353,0.21580231189727783,0.23857052624225616,0.4329940676689148,0.18000862002372742,0.31147265434265137,0.2741570472717285,0.1898253709077835
communist,0.2632272243499756,0.2940322756767273,0.2119041383266449,0.24402955174446106,0.24560265243053436,0.11644966900348663,0.07956772297620773,0.24402955174446106,0.32474783062934875,0.39765653014183044,0.2985011339187622,0.13955675065517426
governments,0.31170156598091125,0.25224968791007996,0.252449631690979,0.30223309993743896,0.2835306227207184,0.11998868733644485,0.24342195689678192,0.30223309993743896,0.29547783732414246,0.4009304940700531,0.2939453423023224,0.18805137276649475
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
south,0.19068880379199982,0.2792486846446991,0.2376968264579773,0.33382371068000793,0.3129390776157379,0.17768247425556183,0.12365318834781647,0.33382371068000793,0.26806536316871643,0.2275371253490448,0.21058155596256256,0.12336621433496475
africa,0.1834123730659485,0.1945687234401703,0.1596788763999939,0.2694264054298401,0.2903064787387848,0.22895324230194092,0.22135190665721893,0.2694264054298401,0.17994844913482666,0.24691563844680786,0.17227444052696228,0.12926554679870605
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
fight,0.3589325249195099,0.2078418880701065,0.29279565811157227,0.20101141929626465,0.28874441981315613,0.09203256666660309,0.17417217791080475,0.20101141929626465,0.24232299625873566,0.38511529564857483,0.46907472610473633,0.16463038325309753
against,0.2942115366458893,0.22972732782363892,0.2450990378856659,0.2669808566570282,0.3090755045413971,0.13629721105098724,0.19298771023750305,0.2669808566570282,0.22722691297531128,0.3858777582645416,1.0,0.18095137178897858
apartheid,0.23694339394569397,0.2379744052886963,0.20368948578834534,0.2410830557346344,0.2427075356245041,0.16541700065135956,0.13132917881011963,0.2410830557346344,0.34782013297080994,0.4770008325576782,0.3364097476005554,0.1311584711074829
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
american,0.3093835413455963,0.31632548570632935,0.21827346086502075,0.22180068492889404,0.24562937021255493,0.2046695351600647,0.16783465445041656,0.22180068492889404,0.2562917470932007,0.2408485859632492,0.13537569344043732,0.18877598643302917
civil,0.14972704648971558,0.24303317070007324,0.15266822278499603,0.24698495864868164,0.2477465271949768,0.1108841672539711,0.12049136310815811,0.24698495864868164,1.0,0.5442691445350647,0.22722691297531128,0.1494513899087906
rights,0.3146883249282837,0.19272007048130035,0.2279309630393982,0.19425496459007263,0.2579100430011749,0.14766724407672882,0.18034161627292633,0.19425496459007263,0.4687685966491699,0.4210108518600464,0.2796417474746704,0.21814769506454468
movement,0.1981392204761505,0.18520963191986084,0.19366180896759033,0.2662941515445709,0.339571475982666,0.23069894313812256,0.20724530518054962,0.2662941515445709,0.24947896599769592,0.3983685374259949,0.23060853779315948,0.1423349231481552
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
singing,0.23939043283462524,0.18716584146022797,0.18082915246486664,0.19703896343708038,0.20382609963417053,0.16084982454776764,0.13564395904541016,0.19703896343708038,0.14216934144496918,0.3224974274635315,0.15315529704093933,0.16125191748142242
revolution,0.2163151353597641,0.3365444839000702,0.20096030831336975,0.27144062519073486,0.276140034198761,0.1957874894142151,0.14920072257518768,0.27144062519073486,0.3380163013935089,0.3442854583263397,0.21501266956329346,0.1727980077266693
to,0.42656609416007996,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.20613901317119598,0.23809245228767395,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.310872346162796,0.29463258385658264
bring,0.27226024866104126,0.17927412688732147,0.25676268339157104,0.300091028213501,0.31620702147483826,0.08975513279438019,0.13080666959285736,0.300091028213501,0.24223020672798157,0.31379690766334534,0.21132592856884003,0.250621497631073
independence,0.19517529010772705,0.24797119200229645,0.22332985699176788,0.2965129017829895,0.2836182415485382,0.20436543226242065,0.12032867968082428,0.2965129017829895,0.32815662026405334,0.40463489294052124,0.2531825602054596,0.12301119416952133
to,0.42656609416007996,0.3636345863342285,0.4025384783744812,0.41548454761505127,0.535392165184021,0.20613901317119598,0.23809245228767395,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.310872346162796,0.29463258385658264
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
baltic,0.15177440643310547,0.16383758187294006,0.17846593260765076,0.2190263271331787,0.31626036763191223,0.16238045692443848,0.18275469541549683,0.2190263271331787,0.13600385189056396,0.1623852550983429,0.09527307748794556,0.06320890039205551
countries,0.3002627491950989,0.24139733612537384,0.3113413453102112,0.2800094783306122,0.33290645480155945,0.15182889997959137,0.3376963436603546,0.2800094783306122,0.21527278423309326,0.31026434898376465,0.2542102634906769,0.15128466486930847
from,0.27839982509613037,0.31171464920043945,0.32194891571998596,0.4249346852302551,0.40150508284568787,0.18898770213127136,0.24532081186771393,0.4249346852302551,0.11420916765928268,0.1641564965248108,0.2447778731584549,0.19969791173934937
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
soviet,0.19540928304195404,0.259528785943985,0.19795382022857666,0.17437179386615753,0.2312941700220108,0.12756329774856567,0.1126134917140007,0.17437179386615753,0.21523307263851166,0.22742103040218353,0.11852100491523743,0.08693568408489227
union,0.16662479937076569,0.23276571929454803,0.20057347416877747,0.2642118036746979,0.24421639740467072,0.09123880416154861,0.09542730450630188,0.2642118036746979,0.32730230689048767,0.30900609493255615,0.1828596144914627,0.07797172665596008
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
recently,0.33472123742103577,0.4035745859146118,0.2796787917613983,0.21953822672367096,0.2774651348590851,0.22947892546653748,0.1763712614774704,0.21953822672367096,0.13260480761528015,0.15481065213680267,0.18400713801383972,0.18352322280406952
with,0.3282766342163086,0.27411898970603943,0.3855307400226593,0.41827285289764404,0.4223487675189972,0.14942985773086548,0.2860853374004364,0.41827285289764404,0.13053880631923676,0.21576236188411713,0.317049115896225,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
2003,-0.21989917755126953,-0.14445069432258606,-0.15136916935443878,-0.16871118545532227,-0.14761915802955627,-0.08967282623052597,-0.0541260726749897,-0.16871118545532227,-0.0984472781419754,-0.09063290804624557,-0.15082204341888428,-0.17560148239135742
rose,0.1951330006122589,0.2609468102455139,0.18060985207557678,0.2557028830051422,0.28326278924942017,0.10595080256462097,0.10843530297279358,0.2557028830051422,0.14210473001003265,0.15720805525779724,0.0890536680817604,0.11847885698080063
revolution,0.2163151353597641,0.3365444839000702,0.20096030831336975,0.27144062519073486,0.276140034198761,0.1957874894142151,0.14920072257518768,0.27144062519073486,0.3380163013935089,0.3442854583263397,0.21501266956329346,0.1727980077266693
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
georgia,0.1704610288143158,0.19615234434604645,0.17200897634029388,0.22799049317836761,0.22469212114810944,0.0918792262673378,0.1292523294687271,0.22799049317836761,0.16737420856952667,0.18656671047210693,0.11455224454402924,0.14345775544643402
and,0.41279885172843933,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.2148319035768509,0.35639533400535583,0.5116966962814331,0.25259146094322205,0.3041999638080597,0.3292689621448517,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,0.5514441132545471,0.733189046382904,1.0,0.32825469970703125,0.30092597007751465,0.733189046382904,0.2477465271949768,0.30963727831840515,0.3090755045413971,0.22068053483963013
2004,-0.048497967422008514,-0.01421020831912756,-0.20817047357559204,-0.21980851888656616,-0.2467794269323349,-0.1196945533156395,-0.15973466634750366,-0.21980851888656616,-0.0567830465734005,-0.04134608805179596,-0.056494325399398804,-0.15923042595386505
orange,0.1434134840965271,0.1779351681470871,0.1336253136396408,0.2509242296218872,0.20814983546733856,0.08466478437185287,0.1005610004067421,0.2509242296218872,0.11806199699640274,0.11824873834848404,0.11464379727840424,0.1066059097647667
revolution,0.2163151353597641,0.3365444839000702,0.20096030831336975,0.27144062519073486,0.276140034198761,0.1957874894142151,0.14920072257518768,0.27144062519073486,0.3380163013935089,0.3442854583263397,0.21501266956329346,0.1727980077266693
in,0.2792111933231354,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3064194619655609,0.25567561388015747,0.5696388483047485,0.26466667652130127,0.3054615259170532,0.27273955941200256,0.20430970191955566
ukraine,0.14721648395061493,0.178083598613739,0.17010514438152313,0.20597773790359497,0.23817399144172668,0.083295077085495,0.12407282739877701,0.20597773790359497,0.1563154011964798,0.15224076807498932,0.13285502791404724,0.1616296023130417
",",0.3365725874900818,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.20733466744422913,0.2687304615974426,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31168749928474426,0.31091248989105225
among,0.32480236887931824,0.23730893433094025,0.3877730369567871,0.3679063022136688,0.3507058024406433,0.3173179030418396,0.33239904046058655,0.3679063022136688,0.1348482370376587,0.22375743091106415,0.21049022674560547,0.14343059062957764
other,0.3612329661846161,0.14651623368263245,0.45956575870513916,0.38583824038505554,0.44152235984802246,0.30556637048721313,0.4480701982975006,0.38583824038505554,0.17309200763702393,0.24770691990852356,0.2755064070224762,0.24682199954986572
various,0.21537287533283234,0.14120686054229736,0.21905072033405304,0.3196488320827484,0.3235042691230774,0.3231385052204132,0.35317936539649963,0.3196488320827484,0.13808923959732056,0.2675376534461975,0.18708036839962006,0.12823495268821716
movements,0.19825470447540283,0.15315485000610352,0.1879092901945114,0.24170123040676117,0.31594985723495483,0.23718951642513275,0.3269859254360199,0.24170123040676117,0.2419094443321228,0.37486886978149414,0.22608718276023865,0.1501890867948532
worldwide,0.22665558755397797,0.26323333382606506,0.30369606614112854,0.23144318163394928,0.2698158025741577,0.21963030099868774,0.240152046084404,0.23144318163394928,0.14691197872161865,0.16727186739444733,0.1610255092382431,0.2253960371017456
.,0.3541337847709656,0.40146201848983765,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.21521835029125214,0.28905922174453735,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.28705209493637085,0.4130953550338745
