,who,first,played,the,master,in,the,2007,series,?
to,0.42656609416007996,0.3792489171028137,0.14824016392230988,0.535392165184021,0.20949430763721466,0.45010748505592346,0.535392165184021,-0.1738293468952179,0.19879554212093353,0.29463258385658264
the,0.3733934462070465,0.49448907375335693,0.2603478729724884,1.0,0.19769129157066345,0.6662389636039734,1.0,-0.23657195270061493,0.31376904249191284,0.22068053483963013
role,0.2767873704433441,0.24300086498260498,0.3676716685295105,0.26607486605644226,0.17441819608211517,0.243671715259552,0.26607486605644226,-0.12379308044910431,0.34679755568504333,0.18676944077014923
multiple,0.18654736876487732,0.19396285712718964,0.07421573251485825,0.20022359490394592,0.1449165642261505,0.18657618761062622,0.20022359490394592,0.001281515578739345,0.17483021318912506,0.1591399908065796
times,0.24510560929775238,0.2957541346549988,0.1960964798927307,0.29093852639198303,0.11079239100217819,0.2427823841571808,0.29093852639198303,-0.1981903463602066,0.16098327934741974,0.18880689144134521
through,0.17793183028697968,0.25530800223350525,0.1272190362215042,0.44071322679519653,0.1207469031214714,0.38533157110214233,0.44071322679519653,-0.13527531921863556,0.19626353681087494,0.16913433372974396
the,0.3733934462070465,0.49448907375335693,0.2603478729724884,1.0,0.19769129157066345,0.6662389636039734,1.0,-0.23657195270061493,0.31376904249191284,0.22068053483963013
tenth,0.17883233726024628,0.4398987889289856,0.10891294479370117,0.3562787175178528,0.18712683022022247,0.2567424476146698,0.3562787175178528,-0.07406390458345413,0.22845880687236786,0.07833222299814224
doctor,0.3504868149757385,0.27244147658348083,0.20600740611553192,0.2820442318916321,0.2937511205673218,0.25567495822906494,0.2820442318916321,-0.010231979191303253,0.2712797522544861,0.1462511420249939
's,0.05599616840481758,-0.014458609744906425,0.03920676186680794,-0.01540423184633255,0.025999123230576515,-0.037580832839012146,-0.01540423184633255,-0.07339024543762207,0.0006390819908119738,-0.023395681753754616
tenure,0.22222712635993958,0.297039657831192,0.20845094323158264,0.25439196825027466,0.20069096982479095,0.1953071802854538,0.25439196825027466,-0.23499217629432678,0.16193273663520813,0.19726786017417908
.,0.3541337847709656,0.4345304071903229,0.2876244783401489,0.5934505462646484,0.16851933300495148,0.5591574311256409,0.5934505462646484,-0.216732457280159,0.3121925890445709,0.4130953550338745
