,who,was,at,the,receiving,end,of,a,22-yard,pass,from,peyton,manning,?
18-yard,0.2596614360809326,0.27004536986351013,0.25224024057388306,0.28322163224220276,0.22163785994052887,0.3035072386264801,0.1781304031610489,0.2705209255218506,0.9970081448554993,0.26059654355049133,0.181037038564682,0.4308772087097168,0.3531230390071869,0.11260943114757538
pass,0.12504667043685913,0.1040167361497879,0.20175953209400177,0.25961899757385254,0.3071778118610382,0.23464839160442352,0.18302802741527557,0.19894953072071075,0.26091286540031433,1.0000001192092896,0.15817143023014069,0.1886221468448639,0.28301873803138733,0.09478675574064255
to,0.42656609416007996,0.3636345863342285,0.36524343490600586,0.535392165184021,0.26238158345222473,0.3229445815086365,0.41548454761505127,0.45503583550453186,0.21475082635879517,0.28446894884109497,0.4069952368736267,0.2003074735403061,0.24857525527477264,0.29463258385658264
tight,0.11932153254747391,0.1397293508052826,0.19021116197109222,0.20536431670188904,0.1929313838481903,0.27018052339553833,0.13402046263217926,0.2307778149843216,0.2727047801017761,0.21210485696792603,0.12660148739814758,0.2634335160255432,0.3322586417198181,0.11662518978118896
end,0.15423893928527832,0.19220198690891266,0.3223728835582733,0.39658910036087036,0.23009949922561646,1.0,0.2215006798505783,0.28924596309661865,0.30668625235557556,0.23464839160442352,0.31609439849853516,0.21431435644626617,0.2056039273738861,0.12543344497680664
owen,0.2093045860528946,0.23597665131092072,0.1612471491098404,0.1796451061964035,0.18170025944709778,0.17676274478435516,0.1460258513689041,0.22794514894485474,0.33579668402671814,0.06594211608171463,0.11111541837453842,0.3981882333755493,0.25592443346977234,0.13738884031772614
daniels,0.2704866826534271,0.23338744044303894,0.1240871399641037,0.15338526666164398,0.14019551873207092,0.08739633858203888,0.13130110502243042,0.13986161351203918,0.2803552746772766,0.14080967009067535,0.21976174414157867,0.32362163066864014,0.345481812953949,0.1694222241640091
and,0.41279885172843933,0.3740963041782379,0.3571503460407257,0.5171257257461548,0.26229605078697205,0.24708716571331024,0.5116966962814331,0.3739250600337982,0.26926639676094055,0.2433357536792755,0.3601827025413513,0.27112144231796265,0.2638654112815857,0.20544172823429108
a,0.36608949303627014,0.4508470594882965,0.3095070421695709,0.5829201340675354,0.2866498827934265,0.28924596309661865,0.5052502155303955,1.0,0.2721099853515625,0.19894953072071075,0.322764128446579,0.298135370016098,0.2509649395942688,0.23916715383529663
22-yard,0.26684221625328064,0.26437994837760925,0.25392526388168335,0.28675422072410583,0.2204844206571579,0.30668625235557556,0.18221701681613922,0.2721099853515625,1.0,0.26091286540031433,0.18127582967281342,0.422611802816391,0.3400590121746063,0.11066537350416183
throw,0.2533889710903168,0.13368454575538635,0.20769809186458588,0.23050227761268616,0.2623770534992218,0.24044084548950195,0.20400571823120117,0.32970285415649414,0.29074975848197937,0.2638188898563385,0.22252841293811798,0.22249023616313934,0.30718404054641724,0.2296752780675888
to,0.42656609416007996,0.3636345863342285,0.36524343490600586,0.535392165184021,0.26238158345222473,0.3229445815086365,0.41548454761505127,0.45503583550453186,0.21475082635879517,0.28446894884109497,0.4069952368736267,0.2003074735403061,0.24857525527477264,0.29463258385658264
receiver,0.1811998039484024,0.18964196741580963,0.20387621223926544,0.21850530803203583,0.5940924286842346,0.16447921097278595,0.13342490792274475,0.2591530680656433,0.2027406245470047,0.31649863719940186,0.2255847007036209,0.2558000981807709,0.38810068368911743,0.11587938666343689
andre,0.21841874718666077,0.29026690125465393,0.1731593757867813,0.17126552760601044,0.12717501819133759,0.06972445547580719,0.16270892322063446,0.2081720381975174,0.2590416967868805,0.09553732722997665,0.11012168228626251,0.3207598030567169,0.27289459109306335,0.09964141994714737
caldwell,0.1957789957523346,0.2174016535282135,0.16082118451595306,0.1637139618396759,0.07140440493822098,0.11652235686779022,0.16240695118904114,0.18855825066566467,0.26624614000320435,0.12075827270746231,0.15234729647636414,0.4403265416622162,0.31892335414886475,0.20924519002437592
.,0.3541337847709656,0.40146201848983765,0.4549728035926819,0.5934505462646484,0.277229905128479,0.26526886224746704,0.5352458953857422,0.50484299659729,0.22884978353977203,0.1901644617319107,0.41536515951156616,0.2932659685611725,0.2937074899673462,0.4130953550338745
