,what,does,the,sector,known,as,jua,kali,engage,in,?
jua,0.22414064407348633,0.10000438243150711,0.20665886998176575,0.08222226798534393,0.14017364382743835,0.1768854558467865,0.9999998807907104,0.17512577772140503,0.12008409202098846,0.2017209529876709,0.20578062534332275
kali,0.17005515098571777,0.18665733933448792,0.2828703820705414,0.09711620956659317,0.21902254223823547,0.20477977395057678,0.17512577772140503,1.0,0.08564673364162445,0.17871424555778503,0.1285877525806427
engages,0.18143419921398163,0.24642673134803772,0.23392146825790405,0.2778933346271515,0.1340077966451645,0.20690160989761353,0.09972751140594482,0.15082868933677673,0.9138027429580688,0.18492405116558075,0.11050743609666824
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.2731133699417114,0.32641831040382385,0.3887844979763031,0.2017209529876709,0.17871424555778503,0.1813567876815796,1.0,0.20430970191955566
small-scale,0.26752737164497375,0.17619776725769043,0.33685019612312317,0.2959328293800354,0.2623695433139801,0.317915678024292,0.21056069433689117,0.17181283235549927,0.18639521300792694,0.3414451479911804,0.24689990282058716
manufacturing,0.1945977807044983,0.14351007342338562,0.25165510177612305,0.38875308632850647,0.1591315120458603,0.23520907759666443,0.10011536628007889,0.15616054832935333,0.19681169092655182,0.2715393304824829,0.11596895009279251
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.23412683606147766,0.35814476013183594,0.3886612355709076,0.18515647947788239,0.22128579020500183,0.16617678105831146,0.5696388483047485,0.1826142966747284
household,0.16065490245819092,0.12036216259002686,0.2428457885980606,0.21263523399829865,0.12084922939538956,0.23784899711608887,0.07189339399337769,0.20140358805656433,0.14749212563037872,0.19101502001285553,0.12460741400718689
goods,0.20192822813987732,0.17742642760276794,0.2343561202287674,0.3633628189563751,0.16674624383449554,0.2731567919254303,0.10291820019483566,0.16896258294582367,0.24567680060863495,0.23178300261497498,0.12034571915864944
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.23930709064006805,0.3604377806186676,0.48816442489624023,0.25943559408187866,0.2198268473148346,0.23676002025604248,0.5201468467712402,0.31091248989105225
motor-vehicle,0.2269628793001175,0.19971464574337006,0.24234455823898315,0.33499908447265625,0.12524352967739105,0.21274742484092712,0.14097657799720764,0.13639697432518005,0.19337770342826843,0.22013917565345764,0.17258386313915253
parts,0.3415631353855133,0.2662765681743622,0.4042440354824066,0.31595221161842346,0.2022176831960678,0.20346619188785553,0.09576238691806793,0.18180625140666962,0.11219628155231476,0.3282690644264221,0.12310896813869476
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.23930709064006805,0.3604377806186676,0.48816442489624023,0.25943559408187866,0.2198268473148346,0.23676002025604248,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.3108142912387848,0.3468935489654541,0.49487000703811646,0.1965729296207428,0.1935197412967682,0.22515226900577545,0.4954058527946472,0.20544172823429108
farm,0.2069452404975891,0.15232355892658234,0.20988774299621582,0.18821461498737335,0.18459975719451904,0.11713430285453796,0.21062225103378296,0.17703071236610413,0.1342741996049881,0.26482921838760376,0.1406853348016739
implements,0.2408405989408493,0.2687359154224396,0.21885909140110016,0.3097110688686371,0.12589213252067566,0.262274831533432,0.08762644976377487,0.11548024415969849,0.20743851363658905,0.19677284359931946,0.21383678913116455
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2173098623752594,0.283290296792984,0.515582263469696,0.21651430428028107,0.19256636500358582,0.1933193951845169,0.5591574311256409,0.4130953550338745
