,what,weapon,does,spike,milligan,use,against,a,dalek,?
comedians,0.25321584939956665,0.12260585278272629,0.0995648130774498,0.23703627288341522,0.32967960834503174,0.14266987144947052,0.12185975909233093,0.18864963948726654,0.10459347069263458,0.2173743098974228
including,0.18328791856765747,0.10644680261611938,0.20252716541290283,0.15901018679141998,0.224028542637825,0.2895544767379761,0.25372034311294556,0.21045410633087158,0.09654320031404495,0.1633303165435791
spike,0.14073817431926727,0.3068048357963562,0.12620915472507477,0.9999999403953552,0.35743820667266846,0.1014193519949913,0.1441982239484787,0.2599281966686249,0.2281467467546463,0.16857340931892395
milligan,0.08657292276620865,0.15690571069717407,0.1497877687215805,0.35743820667266846,0.9999998807907104,0.11894556879997253,0.1451040655374527,0.2460816353559494,0.26746541261672974,0.12240193039178848
(,0.2411840260028839,0.12975527346134186,0.2728188931941986,0.19657382369041443,0.23631051182746887,0.2174896001815796,0.17481690645217896,0.3206180930137634,0.08495833724737167,0.40561532974243164
a,0.3320399522781372,0.282960444688797,0.38201746344566345,0.2599281966686249,0.2460816353559494,0.30793872475624084,0.2227657586336136,1.0,0.2607367932796478,0.23916715383529663
dalek,0.18940898776054382,0.2805706262588501,0.16243517398834229,0.2281467467546463,0.26746541261672974,0.21090064942836761,0.13252268731594086,0.2607367932796478,1.0000001192092896,0.17070545256137848
invades,0.19621916115283966,0.1857193410396576,0.16106483340263367,0.11100504547357559,0.10120681673288345,0.10639909654855728,0.3225327432155609,0.13874895870685577,0.11976989358663559,0.16787861287593842
his,0.26976513862609863,0.2320970743894577,0.20403875410556793,0.2050960808992386,0.17130586504936218,0.19605936110019684,0.26457494497299194,0.3497250974178314,0.2740059196949005,0.18075084686279297
bathroom,0.22075018286705017,0.2522442936897278,0.24293413758277893,0.18701604008674622,0.15787547826766968,0.29088303446769714,0.10282747447490692,0.24208641052246094,0.20941033959388733,0.21474428474903107
—,0.15849889814853668,0.09761211276054382,0.12514856457710266,0.01972208358347416,0.12380797415971756,0.15754510462284088,0.07935584336519241,0.17566944658756256,0.08023963123559952,0.23527392745018005
milligan,0.08657292276620865,0.15690571069717407,0.1497877687215805,0.35743820667266846,0.9999998807907104,0.11894556879997253,0.1451040655374527,0.2460816353559494,0.26746541261672974,0.12240193039178848
",",0.3087472915649414,0.16894511878490448,0.28617382049560547,0.22804395854473114,0.28749319911003113,0.3276674151420593,0.31168749928474426,0.427140474319458,0.17106570303440094,0.31091248989105225
naked,0.2038402557373047,0.17184586822986603,0.17692649364471436,0.19574296474456787,0.19002008438110352,0.0859663113951683,0.18756255507469177,0.20882177352905273,0.23759394884109497,0.13051725924015045
",",0.3087472915649414,0.16894511878490448,0.28617382049560547,0.22804395854473114,0.28749319911003113,0.3276674151420593,0.31168749928474426,0.427140474319458,0.17106570303440094,0.31091248989105225
hurls,0.20903833210468292,0.26738572120666504,0.2700599431991577,0.267596960067749,0.23783081769943237,0.33087125420570374,0.23602022230625153,0.24771597981452942,0.22938285768032074,0.2915002405643463
a,0.3320399522781372,0.282960444688797,0.38201746344566345,0.2599281966686249,0.2460816353559494,0.30793872475624084,0.2227657586336136,1.0,0.2607367932796478,0.23916715383529663
soap,0.17847999930381775,0.11146195232868195,0.15813179314136505,0.14132419228553772,0.2197946161031723,0.21941091120243073,0.13503485918045044,0.12983538210391998,0.19752661883831024,0.1800997406244278
sponge,0.23286888003349304,0.2343968003988266,0.23592306673526764,0.22295603156089783,0.1969308853149414,0.2424035519361496,0.05025599151849747,0.23135152459144592,0.20764678716659546,0.19850358366966248
at,0.2838611304759979,0.14814317226409912,0.17465277016162872,0.1407480537891388,0.16518642008304596,0.22117964923381805,0.183924600481987,0.3095070421695709,0.1278163641691208,0.21978627145290375
it,0.45803478360176086,0.2713705599308014,0.34188351035118103,0.17443470656871796,0.16220608353614807,0.34436097741127014,0.19986185431480408,0.5452592968940735,0.15662623941898346,0.25732165575027466
),0.26259949803352356,0.13878773152828217,0.2575884759426117,0.19137515127658844,0.22473891079425812,0.23662498593330383,0.17787303030490875,0.3640355169773102,0.08778118342161179,0.42300865054130554
and,0.31309178471565247,0.20545260608196259,0.3461615741252899,0.2501998543739319,0.24991579353809357,0.34145063161849976,0.3292689621448517,0.3739250600337982,0.19318579137325287,0.20544172823429108
lenny,0.10867593437433243,0.14307311177253723,0.1373714804649353,0.28433430194854736,0.41552025079727173,0.10106898099184036,0.0785960853099823,0.2093028873205185,0.2409202605485916,0.09067697823047638
henry,0.1911626160144806,0.17123110592365265,0.11134274303913116,0.21790118515491486,0.2528131902217865,0.15263846516609192,0.1803576797246933,0.24300003051757812,0.12455718219280243,0.16836383938789368
.,0.3567904531955719,0.1875409632921219,0.3022993505001068,0.2155349999666214,0.3057937026023865,0.3711656630039215,0.28705209493637085,0.50484299659729,0.2473905086517334,0.4130953550338745
