,what,panther,tore,his,acl,in,the,preseason,?
preseason,0.21651558578014374,0.33047887682914734,0.20783987641334534,0.30073314905166626,0.40600553154945374,0.2689804434776306,0.32348138093948364,1.0,0.13884200155735016
",",0.3087472915649414,0.20294712483882904,0.2315150797367096,0.3378419280052185,0.21163040399551392,0.5201468467712402,0.4933079481124878,0.2857746183872223,0.31091248989105225
the,0.42745697498321533,0.21149678528308868,0.21678170561790466,0.4394008219242096,0.23845629394054413,0.6662389636039734,1.0,0.32348138093948364,0.22068053483963013
carolina,0.1956660896539688,0.22957530617713928,0.21677519381046295,0.19019079208374023,0.25138425827026367,0.2380082756280899,0.24749229848384857,0.3035641610622406,0.11847445368766785
panthers,0.17002959549427032,0.8332511186599731,0.2259678691625595,0.20532742142677307,0.34984248876571655,0.2115829735994339,0.2602776288986206,0.5198215246200562,0.16608978807926178
had,0.23849567770957947,0.11854937672615051,0.32632243633270264,0.4401516616344452,0.13574959337711334,0.385026752948761,0.3875846862792969,0.23005656898021698,0.20728366076946259
their,0.35142919421195984,0.11271471530199051,0.22737784683704376,0.5725893378257751,0.18358485400676727,0.34976133704185486,0.516537070274353,0.2911047637462616,0.1898253709077835
best,0.3036847710609436,0.13716661930084229,0.10664201527833939,0.30248576402664185,0.13096582889556885,0.2813531160354614,0.3134109377861023,0.26898056268692017,0.2799045741558075
regular,0.224887877702713,0.16062290966510773,0.121653251349926,0.20672672986984253,0.1781291514635086,0.23172755539417267,0.3214086890220642,0.38297557830810547,0.18334713578224182
season,0.12117787450551987,0.2596224248409271,0.23728583753108978,0.20986881852149963,0.3185107111930847,0.2184021919965744,0.2507155239582062,0.6879447102546692,0.16793298721313477
in,0.30808621644973755,0.17607943713665009,0.23969124257564545,0.3598145842552185,0.15011103451251984,1.0,0.6662389636039734,0.2689804434776306,0.20430970191955566
franchise,0.1852455735206604,0.26775145530700684,0.14975687861442566,0.21667945384979248,0.1804620623588562,0.29437172412872314,0.30872398614883423,0.421451598405838,0.13445523381233215
history,0.28630873560905457,0.08519376069307327,0.10913798213005066,0.264125794172287,0.13144268095493317,0.29215577244758606,0.33215048909187317,0.24162043631076813,0.2501974403858185
",",0.3087472915649414,0.20294712483882904,0.2315150797367096,0.3378419280052185,0.21163040399551392,0.5201468467712402,0.4933079481124878,0.2857746183872223,0.31091248989105225
becoming,0.2530137896537781,0.14132080972194672,0.1510906219482422,0.2548636794090271,0.1396322399377823,0.2425609976053238,0.333665668964386,0.22316856682300568,0.17354105412960052
the,0.42745697498321533,0.21149678528308868,0.21678170561790466,0.4394008219242096,0.23845629394054413,0.6662389636039734,1.0,0.32348138093948364,0.22068053483963013
seventh,0.1368705779314041,0.2071561962366104,0.07263851910829544,0.21954399347305298,0.1335618942975998,0.27526944875717163,0.36732497811317444,0.21050316095352173,0.10981480032205582
team,0.17632107436656952,0.23873336613178253,0.14414389431476593,0.222738116979599,0.18752607703208923,0.18841172754764557,0.22564226388931274,0.3773210048675537,0.11243411153554916
to,0.455847829580307,0.17230910062789917,0.20920348167419434,0.3715193271636963,0.1536690592765808,0.45010748505592346,0.535392165184021,0.28437575697898865,0.29463258385658264
win,0.15653561055660248,0.24011865258216858,0.22188197076320648,0.315132737159729,0.2536435127258301,0.2503834664821625,0.28308698534965515,0.3189396262168884,0.1873117983341217
at,0.2838611304759979,0.1146557405591011,0.12570393085479736,0.27659502625465393,0.19286185503005981,0.4374977946281433,0.457212895154953,0.2404060810804367,0.21978627145290375
least,0.3337163031101227,0.09369174391031265,0.12516306340694427,0.2179322987794876,0.175352081656456,0.3232700824737549,0.3428877890110016,0.16947871446609497,0.28866854310035706
15,-0.01077192835509777,0.14498816430568695,0.08902344107627869,0.1206546276807785,0.01729806512594223,0.02424248494207859,-0.011810222640633583,0.004543695133179426,-0.010706285014748573
regular,0.224887877702713,0.16062290966510773,0.121653251349926,0.20672672986984253,0.1781291514635086,0.23172755539417267,0.3214086890220642,0.38297557830810547,0.18334713578224182
season,0.12117787450551987,0.2596224248409271,0.23728583753108978,0.20986881852149963,0.3185107111930847,0.2184021919965744,0.2507155239582062,0.6879447102546692,0.16793298721313477
games,0.1820194572210312,0.28879085183143616,0.10207020491361618,0.19078049063682556,0.17497782409191132,0.24802106618881226,0.2676136791706085,0.43094202876091003,0.1360001415014267
since,0.29783400893211365,0.05172065272927284,0.10131422430276871,0.25658485293388367,0.13187256455421448,0.4325680434703827,0.4054957628250122,0.2503873109817505,0.2876587212085724
the,0.42745697498321533,0.21149678528308868,0.21678170561790466,0.4394008219242096,0.23845629394054413,0.6662389636039734,1.0,0.32348138093948364,0.22068053483963013
league,0.16616638004779816,0.22248226404190063,0.10481192916631699,0.16144663095474243,0.28258001804351807,0.22963495552539825,0.2724147439002991,0.45296260714530945,0.15941482782363892
expanded,0.2418898046016693,0.09816772490739822,0.1301283836364746,0.19341328740119934,0.11250704526901245,0.27289336919784546,0.3258892893791199,0.14637655019760132,0.2124357968568802
to,0.455847829580307,0.17230910062789917,0.20920348167419434,0.3715193271636963,0.1536690592765808,0.45010748505592346,0.535392165184021,0.28437575697898865,0.29463258385658264
a,0.3320399522781372,0.262620747089386,0.212227925658226,0.3497250974178314,0.20035260915756226,0.539380669593811,0.5829201340675354,0.22467027604579926,0.23916715383529663
16-game,0.2855149209499359,0.25214749574661255,0.12575671076774597,0.23036296665668488,0.21018554270267487,0.2743573784828186,0.3390442430973053,0.4021018445491791,0.26639387011528015
schedule,0.22513388097286224,0.19789978861808777,-0.011515735648572445,0.1801578402519226,0.1437089592218399,0.20525701344013214,0.21986375749111176,0.3229752779006958,0.16743622720241547
in,0.30808621644973755,0.17607943713665009,0.23969124257564545,0.3598145842552185,0.15011103451251984,1.0,0.6662389636039734,0.2689804434776306,0.20430970191955566
1978,-0.04368842765688896,-0.0007820655009709299,0.05903328210115433,-0.028752164915204048,0.06135963648557663,0.20181521773338318,0.1314823180437088,0.0510486364364624,0.06364871561527252
.,0.3567904531955719,0.2064773440361023,0.19135057926177979,0.3119256794452667,0.23204316198825836,0.5591574311256409,0.5934505462646484,0.2877946197986603,0.4130953550338745
