,in,what,year,did,the,first,abc,identification,card,have,a,3d,appearance,?
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.21565799415111542,0.15994779765605927,0.1343858689069748,0.2863433063030243,0.4508470594882965,0.03670795261859894,0.2275954782962799,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.21331243216991425,0.30445608496665955,0.1820177137851715,0.338716596364975,1.0,0.08288784325122833,0.2928169071674347,0.23916715383529663
1977,0.09717167168855667,-0.14419497549533844,0.045230425894260406,-0.017416397109627724,0.06613131612539291,-0.04330724850296974,-0.03946845605969429,0.04035130888223648,-0.03836105391383171,-0.012274696491658688,-0.0047835963778197765,-0.0028543525841087103,0.04266911745071411,-0.059247612953186035
id,0.12143824249505997,0.2237282544374466,0.13658328354358673,0.11419004201889038,0.18612393736839294,0.14568467438220978,0.18392552435398102,0.32353562116622925,0.18218232691287994,0.16402344405651093,0.23800577223300934,0.10154987126588821,0.18025511503219604,0.3476811349391937
sequence,0.1686658412218094,0.19736266136169434,0.17326344549655914,0.14216358959674835,0.2635619342327118,0.2106003612279892,0.20994456112384796,0.32806307077407837,0.20228634774684906,0.23579652607440948,0.25027644634246826,0.1670219600200653,0.20928220450878143,0.1508881151676178
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.3482176661491394,0.17440107464790344,0.30818992853164673,0.2478000670671463,0.6182622313499451,0.47537946701049805,-0.037496935576200485,0.2286599576473236,0.32716336846351624
featured,0.2658694386482239,0.20330384373664856,0.24526570737361908,0.2333149015903473,0.28660184144973755,0.2963907718658447,0.3030971884727478,0.20153497159481049,0.17802022397518158,0.2649300992488861,0.3058987855911255,0.07739420980215073,0.39301812648773193,0.2944096624851227
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.21331243216991425,0.30445608496665955,0.1820177137851715,0.338716596364975,1.0,0.08288784325122833,0.2928169071674347,0.23916715383529663
bubble,0.15625330805778503,0.1728050410747528,0.11389607936143875,0.1203015148639679,0.2252790778875351,0.17248483002185822,0.1508791297674179,0.09460656344890594,0.20594201982021332,0.20912958681583405,0.21347177028656006,0.15257573127746582,0.21106471121311188,0.1395641267299652
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.5107308030128479,0.3120559751987457,0.2862928807735443,0.22403576970100403,0.18751953542232513,0.36494916677474976,0.3848365545272827,0.02063659019768238,0.2527751624584198,0.2714994251728058
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.21331243216991425,0.30445608496665955,0.1820177137851715,0.338716596364975,1.0,0.08288784325122833,0.2928169071674347,0.23916715383529663
black,0.20407067239284515,0.12054000794887543,0.18153901398181915,0.14310608804225922,0.28466513752937317,0.14931964874267578,0.19347289204597473,0.17448842525482178,0.1500653624534607,0.22332455217838287,0.23173153400421143,0.17506597936153412,0.1677471250295639,0.15159966051578522
background,0.15983064472675323,0.2643679678440094,0.11969750374555588,0.19749903678894043,0.2008458375930786,0.1554471254348755,0.1345415711402893,0.1983419805765152,0.1265489012002945,0.23113718628883362,0.1591496765613556,0.13621187210083008,0.15312057733535767,0.18481217324733734
representing,0.3327813446521759,0.1524650901556015,0.13889390230178833,0.11142675578594208,0.35762789845466614,0.21541953086853027,0.17056480050086975,0.27953004837036133,0.14105090498924255,0.24935318529605865,0.3024493157863617,0.11185392737388611,0.22752632200717926,0.10637413710355759
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2068762183189392,0.3052813708782196,0.17683711647987366,0.40389683842658997,0.5829201340675354,0.05584833770990372,0.2678116261959076,0.22068053483963013
circle,0.17189548909664154,0.13595280051231384,0.08448120206594467,0.12245865911245346,0.22970527410507202,0.13764412701129913,0.0819765031337738,0.13133589923381805,0.1878480613231659,0.13608752191066742,0.18641255795955658,0.1834741234779358,0.05319981649518013,0.08528484404087067
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.2691199779510498,0.17432008683681488,0.24898460507392883,0.17140434682369232,0.48046383261680603,0.3783375024795532,0.00592559901997447,0.2570647895336151,0.2433311939239502
glossy,0.16091153025627136,0.2124992161989212,0.08365291357040405,0.1223343014717102,0.23704315721988678,0.15348687767982483,0.20466594398021698,0.24383579194545746,0.2118443250656128,0.30925634503364563,0.29902178049087524,0.25772008299827576,0.276898056268692,0.16243016719818115
gold,0.21206732094287872,0.15779642760753632,0.12933579087257385,0.1811094880104065,0.27136439085006714,0.2193184345960617,0.19865921139717102,0.14850354194641113,0.1978345811367035,0.18522241711616516,0.22218312323093414,0.14499957859516144,0.21674557030200958,0.11542754620313644
letters,0.1873265951871872,0.1743541657924652,0.13098172843456268,0.1800529956817627,0.23764781653881073,0.20009556412696838,0.22180816531181335,0.25727924704551697,0.21548186242580414,0.1976432204246521,0.2044932097196579,0.1837812066078186,0.20820531249046326,0.18739263713359833
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.2097204476594925,0.2249419242143631,0.15319685637950897,0.3541618287563324,0.427140474319458,0.10773081332445145,0.2185479998588562,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.3167642652988434,0.16453155875205994,0.23828010261058807,0.23184426128864288,0.4711785912513733,0.3739250600337982,0.0360160730779171,0.2565235495567322,0.20544172823429108
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.33842000365257263,0.2286096066236496,0.3088533580303192,0.13113358616828918,0.37788212299346924,0.39550232887268066,0.07570255547761917,0.3026528060436249,0.27043893933296204
such,0.2704046070575714,0.23989605903625488,0.11548022925853729,0.24497397243976593,0.3575236201286316,0.18129806220531464,0.12735801935195923,0.3078816533088684,0.15589138865470886,0.42997312545776367,0.2706976532936096,0.07058419287204742,0.26835325360298157,0.17851735651493073
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.34503069519996643,0.2097204476594925,0.2249419242143631,0.15319685637950897,0.3541618287563324,0.427140474319458,0.10773081332445145,0.2185479998588562,0.31091248989105225
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.5022147297859192,0.21565799415111542,0.15994779765605927,0.1343858689069748,0.2863433063030243,0.4508470594882965,0.03670795261859894,0.2275954782962799,0.18412111699581146
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.49448907375335693,0.2068762183189392,0.3052813708782196,0.17683711647987366,0.40389683842658997,0.5829201340675354,0.05584833770990372,0.2678116261959076,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.49448907375335693,1.0,0.2403600513935089,0.23562343418598175,0.2048330157995224,0.3030114769935608,0.4287874400615692,0.02225007675588131,0.3242032527923584,0.18701928853988647
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,0.2068762183189392,0.2403600513935089,1.0000001192092896,0.12506003677845,0.09525087475776672,0.1884228140115738,0.21331243216991425,0.11228565126657486,0.2644706666469574,0.19065172970294952
identification,0.16542568802833557,0.21125653386116028,0.19682955741882324,0.1512075811624527,0.3052813708782196,0.23562343418598175,0.12506003677845,0.9999999403953552,0.29916393756866455,0.29162299633026123,0.30445608496665955,0.09463897347450256,0.2142086625099182,0.2123335301876068
card,0.13119927048683167,0.17012731730937958,0.11377540230751038,0.14130714535713196,0.17683711647987366,0.2048330157995224,0.09525087475776672,0.29916393756866455,1.0,0.20233194530010223,0.1820177137851715,0.09659280627965927,0.14879728853702545,0.1601250171661377
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.3792489171028137,0.1762417107820511,0.22975040972232819,0.16868703067302704,0.4544740617275238,0.45503583550453186,-0.04626362398266792,0.2557435631752014,0.29463258385658264
have,0.36843645572662354,0.39808809757232666,0.23220738768577576,0.3783526122570038,0.40389683842658997,0.3030114769935608,0.1884228140115738,0.29162299633026123,0.20233194530010223,0.9999999403953552,0.338716596364975,-0.0856860801577568,0.23007911443710327,0.32991164922714233
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.4287874400615692,0.21331243216991425,0.30445608496665955,0.1820177137851715,0.338716596364975,1.0,0.08288784325122833,0.2928169071674347,0.23916715383529663
three-dimensional,0.2506767809391022,0.27966979146003723,0.15783284604549408,0.16639065742492676,0.2776407301425934,0.19933265447616577,0.13035781681537628,0.29114648699760437,0.22756429016590118,0.3281455636024475,0.2973010241985321,0.15592791140079498,0.22504796087741852,0.21693578362464905
appearance,0.26000332832336426,0.17546585202217102,0.1910640150308609,0.21570497751235962,0.2678116261959076,0.3242032527923584,0.2644706666469574,0.2142086625099182,0.14879728853702545,0.23007911443710327,0.2928169071674347,0.11961635202169418,1.0000001192092896,0.17315366864204407
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.4345304071903229,0.2567209303379059,0.27622225880622864,0.15348002314567566,0.41614407300949097,0.50484299659729,0.07538057118654251,0.23264551162719727,0.4130953550338745
