,what,should,the,punishment,rely,on,instead,in,a,just,society,?
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
threat,0.24655520915985107,0.24873954057693481,0.24470017850399017,0.31483396887779236,0.19003243744373322,0.21357294917106628,0.220247283577919,0.1915355920791626,0.25307226181030273,0.23090434074401855,0.2021789401769638,0.17929627001285553
of,0.33290785551071167,0.23792634904384613,0.733189046382904,0.2056395560503006,0.23148025572299957,0.3966929316520691,0.31208282709121704,0.5696388483047485,0.5052502155303955,0.35124439001083374,0.23646748065948486,0.1826142966747284
punishment,0.31300443410873413,0.28934940695762634,0.2503047287464142,1.0000001192092896,0.19101759791374207,0.21107521653175354,0.21601197123527527,0.19258901476860046,0.1934642344713211,0.2624053955078125,0.21538235247135162,0.23842233419418335
and,0.31309178471565247,0.27632346749305725,0.5171257257461548,0.2325662225484848,0.31047725677490234,0.4077630043029785,0.38524195551872253,0.4954058527946472,0.3739250600337982,0.3842737674713135,0.24110737442970276,0.20544172823429108
not,0.5449194312095642,0.5875406265258789,0.4310511648654938,0.34782421588897705,0.41727352142333984,0.3516409695148468,0.4974021911621094,0.3403114080429077,0.3791346549987793,0.5370175838470459,0.17279937863349915,0.41942933201789856
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
moral,0.3679145574569702,0.26769933104515076,0.20571894943714142,0.3989967405796051,0.2795032560825348,0.13754414021968842,0.18960493803024292,0.15305006504058838,0.2165852189064026,0.2366427332162857,0.3706456124782562,0.2608962953090668
reasons,0.3640104830265045,0.37039753794670105,0.2951921820640564,0.287474662065506,0.3073989152908325,0.24593403935432434,0.37504205107688904,0.22547267377376556,0.29420214891433716,0.41826215386390686,0.1986970752477646,0.248102068901062
to,0.455847829580307,0.44452130794525146,0.535392165184021,0.208286851644516,0.3321976661682129,0.41031414270401,0.457004189491272,0.45010748505592346,0.45503583550453186,0.5153104066848755,0.20199917256832123,0.29463258385658264
follow,0.40711089968681335,0.3808547556400299,0.3197029232978821,0.210423544049263,0.43432825803756714,0.24946705996990204,0.31965434551239014,0.24333487451076508,0.26547971367836,0.34131065011024475,0.19935810565948486,0.26102155447006226
this,0.5489566326141357,0.5047021508216858,0.6274310946464539,0.24923382699489594,0.29861655831336975,0.4193967580795288,0.4313099682331085,0.45205554366111755,0.5422310829162598,0.5023320913314819,0.21165113151073456,0.3155723512172699
law,0.2145031988620758,0.2088879495859146,0.24548950791358948,0.3529546558856964,0.2443833202123642,0.13878796994686127,0.1622241735458374,0.24850773811340332,0.2212858349084854,0.18642425537109375,0.20615363121032715,0.1528988480567932
.,0.3567904531955719,0.3516756594181061,0.5934505462646484,0.24320337176322937,0.2332485467195511,0.49257001280784607,0.3707379400730133,0.5591574311256409,0.50484299659729,0.3966372609138489,0.18022798001766205,0.4130953550338745
'',0.08143015950918198,0.09159162640571594,0.041273195296525955,-0.0038303197361528873,0.013338987715542316,0.04238596186041832,0.02831893041729927,0.07432962208986282,0.04890415817499161,0.018203822895884514,-0.0438835434615612,0.018684765323996544
,what,should,the,punishment,rely,on,instead,in,a,just,society,?
leonard,0.1570405662059784,0.13458505272865295,0.16797682642936707,0.07099700719118118,0.046644873917102814,0.16645482182502747,0.19248443841934204,0.22365060448646545,0.14267303049564362,0.20971009135246277,0.19209375977516174,0.1752568930387497
hubert,0.11585336178541183,0.15401113033294678,0.18278877437114716,0.056908559054136276,0.010894960723817348,0.15594364702701569,0.14533469080924988,0.22630804777145386,0.25356146693229675,0.18154431879520416,0.10954193770885468,0.17222024500370026
hoffmann,0.19237521290779114,0.20134349167346954,0.22940100729465485,0.16875596344470978,0.16358445584774017,0.1708899438381195,0.1025986298918724,0.2673843801021576,0.17967326939105988,0.11399344354867935,0.15094532072544098,0.13374179601669312
writes,0.31006428599357605,0.23802697658538818,0.1939418613910675,0.24205179512500763,0.2094384878873825,0.17372767627239227,0.1534176766872406,0.19626611471176147,0.25101935863494873,0.2265041470527649,0.23161128163337708,0.17896029353141785
",",0.3087472915649414,0.2706286907196045,0.4933079481124878,0.2216428816318512,0.253036767244339,0.49057599902153015,0.32166025042533875,0.5201468467712402,0.427140474319458,0.43425118923187256,0.20629194378852844,0.31091248989105225
``,0.008517155423760414,0.14615385234355927,0.029072100296616554,0.04033021256327629,-0.02189936861395836,-0.03274054825305939,0.08816583454608917,0.04765888676047325,0.07272057235240936,0.06768515706062317,-0.07093416899442673,0.0685480609536171
in,0.30808621644973755,0.23054338991641998,0.6662389636039734,0.19258901476860046,0.22665752470493317,0.46853652596473694,0.28091272711753845,1.0,0.539380669593811,0.3910168707370758,0.21229879558086395,0.20430970191955566
deciding,0.49117511510849,0.4551279544830322,0.3702850043773651,0.28119173645973206,0.30167156457901,0.27873873710632324,0.3798423707485199,0.27795159816741943,0.341842383146286,0.34801435470581055,0.17458564043045044,0.3707043528556824
whether,0.5516265630722046,0.4941921830177307,0.3211745023727417,0.27558818459510803,0.35954520106315613,0.2535785734653473,0.4202946722507477,0.24645471572875977,0.38829004764556885,0.42142459750175476,0.20974203944206238,0.3150278329849243
or,0.33867141604423523,0.38324013352394104,0.4174870550632477,0.23232755064964294,0.3490099310874939,0.2897229492664337,0.47269412875175476,0.3586423695087433,0.48853766918182373,0.4843778610229492,0.24141646921634674,0.32389625906944275
not,0.5449194312095642,0.5875406265258789,0.4310511648654938,0.34782421588897705,0.41727352142333984,0.3516409695148468,0.4974021911621094,0.3403114080429077,0.3791346549987793,0.5370175838470459,0.17279937863349915,0.41942933201789856
to,0.455847829580307,0.44452130794525146,0.535392165184021,0.208286851644516,0.3321976661682129,0.41031414270401,0.457004189491272,0.45010748505592346,0.45503583550453186,0.5153104066848755,0.20199917256832123,0.29463258385658264
impose,0.3515469431877136,0.3863808512687683,0.21469423174858093,0.43334314227104187,0.3538188934326172,0.3055066764354706,0.29396820068359375,0.14188311994075775,0.1980753242969513,0.34022942185401917,0.2112082540988922,0.24237333238124847
punishment,0.31300443410873413,0.28934940695762634,0.2503047287464142,1.0000001192092896,0.19101759791374207,0.21107521653175354,0.21601197123527527,0.19258901476860046,0.1934642344713211,0.2624053955078125,0.21538235247135162,0.23842233419418335
",",0.3087472915649414,0.2706286907196045,0.4933079481124878,0.2216428816318512,0.253036767244339,0.49057599902153015,0.32166025042533875,0.5201468467712402,0.427140474319458,0.43425118923187256,0.20629194378852844,0.31091248989105225
the,0.42745697498321533,0.32399165630340576,1.0,0.2503047287464142,0.2672518789768219,0.5107308030128479,0.3940567970275879,0.6662389636039734,0.5829201340675354,0.40061673521995544,0.2789285480976105,0.22068053483963013
most,0.3219912350177765,0.25406450033187866,0.47635307908058167,0.17340581119060516,0.2817454934120178,0.28303956985473633,0.32016026973724365,0.41416558623313904,0.3508910834789276,0.28134429454803467,0.1709422916173935,0.2107497900724411
important,0.31164905428886414,0.21838948130607605,0.39348116517066956,0.13866958022117615,0.25647610425949097,0.23164092004299164,0.22071152925491333,0.3796374499797821,0.2963852882385254,0.3161430358886719,0.21757817268371582,0.17812499403953552
consideration,0.4204122722148895,0.4020668566226959,0.3567850589752197,0.2795005440711975,0.28238099813461304,0.29157233238220215,0.3019126057624817,0.21963979303836823,0.31926587224006653,0.3960530161857605,0.2496027648448944,0.3967568278312683
would,0.45766422152519226,0.5900080800056458,0.4133751392364502,0.30346667766571045,0.29453662037849426,0.35589995980262756,0.44335541129112244,0.30461156368255615,0.398599237203598,0.5394622087478638,0.16268430650234222,0.37178951501846313
be,0.3929833769798279,0.6527681946754456,0.4248143136501312,0.3186786472797394,0.33467286825180054,0.37900757789611816,0.4021901488304138,0.3481820821762085,0.39883795380592346,0.4862116277217865,0.17743872106075287,0.3324260413646698
whether,0.5516265630722046,0.4941921830177307,0.3211745023727417,0.27558818459510803,0.35954520106315613,0.2535785734653473,0.4202946722507477,0.24645471572875977,0.38829004764556885,0.42142459750175476,0.20974203944206238,0.3150278329849243
it,0.45803478360176086,0.3525244891643524,0.6251175999641418,0.24223963916301727,0.28978481888771057,0.4529881477355957,0.30331769585609436,0.5130809545516968,0.5452592968940735,0.5023440718650818,0.21825021505355835,0.25732165575027466
would,0.45766422152519226,0.5900080800056458,0.4133751392364502,0.30346667766571045,0.29453662037849426,0.35589995980262756,0.44335541129112244,0.30461156368255615,0.398599237203598,0.5394622087478638,0.16268430650234222,0.37178951501846313
do,0.4609605669975281,0.49775537848472595,0.30239659547805786,0.22830727696418762,0.4001564383506775,0.3025321364402771,0.36403313279151917,0.23402775824069977,0.26237669587135315,0.42837050557136536,0.14690564572811127,0.4093979299068451
more,0.3484537899494171,0.4906694293022156,0.39758381247520447,0.20968233048915863,0.32908591628074646,0.37351730465888977,0.3581869602203369,0.32563260197639465,0.3452818691730499,0.4423702657222748,0.21340928971767426,0.27894994616508484
harm,0.40264391899108887,0.3514461815357208,0.2022610902786255,0.4259618818759918,0.35479116439819336,0.21083587408065796,0.30634960532188416,0.18680915236473083,0.22195467352867126,0.3615456223487854,0.19238483905792236,0.3515351116657257
than,0.29388150572776794,0.30810293555259705,0.3227543234825134,0.19677972793579102,0.29140135645866394,0.2864885926246643,0.3410697281360626,0.3270052373409271,0.3126874566078186,0.4848465025424957,0.1805170476436615,0.24917294085025787
good,0.3916934132575989,0.372889906167984,0.2735973596572876,0.23964399099349976,0.26793065667152405,0.2569187879562378,0.30675798654556274,0.2152448445558548,0.3146486282348633,0.41419634222984314,0.23112057149410248,0.3187684714794159
.,0.3567904531955719,0.3516756594181061,0.5934505462646484,0.24320337176322937,0.2332485467195511,0.49257001280784607,0.3707379400730133,0.5591574311256409,0.50484299659729,0.3966372609138489,0.18022798001766205,0.4130953550338745
