,what,stone,was,used,for,the,staircase,designed,by,j.w,.,wild,?
of,0.33290785551071167,0.2815621793270111,0.4069072902202606,0.3075267970561981,0.4185989499092102,0.733189046382904,0.17567014694213867,0.2000347077846527,0.3646814823150635,0.03212656453251839,0.5352458953857422,0.18349416553974152,0.1826142966747284
the,0.42745697498321533,0.2695024907588959,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.2632751762866974,0.2559613883495331,0.4408751428127289,0.0773848369717598,0.5934505462646484,0.2266727238893509,0.22068053483963013
building,0.23529528081417084,0.290947288274765,0.237406387925148,0.2246105819940567,0.2644540071487427,0.3159640431404114,0.42556625604629517,0.43736663460731506,0.20441755652427673,0.037607744336128235,0.275610089302063,0.06852536648511887,0.13549931347370148
",",0.3087472915649414,0.2640876770019531,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.21006250381469727,0.201692596077919,0.3680937886238098,-0.019969400018453598,0.6812511086463928,0.24636991322040558,0.31091248989105225
made,0.23419176042079926,0.1748797744512558,0.3433256447315216,0.3574022352695465,0.3147922456264496,0.3885267674922943,0.12548287212848663,0.3100772500038147,0.34175434708595276,0.027148302644491196,0.4032190144062042,0.1225304827094078,0.17218779027462006
from,0.2737620174884796,0.2036299705505371,0.31171464920043945,0.25821518898010254,0.314039945602417,0.40150508284568787,0.12304633110761642,0.12069370597600937,0.3373257517814636,-0.012416709214448929,0.41536515951156616,0.16802994906902313,0.19969791173934937
cadeby,0.1646445393562317,0.19785134494304657,0.3250557482242584,0.1916552037000656,0.35844308137893677,0.3602568209171295,0.28028497099876404,0.2833114564418793,0.2505280077457428,-0.009629027917981148,0.38831332325935364,0.16541226208209991,0.2477084994316101
stone,0.1478947550058365,1.0000001192092896,0.24110914766788483,0.22732530534267426,0.19386178255081177,0.2695024907588959,0.30723246932029724,0.2161262333393097,0.18950873613357544,0.007295542396605015,0.2792670428752899,0.1417827308177948,0.11966012418270111
the,0.42745697498321533,0.2695024907588959,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.2632751762866974,0.2559613883495331,0.4408751428127289,0.0773848369717598,0.5934505462646484,0.2266727238893509,0.22068053483963013
steps,0.29850611090660095,0.23342376947402954,0.14128534495830536,0.18431328237056732,0.23473642766475677,0.252070814371109,0.3976651132106781,0.173108771443367,0.1890544593334198,0.0067027173936367035,0.21762333810329437,0.07032667845487595,0.17527498304843903
are,0.29724663496017456,0.13909752666950226,0.3076191842556,0.3322218656539917,0.3895993232727051,0.40399202704429626,0.18403124809265137,0.14064814150333405,0.37842893600463867,0.062365561723709106,0.3452940285205841,0.2262708693742752,0.24591213464736938
7,-0.1699475795030594,-0.11178942769765854,0.002381215337663889,-0.19697469472885132,-0.11536749452352524,-0.1142377033829689,-0.18332241475582123,-0.09244538098573685,-0.09676564484834671,0.0476863756775856,-0.00045486254384741187,-0.05305225029587746,-0.15092156827449799
feet,0.18749791383743286,0.19810308516025543,0.16205810010433197,0.16521310806274414,0.18686489760875702,0.24407297372817993,0.3690342307090759,0.22471076250076294,0.16794447600841522,0.031022658571600914,0.268578439950943,0.15942056477069855,0.14855161309242249
(,0.2411840260028839,0.1926558017730713,0.2980341613292694,0.19005385041236877,0.3357032239437103,0.33289089798927307,0.14723266661167145,0.1161717101931572,0.20696312189102173,-0.012256837449967861,0.5072786808013916,0.1934622973203659,0.40561532974243164
2.1,0.25412458181381226,0.14069658517837524,0.28090572357177734,0.14335189759731293,0.22359153628349304,0.3583012819290161,0.1509656310081482,0.07106740027666092,0.232504740357399,0.02817303128540516,0.3265703320503235,0.18267463147640228,0.2436722069978714
m,0.23871465027332306,0.12753795087337494,0.19339345395565033,0.09273619949817657,0.1902354210615158,0.15156042575836182,0.13062900304794312,0.18717151880264282,0.1557406634092331,-0.053536608815193176,0.27325525879859924,0.1116315945982933,0.2618667185306549
),0.26259949803352356,0.18307669460773468,0.3267642855644226,0.1905621439218521,0.3639558255672455,0.3456730246543884,0.1573856621980667,0.08523888885974884,0.2151763141155243,-0.024152394384145737,0.5363735556602478,0.16703923046588898,0.42300865054130554
in,0.30808621644973755,0.20180901885032654,0.45514053106307983,0.3090210556983948,0.4322226941585541,0.6662389636039734,0.2058340609073639,0.22657902538776398,0.370934396982193,0.05946624279022217,0.5591574311256409,0.21628880500793457,0.20430970191955566
length,0.20598092675209045,0.1705705225467682,0.13514478504657745,0.2447652667760849,0.15237358212471008,0.26581600308418274,0.1611313670873642,0.1855028122663498,0.1803215891122818,-0.01185040082782507,0.2983158230781555,0.14648555219173431,0.16668567061424255
",",0.3087472915649414,0.2640876770019531,0.45456063747406006,0.3120402991771698,0.4464869201183319,0.4933079481124878,0.21006250381469727,0.201692596077919,0.3680937886238098,-0.019969400018453598,0.6812511086463928,0.24636991322040558,0.31091248989105225
the,0.42745697498321533,0.2695024907588959,0.48711544275283813,0.3718377649784088,0.4739971458911896,1.0,0.2632751762866974,0.2559613883495331,0.4408751428127289,0.0773848369717598,0.5934505462646484,0.2266727238893509,0.22068053483963013
balustrades,0.2507156729698181,0.2612670361995697,0.21696464717388153,0.2744388282299042,0.2912540137767792,0.31431761384010315,0.2921474277973175,0.33453240990638733,0.2155652642250061,0.06205860152840614,0.29700738191604614,0.24466459453105927,0.205125093460083
and,0.31309178471565247,0.27368447184562683,0.3740963041782379,0.3150506615638733,0.5064792633056641,0.5171257257461548,0.2371879518032074,0.2359010875225067,0.4289871156215668,0.0033420538529753685,0.588965117931366,0.3024549186229706,0.20544172823429108
columns,0.1503380984067917,0.33428752422332764,0.12119857221841812,0.23256850242614746,0.23277254402637482,0.25546973943710327,0.4250268042087555,0.21550878882408142,0.21430757641792297,0.03185699135065079,0.16568714380264282,-0.053317371755838394,0.10656043142080307
are,0.29724663496017456,0.13909752666950226,0.3076191842556,0.3322218656539917,0.3895993232727051,0.40399202704429626,0.18403124809265137,0.14064814150333405,0.37842893600463867,0.062365561723709106,0.3452940285205841,0.2262708693742752,0.24591213464736938
portland,0.12205379456281662,0.23734095692634583,0.23644351959228516,0.19126151502132416,0.2307690978050232,0.232989102602005,0.2599845826625824,0.15400859713554382,0.17059147357940674,0.06316941976547241,0.26563167572021484,0.23736712336540222,0.13481497764587402
stone,0.1478947550058365,1.0000001192092896,0.24110914766788483,0.22732530534267426,0.19386178255081177,0.2695024907588959,0.30723246932029724,0.2161262333393097,0.18950873613357544,0.007295542396605015,0.2792670428752899,0.1417827308177948,0.11966012418270111
.,0.3567904531955719,0.2792670428752899,0.40146201848983765,0.33111312985420227,0.4726039469242096,0.5934505462646484,0.17429940402507782,0.24422594904899597,0.3936232924461365,2.1261510028125485e-06,1.0000001192092896,0.24470828473567963,0.4130953550338745
