,when,was,the,decision,made,to,replace,the,nova,rockets,with,the,saturn,v,?
orbit,0.1811075508594513,0.1862146407365799,0.1565481424331665,0.17210879921913147,0.15106907486915588,0.23271086812019348,0.09114854037761688,0.1565481424331665,0.16934944689273834,0.4031777083873749,0.15879200398921967,0.1565481424331665,0.5035338401794434,0.13204096257686615,0.16621392965316772
rendezvous,0.21625781059265137,0.2680005729198456,0.28183797001838684,0.24511824548244476,0.18908607959747314,0.20874395966529846,0.22815805673599243,0.28183797001838684,0.14888569712638855,0.3212408721446991,0.20347295701503754,0.28183797001838684,0.34324100613594055,0.22329382598400116,0.08957836031913757
enabled,0.23695319890975952,0.21011066436767578,0.2653752565383911,0.1950029581785202,0.188412144780159,0.30371272563934326,0.2130245715379715,0.2653752565383911,0.10790526866912842,0.16388802230358124,0.17871643602848053,0.2653752565383911,0.2258715182542801,0.12237615138292313,0.25340956449508667
the,0.5091903209686279,0.48711544275283813,1.0,0.2905151844024658,0.3885267674922943,0.535392165184021,0.21257810294628143,1.0,0.16876175999641418,0.2335384339094162,0.4223487675189972,1.0,0.24189656972885132,0.18580520153045654,0.22068053483963013
saturn,0.17898230254650116,0.24932558834552765,0.24189656972885132,0.1334790289402008,0.18401674926280975,0.18787172436714172,0.14245447516441345,0.24189656972885132,0.1597152203321457,0.3142842650413513,0.15670639276504517,0.24189656972885132,1.0,0.22139346599578857,0.1619711071252823
v,0.20079591870307922,0.16128918528556824,0.18580520153045654,0.3554520905017853,0.14221197366714478,0.2109750658273697,0.15476104617118835,0.18580520153045654,0.10852782428264618,0.2583833336830139,0.14314915239810944,0.18580520153045654,0.22139346599578857,1.0,0.28677162528038025
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.35372841358184814,0.3377571105957031,1.0,0.3497537076473236,0.535392165184021,0.10374868661165237,0.2752438485622406,0.4239959120750427,0.535392165184021,0.18787172436714172,0.2109750658273697,0.29463258385658264
replace,0.2646997570991516,0.1948053240776062,0.21257810294628143,0.1893700510263443,0.23227715492248535,0.3497537076473236,1.0000001192092896,0.21257810294628143,0.1037706658244133,0.15752434730529785,0.2551480233669281,0.21257810294628143,0.14245447516441345,0.15476104617118835,0.27411603927612305
the,0.5091903209686279,0.48711544275283813,1.0,0.2905151844024658,0.3885267674922943,0.535392165184021,0.21257810294628143,1.0,0.16876175999641418,0.2335384339094162,0.4223487675189972,1.0,0.24189656972885132,0.18580520153045654,0.22068053483963013
nova,0.13580960035324097,0.14939220249652863,0.16876175999641418,0.050967004150152206,0.20955215394496918,0.10374868661165237,0.1037706658244133,0.16876175999641418,1.0,0.16759304702281952,0.13863015174865723,0.16876175999641418,0.1597152203321457,0.10852782428264618,0.11942808330059052
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2818170189857483,0.32507219910621643,0.44245919585227966,0.19695894420146942,0.4933079481124878,0.220703586935997,0.23994240164756775,0.4120737314224243,0.4933079481124878,0.22104106843471527,0.22053663432598114,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.20328959822654724,0.34954607486724854,0.48971283435821533,0.2254238724708557,0.5171257257461548,0.19166068732738495,0.2638039290904999,0.5477725267410278,0.5171257257461548,0.18160289525985718,0.19040757417678833,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.2905151844024658,0.3885267674922943,0.535392165184021,0.21257810294628143,1.0,0.16876175999641418,0.2335384339094162,0.4223487675189972,1.0,0.24189656972885132,0.18580520153045654,0.22068053483963013
msfc,0.30001962184906006,0.3071868419647217,0.34108442068099976,0.2535105049610138,0.18028117716312408,0.25815537571907043,0.2801714539527893,0.34108442068099976,0.19260933995246887,0.34706488251686096,0.284841924905777,0.34108442068099976,0.25766822695732117,0.24163098633289337,0.18323493003845215
proceeded,0.29781997203826904,0.28785401582717896,0.28474119305610657,0.3543207049369812,0.2563217878341675,0.3686755299568176,0.185969278216362,0.28474119305610657,0.10286980867385864,0.12569403648376465,0.2135932743549347,0.28474119305610657,0.10916320979595184,0.15691964328289032,0.15368618071079254
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.35372841358184814,0.3377571105957031,1.0,0.3497537076473236,0.535392165184021,0.10374868661165237,0.2752438485622406,0.4239959120750427,0.535392165184021,0.18787172436714172,0.2109750658273697,0.29463258385658264
develop,0.2735966444015503,0.1536230444908142,0.26276466250419617,0.22809429466724396,0.23494866490364075,0.3375980854034424,0.17056094110012054,0.26276466250419617,0.1459137201309204,0.22822141647338867,0.2685096859931946,0.26276466250419617,0.1027911826968193,0.13818149268627167,0.15784582495689392
the,0.5091903209686279,0.48711544275283813,1.0,0.2905151844024658,0.3885267674922943,0.535392165184021,0.21257810294628143,1.0,0.16876175999641418,0.2335384339094162,0.4223487675189972,1.0,0.24189656972885132,0.18580520153045654,0.22068053483963013
saturn,0.17898230254650116,0.24932558834552765,0.24189656972885132,0.1334790289402008,0.18401674926280975,0.18787172436714172,0.14245447516441345,0.24189656972885132,0.1597152203321457,0.3142842650413513,0.15670639276504517,0.24189656972885132,1.0,0.22139346599578857,0.1619711071252823
rocket,0.23733218014240265,0.1610075682401657,0.20029182732105255,0.15146280825138092,0.21433918178081512,0.235296830534935,0.12047936022281647,0.20029182732105255,0.2102464884519577,0.810067892074585,0.2233467847108841,0.20029182732105255,0.37701481580734253,0.2497616410255432,0.16587020456790924
family,0.2021179050207138,0.21917963027954102,0.2394849956035614,0.18291369080543518,0.19617901742458344,0.21285007894039154,0.17679962515830994,0.2394849956035614,0.04171096533536911,0.14869706332683563,0.16764762997627258,0.2394849956035614,0.11464426666498184,0.1240796223282814,0.15222905576229095
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.2598762512207031,0.3147922456264496,0.4451248347759247,0.2531587481498718,0.4739971458911896,0.15936870872974396,0.26787906885147095,0.39140474796295166,0.4739971458911896,0.30204665660858154,0.13933385908603668,0.264628142118454
apollo,0.20691178739070892,0.2306441366672516,0.2169172167778015,0.2090158760547638,0.16819484531879425,0.23190522193908691,0.12707732617855072,0.2169172167778015,0.11079037189483643,0.32749131321907043,0.1249200850725174,0.2169172167778015,0.391809344291687,0.21478798985481262,0.191528782248497
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3103445768356323,0.4032190144062042,0.4645031690597534,0.2834588289260864,0.5934505462646484,0.15934376418590546,0.2519492208957672,0.4446153938770294,0.5934505462646484,0.23308148980140686,0.2973858416080475,0.4130953550338745
