,what,river,originally,bounded,the,duchy
seine,0.22643093764781952,0.3844311237335205,0.18507042527198792,0.25347182154655457,0.26906487345695496,0.32329732179641724
.,0.3567904531955719,0.21443960070610046,0.2504246234893799,0.2191901057958603,0.5934505462646484,0.21778234839439392
,what,river,originally,bounded,the,duchy
the,0.42745697498321533,0.2894456386566162,0.36820849776268005,0.33684098720550537,1.0,0.2944258749485016
treaty,0.17237819731235504,0.22677600383758545,0.16532400250434875,0.27621370553970337,0.2690109610557556,0.3239375352859497
offered,0.1662205457687378,0.09193837642669678,0.2056168168783188,0.16972924768924713,0.270993173122406,0.1263667792081833
rollo,0.19718779623508453,0.22466962039470673,0.16918820142745972,0.1354573369026184,0.2636377513408661,0.30152565240859985
and,0.31309178471565247,0.19898422062397003,0.2772660255432129,0.2851484715938568,0.5171257257461548,0.2458227425813675
his,0.26976513862609863,0.16192665696144104,0.2090170681476593,0.11911232024431229,0.4394008219242096,0.24126484990119934
men,0.18620994687080383,0.14548484981060028,0.1901233047246933,0.18004323542118073,0.26001617312431335,0.10833564400672913
the,0.42745697498321533,0.2894456386566162,0.36820849776268005,0.33684098720550537,1.0,0.2944258749485016
french,0.17393042147159576,0.14718952775001526,0.21156787872314453,0.15152385830879211,0.2555147111415863,0.23344366252422333
lands,0.16376858949661255,0.19863292574882507,0.2491619735956192,0.32950910925865173,0.3190511167049408,0.3325543999671936
between,0.2462156116962433,0.11233054101467133,0.22761845588684082,0.33952492475509644,0.39067012071609497,0.14615672826766968
the,0.42745697498321533,0.2894456386566162,0.36820849776268005,0.33684098720550537,1.0,0.2944258749485016
river,0.13815869390964508,0.9999999403953552,0.1685129851102829,0.3184369206428528,0.2894456386566162,0.18483451008796692
epte,0.2061186283826828,0.3490486443042755,0.24408549070358276,0.2992333471775055,0.2729473412036896,0.2407577931880951
and,0.31309178471565247,0.19898422062397003,0.2772660255432129,0.2851484715938568,0.5171257257461548,0.2458227425813675
the,0.42745697498321533,0.2894456386566162,0.36820849776268005,0.33684098720550537,1.0,0.2944258749485016
atlantic,0.16333554685115814,0.3266092836856842,0.250240683555603,0.2827572822570801,0.31052014231681824,0.16985362768173218
coast,0.2200622260570526,0.3161878287792206,0.17990024387836456,0.3176882565021515,0.28366661071777344,0.19134294986724854
in,0.30808621644973755,0.2149806171655655,0.3191297650337219,0.305585652589798,0.6662389636039734,0.27166545391082764
exchange,0.11323627829551697,0.11597534269094467,0.053777050226926804,0.16878321766853333,0.2543705105781555,0.18938009440898895
for,0.3017193675041199,0.12789757549762726,0.2846513092517853,0.10331769287586212,0.4739971458911896,0.11632268875837326
their,0.35142919421195984,0.09892141073942184,0.21221309900283813,0.19683153927326202,0.516537070274353,0.18868222832679749
protection,0.24867326021194458,0.07643075287342072,0.11687301844358444,0.12469945102930069,0.26689648628234863,0.19894835352897644
against,0.24561616778373718,0.12422965466976166,0.17861706018447876,0.11294317990541458,0.3090755045413971,0.14366509020328522
further,0.30867868661880493,0.1166137233376503,0.1726868599653244,0.24038586020469666,0.32531118392944336,0.16873033344745636
viking,0.15692788362503052,0.18211542069911957,0.15456213057041168,0.16542702913284302,0.2372916340827942,0.22278009355068207
incursions,0.30887970328330994,0.20603641867637634,0.21406811475753784,0.2727586328983307,0.34026309847831726,0.2067478597164154
.,0.3567904531955719,0.21443960070610046,0.2504246234893799,0.2191901057958603,0.5934505462646484,0.21778234839439392
