,where,were,tetzel,'s,teachings,in,line,with,church,dogma,?
for,0.38599511981010437,0.33592689037323,0.17281296849250793,-0.07241261005401611,0.19702056050300598,0.4322226941585541,0.2019100785255432,0.39140474796295166,0.15542230010032654,0.15899692475795746,0.264628142118454
the,0.5003893971443176,0.3906462490558624,0.26067298650741577,-0.01540423184633255,0.2114255279302597,0.6662389636039734,0.29789501428604126,0.4223487675189972,0.23846197128295898,0.24995286762714386,0.22068053483963013
dead,0.21805375814437866,0.2123468816280365,0.16435466706752777,0.00573191000148654,0.18053171038627625,0.20731575787067413,0.09500506520271301,0.17710033059120178,0.14453545212745667,0.14416532218456268,0.1856520175933838
",",0.3149496018886566,0.36755475401878357,0.33824118971824646,-0.0016132977325469255,0.2321072518825531,0.5201468467712402,0.22637072205543518,0.4120737314224243,0.2707274258136749,0.25322869420051575,0.31091248989105225
his,0.29880598187446594,0.3142043352127075,0.17810730636119843,0.047556519508361816,0.3083688020706177,0.3598145842552185,0.18334023654460907,0.33836179971694946,0.20669284462928772,0.14196018874645233,0.18075084686279297
teaching,0.24929308891296387,0.1876843124628067,0.12118932604789734,-0.021572323516011238,0.8027529716491699,0.2659059166908264,0.0916835218667984,0.17801906168460846,0.33404240012168884,0.34663906693458557,0.20424684882164001
on,0.37630224227905273,0.2774328887462616,0.17138589918613434,0.0026888418942689896,0.18305721879005432,0.46853652596473694,0.2094266265630722,0.40749499201774597,0.1726921796798706,0.1656750589609146,0.2714994251728058
indulgences,0.16468416154384613,0.2021196484565735,0.13006402552127838,0.009167968295514584,0.567501425743103,0.18559019267559052,0.14673839509487152,0.16578751802444458,0.4724566638469696,0.4395360052585602,0.21964608132839203
for,0.38599511981010437,0.33592689037323,0.17281296849250793,-0.07241261005401611,0.19702056050300598,0.4322226941585541,0.2019100785255432,0.39140474796295166,0.15542230010032654,0.15899692475795746,0.264628142118454
the,0.5003893971443176,0.3906462490558624,0.26067298650741577,-0.01540423184633255,0.2114255279302597,0.6662389636039734,0.29789501428604126,0.4223487675189972,0.23846197128295898,0.24995286762714386,0.22068053483963013
living,0.21030797064304352,0.30441248416900635,0.14605486392974854,-0.012697799131274223,0.2188965380191803,0.3253810405731201,0.09824856370687485,0.23172324895858765,0.29979652166366577,0.1568036675453186,0.18362653255462646
was,0.20731619000434875,0.590133786201477,0.19295687973499298,0.008974763564765453,0.21945126354694366,0.45514053106307983,0.1765366792678833,0.27411898970603943,0.24960921704769135,0.24466802179813385,0.18412111699581146
in,0.5344807505607605,0.3815755248069763,0.26100096106529236,-0.037580832839012146,0.19091618061065674,1.0,0.2258777767419815,0.4080928862094879,0.2493300437927246,0.20073407888412476,0.20430970191955566
line,0.22999835014343262,0.16909393668174744,0.14124983549118042,-0.06894499808549881,0.09352407604455948,0.2258777767419815,1.0000001192092896,0.18698516488075256,0.12342790514230728,0.05971083045005798,0.16271452605724335
with,0.4142743945121765,0.3179011940956116,0.2576636075973511,-0.04624466598033905,0.1297142654657364,0.4080928862094879,0.18698516488075256,0.9999999403953552,0.17961077392101288,0.21113619208335876,0.2433311939239502
catholic,0.19908323884010315,0.2294636070728302,0.10351230204105377,0.06979791074991226,0.41474512219429016,0.26313918828964233,0.08497189730405807,0.2027006596326828,0.6546704173088074,0.4081251621246338,0.16609853506088257
dogma,0.13809184730052948,0.14914081990718842,0.15788763761520386,-0.032026149332523346,0.5013454556465149,0.20073407888412476,0.05971083045005798,0.21113619208335876,0.3502660393714905,1.0,0.23983553051948547
of,0.38066378235816956,0.34038281440734863,0.21687351167201996,-0.03817026689648628,0.27638328075408936,0.5696388483047485,0.23765452206134796,0.41827285289764404,0.3079429268836975,0.23242829740047455,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,0.26067298650741577,-0.01540423184633255,0.2114255279302597,0.6662389636039734,0.29789501428604126,0.4223487675189972,0.23846197128295898,0.24995286762714386,0.22068053483963013
time,0.3538551926612854,0.3104150593280792,0.146511048078537,0.01301188487559557,0.23544512689113617,0.3431483507156372,0.1919175535440445,0.31862112879753113,0.17123638093471527,0.1642058938741684,0.27391523122787476
.,0.41390106081962585,0.3378238379955292,0.30589956045150757,-0.003708066651597619,0.23139940202236176,0.5591574311256409,0.25851553678512573,0.4446153938770294,0.28898224234580994,0.22622115910053253,0.4130953550338745
