,prior,to,manning,",",who,was,the,oldest,quarterback,to,play,in,a,super,bowl,?
denver,0.1597118228673935,0.23706497251987457,0.36400365829467773,0.25173696875572205,0.20955970883369446,0.2766761779785156,0.2052404284477234,0.15985074639320374,0.44688186049461365,0.23706497251987457,0.22126924991607666,0.2221570909023285,0.179859921336174,0.24589714407920837,0.2861449718475342,0.1520889848470688
's,-0.0369880273938179,0.03782717138528824,0.021839646622538567,-0.0016132977325469255,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.014085551723837852,-0.05772290751338005,0.03782717138528824,0.08983290195465088,-0.037580832839012146,0.04866964742541313,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
executive,0.1791280061006546,0.20976532995700836,0.19605055451393127,0.27674952149391174,0.20786358416080475,0.26019418239593506,0.2402946650981903,0.1498139351606369,0.28710195422172546,0.20976532995700836,0.09707687050104141,0.1878502070903778,0.21100085973739624,0.1542377471923828,0.09344751387834549,0.12134998291730881
vice,0.20341376960277557,0.2266794741153717,0.1791556179523468,0.2756725251674652,0.22284634411334991,0.22215546667575836,0.2412198781967163,0.14687778055667877,0.25306808948516846,0.2266794741153717,0.10325993597507477,0.14977192878723145,0.13536539673805237,0.12336721271276474,0.09809011220932007,0.1369185745716095
president,0.17034552991390228,0.21247753500938416,0.20895713567733765,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.1693301796913147,0.2540740370750427,0.21247753500938416,0.16015766561031342,0.18811661005020142,0.16959697008132935,0.11904861032962799,0.17701053619384766,0.14148259162902832
of,0.3183474540710449,0.41548454761505127,0.20024974644184113,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.33351290225982666,0.19996441900730133,0.41548454761505127,0.15350224077701569,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.1826142966747284
football,0.10917257517576218,0.14816443622112274,0.29333969950675964,0.25483596324920654,0.17791859805583954,0.23601193726062775,0.18794101476669312,0.2045140266418457,0.5751041769981384,0.14816443622112274,0.2865869700908661,0.2378888875246048,0.20103967189788818,0.295350581407547,0.3109349310398102,0.14957410097122192
operations,0.29022571444511414,0.2544249892234802,0.19880658388137817,0.28440970182418823,0.18454647064208984,0.17603980004787445,0.2928410470485687,0.11396357417106628,0.1440735161304474,0.2544249892234802,0.11113320291042328,0.2654678225517273,0.2154437005519867,0.15616489946842194,0.0534176342189312,0.13622350990772247
and,0.2185291349887848,0.48971283435821533,0.2638654112815857,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.19885091483592987,0.202833354473114,0.48971283435821533,0.25634777545928955,0.4954058527946472,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
general,0.2695819139480591,0.24755197763442993,0.16193987429141998,0.3022127151489258,0.2461782991886139,0.2445744127035141,0.28634732961654663,0.0768590122461319,0.09336008876562119,0.24755197763442993,0.04696480929851532,0.259066641330719,0.2157215178012848,0.04521964490413666,0.07438556104898453,0.1972234547138214
manager,0.16006320714950562,0.18800784647464752,0.2319147288799286,0.26230543851852417,0.22238492965698242,0.22753120958805084,0.18262924253940582,0.15430408716201782,0.30336081981658936,0.18800784647464752,0.195071280002594,0.22855541110038757,0.2452516406774521,0.10942146927118301,0.10839234292507172,0.11875338107347488
.,0.2402365803718567,0.4645031690597534,0.2937074899673462,0.6812511086463928,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2520267069339752,0.23691914975643158,0.4645031690597534,0.25552695989608765,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
