,what,does,the,ipcc,rely,on,for,research,?
the,0.42745697498321533,0.35928019881248474,1.0,0.24925659596920013,0.2672518789768219,0.5107308030128479,0.4739971458911896,0.24391183257102966,0.22068053483963013
basis,0.27055948972702026,0.2395273596048355,0.2758672833442688,0.3056359887123108,0.42570263147354126,0.3159703016281128,0.34436357021331787,0.3352098762989044,0.14255106449127197
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.20174051821231842,0.23148025572299957,0.3966929316520691,0.4185989499092102,0.22573977708816528,0.1826142966747284
scientific,0.18922170996665955,0.21382452547550201,0.24748262763023376,0.4206697344779968,0.3203014135360718,0.21381816267967224,0.25507164001464844,0.5757454037666321,0.16215236485004425
papers,0.16029351949691772,0.11294618248939514,0.15848612785339355,0.32529667019844055,0.16215747594833374,0.2545972466468811,0.23718203604221344,0.4117654860019684,0.12157123535871506
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20790739357471466,0.31047725677490234,0.4077630043029785,0.5064792633056641,0.27611881494522095,0.20544172823429108
independently,0.33537206053733826,0.26323094964027405,0.2874889671802521,0.24828173220157623,0.363778293132782,0.2842062711715698,0.2311953455209732,0.28787660598754883,0.1474725753068924
documented,0.2299768477678299,0.1704995483160019,0.33553433418273926,0.24328045547008514,0.22123736143112183,0.1918090283870697,0.2662891745567322,0.2026805728673935,0.21683016419410706
results,0.2425258755683899,0.2552628517150879,0.2863679826259613,0.3232816159725189,0.23071080446243286,0.2134668081998825,0.2949832081794739,0.2902927100658417,0.21797199547290802
from,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.1346227526664734,0.1892593652009964,0.36926645040512085,0.314039945602417,0.19734305143356323,0.19969791173934937
other,0.341873437166214,0.2947014272212982,0.44152235984802246,0.2497648149728775,0.3463130593299866,0.3410046398639679,0.3273986279964447,0.25624799728393555,0.24682199954986572
scientific,0.18922170996665955,0.21382452547550201,0.24748262763023376,0.4206697344779968,0.3203014135360718,0.21381816267967224,0.25507164001464844,0.5757454037666321,0.16215236485004425
bodies,0.1688588559627533,0.21532393991947174,0.2745959758758545,0.1757287085056305,0.30466100573539734,0.17646045982837677,0.1515924632549286,0.18171116709709167,0.18285469710826874
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.15590040385723114,0.253036767244339,0.49057599902153015,0.4464869201183319,0.2764695882797241,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.20790739357471466,0.31047725677490234,0.4077630043029785,0.5064792633056641,0.27611881494522095,0.20544172823429108
its,0.30393704771995544,0.33437713980674744,0.559237003326416,0.24596279859542847,0.24400386214256287,0.34331920742988586,0.2992613911628723,0.23231735825538635,0.15103481709957123
schedule,0.22513388097286224,0.23353101313114166,0.21986375749111176,0.3127756118774414,0.16395170986652374,0.3058472275733948,0.2543735206127167,0.18428866565227509,0.16743622720241547
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.19251582026481628,0.26649168133735657,0.36199691891670227,0.9999999403953552,0.29481053352355957,0.264628142118454
producing,0.1989585906267166,0.21486324071884155,0.28730374574661255,0.1582687497138977,0.242368683218956,0.19559767842292786,0.30518653988838196,0.23168066143989563,0.1406429558992386
reports,0.24207861721515656,0.2453697919845581,0.2622474431991577,0.375255823135376,0.22544629871845245,0.26750078797340393,0.24826116859912872,0.33873993158340454,0.23746368288993835
requires,0.24784088134765625,0.4281558096408844,0.2693159878253937,0.2139289826154709,0.40785694122314453,0.21154068410396576,0.3619304895401001,0.17828410863876343,0.26020103693008423
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.12244262546300888,0.25360018014907837,0.3848365545272827,0.44038116931915283,0.1935642808675766,0.23916715383529663
deadline,0.323066771030426,0.20707012712955475,0.2730764150619507,0.26237279176712036,0.1953534632921219,0.3258323669433594,0.2966119050979614,0.09698697924613953,0.3758934438228607
for,0.3017193675041199,0.35159170627593994,0.4739971458911896,0.19251582026481628,0.26649168133735657,0.36199691891670227,0.9999999403953552,0.29481053352355957,0.264628142118454
submissions,0.26745644211769104,0.2797040641307831,0.28000614047050476,0.2940002381801605,0.3064325153827667,0.30073392391204834,0.297613263130188,0.18136800825595856,0.2561819553375244
prior,0.2537507116794586,0.21332383155822754,0.33782097697257996,0.21238330006599426,0.1916334331035614,0.3162264823913574,0.31561535596847534,0.17311134934425354,0.16978254914283752
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.25466105341911316,0.3321976661682129,0.41031414270401,0.4451248347759247,0.2667310833930969,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.24925659596920013,0.2672518789768219,0.5107308030128479,0.4739971458911896,0.24391183257102966,0.22068053483963013
report,0.2868559956550598,0.1839267909526825,0.2556745111942291,0.4727894961833954,0.21645960211753845,0.29382312297821045,0.2216007560491562,0.3599732220172882,0.3138936758041382
's,0.02692362666130066,-0.02895052544772625,-0.01540423184633255,0.010160183534026146,0.03161059319972992,0.0026888418942689896,-0.07241261005401611,-0.03923575207591057,-0.023395681753754616
final,0.20972409844398499,0.1768365204334259,0.3543182611465454,0.19649305939674377,0.13531619310379028,0.20678670704364777,0.25346213579177856,0.09222619980573654,0.17315025627613068
release,0.19122223556041718,0.15961508452892303,0.2814774513244629,0.279475599527359,0.25149857997894287,0.24461959302425385,0.21817782521247864,0.16502892971038818,0.14489315450191498
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.20098818838596344,0.2332485467195511,0.49257001280784607,0.4726039469242096,0.2517603039741516,0.4130953550338745
