,what,were,two,of,fresno,'s,most,beautiful,architectural,buildings,that,are,now,demolished,?
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
fresno,0.159109428524971,0.1892825961112976,0.17640221118927002,0.1875009983778,1.0000001192092896,0.032067470252513885,0.1402399241924286,0.14110934734344482,0.13329358398914337,0.14507965743541718,0.1552816778421402,0.14489346742630005,0.20491930842399597,0.16828620433807373,0.13224096596240997
water,0.17456887662410736,0.17986807227134705,0.20420964062213898,0.2741255462169647,0.2050275355577469,0.06513497978448868,0.2187667042016983,0.22858504951000214,0.12614578008651733,0.23542407155036926,0.3326379060745239,0.26855918765068054,0.15135414898395538,0.240808367729187,0.14731885492801666
tower,0.12919922173023224,0.1349964290857315,0.1522550731897354,0.2271278351545334,0.13243645429611206,-0.06583263725042343,0.1386466920375824,0.23076172173023224,0.33077481389045715,0.49656352400779724,0.18911580741405487,0.0878683552145958,0.1527041345834732,0.40864938497543335,0.10395228117704391
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
bank,0.13934029638767242,0.14221233129501343,0.1487843245267868,0.2346848100423813,0.13553114235401154,0.07716244459152222,0.18211910128593445,0.12359876930713654,0.21726427972316742,0.22666426002979279,0.19731587171554565,0.16304543614387512,0.2242337167263031,0.24616599082946777,0.09656643867492676
of,0.33290785551071167,0.34038281440734863,0.37726253271102905,1.0,0.1875009983778,-0.03817026689648628,0.4178851246833801,0.210832878947258,0.2795933783054352,0.2829168736934662,0.41498205065727234,0.39081433415412903,0.29182544350624084,0.24649691581726074,0.1826142966747284
italy,0.16949890553951263,0.21057331562042236,0.1952686309814453,0.2844046950340271,0.27094244956970215,0.007163373753428459,0.2041080892086029,0.18090009689331055,0.1487867683172226,0.24906624853610992,0.17940302193164825,0.1577848345041275,0.16095700860023499,0.1746191680431366,0.11567100137472153
building,0.23529528081417084,0.18601834774017334,0.1893487423658371,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.1664457619190216,0.1847189962863922,0.5175206661224365,0.765990138053894,0.2585349678993225,0.1904018670320511,0.25956061482429504,0.5453174114227295,0.13549931347370148
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
pacific,0.12389002740383148,0.17013686895370483,0.2241741418838501,0.21646003425121307,0.34335553646087646,0.08797691762447357,0.19070230424404144,0.05610046535730362,0.1376219391822815,0.1847490668296814,0.20423626899719238,0.1823054850101471,0.14792513847351074,0.13071423768997192,0.13060949742794037
southwest,0.17507365345954895,0.1999971866607666,0.20873062312602997,0.2579437494277954,0.25223955512046814,-0.01139537151902914,0.16712898015975952,0.13724489510059357,0.15143848955631256,0.2704010605812073,0.1610594391822815,0.20129360258579254,0.2478141188621521,0.20012284815311432,0.11322080343961716
building,0.23529528081417084,0.18601834774017334,0.1893487423658371,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.1664457619190216,0.1847189962863922,0.5175206661224365,0.765990138053894,0.2585349678993225,0.1904018670320511,0.25956061482429504,0.5453174114227295,0.13549931347370148
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
san,0.19375550746917725,0.1803872287273407,0.18889032304286957,0.25237205624580383,0.4697914123535156,-0.022058377042412758,0.19508418440818787,0.13343080878257751,0.15608583390712738,0.21735452115535736,0.19199305772781372,0.13921020925045013,0.15760432183742523,0.19117021560668945,0.10952327400445938
joaquin,0.04639154300093651,0.10400642454624176,0.1838463544845581,0.21863585710525513,0.36139971017837524,0.017195606604218483,0.14065058529376984,0.16095399856567383,0.10733819752931595,0.1888064742088318,0.2231551557779312,0.15524347126483917,0.11624074727296829,0.1348356008529663,0.10146427899599075
light,0.22953972220420837,0.19235341250896454,0.23638439178466797,0.18257063627243042,0.09964165836572647,0.047048170119524,0.21187102794647217,0.22643400728702545,0.12111058086156845,0.1953769326210022,0.28159382939338684,0.21304044127464294,0.17188908159732819,0.10914207249879837,0.17429810762405396
&,0.11141876131296158,0.1205248013138771,0.16074252128601074,0.19900451600551605,0.07416577637195587,-0.02038128487765789,0.10219087451696396,0.11335014551877975,0.2076607048511505,0.12428570538759232,0.13811425864696503,0.17888472974300385,0.10027458518743515,0.08759543299674988,0.12596383690834045
power,0.22216427326202393,0.18395109474658966,0.17230483889579773,0.25273123383522034,0.15662258863449097,0.05344679579138756,0.18401093780994415,0.09892039746046066,0.13547375798225403,0.1933823823928833,0.2680378556251526,0.1187305822968483,0.17986774444580078,0.19978243112564087,0.15304024517536163
building,0.23529528081417084,0.18601834774017334,0.1893487423658371,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.1664457619190216,0.1847189962863922,0.5175206661224365,0.765990138053894,0.2585349678993225,0.1904018670320511,0.25956061482429504,0.5453174114227295,0.13549931347370148
(,0.2411840260028839,0.14743882417678833,0.2169162482023239,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.20654040575027466,0.15400159358978271,0.17043140530586243,0.16379432380199432,0.2264307141304016,0.23263892531394958,0.3518637716770172,0.17371124029159546,0.40561532974243164
currently,0.21436211466789246,0.1813543140888214,0.25815945863723755,0.2655649185180664,0.21287034451961517,-0.0480838343501091,0.2676321268081665,0.14124326407909393,0.12646602094173431,0.17030948400497437,0.31158748269081116,0.3489539325237274,0.5035606026649475,0.2160264551639557,0.1861555278301239
known,0.20381177961826324,0.2330206036567688,0.20766764879226685,0.35814476013183594,0.18501479923725128,0.008368984796106815,0.3850763440132141,0.2758485674858093,0.16326288878917694,0.15214911103248596,0.20813259482383728,0.26720109581947327,0.27519240975379944,0.1987084299325943,0.18314571678638458
as,0.31749409437179565,0.3025437891483307,0.3029302954673767,0.3886612355709076,0.13437435030937195,-0.05775856226682663,0.3548237979412079,0.21462804079055786,0.1985740214586258,0.21993879973888397,0.4735107421875,0.3826591968536377,0.3483183979988098,0.18223601579666138,0.27043893933296204
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
grand,0.1358851045370102,0.16882331669330597,0.2209620177745819,0.27195852994918823,0.2059287428855896,-0.005897364113479853,0.14851227402687073,0.1942462921142578,0.21418672800064087,0.16654279828071594,0.20241984724998474,0.12946274876594543,0.14869557321071625,0.21257029473781586,0.1168735921382904
1401,0.03889961540699005,0.151112362742424,0.27404212951660156,0.1497793048620224,0.03884194791316986,0.04203812777996063,0.13895665109157562,-0.056000761687755585,-0.06585433334112167,-0.01683628372848034,0.13837426900863647,0.07670052349567413,0.018912751227617264,0.02297355979681015,0.013339387252926826
),0.26259949803352356,0.1566188633441925,0.24161455035209656,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.23620007932186127,0.1797063797712326,0.17467747628688812,0.15395024418830872,0.23478686809539795,0.2373749315738678,0.36229267716407776,0.18825334310531616,0.42300865054130554
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.4671151638031006,0.5116966962814331,0.21513071656227112,0.06895173341035843,0.4309377074241638,0.30173778533935547,0.2561565637588501,0.3477250337600708,0.4731321930885315,0.48576638102531433,0.35309651494026184,0.24303382635116577,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,0.43858039379119873,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.47635307908058167,0.19110354781150818,0.22612835466861725,0.25566717982292175,0.5473989248275757,0.40399202704429626,0.38266420364379883,0.29508069157600403,0.22068053483963013
hughes,0.1980774700641632,0.21744699776172638,0.1651405394077301,0.21100978553295135,0.2568431794643402,-0.03217606991529465,0.15296396613121033,0.11610551178455353,0.1863737851381302,0.14763878285884857,0.1785626858472824,0.1308092325925827,0.12965165078639984,0.16223573684692383,0.1937333196401596
hotel,0.12076243758201599,0.176607146859169,0.20126144587993622,0.1921118199825287,0.21671316027641296,-0.011970339342951775,0.13615520298480988,0.24414286017417908,0.24088433384895325,0.3596729040145874,0.14926131069660187,0.10123787820339203,0.1968018263578415,0.3242935836315155,0.05846213921904564
(,0.2411840260028839,0.14743882417678833,0.2169162482023239,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.20654040575027466,0.15400159358978271,0.17043140530586243,0.16379432380199432,0.2264307141304016,0.23263892531394958,0.3518637716770172,0.17371124029159546,0.40561532974243164
burned,0.1846838891506195,0.32018545269966125,0.18459263443946838,0.22024062275886536,0.18977490067481995,0.007542244158685207,0.13670781254768372,0.1735653132200241,0.13400447368621826,0.35967251658439636,0.21643909811973572,0.10754944384098053,0.20387229323387146,0.4727344214916229,0.14875538647174835
down,0.26226112246513367,0.20870833098888397,0.2533988952636719,0.23279321193695068,0.09570533037185669,-0.0948290154337883,0.1313326507806778,0.2122994214296341,0.08699581027030945,0.19668065011501312,0.3273264467716217,0.20758381485939026,0.2092391401529312,0.28227290511131287,0.13836295902729034
),0.26259949803352356,0.1566188633441925,0.24161455035209656,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.23620007932186127,0.1797063797712326,0.17467747628688812,0.15395024418830872,0.23478686809539795,0.2373749315738678,0.36229267716407776,0.18825334310531616,0.42300865054130554
",",0.3087472915649414,0.36755475401878357,0.35859420895576477,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.3636029064655304,0.23577161133289337,0.21142789721488953,0.272444486618042,0.4137537479400635,0.4062570035457611,0.43216821551322937,0.25203731656074524,0.31091248989105225
to,0.455847829580307,0.31913647055625916,0.3343428373336792,0.41548454761505127,0.22500741481781006,0.03782717138528824,0.321603000164032,0.19225826859474182,0.21768918633460999,0.25290772318840027,0.5436353087425232,0.3504326641559601,0.3925153911113739,0.18228134512901306,0.29463258385658264
name,0.18623162806034088,0.1580192744731903,0.18348293006420135,0.24075818061828613,0.17195947468280792,0.08507627248764038,0.19063733518123627,0.18558719754219055,0.1336216777563095,0.13032913208007812,0.27224332094192505,0.17349179089069366,0.26047030091285706,0.2106093317270279,0.15381577610969543
a,0.3320399522781372,0.17203083634376526,0.3289857804775238,0.5052502155303955,0.22242428362369537,0.04866964742541313,0.3508910834789276,0.24241496622562408,0.22478227317333221,0.22776827216148376,0.47537946701049805,0.265255331993103,0.3046339154243469,0.2400583177804947,0.23916715383529663
few,0.2780759632587433,0.36065220832824707,0.49171993136405945,0.2682102620601654,0.15538842976093292,0.06408512592315674,0.42354097962379456,0.19429101049900055,0.1368020921945572,0.2237669974565506,0.3973994851112366,0.43078693747520447,0.2941798269748688,0.1648903489112854,0.2334265559911728
.,0.3567904531955719,0.3378238379955292,0.3524959683418274,0.5352458953857422,0.2480216920375824,-0.003708066651597619,0.35404038429260254,0.18983760476112366,0.20860576629638672,0.2799520492553711,0.4460422694683075,0.3452940285205841,0.36271902918815613,0.2607390880584717,0.4130953550338745
