,in,which,city,was,tesla,'s,consultant,job,for,westinghouse,?
fee,0.17606133222579956,0.23782972991466522,0.08407516032457352,0.15327097475528717,0.23693960905075073,0.01646084524691105,0.2221832275390625,0.16807956993579865,0.27223673462867737,0.2591547667980194,0.13206739723682404
of,0.5696388483047485,0.5011631846427917,0.32503411173820496,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.22485356032848358,0.2253132164478302,0.4185989499092102,0.28119996190071106,0.1826142966747284
$,0.21616753935813904,0.22076056897640228,0.18137891590595245,0.23838669061660767,0.23458653688430786,0.03734852001070976,0.1655462235212326,0.22782929241657257,0.22711659967899323,0.1781255006790161,0.2786129117012024
"2,000",0.04807119444012642,-0.05872787535190582,0.009135167114436626,0.1340620517730713,-0.0396839864552021,-0.0077349720522761345,0.17728039622306824,0.14604872465133667,0.07863972336053848,0.08358244597911835,-0.01396813802421093
(,0.3087427020072937,0.2589828372001648,0.19590984284877777,0.2980341613292694,0.2156914919614792,0.0012731997994706035,0.22151628136634827,0.17151835560798645,0.3357032239437103,0.18137404322624207,0.40561532974243164
$,0.21616753935813904,0.22076056897640228,0.18137891590595245,0.23838669061660767,0.23458653688430786,0.03734852001070976,0.1655462235212326,0.22782929241657257,0.22711659967899323,0.1781255006790161,0.2786129117012024
"52,700",0.1424558311700821,0.1007300466299057,-0.008948682807385921,0.045319750905036926,-0.04721102863550186,0.016315652057528496,0.012424508109688759,0.014853437431156635,0.07198004424571991,0.011590125039219856,-0.054419633001089096
in,1.0,0.4840516746044159,0.3911624252796173,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.28084608912467957,0.2114088088274002,0.4322226941585541,0.2579890191555023,0.20430970191955566
today,0.3300545811653137,0.3886263072490692,0.27847206592559814,0.3137040436267853,0.23937693238258362,-0.017862282693386078,0.18920214474201202,0.19878843426704407,0.31663668155670166,0.22388873994350433,0.17338968813419342
's,-0.037580832839012146,0.03856118768453598,0.004406440537422895,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.04430541768670082,-0.03254055604338646,-0.07241261005401611,-0.008012998849153519,-0.023395681753754616
dollars,0.21489819884300232,0.23283207416534424,0.14318884909152985,0.20212356746196747,0.22256800532341003,0.12366975843906403,0.1566961258649826,0.17670024931430817,0.24730023741722107,0.20052774250507355,0.21298730373382568
),0.3326910734176636,0.2758678197860718,0.2113075703382492,0.3267642855644226,0.22692398726940155,0.021107977256178856,0.22566474974155426,0.20149677991867065,0.3639558255672455,0.18788452446460724,0.42300865054130554
per,0.1975519210100174,0.2492961585521698,0.12851813435554504,0.12717042863368988,0.2078201323747635,0.06270148605108261,0.0681823343038559,0.1458798050880432,0.22882020473480225,0.13784749805927277,0.22323818504810333
month,0.2385365217924118,0.19492579996585846,0.2669828534126282,0.25208011269569397,0.1450187712907791,-0.02560724876821041,0.1417231559753418,0.13949421048164368,0.23262934386730194,0.08289103209972382,0.23961511254310608
to,0.45010748505592346,0.5345056653022766,0.20300441980361938,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.27452826499938965,0.2869062125682831,0.4451248347759247,0.22176946699619293,0.29463258385658264
be,0.3481820821762085,0.476310670375824,0.11616156995296478,0.42228707671165466,0.15180771052837372,0.025217169895768166,0.22748802602291107,0.23075640201568604,0.3801851272583008,0.2052488476037979,0.3324260413646698
a,0.539380669593811,0.56894451379776,0.2349124401807785,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.22634117305278778,0.2834402620792389,0.44038116931915283,0.25513118505477905,0.23916715383529663
consultant,0.28084608912467957,0.17680314183235168,0.20709006488323212,0.29380151629447937,0.2050866335630417,0.04430541768670082,0.9999998807907104,0.34823092818260193,0.2879292666912079,0.3461652100086212,0.1217312291264534
at,0.4374977946281433,0.3286694884300232,0.2310783565044403,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.20971818268299103,0.249663844704628,0.34237727522850037,0.24553091824054718,0.21978627145290375
the,0.6662389636039734,0.6521818041801453,0.35769423842430115,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.22320781648159027,0.24242734909057617,0.4739971458911896,0.3101098835468292,0.22068053483963013
westinghouse,0.2579890191555023,0.2770593464374542,0.2162541002035141,0.30702054500579834,0.35764777660369873,-0.008012998849153519,0.3461652100086212,0.14707201719284058,0.25690075755119324,0.9999999403953552,0.17307911813259125
electric,0.19779469072818756,0.272510290145874,0.10400467365980148,0.17723047733306885,0.3824412524700165,-0.0115516884252429,0.20086558163166046,0.10929181426763535,0.2190219610929489,0.4146316647529602,0.15674720704555511
&,0.1358654648065567,0.16294614970684052,0.132121279835701,0.12134000658988953,0.12341691553592682,-0.02038128487765789,0.21586842834949493,0.015081129036843777,0.15479104220867157,0.19122982025146484,0.12596383690834045
manufacturing,0.2715393304824829,0.2763569951057434,0.26553818583488464,0.22300750017166138,0.350337952375412,-0.030407974496483803,0.3430240750312805,0.16737154126167297,0.26200976967811584,0.3919288218021393,0.11596895009279251
company,0.22141718864440918,0.25990763306617737,0.25891005992889404,0.2293137013912201,0.23045730590820312,0.003266559913754463,0.32680028676986694,0.20981965959072113,0.25874319672584534,0.35389670729637146,0.12195809185504913
's,-0.037580832839012146,0.03856118768453598,0.004406440537422895,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.04430541768670082,-0.03254055604338646,-0.07241261005401611,-0.008012998849153519,-0.023395681753754616
pittsburgh,0.1921023428440094,0.15439510345458984,0.24633708596229553,0.24069096148014069,0.1537020057439804,-0.013219165615737438,0.23185929656028748,0.2322523146867752,0.18945613503456116,0.2740878462791443,0.17622371017932892
labs,0.1733427494764328,0.2820301353931427,0.09843225032091141,0.18806350231170654,0.2709966003894806,0.02211691625416279,0.2514627277851105,0.16778883337974548,0.19606056809425354,0.349134624004364,0.21238847076892853
.,0.5591574311256409,0.45942068099975586,0.29856356978416443,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.23353426158428192,0.2807863652706146,0.4726039469242096,0.3097001910209656,0.4130953550338745
