,what,is,one,straightforward,case,of,a,probabilistic,test,?
relies,0.29672762751579285,0.3674758970737457,0.18859358131885529,0.34474095702171326,0.2375955581665039,0.24824197590351105,0.29860034584999084,0.32459020614624023,0.20326288044452667,0.18079787492752075
on,0.34226128458976746,0.3635730445384979,0.3601475656032562,0.2493005394935608,0.2473251074552536,0.3966929316520691,0.3848365545272827,0.1641877442598343,0.22242271900177002,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.2957698106765747,0.31022098660469055,0.733189046382904,0.5829201340675354,0.24925124645233154,0.19235259294509888,0.22068053483963013
fact,0.4454877972602844,0.3122292160987854,0.33724328875541687,0.3601054549217224,0.3670404553413391,0.3007645010948181,0.27727827429771423,0.2960820198059082,0.19223998486995697,0.2798655927181244
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.23675882816314697,0.2248619794845581,0.35032153129577637,0.3206180930137634,0.12042325735092163,0.1613779515028,0.40561532974243164
fermat,0.21418137848377228,0.21814440190792084,0.2802874445915222,0.3136703670024872,0.3103170394897461,0.19480057060718536,0.2493271678686142,0.46969228982925415,0.23552359640598297,0.19266122579574585
's,0.02692362666130066,0.02396530658006668,0.06913424283266068,-0.06535986810922623,-0.1182698979973793,-0.03817026689648628,0.04866964742541313,0.028780126944184303,0.0007944157114252448,-0.023395681753754616
little,0.2614184617996216,0.23436859250068665,0.2340225726366043,0.18963153660297394,0.2109411209821701,0.20116642117500305,0.3029581904411316,0.16000764071941376,0.11106260865926743,0.20336517691612244
theorem,0.27076783776283264,0.23679251968860626,0.27811071276664734,0.3913232386112213,0.28132787346839905,0.18068012595176697,0.2234962433576584,0.4686688482761383,0.19374124705791473,0.18729111552238464
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.2655757963657379,0.2503088414669037,0.3680361211299896,0.3640355169773102,0.11897776275873184,0.16846168041229248,0.42300865054130554
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.4225081205368042,0.4129708409309387,0.41498205065727234,0.47537946701049805,0.40494051575660706,0.27682164311408997,0.32716336846351624
np≡n,0.20033064484596252,0.1190463975071907,0.17632488906383514,0.17979905009269714,0.18323279917240143,0.15435034036636353,0.17994418740272522,0.13073188066482544,0.17137858271598816,0.22654469311237335
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.23675882816314697,0.2248619794845581,0.35032153129577637,0.3206180930137634,0.12042325735092163,0.1613779515028,0.40561532974243164
mod,0.1897285282611847,0.09916874021291733,0.12897273898124695,0.21630306541919708,0.1298498809337616,0.0857362300157547,0.13028666377067566,0.222909614443779,0.2008313238620758,0.26345619559288025
p,0.18586504459381104,0.11757151037454605,0.2361234873533249,0.20081351697444916,0.1847255676984787,0.18174134194850922,0.15866722166538239,0.2778429687023163,0.09953117370605469,0.20840544998645782
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.2655757963657379,0.2503088414669037,0.3680361211299896,0.3640355169773102,0.11897776275873184,0.16846168041229248,0.42300865054130554
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.3622437119483948,0.30355575680732727,0.4185989499092102,0.44038116931915283,0.2172369658946991,0.2297848016023636,0.264628142118454
any,0.43670421838760376,0.35691767930984497,0.47406086325645447,0.41325387358665466,0.4125841557979584,0.3769088089466095,0.45031747221946716,0.3473292887210846,0.2628577649593353,0.4113408327102661
n,0.16510315239429474,0.2254602462053299,0.23284418880939484,0.22176429629325867,0.1936597377061844,0.18925218284130096,0.25362148880958557,0.29838740825653076,0.20229095220565796,0.19161871075630188
if,0.5277165174484253,0.30927813053131104,0.37931159138679504,0.4132213890552521,0.4457412660121918,0.2557544410228729,0.41272827982902527,0.43484675884246826,0.330635130405426,0.4441644251346588
p,0.18586504459381104,0.11757151037454605,0.2361234873533249,0.20081351697444916,0.1847255676984787,0.18174134194850922,0.15866722166538239,0.2778429687023163,0.09953117370605469,0.20840544998645782
is,0.28837618231773376,1.0,0.4544198513031006,0.327088862657547,0.26648613810539246,0.4854315221309662,0.658733606338501,0.21101143956184387,0.1841357946395874,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.3513652980327606,0.3104211390018463,0.5052502155303955,1.0,0.32921886444091797,0.2521366477012634,0.23916715383529663
prime,0.15586113929748535,0.16680827736854553,0.16067731380462646,0.23355388641357422,0.13657246530056,0.23935265839099884,0.17998681962490082,0.19649633765220642,0.17034637928009033,0.11276303976774216
number,0.23046229779720306,0.22390379011631012,0.4248921275138855,0.3798089027404785,0.2527475357055664,0.2778518795967102,0.2992287278175354,0.3370256721973419,0.19257770478725433,0.19256845116615295
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.2884155511856079,0.32712292671203613,0.5352458953857422,0.50484299659729,0.22896455228328705,0.23588362336158752,0.4130953550338745
