,who,arranged,for,tesla,to,demonstrate,his,system,at,the,ieee,?
induction,0.1360868364572525,0.1605709046125412,0.22771959006786346,0.3487966060638428,0.19430816173553467,0.2197391390800476,0.22258560359477997,0.22342351078987122,0.15051016211509705,0.26266005635261536,0.37904393672943115,0.1510571390390396
motor,0.1466689109802246,0.1273389607667923,0.19755128026008606,0.3617369830608368,0.2615114748477936,0.17219801247119904,0.18394465744495392,0.24123358726501465,0.19066749513149261,0.26024484634399414,0.17595814168453217,0.0637441948056221
",",0.3365725874900818,0.2789522111415863,0.4464869201183319,0.20599327981472015,0.44245919585227966,0.2733919620513916,0.3378419280052185,0.18439900875091553,0.38314947485923767,0.4933079481124878,0.24352361261844635,0.31091248989105225
at,0.22096660733222961,0.20818737149238586,0.34237727522850037,0.16552478075027466,0.36524343490600586,0.2285737246274948,0.27659502625465393,0.1684759259223938,1.0,0.457212895154953,0.1757829487323761,0.21978627145290375
the,0.3733934462070465,0.26620063185691833,0.4739971458911896,0.1324402391910553,0.535392165184021,0.2374596893787384,0.4394008219242096,0.3233085572719574,0.457212895154953,1.0,0.1838465929031372,0.22068053483963013
american,0.3093835413455963,0.11128802597522736,0.2306184321641922,0.12191694229841232,0.16338081657886505,0.06593098491430283,0.21155373752117157,0.07066620141267776,0.16126874089241028,0.24562937021255493,0.24350228905677795,0.18877598643302917
institute,0.16742992401123047,0.03911086916923523,0.23579588532447815,0.15442416071891785,0.18375186622142792,0.2090516984462738,0.18142391741275787,0.18625259399414062,0.30423781275749207,0.24399729073047638,0.3035942316055298,0.115291528403759
of,0.2827862501144409,0.33214297890663147,0.4185989499092102,0.18837453424930573,0.41548454761505127,0.2098890244960785,0.38364991545677185,0.25597915053367615,0.42558613419532776,0.733189046382904,0.2129846066236496,0.1826142966747284
electrical,0.16470956802368164,0.22077041864395142,0.20076188445091248,0.45727142691612244,0.2649001479148865,0.2583812177181244,0.17698267102241516,0.27420902252197266,0.21410898864269257,0.2523402273654938,0.37310829758644104,0.10923371464014053
engineers,0.24476072192192078,0.16069117188453674,0.2197026014328003,0.3254041373729706,0.2772461175918579,0.26731812953948975,0.14565543830394745,0.17663031816482544,0.13236266374588013,0.25282254815101624,0.33787575364112854,0.18139411509037018
(,0.2443375140428543,0.12770676612854004,0.3357032239437103,0.2156914919614792,0.30882009863853455,0.10973811149597168,0.16098198294639587,0.15626809000968933,0.23315078020095825,0.33289089798927307,0.23260299861431122,0.40561532974243164
now,0.29819536209106445,0.11917991936206818,0.3636377453804016,0.26316559314727783,0.3925153911113739,0.23349861800670624,0.26646822690963745,0.14182664453983307,0.33692896366119385,0.38266420364379883,0.17558999359607697,0.29641881585121155
ieee,0.1848582625389099,0.12213728576898575,0.27159491181373596,0.3623356223106384,0.1780811995267868,0.20952335000038147,0.11539559066295624,0.22901274263858795,0.1757829487323761,0.1838465929031372,1.0,0.16785793006420135
),0.2457384318113327,0.13672685623168945,0.3639558255672455,0.22692398726940155,0.31236231327056885,0.1154056265950203,0.18606403470039368,0.15207810699939728,0.23338089883327484,0.3456730246543884,0.22289595007896423,0.42300865054130554
.,0.3541337847709656,0.22968827188014984,0.4726039469242096,0.17949827015399933,0.4645031690597534,0.18065162003040314,0.3119256794452667,0.2277725487947464,0.4549728035926819,0.5934505462646484,0.20208533108234406,0.4130953550338745
